VLRX,"Valeritas Holdings, Inc.",Health Care,$47.7M,NAS
VALX,Validea Market Legends ETF,n/a,$22.61M,NAS
VALU,"Value Line, Inc.",Finance,$173.8M,NAS
VNDA,Vanda Pharmaceuticals Inc.,Health Care,$739.57M,NAS
BBH,VanEck Vectors Biotech ETF,n/a,$676.34M,NAS
GNRX,VanEck Vectors Generic Drugs ETF,n/a,$3.39M,NAS
PPH,VanEck Vectors Pharmaceutical ETF,n/a,$276.9M,NAS
VWOB,Vanguard Emerging Markets Government Bond ETF,n/a,$997.98M,NAS
VNQI,Vanguard Global ex-U.S. Real Estate ETF,n/a,$4.34B,NAS
VGIT,Vanguard Intermediate -Term Government Bond ETF,n/a,$1.21B,NAS
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,n/a,$15.19B,NAS
VIGI,Vanguard International Dividend Appreciation ETF,n/a,$418.28M,NAS
VYMI,Vanguard International High Dividend Yield ETF,n/a,$411.11M,NAS
VCLT,Vanguard Long-Term Corporate Bond ETF,n/a,$1.96B,NAS
VGLT,Vanguard Long-Term Government Bond ETF,n/a,$484.52M,NAS
VMBS,Vanguard Mortgage-Backed Securities ETF,n/a,$4.11B,NAS
VONE,Vanguard Russell 1000 ETF,n/a,$693.33M,NAS
VONG,Vanguard Russell 1000 Growth ETF,n/a,$1.17B,NAS
VONV,Vanguard Russell 1000 Value ETF,n/a,$1.08B,NAS
VTWO,Vanguard Russell 2000 ETF,n/a,$1.04B,NAS
VTWG,Vanguard Russell 2000 Growth ETF,n/a,$184.65M,NAS
VTWV,Vanguard Russell 2000 Value ETF,n/a,$165.6M,NAS
VTHR,Vanguard Russell 3000 ETF,n/a,$489.23M,NAS
VCSH,Vanguard Short-Term Corporate Bond ETF,n/a,$19.58B,NAS
VGSH,Vanguard Short-Term Government ETF,n/a,$1.53B,NAS
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,n/a,$3.59B,NAS
BNDX,Vanguard Total International Bond ETF,n/a,$7.63B,NAS
VXUS,Vanguard Total International Stock ETF,n/a,$8.57B,NAS
VEAC,Vantage Energy Acquisition Corp.,Finance,$672.75M,NAS
VEACU,Vantage Energy Acquisition Corp.,Finance,n/a,NAS
VEACW,Vantage Energy Acquisition Corp.,Finance,n/a,NAS
VREX,Varex Imaging Corporation,Capital Goods,$1.26B,NAS
VRNS,"Varonis Systems, Inc.",Technology,$1.01B,NAS
VDSI,"VASCO Data Security International, Inc.",Technology,$548.7M,NAS
VBLT,Vascular Biogenics Ltd.,Health Care,$121.06M,NAS
VBIV,"VBI Vaccines, Inc.",Health Care,$173.46M,NAS
WOOF,VCA Inc. ,Consumer Non-Durables,$7.52B,NAS
VECO,Veeco Instruments Inc.,Technology,$1.13B,NAS
DGLD,VelocityShares 3x Inverse Gold ETN,Finance,$17.42M,NAS
DSLV,VelocityShares 3x Inverse Silver ETN,Finance,$10.98M,NAS
UGLD,VelocityShares 3x Long Gold ETN,Finance,$90.78M,NAS
USLV,VelocityShares 3x Long Silver ETN,Finance,$247.69M,NAS
TVIZ,VelocityShares Daily 2x VIX Medium-Term ETN,Finance,$2.18M,NAS
TVIX,VelocityShares Daily 2x VIX Short-Term ETN,Finance,$257.62M,NAS
ZIV,VelocityShares Daily Inverse VIX Medium-Term ETN,Finance,$151.52M,NAS
XIV,VelocityShares Daily Inverse VIX Short-Term ETN,Finance,$706.09M,NAS
VIIZ,VelocityShares VIX Medium-Term ETN,Finance,$1.13M,NAS
VIIX,VelocityShares VIX Short-Term ETN,Finance,$13.94M,NAS
VEON,VEON Ltd.,Public Utilities,$6.84B,NAS
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,$349.25M,NAS
VCYT,"Veracyte, Inc.",Health Care,$259.45M,NAS
VSTM,"Verastem, Inc.",Health Care,$127.62M,NAS
VCEL,Vericel Corporation,Health Care,$110.59M,NAS
VRNT,Verint Systems Inc.,Technology,$2.49B,NAS
VRSN,"VeriSign, Inc.",Technology,$9.46B,NAS
VRSK,"Verisk Analytics, Inc.",Technology,$13.8B,NAS
VBTX,"Veritex Holdings, Inc.",Finance,$411.8M,NAS
VERI,"Veritone, Inc.",Technology,$174.61M,NAS
VRML,"Vermillion, Inc.",Health Care,$104.33M,NAS
VRNA,Verona Pharma plc,Health Care,$158.5M,NAS
VSAR,"Versartis, Inc.",Health Care,$602.07M,NAS
VTNR,"Vertex Energy, Inc",Energy,$33.76M,NAS
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,$32B,NAS
VIA,Viacom Inc.,Consumer Services,$15.19B,NAS
VIAB,Viacom Inc.,Consumer Services,$11.49B,NAS
VSAT,"ViaSat, Inc.",Technology,$3.68B,NAS
VIAV,Viavi Solutions Inc.,Technology,$2.42B,NAS
VICL,Vical Incorporated,Health Care,$29.4M,NAS
VICR,Vicor Corporation,Capital Goods,$719.52M,NAS
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,n/a,n/a,NAS
VSDA,VictoryShares Dividend Accelerator ETF,n/a,n/a,NAS
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,n/a,n/a,NAS
CID,VictoryShares International High Div Volatility Wtd ETF,n/a,n/a,NAS
CIL,VictoryShares International Volatility Wtd ETF,n/a,n/a,NAS
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,n/a,$30.63M,NAS
CFA,VictoryShares US 500 Volatility Wtd ETF,n/a,$8.76M,NAS
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,n/a,$22.51M,NAS
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,n/a,$27.92M,NAS
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,n/a,n/a,NAS
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,n/a,n/a,NAS
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,n/a,n/a,NAS
CSA,VictoryShares US Small Cap Volatility Wtd ETF,n/a,$2.16B,NAS
VBND,Vident Core U.S. Bond Strategy Fund,n/a,$425.18M,NAS
VUSE,Vident Core US Equity ETF,n/a,$448.7M,NAS
VIDI,Vident International Equity Fund,n/a,n/a,NAS
VDTH,Videocon d2h Limited,Consumer Services,$1B,NAS
VRAY,"ViewRay, Inc.",Health Care,$357.5M,NAS
VKTX,"Viking Therapeutics, Inc.",Health Care,$29.91M,NAS
VKTXW,"Viking Therapeutics, Inc.",Health Care,n/a,NAS
VBFC,Village Bank and Trust Financial Corp.,Finance,$45.33M,NAS
VLGEA,"Village Super Market, Inc.",Consumer Services,$354.38M,NAS
VNOM,Viper Energy Partners LP,Energy,$1.51B,NAS
VIRC,Virco Manufacturing Corporation,Consumer Durables,$76.66M,NAS
VIRT,"Virtu Financial, Inc.",Finance,$2.45B,NAS
VRTS,"Virtus Investment Partners, Inc.",Finance,$793.05M,NAS
VRTSP,"Virtus Investment Partners, Inc.",Finance,n/a,NAS
VRTU,Virtusa Corporation,Technology,$865.93M,NAS
VTGN,"VistaGen Therapeutics, Inc.",Health Care,$16.74M,NAS
VTL,"Vital Therapies, Inc.",Health Care,$124.51M,NAS
VIVE,"Viveve Medical, Inc.",Health Care,$138.97M,NAS
VVPR,VivoPower International PLC,Public Utilities,$50.84M,NAS
VVUS,"VIVUS, Inc.",Health Care,$132.1M,NAS
VOD,Vodafone Group Plc,Public Utilities,$76.06B,NAS
VOXX,VOXX International Corporation,Consumer Non-Durables,$202.95M,NAS
VYGR,"Voyager Therapeutics, Inc.",Health Care,$251.88M,NAS
VSEC,VSE Corporation,Consumer Services,$488.27M,NAS
VTVT,vTv Therapeutics Inc.,Health Care,$167.02M,NAS
VUZI,Vuzix Corporation,Technology,$136.74M,NAS
VWR,VWR Corporation,Consumer Durables,$4.34B,NAS
WBA,"Walgreens Boots Alliance, Inc.",Health Care,$83.17B,NAS
WAFD,"Washington Federal, Inc.",Finance,$2.95B,NAS
WAFDW,"Washington Federal, Inc.",Finance,n/a,NAS
WASH,"Washington Trust Bancorp, Inc.",Finance,$885.26M,NAS
WFBI,WashingtonFirst Bankshares Inc,Finance,$446.64M,NAS
WSBF,"Waterstone Financial, Inc.",Finance,$552.36M,NAS
WVE,WAVE Life Sciences Ltd.,Health Care,$504.46M,NAS
WAYN,Wayne Savings Bancshares Inc.,Finance,$48.4M,NAS
WSTG,"Wayside Technology Group, Inc.",Technology,$84.62M,NAS
WCFB,"WCF Bancorp, Inc.",Finance,$26.28M,NAS
WDFC,WD-40 Company,Basic Industries,$1.53B,NAS
FLAG,WeatherStorm Forensic Accounting Long Short ETF,n/a,$15.5M,NAS
WEB,"Web.com Group, Inc.",Technology,$1.21B,NAS
WBMD,WebMD Health Corp,Miscellaneous,$2.21B,NAS
WCST,"Wecast Network, Inc.",Consumer Services,$110.38M,NAS
WB,Weibo Corporation,Technology,$14.89B,NAS
WEBK,"Wellesley Bancorp, Inc.",Finance,$66.84M,NAS
WEN,Wendy&#39,s Company (The),Consumer Services,NAS
WERN,"Werner Enterprises, Inc.",Transportation,$2.12B,NAS
WSBC,"WesBanco, Inc.",Finance,$1.77B,NAS
WTBA,West Bancorporation,Finance,$386.06M,NAS
WSTC,West Corporation,Miscellaneous,$1.98B,NAS
WMAR,"West Marine, Inc.",Consumer Durables,$324.32M,NAS
WABC,Westamerica Bancorporation,Finance,$1.48B,NAS
WBB,"Westbury Bancorp, Inc.",Finance,$81.76M,NAS
WSTL,"Westell Technologies, Inc.",Public Utilities,$11.77M,NAS
WDC,Western Digital Corporation,Technology,$25.08B,NAS
WNEB,"Western New England Bancorp, Inc.",Finance,$318.67M,NAS
WLB,Westmoreland Coal Company,Energy,$83.98M,NAS
WPRT,Westport Fuel Systems Inc,Energy,$238.94M,NAS
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,$287.25M,NAS
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,$87.78M,NAS
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,n/a,NAS
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,$15.94M,NAS
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,n/a,NAS
WHF,"WhiteHorse Finance, Inc.",n/a,$243.26M,NAS
WHFBL,"WhiteHorse Finance, Inc.",n/a,n/a,NAS
WFM,"Whole Foods Market, Inc.",Consumer Services,$13.43B,NAS
WHLM,"Wilhelmina International, Inc.",Consumer Services,$43M,NAS
WVVI,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,$40.66M,NAS
WVVIP,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,n/a,NAS
WLDN,"Willdan Group, Inc.",Consumer Services,$266.43M,NAS
WLFC,Willis Lease Finance Corporation,Consumer Durables,$173.05M,NAS
WLTW,Willis Towers Watson Public Limited Company,Finance,$19.61B,NAS
WIN,"Windstream Holdings, Inc.",Public Utilities,$720.07M,NAS
WING,Wingstop Inc.,Consumer Services,$873.95M,NAS
WINA,Winmark Corporation,Consumer Services,$539.99M,NAS
WINS,Wins Finance Holdings Inc.,Finance,$4.07B,NAS
WTFC,Wintrust Financial Corporation,Finance,$4.3B,NAS
WTFCM,Wintrust Financial Corporation,Finance,n/a,NAS
WTFCW,Wintrust Financial Corporation,Finance,n/a,NAS
AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,n/a,$23.96M,NAS
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,n/a,$13.18M,NAS
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,n/a,$11.54M,NAS
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,n/a,$25.69M,NAS
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,n/a,$49.98M,NAS
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,n/a,$54.63M,NAS
DXGE,WisdomTree Germany Hedged Equity Fund,n/a,$121.99M,NAS
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,n/a,$60.05M,NAS
WETF,"WisdomTree Investments, Inc.",Finance,$1.41B,NAS
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,n/a,$134.44M,NAS
GULF,WisdomTree Middle East Dividend Fund,n/a,$16.5M,NAS
HYND,WisdomTree Negative Duration High Yield Bond Fund,n/a,$16.79M,NAS
CRDT,WisdomTree Strategic Corporate Bond Fund,n/a,$15.19M,NAS
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,n/a,$1.62B,NAS
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,n/a,$99.12M,NAS
DXPS,WisdomTree United Kingdom Hedged Equity Fund,n/a,$15.53M,NAS
UBND,WisdomTree Western Asset Unconstrained Bond Fund,n/a,$5.09M,NAS
WIX,Wix.com Ltd.,Technology,$3.11B,NAS
WMIH,WMIH Corp.,Finance,$247.66M,NAS
WBKC,"Wolverine Bancorp, Inc.",Finance,$84.56M,NAS
WWD,"Woodward, Inc.",Energy,$4.11B,NAS
WKHS,"Workhorse Group, Inc.",Capital Goods,$107.15M,NAS
WRLD,World Acceptance Corporation,Finance,$660.37M,NAS
WPCS,WPCS International Incorporated,Consumer Services,$4.56M,NAS
WPPGY,WPP plc,Technology,$27.5B,NAS
WMGI,Wright Medical Group N.V.,Health Care,$2.75B,NAS
WMGIZ,Wright Medical Group N.V.,Health Care,n/a,NAS
WSFS,WSFS Financial Corporation,Finance,$1.44B,NAS
WSFSL,WSFS Financial Corporation,Finance,n/a,NAS
WSCI,WSI Industries Inc.,Technology,$9.32M,NAS
WVFC,WVS Financial Corp.,Finance,$32.4M,NAS
WYNN,"Wynn Resorts, Limited",Consumer Services,$13.4B,NAS
XBIT,XBiotech Inc.,Health Care,$166.92M,NAS
XELB,"Xcel Brands, Inc",Miscellaneous,$57.19M,NAS
XCRA,Xcerra Corporation,Capital Goods,$529.11M,NAS
XNCR,"Xencor, Inc.",Health Care,$1.05B,NAS
XBIO,"Xenetic Biosciences, Inc.",Health Care,$24.23M,NAS
XBKS,"Xenith Bankshares, Inc.",Finance,$731.18M,NAS
XENE,Xenon Pharmaceuticals Inc.,Health Care,$58.49M,NAS
XGTI,"XG Technology, Inc",Consumer Durables,$19.41M,NAS
XGTIW,"XG Technology, Inc",Consumer Durables,n/a,NAS
XLNX,"Xilinx, Inc.",Technology,$15.98B,NAS
GLDI,X-Links Gold Shares Covered Call ETN,Finance,$122.81M,NAS
SLVO,X-Links Silver Shares Covered Call ETN,Finance,$6.75M,NAS
XOMA,XOMA Corporation,Health Care,$52.04M,NAS
XPER,Xperi Corporation,Technology,$1.61B,NAS
XPLR,Xplore Technologies Corp,Technology,$22.64M,NAS
XTLB,XTL Biopharmaceuticals Ltd.,Health Care,$18.31M,NAS
XNET,Xunlei Limited,Technology,$216.42M,NAS
YNDX,Yandex N.V.,Technology,$8.43B,NAS
YERR,Yangtze River Development Limited,Finance,$2.19B,NAS
YTRA,"Yatra Online, Inc.",Consumer Services,$381.59M,NAS
YTEN,"Yield10 Bioscience, Inc.",Basic Industries,$1M,NAS
YIN,Yintech Investment Holdings Limited,Finance,$711.85M,NAS
YGYI,"Youngevity International, Inc.",Consumer Services,$117.84M,NAS
YRCW,"YRC Worldwide, Inc.",Transportation,$373.2M,NAS
YECO,Yulong Eco-Materials Limited,Capital Goods,$5.94M,NAS
YY,YY Inc.,Technology,$3.14B,NAS
ZFGN,"Zafgen, Inc.",Health Care,$96.35M,NAS
ZAGG,ZAGG Inc,Consumer Services,$240.47M,NAS
ZAIS,"ZAIS Group Holdings, Inc.",Finance,$31.86M,NAS
ZBRA,Zebra Technologies Corporation,Technology,$5.21B,NAS
Z,"Zillow Group, Inc.",Miscellaneous,$8.7B,NAS
ZG,"Zillow Group, Inc.",Miscellaneous,$8.65B,NAS
ZN,Zion Oil & Gas Inc,Energy,$202.36M,NAS
ZNWAA,Zion Oil & Gas Inc,Energy,n/a,NAS
ZION,Zions Bancorporation,Finance,$8.94B,NAS
ZIONW,Zions Bancorporation,Finance,n/a,NAS
ZIONZ,Zions Bancorporation,Finance,n/a,NAS
ZIOP,ZIOPHARM Oncology Inc,Health Care,$873.86M,NAS
ZIXI,Zix Corporation,Technology,$302.65M,NAS
ZGNX,"Zogenix, Inc.",Health Care,$353.59M,NAS
ZSAN,Zosano Pharma Corporation,Health Care,$54.1M,NAS
ZUMZ,Zumiez Inc.,Consumer Services,$311.19M,NAS
ZYNE,"Zynerba Pharmaceuticals, Inc.",Health Care,$226.97M,NAS
ZNGA,Zynga Inc.,Technology,$3.01B,NAS
DDD,3D Systems Corporation,Technology,$2.03B,NYSE
MMM,3M Company,Health Care,$124.24B,NYSE
WBAI,500.com Limited,Consumer Services,$452.09M,NYSE
WUBA,58.com Inc.,Technology,$6.4B,NYSE
AHC,A.H. Belo Corporation,Consumer Services,$117.35M,NYSE
ATEN,"A10 Networks, Inc.",Technology,$554.7M,NYSE
AAC,"AAC Holdings, Inc.",Health Care,$154.3M,NYSE
AIR,AAR Corp.,Capital Goods,$1.2B,NYSE
AAN,"Aaron&#39;s,  Inc.",Technology,$2.74B,NYSE
ABB,ABB Ltd,Consumer Durables,$53.19B,NYSE
ABT,Abbott Laboratories,Health Care,$83.19B,NYSE
ABBV,AbbVie Inc.,Health Care,$114.16B,NYSE
ANF,Abercrombie & Fitch Company,Consumer Services,$834.56M,NYSE
GCH,"Aberdeen Greater China Fund, Inc.",n/a,$100.69M,NYSE
JEQ,"Aberdeen Japan Equity Fund, Inc. ",n/a,$112.37M,NYSE
SGF,"Aberdeen Singapore Fund, Inc.",n/a,$81.24M,NYSE
ABM,ABM Industries Incorporated,Finance,$2.26B,NYSE
AKR,Acadia Realty Trust,Consumer Services,$2.31B,NYSE
ACN,Accenture plc,Miscellaneous,$78.53B,NYSE
ACCO,Acco Brands Corporation,Consumer Durables,$1.28B,NYSE
ATV,"Acorn International, Inc.",Consumer Services,$36.95M,NYSE
ATU,Actuant Corporation,Technology,$1.44B,NYSE
AYI,Acuity Brands Inc,Consumer Durables,$8.38B,NYSE
GOLF,Acushnet Holdings Corp.,Consumer Non-Durables,$1.48B,NYSE
ADX,"Adams Diversified Equity Fund, Inc.",n/a,$1.42B,NYSE
PEO,"Adams Natural Resources Fund, Inc.",n/a,$529.13M,NYSE
AGRO,Adecoagro S.A.,Consumer Non-Durables,$1.17B,NYSE
ADNT,Adient plc,Capital Goods,$6.2B,NYSE
ATGE,Adtalem Global Education Inc.,Consumer Services,$2.26B,NYSE
AAP,Advance Auto Parts Inc,Consumer Services,$7.62B,NYSE
ADSW,"Advanced Disposal Services, Inc.",Public Utilities,$1.99B,NYSE
WMS,"Advanced Drainage Systems, Inc.",Capital Goods,$1.07B,NYSE
ASX,"Advanced Semiconductor Engineering, Inc.",Technology,$10.33B,NYSE
ASIX,AdvanSix Inc.,Basic Industries,$986.12M,NYSE
AAV,Advantage Oil & Gas Ltd,Energy,$1.24B,NYSE
AVK,Advent Claymore Convertible Securities and Income Fund,n/a,$379.65M,NYSE
AGC,Advent Claymore Convertible Securities and Income Fund II,n/a,$200.91M,NYSE
LCM,Advent/Claymore Enhanced Growth & Income Fund,n/a,$118.21M,NYSE
ACM,AECOM,Consumer Services,$5.01B,NYSE
ANW,Aegean Marine Petroleum Network Inc.,Energy,$214.98M,NYSE
AEB,Aegon NV,Finance,n/a,NYSE
AED,Aegon NV,Finance,n/a,NYSE
AEG,Aegon NV,Finance,$11.07B,NYSE
AEH,Aegon NV,Finance,n/a,NYSE
AEK,Aegon NV,Finance,n/a,NYSE
AER,Aercap Holdings N.V.,Technology,$7.91B,NYSE
HIVE,"Aerohive Networks, Inc.",Technology,$257.33M,NYSE
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",Capital Goods,$1.59B,NYSE
AET,Aetna Inc.,Health Care,$50.53B,NYSE
AMG,"Affiliated Managers Group, Inc.",Finance,$9.41B,NYSE
MGR,"Affiliated Managers Group, Inc.",Finance,n/a,NYSE
AFL,Aflac Incorporated,Finance,$30.77B,NYSE
AFSD,Aflac Incorporated,Finance,n/a,NYSE
MITT,"AG Mortgage Investment Trust, Inc.",n/a,$510.88M,NYSE
MITT^A,"AG Mortgage Investment Trust, Inc.",n/a,n/a,NYSE
MITT^B,"AG Mortgage Investment Trust, Inc.",n/a,n/a,NYSE
AGCO,AGCO Corporation,Capital Goods,$5.39B,NYSE
A,"Agilent Technologies, Inc.",Capital Goods,$19.03B,NYSE
AEM,Agnico Eagle Mines Limited,Basic Industries,$10.19B,NYSE
ADC,Agree Realty Corporation,Consumer Services,$1.31B,NYSE
AGU,Agrium Inc.,Basic Industries,$12.49B,NYSE
AL,Air Lease Corporation,Technology,$3.91B,NYSE
APD,"Air Products and Chemicals, Inc.",Basic Industries,$30.95B,NYSE
AYR,Aircastle Limited,Technology,$1.69B,NYSE
AKS,AK Steel Holding Corporation,Basic Industries,$1.94B,NYSE
ALP^O,Alabama Power Company,Public Utilities,n/a,NYSE
ALG,"Alamo Group, Inc.",Capital Goods,$1.06B,NYSE
AGI,Alamos Gold Inc.,Basic Industries,$2.02B,NYSE
ALK,"Alaska Air Group, Inc.",Transportation,$11.3B,NYSE
AIN,Albany International Corporation,Basic Industries,$1.72B,NYSE
ALB,Albemarle Corporation,Basic Industries,$11.97B,NYSE
AA,Alcoa Corporation,Capital Goods,$6.24B,NYSE
ALR,Alere Inc.,Health Care,$4.39B,NYSE
ALR^B,Alere Inc.,n/a,n/a,NYSE
ALEX,"Alexander & Baldwin Holdings, Inc.",Finance,$2B,NYSE
ALX,"Alexander&#39;s, Inc.",Consumer Services,$2.11B,NYSE
ARE,"Alexandria Real Estate Equities, Inc.",Consumer Services,$10.76B,NYSE
ARE^D,"Alexandria Real Estate Equities, Inc.",n/a,n/a,NYSE
AQN,Algonquin Power & Utilities Corp.,Public Utilities,$3.89B,NYSE
BABA,Alibaba Group Holding Limited,Miscellaneous,$359.68B,NYSE
Y,Alleghany Corporation,Finance,$9.08B,NYSE
ATI,Allegheny Technologies Incorporated,Basic Industries,$1.87B,NYSE
ALLE,Allegion plc,Consumer Services,$7.69B,NYSE
AGN,Allergan plc.,Health Care,$81.13B,NYSE
AGN^A,Allergan plc.,n/a,n/a,NYSE
ALE,"Allete, Inc.",Public Utilities,$3.62B,NYSE
AKP,Alliance California Municipal Income Fund Inc,n/a,$116.5M,NYSE
ADS,Alliance Data Systems Corporation,Miscellaneous,$14.16B,NYSE
AFB,Alliance National Municipal Income Fund Inc,n/a,$389.21M,NYSE
AOI,"Alliance One International, Inc.",Consumer Services,$145.74M,NYSE
AWF,Alliance World Dollar Government Fund II,n/a,$1.1B,NYSE
AB,AllianceBernstein Holding L.P.,Finance,$2.27B,NYSE
LNT,Alliant Energy Corporation,Public Utilities,$9.04B,NYSE
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,n/a,n/a,NYSE
NCV,AllianzGI Convertible & Income Fund,n/a,$623.1M,NYSE
NCZ,AllianzGI Convertible & Income Fund II,n/a,$465.42M,NYSE
ACV,AllianzGI Diversified Income & Convertible Fund,n/a,$216.49M,NYSE
NIE,AllianzGI Equity & Convertible Income Fund,n/a,$545.04M,NYSE
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",Finance,$1.24B,NYSE
AWH,"Allied World Assurance Company Holdings, AG",Finance,$4.64B,NYSE
ALSN,"Allison Transmission Holdings, Inc.",Capital Goods,$5.7B,NYSE
ALL,Allstate Corporation (The),Finance,$32.34B,NYSE
ALL^A,Allstate Corporation (The),n/a,n/a,NYSE
ALL^B,Allstate Corporation (The),n/a,n/a,NYSE
ALL^C,Allstate Corporation (The),n/a,n/a,NYSE
ALL^D,Allstate Corporation (The),n/a,n/a,NYSE
ALL^E,Allstate Corporation (The),n/a,n/a,NYSE
ALL^F,Allstate Corporation (The),n/a,n/a,NYSE
ALLY,Ally Financial Inc.,Finance,$9.55B,NYSE
ALLY^A,Ally Financial Inc.,n/a,n/a,NYSE
ALDW,"Alon USA Partners, LP",Energy,$661.46M,NYSE
AGD,Alpine Global Dynamic Dividend Fund,n/a,$127.13M,NYSE
AWP,Alpine Global Premier Properties Fund,n/a,$530.38M,NYSE
AOD,Alpine Total Dynamic Dividend Fund,n/a,$943.59M,NYSE
AYX,"Alteryx, Inc.",Technology,$1.12B,NYSE
ATUS,"Altice USA, Inc.",Consumer Services,$23.5B,NYSE
RESI,Altisource Residential Corporation,Finance,$685M,NYSE
MO,Altria Group,Consumer Non-Durables,$143.56B,NYSE
ACH,Aluminum Corporation of China Limited,Basic Industries,$7.94B,NYSE
AMBR,"Amber Road, Inc.",Technology,$231.06M,NYSE
ABEV,Ambev S.A.,Consumer Non-Durables,$83.85B,NYSE
AMC,"AMC Entertainment Holdings, Inc.",Consumer Services,$2.83B,NYSE
AMFW,Amec Plc Ord,Consumer Services,$2.28B,NYSE
AEE,Ameren Corporation,Public Utilities,$13.04B,NYSE
AMRC,"Ameresco, Inc.",Basic Industries,$320.24M,NYSE
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,$51.59B,NYSE
AMX,"America Movil, S.A.B. de C.V.",Public Utilities,$52.28B,NYSE
AAT,"American Assets Trust, Inc.",Consumer Services,$1.83B,NYSE
AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,$1.71B,NYSE
ACC,American Campus Communities Inc,Consumer Services,$6.12B,NYSE
AEO,"American Eagle Outfitters, Inc.",Consumer Services,$2.07B,NYSE
AEP,"American Electric Power Company, Inc.",Public Utilities,$33.94B,NYSE
AEL,American Equity Investment Life Holding Company,Finance,$2.36B,NYSE
AXP,American Express Company,Finance,$74.85B,NYSE
AFA,"American Financial Group, Inc.",Finance,n/a,NYSE
AFG,"American Financial Group, Inc.",Finance,$8.83B,NYSE
AFGE,"American Financial Group, Inc.",Finance,n/a,NYSE
AFGH,"American Financial Group, Inc.",Finance,n/a,NYSE
AMH,American Homes 4 Rent,Consumer Services,$5.77B,NYSE
AMH^A,American Homes 4 Rent,Consumer Services,n/a,NYSE
AMH^B,American Homes 4 Rent,n/a,n/a,NYSE
AMH^C,American Homes 4 Rent,n/a,n/a,NYSE
AMH^D,American Homes 4 Rent,n/a,n/a,NYSE
AMH^E,American Homes 4 Rent,n/a,n/a,NYSE
AMH^F,American Homes 4 Rent,n/a,n/a,NYSE
AIG,"American International Group, Inc.",Finance,$58.17B,NYSE
AIG.WS,"American International Group, Inc.",n/a,n/a,NYSE
AMID,"American Midstream Partners, LP",Public Utilities,$664.74M,NYSE
ARL,"American Realty Investors, Inc.",Finance,$133.42M,NYSE
ARA,"American Renal Associates Holdings, Inc",Health Care,$559.17M,NYSE
AWR,American States Water Company,Public Utilities,$1.72B,NYSE
AMT,American Tower Corporation (REIT),Consumer Services,$55.91B,NYSE
AMT^B,American Tower Corporation (REIT),n/a,n/a,NYSE
AVD,American Vanguard Corporation,Basic Industries,$518.22M,NYSE
AWK,American Water Works,Public Utilities,$13.83B,NYSE
APU,"AmeriGas Partners, L.P.",Consumer Services,$4.29B,NYSE
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Finance,$19.69B,NYSE
ABC,AmerisourceBergen Corporation (Holding Co),Health Care,$20.2B,NYSE
ANFI,Amira Nature Foods Ltd,Consumer Non-Durables,$160.53M,NYSE
AMN,AMN Healthcare Services Inc,Technology,$1.78B,NYSE
AP,Ampco-Pittsburgh Corporation,Capital Goods,$177.93M,NYSE
APH,Amphenol Corporation,Capital Goods,$22.15B,NYSE
BETR,"Amplify Snack Brands, inc.",Consumer Non-Durables,$712.3M,NYSE
AXR,AMREP Corporation,Consumer Services,$56.46M,NYSE
AME,"AMTEK, Inc.",Consumer Durables,$14.08B,NYSE
AFSI^A,"AmTrust Financial Services, Inc.",n/a,n/a,NYSE
