PIH,"1347 Property Insurance Holdings, Inc.",Finance,$47.27M,NAS
TURN,180 Degree Capital Corp.,Finance,$49.79M,NAS
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,$617.42M,NAS
FCCY,1st Constitution Bancorp (NJ),Finance,$138.47M,NAS
SRCE,1st Source Corporation,Finance,$1.25B,NAS
VNET,"21Vianet Group, Inc.",Technology,$520.26M,NAS
TWOU,"2U, Inc.",Technology,$2.14B,NAS
JOBS,"51job, Inc.",Technology,$2.76B,NAS
CAFD,8point3 Energy Partners LP,Public Utilities,$1.17B,NAS
EGHT,8x8 Inc,Public Utilities,$1.3B,NAS
AVHI,"A V Homes, Inc.",Capital Goods,$445.47M,NAS
SHLM,"A. Schulman, Inc.",Basic Industries,$889.83M,NAS
AAON,"AAON, Inc.",Capital Goods,$1.93B,NAS
ABAX,"ABAXIS, Inc.",Capital Goods,$1.19B,NAS
ABEO,Abeona Therapeutics Inc.,Health Care,$318.02M,NAS
ABEOW,Abeona Therapeutics Inc.,Health Care,n/a,NAS
ABIL,Ability Inc.,Finance,$29.36M,NAS
ABMD,"ABIOMED, Inc.",Health Care,$6.17B,NAS
AXAS,Abraxas Petroleum Corporation,Energy,$255.61M,NAS
ACIU,AC Immune SA,Health Care,$500.92M,NAS
ACIA,"Acacia Communications, Inc.",Technology,$1.57B,NAS
ACTG,Acacia Research Corporation,Miscellaneous,$197.29M,NAS
ACHC,"Acadia Healthcare Company, Inc.",Health Care,$4.2B,NAS
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,$3.5B,NAS
ACST,"Acasti Pharma, Inc.",Health Care,$18.98M,NAS
AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,$1.48B,NAS
XLRN,Acceleron Pharma Inc.,Health Care,$1.22B,NAS
ANCX,Access National Corporation,Finance,$543.8M,NAS
ARAY,Accuray Incorporated,Health Care,$369.35M,NAS
ACRX,"AcelRx Pharmaceuticals, Inc.",Health Care,$93.03M,NAS
ACET,Aceto Corporation,Health Care,$453.62M,NAS
AKAO,"Achaogen, Inc.",Health Care,$945.29M,NAS
ACHN,"Achillion Pharmaceuticals, Inc.",Health Care,$665.85M,NAS
ACIW,"ACI Worldwide, Inc.",Technology,$2.55B,NAS
ACRS,"Aclaris Therapeutics, Inc.",Health Care,$734.37M,NAS
ACNB,ACNB Corporation,Finance,$183.22M,NAS
ACOR,"Acorda Therapeutics, Inc.",Health Care,$944.85M,NAS
SQZZ,Active Alts Contrarian ETF,n/a,n/a,NAS
ATVI,"Activision Blizzard, Inc",Technology,$42.67B,NAS
ACTA,Actua Corporation,Technology,$461.93M,NAS
ACXM,Acxiom Corporation,Technology,$2.01B,NAS
ADMS,"Adamas Pharmaceuticals, Inc.",Health Care,$400.23M,NAS
ADMP,Adamis Pharmaceuticals Corporation,Health Care,$152.98M,NAS
ADAP,Adaptimmune Therapeutics plc,Health Care,$453.53M,NAS
ADUS,Addus HomeCare Corporation,Health Care,$435.71M,NAS
AEY,"ADDvantage Technologies Group, Inc.",Consumer Services,$16.1M,NAS
IOTS,Adesto Technologies Corporation,Technology,$70.48M,NAS
ADMA,ADMA Biologics Inc,Health Care,$46.25M,NAS
ADBE,Adobe Systems Incorporated,Technology,$69.45B,NAS
ADOM,"ADOMANI, Inc.",Capital Goods,$1.21B,NAS
ADTN,"ADTRAN, Inc.",Public Utilities,$968.89M,NAS
ADRO,"Aduro Biotech, Inc.",Health Care,$873.92M,NAS
AAAP,Advanced Accelerator Applications S.A.,Health Care,$1.71B,NAS
ADES,"Advanced Emissions Solutions, Inc.",Basic Industries,$201.1M,NAS
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,$2.6B,NAS
AMD,"Advanced Micro Devices, Inc.",Technology,$12.3B,NAS
ADXS,"Advaxis, Inc.",Health Care,$271.1M,NAS
ADXSW,"Advaxis, Inc.",Health Care,n/a,NAS
ADVM,"Adverum Biotechnologies, Inc.",Health Care,$105.03M,NAS
AEGN,Aegion Corp,Basic Industries,$742.5M,NAS
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,$46.54M,NAS
AEHR,Aehr Test Systems,Capital Goods,$81.02M,NAS
AMTX,"Aemetis, Inc",Basic Industries,$25.8M,NAS
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,$1.97B,NAS
AVAV,"AeroVironment, Inc.",Capital Goods,$904.35M,NAS
AEZS,AEterna Zentaris Inc.,Health Care,$14.65M,NAS
AEMD,"Aethlon Medical, Inc.",Capital Goods,$17.83M,NAS
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,$49.36M,NAS
AFMD,Affimed N.V.,Health Care,$101.06M,NAS
AGEN,Agenus Inc.,Health Care,$393.5M,NAS
AGRX,"Agile Therapeutics, Inc.",Health Care,$107.16M,NAS
AGYS,"Agilysys, Inc.",Technology,$236.77M,NAS
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,$2.6B,NAS
AGNC,AGNC Investment Corp.,Consumer Services,$7.16B,NAS
AGNCB,AGNC Investment Corp.,Consumer Services,$8.91B,NAS
AGNCP,AGNC Investment Corp.,Consumer Services,n/a,NAS
AGFS,"AgroFresh Solutions, Inc.",Finance,$398.22M,NAS
AGFSW,"AgroFresh Solutions, Inc.",Finance,n/a,NAS
ALRN,"Aileron Therapeutics, Inc.",Health Care,$195.65M,NAS
AIMT,"Aimmune Therapeutics, Inc.",Health Care,$1.04B,NAS
AIRT,"Air T, Inc.",Transportation,$41.88M,NAS
ATSG,"Air Transport Services Group, Inc",Transportation,$1.3B,NAS
AIRG,"Airgain, Inc.",Technology,$130.43M,NAS
AMCN,AirMedia Group Inc,Technology,$133.8M,NAS
AKAM,"Akamai Technologies, Inc.",Miscellaneous,$8.53B,NAS
AKTX,Akari Therapeutics Plc,Health Care,$54.88M,NAS
AKCA,"Akcea Therapeutics, Inc.",Health Care,n/a,NAS
AKBA,"Akebia Therapeutics, Inc.",Health Care,$614.36M,NAS
AKER,Akers Biosciences Inc,Health Care,$10.45M,NAS
AKRX,"Akorn, Inc.",Health Care,$4.18B,NAS
AKTS,"Akoustis Technologies, Inc.",Public Utilities,$162.9M,NAS
ALRM,"Alarm.com Holdings, Inc.",Technology,$1.69B,NAS
ALSK,"Alaska Communications Systems Group, Inc.",Public Utilities,$112.53M,NAS
AMRI,"Albany Molecular Research, Inc.",Health Care,$933.93M,NAS
ALBO,"Albireo Pharma, Inc.",Health Care,$216.15M,NAS
ABDC,Alcentra Capital Corp.,n/a,$178.58M,NAS
ADHD,Alcobra Ltd.,Health Care,$30.59M,NAS
ALDR,"Alder BioPharmaceuticals, Inc.",Health Care,$602.4M,NAS
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,$71.12M,NAS
ALXN,"Alexion Pharmaceuticals, Inc.",Health Care,$27.19B,NAS
ALCO,"Alico, Inc.",Consumer Non-Durables,$250.76M,NAS
ALGN,"Align Technology, Inc.",Health Care,$12.03B,NAS
ALIM,"Alimera Sciences, Inc.",Health Care,$91.51M,NAS
ALJJ,"ALJ Regional Holdings, Inc.",Miscellaneous,$110.29M,NAS
ALKS,Alkermes plc,Health Care,$9.11B,NAS
ABTX,"Allegiance Bancshares, Inc.",Finance,$504.31M,NAS
ALGT,Allegiant Travel Company,Transportation,$2.28B,NAS
AIQ,"Alliance HealthCare Services, Inc.",Health Care,$143.51M,NAS
AHGP,"Alliance Holdings GP, L.P.",Energy,$1.45B,NAS
AMMA,"Alliance MMA, Inc.",Consumer Services,$10.25M,NAS
ARLP,"Alliance Resource Partners, L.P.",Energy,$1.44B,NAS
AHPI,"Allied Healthcare Products, Inc.",Health Care,$10.68M,NAS
AMOT,"Allied Motion Technologies, Inc.",Capital Goods,$254.31M,NAS
ALQA,"Alliqua BioMedical, Inc.",Health Care,$17.01M,NAS
ALLT,Allot Communications Ltd.,Technology,$169.21M,NAS
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,$2.3B,NAS
AFAM,Almost Family Inc,Health Care,$843.34M,NAS
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,$7.15B,NAS
AOSL,Alpha and Omega Semiconductor Limited,Technology,$388.73M,NAS
GOOG,Alphabet Inc.,Technology,$627.2B,NAS
GOOGL,Alphabet Inc.,Technology,$641.73B,NAS
SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,$26.28M,NAS
ATEC,"Alphatec Holdings, Inc.",Health Care,$19.54M,NAS
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,n/a,$6.74M,NAS
AABA,Altaba Inc.,Technology,$48.79B,NAS
ALT,"Altimmune, Inc.",Health Care,$2.06M,NAS
ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,$391.32M,NAS
AIMC,Altra Industrial Motion Corp.,Capital Goods,$1.14B,NAS
AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,$664.11M,NAS
AMRN,Amarin Corporation plc,Health Care,$1.15B,NAS
AMRK,"A-Mark Precious Metals, Inc.",Basic Industries,$116.93M,NAS
AYA,Amaya Inc.,Technology,$2.52B,NAS
AMZN,"Amazon.com, Inc.",Consumer Services,$461.31B,NAS
AMBC,"Ambac Financial Group, Inc.",Finance,$782.46M,NAS
AMBCW,"Ambac Financial Group, Inc.",Finance,n/a,NAS
AMBA,"Ambarella, Inc.",Technology,$1.63B,NAS
AMCX,AMC Networks Inc.,Consumer Services,$3.55B,NAS
DOX,Amdocs Limited,Technology,$9.36B,NAS
AMDA,Amedica Corporation,Health Care,$14.24M,NAS
AMED,Amedisys Inc,Health Care,$2.04B,NAS
UHAL,Amerco,Consumer Services,$6.98B,NAS
ATAX,"America First Multifamily Investors, L.P.",Finance,$355.49M,NAS
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,$51.59B,NAS
AAL,"American Airlines Group, Inc.",Transportation,$25.64B,NAS
ACSF,"American Capital Senior Floating, Ltd.",n/a,$129.5M,NAS
AETI,"American Electric Technologies, Inc.",Energy,$14.43M,NAS
AMNB,"American National Bankshares, Inc.",Finance,$319.2M,NAS
ANAT,American National Insurance Company,Finance,$3.11B,NAS
AOBC,American Outdoor Brands Corporation,Capital Goods,$1.19B,NAS
APEI,"American Public Education, Inc.",Consumer Services,$362.02M,NAS
ARII,"American Railcar Industries, Inc.",Capital Goods,$721.37M,NAS
AMRB,American River Bankshares,Finance,$93.03M,NAS
AMSWA,"American Software, Inc.",Technology,$294.41M,NAS
AMSC,American Superconductor Corporation,Consumer Durables,$86.94M,NAS
AMWD,American Woodmark Corporation,Basic Industries,$1.57B,NAS
CRMT,"America&#39;s Car-Mart, Inc.",Consumer Durables,$284.88M,NAS
ABCB,Ameris Bancorp,Finance,$1.82B,NAS
AMSF,"AMERISAFE, Inc.",Finance,$1.06B,NAS
ASRV,AmeriServ Financial Inc.,Finance,$74.21M,NAS
ASRVP,AmeriServ Financial Inc.,Finance,n/a,NAS
ATLO,Ames National Corporation,Finance,$283.05M,NAS
AMGN,Amgen Inc.,Health Care,$126.28B,NAS
FOLD,"Amicus Therapeutics, Inc.",Health Care,$1.51B,NAS
AMKR,"Amkor Technology, Inc.",Technology,$2.33B,NAS
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,$819.17M,NAS
IBUY,Amplify Online Retail ETF,n/a,n/a,NAS
ASYS,"Amtech Systems, Inc.",Technology,$112.86M,NAS
AFSI,"AmTrust Financial Services, Inc.",Finance,$2.88B,NAS
AMRS,"Amyris, Inc.",Basic Industries,$63.73M,NAS
ADI,"Analog Devices, Inc.",Technology,$28.38B,NAS
ALOG,Analogic Corporation,Capital Goods,$884.16M,NAS
ANAB,"AnaptysBio, Inc.",Health Care,$490.52M,NAS
AVXL,Anavex Life Sciences Corp.,Health Care,$223.84M,NAS
ANCB,Anchor Bancorp,Finance,$63.37M,NAS
ANDA,Andina Acquisition Corp. II,Finance,$53.84M,NAS
ANDAR,Andina Acquisition Corp. II,Finance,n/a,NAS
ANDAU,Andina Acquisition Corp. II,Finance,n/a,NAS
ANDAW,Andina Acquisition Corp. II,Finance,n/a,NAS
ANGI,"Angie&#39;s List, Inc.",Consumer Services,$758.51M,NAS
ANGO,"AngioDynamics, Inc.",Health Care,$582.37M,NAS
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,$547.24M,NAS
ANIK,Anika Therapeutics Inc.,Health Care,$725.99M,NAS
ANSS,"ANSYS, Inc.",Technology,$10.34B,NAS
ATRS,"Antares Pharma, Inc.",Health Care,$477.13M,NAS
ANTH,"Anthera Pharmaceuticals, Inc.",Health Care,$15.93M,NAS
ABAC,"Aoxin Tianli Group, Inc.",Consumer Non-Durables,$17.88M,NAS
APOG,"Apogee Enterprises, Inc.",Capital Goods,$1.58B,NAS
APEN,"Apollo Endosurgery, Inc.",Health Care,$83.81M,NAS
AINV,Apollo Investment Corporation,n/a,$1.41B,NAS
APPF,"AppFolio, Inc.",Technology,$1.07B,NAS
APPN,Appian Corporation,Technology,$1.03B,NAS
AAPL,Apple Inc.,Technology,$744.17B,NAS
ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,$5.02M,NAS
APDN,Applied DNA Sciences Inc,Consumer Services,$46.38M,NAS
APDNW,Applied DNA Sciences Inc,Consumer Services,n/a,NAS
AGTC,Applied Genetic Technologies Corporation,Health Care,$91.32M,NAS
AMAT,"Applied Materials, Inc.",Technology,$45.25B,NAS
AAOI,"Applied Optoelectronics, Inc.",Technology,$1.17B,NAS
AREX,Approach Resources Inc.,Energy,$254.54M,NAS
APTI,"Apptio, Inc.",Technology,$663.94M,NAS
APRI,"Apricus Biosciences, Inc.",Health Care,$14.3M,NAS
APVO,Aptevo Therapeutics Inc.,Health Care,$40.7M,NAS
APTO,"Aptose Biosciences, Inc.",Health Care,$30.3M,NAS
AQMS,"Aqua Metals, Inc.",Basic Industries,$239.89M,NAS
AQB,"AquaBounty Technologies, Inc.",n/a,$66.45M,NAS
AQXP,"Aquinox Pharmaceuticals, Inc.",Health Care,$339.17M,NAS
ARDM,Aradigm Corporation,Health Care,$19.04M,NAS
ARLZ,Aralez Pharmaceuticals Inc.,Health Care,$90.89M,NAS
PETX,"Aratana Therapeutics, Inc.",Health Care,$307.14M,NAS
ABUS,Arbutus Biopharma Corporation,Health Care,$209.09M,NAS
ARCW,"ARC Group Worldwide, Inc.",Capital Goods,$49.06M,NAS
ABIO,"ARCA biopharma, Inc.",Health Care,$22.64M,NAS
RKDA,"Arcadia Biosciences, Inc.",Basic Industries,$17.49M,NAS
ARCB,ArcBest Corporation,Transportation,$536.09M,NAS
ACGL,Arch Capital Group Ltd.,Finance,$12.31B,NAS
ACGLP,Arch Capital Group Ltd.,Finance,n/a,NAS
APLP,"Archrock Partners, L.P.",Public Utilities,$946.9M,NAS
ARDX,"Ardelyx, Inc.",Health Care,$241.67M,NAS
ARNA,"Arena Pharmaceuticals, Inc.",Health Care,$57.11M,NAS
ARCC,Ares Capital Corporation,n/a,$7.03B,NAS
ARGX,argenx SE,Health Care,$410.58M,NAS
AGII,"Argo Group International Holdings, Ltd.",Finance,$1.83B,NAS
AGIIL,"Argo Group International Holdings, Ltd.",Finance,n/a,NAS
ARGS,"Argos Therapeutics, Inc.",Health Care,$15.07M,NAS
ARIS,"ARI Network Services, Inc.",Technology,$118.36M,NAS
ARKR,Ark Restaurants Corp.,Consumer Services,$83.58M,NAS
ARTX,Arotech Corporation,Miscellaneous,$97.78M,NAS
ARQL,"ArQule, Inc.",Health Care,$92.49M,NAS
ARRY,Array BioPharma Inc.,Health Care,$1.49B,NAS
ARRS,ARRIS International plc,Technology,$5.16B,NAS
DWAT,Arrow DWA Tactical ETF,n/a,$7.6M,NAS
AROW,Arrow Financial Corporation,Finance,$426.75M,NAS
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,$119.64M,NAS
ARTNA,Artesian Resources Corporation,Public Utilities,$340.41M,NAS
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,$12.68M,NAS
ASBB,"ASB Bancorp, Inc.",Finance,$166.29M,NAS
ASNA,"Ascena Retail Group, Inc.",Consumer Services,$395.93M,NAS
ASND,Ascendis Pharma A/S,Health Care,$898.7M,NAS
ASCMA,"Ascent Capital Group, Inc.",Consumer Services,$193.21M,NAS
APWC,Asia Pacific Wire & Cable Corporation Limited,Basic Industries,$42.15M,NAS
ASML,ASML Holding N.V.,Technology,$56.42B,NAS
AZPN,"Aspen Technology, Inc.",Technology,$4.12B,NAS
ASMB,"Assembly Biosciences, Inc.",Health Care,$358.72M,NAS
ASFI,"Asta Funding, Inc.",Finance,$50.2M,NAS
ASTE,"Astec Industries, Inc.",Capital Goods,$1.25B,NAS
ATRO,Astronics Corporation,Capital Goods,$881.82M,NAS
ALOT,"AstroNova, Inc.",Technology,$87.82M,NAS
ASTC,Astrotech Corporation,Capital Goods,$19.33M,NAS
ASUR,Asure Software Inc,Technology,$174.01M,NAS
ASV,"ASV Holdings, Inc.",Capital Goods,$81.24M,NAS
ATAI,ATA Inc.,Consumer Services,$110.78M,NAS
ATRA,"Atara Biotherapeutics, Inc.",Health Care,$429.36M,NAS
ATHN,"athenahealth, Inc.",Miscellaneous,$5.51B,NAS
ATNX,"Athenex, Inc.",Health Care,$997.02M,NAS
ATHX,"Athersys, Inc.",Health Care,$191.46M,NAS
AAPC,Atlantic Alliance Partnership Corp.,Consumer Services,$38.35M,NAS
AAME,Atlantic American Corporation,Finance,$75.53M,NAS
ACBI,"Atlantic Capital Bancshares, Inc.",Finance,$487.28M,NAS
ACFC,Atlantic Coast Financial Corporation,Finance,$120.39M,NAS
ABY,Atlantica Yield plc,Public Utilities,$2.04B,NAS
ATLC,Atlanticus Holdings Corporation,Finance,$41.7M,NAS
AAWW,Atlas Air Worldwide Holdings,Transportation,$1.39B,NAS
AFH,"Atlas Financial Holdings, Inc.",Finance,$168.43M,NAS
AFHBL,"Atlas Financial Holdings, Inc.",Finance,n/a,NAS
TEAM,Atlassian Corporation Plc,Technology,$7.81B,NAS
ATNI,"ATN International, Inc.",Public Utilities,$1.06B,NAS
ATOM,Atomera Incorporated,Technology,$52.41M,NAS
ATOS,Atossa Genetics Inc.,Health Care,$3.13M,NAS
ATRC,"AtriCure, Inc.",Health Care,$806.23M,NAS
ATRI,Atrion Corporation,Health Care,$1.21B,NAS
ATTU,Attunity Ltd.,Technology,$117.11M,NAS
LIFE,"aTyr Pharma, Inc.",Health Care,$79.75M,NAS
AUBN,"Auburn National Bancorporation, Inc.",Finance,$132.44M,NAS
BOLD,"Audentes Therapeutics, Inc.",Health Care,$540.95M,NAS
AUDC,AudioCodes Ltd.,Public Utilities,$200.95M,NAS
AUPH,Aurinia Pharmaceuticals Inc,Health Care,$523.93M,NAS
EARS,Auris Medical Holding AG,Health Care,$36.98M,NAS
ABTL,Autobytel Inc.,Technology,$132.75M,NAS
ADSK,"Autodesk, Inc.",Technology,$22.49B,NAS
ADP,"Automatic Data Processing, Inc.",Technology,$46.28B,NAS
AVDL,Avadel Pharmaceuticals plc,Health Care,$446.96M,NAS
ATXI,"Avenue Therapeutics, Inc.",Health Care,$68.96M,NAS
AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,$268.18M,NAS
AVXS,"AveXis, Inc.",Health Care,$2.48B,NAS
AVNW,"Aviat Networks, Inc.",Technology,$96.37M,NAS
AVID,"Avid Technology, Inc.",Technology,$209.68M,NAS
AVGR,"Avinger, Inc.",Health Care,$11.72M,NAS
AVIR,"Aviragen Therapeutics, Inc.",Health Care,$25.84M,NAS
CAR,"Avis Budget Group, Inc.",Consumer Services,$2.29B,NAS
AHPA,Avista Healthcare Public Acquisition Corp.,Finance,$379.75M,NAS
AHPAU,Avista Healthcare Public Acquisition Corp.,Finance,n/a,NAS
AHPAW,Avista Healthcare Public Acquisition Corp.,Finance,n/a,NAS
AWRE,"Aware, Inc.",Technology,$110.83M,NAS
AXAR,Axar Acquisition Corp.,Finance,$83.79M,NAS
AXARU,Axar Acquisition Corp.,Finance,n/a,NAS
AXARW,Axar Acquisition Corp.,Finance,n/a,NAS
ACLS,"Axcelis Technologies, Inc.",Technology,$644.05M,NAS
AXGN,"AxoGen, Inc.",Health Care,$531.18M,NAS
AAXN,"Axon Enterprise, Inc.",Capital Goods,$1.32B,NAS
AXSM,"Axsome Therapeutics, Inc.",Health Care,$125.11M,NAS
AXTI,AXT Inc,Technology,$244.99M,NAS
AZRX,"AzurRx BioPharma, Inc.",Health Care,$42.03M,NAS
BCOM,B Communications Ltd.,Consumer Services,$528.74M,NAS
RILY,"B. Riley Financial, Inc.",Miscellaneous,$442.9M,NAS
RILYL,"B. Riley Financial, Inc.",Miscellaneous,n/a,NAS
RILYZ,"B. Riley Financial, Inc.",Miscellaneous,n/a,NAS
BOSC,B.O.S. Better Online Solutions,Technology,$5.66M,NAS
BIDU,"Baidu, Inc.",Technology,$63.06B,NAS
BCPC,Balchem Corporation,Basic Industries,$2.43B,NAS
BWINA,"Baldwin & Lyons, Inc.",Finance,$352.08M,NAS
BWINB,"Baldwin & Lyons, Inc.",Finance,$367.03M,NAS
BLDP,"Ballard Power Systems, Inc.",Energy,$490.47M,NAS
BANF,BancFirst Corporation,Finance,$1.56B,NAS
BANFP,BancFirst Corporation,Finance,$27M,NAS
BCTF,"Bancorp 34, Inc.",Finance,$48.13M,NAS
BKMU,Bank Mutual Corporation,Finance,$429.47M,NAS
BOCH,Bank of Commerce Holdings (CA),Finance,$180.48M,NAS
BMRC,Bank of Marin Bancorp,Finance,$387.69M,NAS
BMLP,Bank Of Montreal,Finance,n/a,NAS
BKSC,Bank of South Carolina Corp.,Finance,$95.7M,NAS
BOTJ,"Bank of the James Financial Group, Inc.",Finance,$65.68M,NAS
OZRK,Bank of the Ozarks,Finance,$6.06B,NAS
BFIN,BankFinancial Corporation,Finance,$273.3M,NAS
BWFG,"Bankwell Financial Group, Inc.",Finance,$241.57M,NAS
BANR,Banner Corporation,Finance,$1.86B,NAS
BZUN,Baozun Inc.,Consumer Services,$1.32B,NAS
TAPR,Barclays Inverse US Treasury Composite ETN,Finance,$16.17M,NAS
BHAC,Barington/Hilco Acquisition Corp.,Finance,$48.45M,NAS
BHACR,Barington/Hilco Acquisition Corp.,Finance,n/a,NAS
BHACU,Barington/Hilco Acquisition Corp.,Finance,n/a,NAS
BHACW,Barington/Hilco Acquisition Corp.,Finance,n/a,NAS
BBSI,"Barrett Business Services, Inc.",Technology,$414.07M,NAS
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,$423.62M,NAS
BYBK,"Bay Bancorp, Inc.",Finance,$76.62M,NAS
BV,"Bazaarvoice, Inc.",Technology,$387.72M,NAS
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,$170.08M,NAS
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,$2.9B,NAS
BSF,"Bear State Financial, Inc.",Finance,$357.68M,NAS
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,$285.48M,NAS
BEBE,"bebe stores, inc.",Consumer Non-Durables,$49.13M,NAS
BBBY,Bed Bath & Beyond Inc.,Consumer Services,$4.29B,NAS
BGNE,"BeiGene, Ltd.",Health Care,$2.65B,NAS
BELFA,Bel Fuse Inc.,Capital Goods,$248.69M,NAS
BELFB,Bel Fuse Inc.,Capital Goods,$300.95M,NAS
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,$47.23M,NAS
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,$386.98M,NAS
BNCL,"Beneficial Bancorp, Inc.",Finance,$1.13B,NAS
BNFT,"Benefitfocus, Inc.",Technology,$1.07B,NAS
BNTC,Benitec Biopharma Limited,Health Care,$20.21M,NAS
BNTCW,Benitec Biopharma Limited,Health Care,n/a,NAS
BYSI,"BeyondSpring, Inc.",Health Care,$1.02B,NAS
BGCP,"BGC Partners, Inc.",Finance,$3.61B,NAS
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,$283.57M,NAS
BASI,"Bioanalytical Systems, Inc.",Health Care,$13.59M,NAS
ORPN,Bioblast Pharma Ltd.,Health Care,$10.05M,NAS
BIOC,"Biocept, Inc.",Health Care,$36.71M,NAS
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,$455.98M,NAS
BDSI,"BioDelivery Sciences International, Inc.",Health Care,$154.91M,NAS
BIIB,Biogen Inc.,Health Care,$57.69B,NAS
BIOL,"Biolase, Inc.",Health Care,$62.26M,NAS
BLFS,"BioLife Solutions, Inc.",Health Care,$37.15M,NAS
BLRX,BioLineRx Ltd.,Health Care,$78.49M,NAS
BMRN,BioMarin Pharmaceutical Inc.,Health Care,$15.72B,NAS
BMRA,"Biomerica, Inc.",Health Care,$22.51M,NAS
BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,$34.04M,NAS
BVXVW,BiondVax Pharmaceuticals Ltd.,Health Care,n/a,NAS
BPTH,"Bio-Path Holdings, Inc.",Health Care,$35.39M,NAS
BIOP,"Bioptix, Inc",Health Care,$21.1M,NAS
BIOS,"BioScrip, Inc.",Health Care,$320.87M,NAS
BBC,BioShares Biotechnology Clinical Trials Fund,n/a,$24.53M,NAS
BBP,BioShares Biotechnology Products Fund,n/a,$39.83M,NAS
BSTC,BioSpecifics Technologies Corp,Health Care,$361.59M,NAS
BSTG,"Biostage, Inc.",Health Care,$15.25M,NAS
BSPM,"Biostar Pharmaceuticals, Inc.",Health Care,$3.94M,NAS
TECH,Bio-Techne Corp,Health Care,$4.33B,NAS
BEAT,"BioTelemetry, Inc.",Health Care,$929.86M,NAS
BIVV,Bioverativ Inc.,Health Care,$6.62B,NAS
BCACU,Bison Capital Acquisition Corp.,Finance,n/a,NAS
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,$772.87M,NAS
BBOX,Black Box Corporation,Technology,$119.39M,NAS
BDE,"Black Diamond, Inc.",Consumer Non-Durables,$196.58M,NAS
BLKB,"Blackbaud, Inc.",Technology,$4.09B,NAS
BBRY,BlackBerry Limited,Public Utilities,$5.16B,NAS
HAWK,"Blackhawk Network Holdings, Inc.",Finance,$2.41B,NAS
BL,"BlackLine, Inc.",Technology,$1.85B,NAS
BKCC,BlackRock Capital Investment Corporation,n/a,$549.91M,NAS
ADRA,BLDRS Asia 50 ADR Index Fund,n/a,$21.54M,NAS
ADRD,BLDRS Developed Markets 100 ADR Index Fund,n/a,$59.84M,NAS
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,n/a,$137.95M,NAS
ADRU,BLDRS Europe 100 ADR Index Fund,n/a,$13.91M,NAS
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,$2.12B,NAS
BCOR,"Blucora, Inc.",Technology,$868.19M,NAS
BLBD,Blue Bird Corporation,Capital Goods,$401.74M,NAS
BUFF,"Blue Buffalo Pet Products, Inc.",Consumer Non-Durables,$4.42B,NAS
BHBK,"Blue Hills Bancorp, Inc.",Finance,$478.08M,NAS
BLUE,"bluebird bio, Inc.",Health Care,$4.13B,NAS
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,$225.12M,NAS
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,$236.75M,NAS
BPMC,Blueprint Medicines Corporation,Health Care,$2.1B,NAS
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,n/a,n/a,NAS
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,$1.44B,NAS
BOBE,"Bob Evans Farms, Inc.",Consumer Services,$1.4B,NAS
BOFI,"BofI Holding, Inc.",Finance,$1.49B,NAS
BOFIL,"BofI Holding, Inc.",Finance,n/a,NAS
WIFI,"Boingo Wireless, Inc.",Consumer Services,$558.65M,NAS
BOJA,"Bojangles&#39;, Inc.",Consumer Services,$580.05M,NAS
BOKF,BOK Financial Corporation,Finance,$5.53B,NAS
