Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
60.74,3,3,2,NTRS,Northern Trust Corporation,10.35,Hold
60.73,3,2,3,FICO,Fair Isaac Corporation,-8.02,Hold
60.73,2,3,5,PNR,Pentair plc.,5.3,Hold
60.7,1,3,6,TARO,Taro Pharmaceutical Industries Ltd.,-13.17,Hold
60.68,2,3,5,BOKF,BOK Financial Corporation,5.08,Hold
60.65,2,3,4,LSTR,"Landstar System, Inc.",-1.75,Hold
60.65,3,2,6,AXE,Anixter International Inc.,11.6,Hold
60.65,3,2,5,OAK,"Oaktree Capital Group, LLC",4.93,Hold
60.64,4,2,5,GNTX,Gentex Corporation,29.87,Hold
60.61,2,3,4,PKI,"PerkinElmer, Inc.",-1.97,Hold
60.6,3,2,7,NEM,Newmont Mining Corporation,17.99,Hold
60.58,3,3,9,PHI,PLDT Inc.,6.24,Buy
60.55,5,2,17,BOBE,"Bob Evans Farms, Inc.",17.18,Buy
60.54,1,3,7,AGCO,AGCO Corporation,-7.3,Hold
60.53,3,2,5,PG,Procter & Gamble Company (The),4.33,Hold
60.52,3,2,5,BLL,Ball Corporation,4.26,Hold
60.51,3,2,4,NATI,National Instruments Corporation,-2.44,Hold
60.51,2,2,9,FTV,Fortive Corporation,5.86,Hold
60.51,3,2,7,KMT,Kennametal Inc.,17.55,Hold
60.46,3,2,5,OGE,OGE Energy Corporation,3.99,Hold
60.44,2,3,3,ATR,"AptarGroup, Inc.",-9.46,Hold
60.39,2,3,5,DOV,Dover Corporation,3.63,Hold
60.38,3,2,5,STRA,"Strayer Education, Inc.",3.58,Hold
60.38,2,3,5,CLX,Clorox Company (The),3.56,Hold
60.37,5,2,8,SYNA,Synaptics Incorporated,23.51,Buy
60.36,2,2,7,RCI,"Rogers Communication, Inc.",-8.19,Hold
60.32,3,2,5,TOL,Toll Brothers Inc.,3.29,Hold
60.31,1,5,3,FIZZ,National Beverage Corp.,-45.43,Hold
60.3,3,2,5,MCK,McKesson Corporation,3.15,Hold
60.29,1,3,8,GES,"Guess?, Inc.",-1.9,Hold
60.27,2,3,4,MSCI,MSCI Inc,-3.65,Hold
60.26,2,6,17,ATH,Athene Holding Ltd.,16.03,Buy
60.2,3,2,10,SQ,"Square, Inc.",-14.02,Buy
60.18,3,2,5,KO,Coca-Cola Company (The),2.59,Hold
60.16,2,6,5,CPA,"Copa Holdings, S.A.",2.49,Buy
60.16,3,2,5,Q,"Quintiles IMS Holdings, Inc.",2.49,Hold
60.14,3,3,1,FFBC,First Financial Bancorp.,0.72,Hold
60.11,1,3,8,EOCC,Enel Generacion Chile S.A.,-2.8,Hold
60.1,3,2,5,MASI,Masimo Corporation,2.18,Hold
60.08,3,2,6,TKR,Timken Company (The),8.72,Hold
60.07,2,3,3,BMI,"Badger Meter, Inc.",-11.31,Hold
60.07,3,2,8,CNNX,Cone Midstream Partners LP,22.01,Hold
60.07,2,3,6,MPW,"Medical Properties Trust, Inc.",8.7,Hold
60.02,3,3,5,ORI,Old Republic International Corporation,16.75,Outperform
60.02,3,2,8,PAGP,"Plains Group Holdings, L.P.",21.79,Hold
60.01,3,2,5,BWA,BorgWarner Inc.,1.74,Hold
60.01,2,3,5,KWR,Quaker Chemical Corporation,1.72,Hold
60.0,1,6,4,PNRA,Panera Bread Company,0,
60.0,1,6,4,TPL,Texas Pacific Land Trust,0,
59.99,3,2,5,MELI,"MercadoLibre, Inc.",1.64,Hold
59.98,3,2,7,ROIC,Retail Opportunity Investments Corp.,14.89,Hold
59.96,3,2,5,NVS,Novartis AG,1.46,Hold
59.94,3,3,2,ASB,Associated Banc-Corp,6.38,Hold
59.93,3,3,9,DDC,Dominion Diamond Corporation,2.98,Buy
59.89,2,3,3,NJR,NewJersey Resources Corporation,-12.2,Hold
59.88,1,4,4,WABC,Westamerica Bancorporation,-5.59,Hold
59.88,3,3,9,STO,Statoil ASA,2.72,Buy
59.87,2,6,9,KRG,Kite Realty Group Trust,27.68,Buy
59.87,3,2,9,PRTY,Party City Holdco Inc.,27.7,Hold
59.86,2,3,6,UFS,Domtar Corporation,7.64,Hold
59.86,5,2,8,IGT,International Game Technology,20.98,Buy
59.85,2,3,6,AIV,Apartment Investment and Management Company,7.6,Hold
59.84,3,3,2,UMBF,UMB Financial Corporation,5.89,Hold
59.82,3,2,5,ICUI,"ICU Medical, Inc.",0.77,Hold
59.78,3,2,5,ILMN,"Illumina, Inc.",0.58,Hold
59.78,1,2,9,IONS,"Ionis Pharmaceuticals, Inc.",-22.77,Hold
59.76,2,3,7,DISCK,"Discovery Communications, Inc.",13.81,Hold
59.76,3,2,5,CPT,Camden Property Trust,0.47,Hold
59.7,3,2,5,CBOE,"CBOE Holdings, Inc.",0.16,Hold
59.7,3,3,3,UBSI,"United Bankshares, Inc.",11.85,Hold
59.68,4,2,5,MSM,"MSC Industrial Direct Company, Inc.",25.05,Hold
59.67,3,2,6,FRT,Federal Realty Investment Trust,6.66,Hold
59.64,2,3,5,SHO,"Sunstone Hotel Investors, Inc.",-0.12,Hold
59.63,6,2,8,APLE,"Apple Hospitality REIT, Inc.",10.19,Hold
59.63,2,3,5,DRH,Diamondrock Hospitality Company,-0.17,Hold
59.62,2,3,3,MTD,"Mettler-Toledo International, Inc.",-13.58,Hold
59.62,4,1,10,VET,Vermilion Energy Inc.,23.48,
59.6,2,3,5,NI,"NiSource, Inc",-0.34,Hold
59.59,3,2,17,ADNT,Adient plc,13.35,Hold
59.57,5,1,11,AFSI,"AmTrust Financial Services, Inc.",14.5,Buy
59.57,4,3,9,BRFS,BRF S.A.,26.16,Buy
59.57,1,3,8,CVI,CVR Energy Inc.,-5.49,Hold
59.55,3,3,2,FULT,Fulton Financial Corporation,4.4,Hold
59.55,3,2,8,RMR,The RMR Group Inc.,19.4,Hold
59.51,3,2,5,LMT,Lockheed Martin Corporation,-0.79,Hold
59.48,2,3,6,R,"Ryder System, Inc.",5.75,Hold
59.46,3,2,5,WYN,Wyndham Worldwide Corp,-1.04,Hold
59.45,2,3,5,SQM,Sociedad Quimica y Minera S.A.,-1.07,Hold
59.44,2,3,4,NEOG,Neogen Corporation,-7.79,Hold
59.42,3,2,6,NFG,National Fuel Gas Company,5.44,Hold
59.33,2,3,5,STT,State Street Corporation,-1.67,Hold
59.31,3,2,6,TCBI,"Texas Capital Bancshares, Inc.",4.87,Hold
59.3,2,3,5,STBA,"S&T Bancorp, Inc.",-1.83,Hold
59.27,3,3,2,CHCO,City Holding Company,3.02,Hold
59.27,3,2,5,CGNX,Cognex Corporation,-1.97,Hold
59.27,2,3,7,PRIM,Primoris Services Corporation,11.34,Hold
59.24,3,2,5,CAE,CAE Inc,-2.14,Hold
59.24,2,3,5,OI,"Owens-Illinois, Inc.",-2.12,Hold
59.22,3,2,6,CAA,"CalAtlantic Group, Inc.",4.44,Hold
59.21,4,2,1,CPK,Chesapeake Utilities Corporation,-3.95,Hold
59.2,2,6,17,BUD,Anheuser-Busch Inbev SA,11.78,Buy
59.2,3,2,8,TDS,"Telephone and Data Systems, Inc.",17.69,Hold
59.17,3,3,11,SFUN,Fang Holdings Limited,12.5,Buy
59.16,2,3,5,TMHC,Taylor Morrison Home Corporation,-2.53,Hold
59.12,2,3,5,HYH,"Halyard Health, Inc.",-2.75,Hold
59.09,5,2,6,BKFS,"Black Knight Financial Services, Inc.",3.77,Buy
59.07,3,2,8,TEVA,Teva Pharmaceutical Industries Limited,17.03,Hold
59.06,3,2,5,GLPI,"Gaming and Leisure Properties, Inc.",-3.01,Hold
59.06,1,6,5,MLI,"Mueller Industries, Inc.",12.92,
59.03,2,3,9,WMS,"Advanced Drainage Systems, Inc.",23.46,Hold
59.0,3,6,9,CZZ,Cosan Limited,48.31,Buy
58.99,3,2,17,VVV,Valvoline Inc.,10.97,Hold
58.98,2,2,8,WF,Woori Bank,-8.42,Hold
58.97,2,3,17,FND,"Floor & Decor Holdings, Inc.",10.88,Hold
58.96,3,3,5,AGII,"Argo Group International Holdings, Ltd.",21.49,Hold
58.95,2,3,5,BEN,"Franklin Resources, Inc.",-3.56,Hold
58.93,3,3,10,HNP,"Huaneng Power International, Inc.",4.64,Buy
58.92,3,3,5,CMD,Cantel Medical Corp.,21.28,Hold
58.92,3,2,6,OKE,"ONEOK, Inc.",2.95,Hold
58.91,3,3,3,ABB,ABB Ltd,7.9,Hold
58.88,3,2,7,EPC,"Energizer Holdings, Inc.",9.42,Hold
58.87,4,2,2,ACGL,Arch Capital Group Ltd.,1.03,Hold
58.87,2,3,5,MTH,Meritage Corporation,-3.96,Hold
58.85,5,2,5,NOAH,Noah Holdings Ltd.,-4.08,Buy
58.84,2,3,6,DNKN,"Dunkin&#39; Brands Group, Inc.",2.54,Hold
58.83,3,2,17,ITUB,Itau Unibanco Banco Holding SA,10.3,Hold
58.79,3,3,2,CPRT,"Copart, Inc.",0.6,Hold
58.77,3,2,8,GEL,"Genesis Energy, L.P.",15.51,Hold
58.77,3,3,2,DGX,Quest Diagnostics Incorporated,0.51,Hold
58.76,3,3,4,IDCC,"InterDigital, Inc.",13.78,Hold
58.76,3,3,2,WOOF,VCA Inc. ,0.46,Hold
58.74,3,2,8,GME,Gamestop Corporation,15.38,Hold
58.73,5,2,8,AKR,Acadia Realty Trust,15.3,Buy
58.62,4,2,7,TSCO,Tractor Supply Company,33.11,Hold
58.62,3,3,2,MTB,M&T Bank Corporation,-0.21,Hold
58.62,3,3,3,MKC,"McCormick & Company, Incorporated",6.44,Hold
58.61,3,3,2,WCG,"WellCare Health Plans, Inc.",-0.27,Hold
58.59,4,2,4,COLM,Columbia Sportswear Company,12.97,Hold
58.59,3,3,2,XLNX,"Xilinx, Inc.",-0.4,Hold
58.58,3,3,5,SNHY,Sun Hydraulics Corporation,10.98,Outperform
58.57,3,3,5,BGS,"B&G Foods, Inc.",19.51,Hold
58.57,3,2,8,PBI,Pitney Bowes Inc.,14.5,Hold
58.57,1,3,11,UA,"Under Armour, Inc.",9.53,Hold
58.56,3,2,7,CFX,Colfax Corporation,7.78,Hold
58.56,3,3,2,CBU,"Community Bank System, Inc.",-0.51,Hold
58.54,3,2,17,CNDT,Conduent Incorporated,9.16,Hold
58.5,3,3,4,MANT,ManTech International Corporation,12.49,Hold
58.5,1,6,8,RACE,Ferrari N.V.,-10.83,Buy
58.49,3,2,11,SPN,"Superior Energy Services, Inc.",34.1,Hold
58.48,2,3,8,SBH,"Sally Beauty Holdings, Inc.",14.05,Hold
58.46,3,3,2,SCL,Stepan Company,-1.05,Hold
58.46,2,3,7,TGT,Target Corporation,7.31,Hold
58.45,2,2,8,FSLR,"First Solar, Inc.",-11.07,Hold
58.44,2,3,5,QGEN,Qiagen N.V.,-6.12,Hold
58.42,2,2,11,HMHC,Houghton Mifflin Harcourt Company,8.79,Hold
58.41,4,2,3,WR,"Westar Energy, Inc.",5.37,Hold
58.4,3,2,7,ESRX,Express Scripts Holding Company,7.01,Hold
58.4,3,3,5,AF,Astoria Financial Corporation,18.69,Hold
58.39,5,2,9,CVA,Covanta Holding Corporation,20.3,Buy
58.37,3,3,2,MAIN,Main Street Capital Corporation,-1.5,Hold
58.35,3,2,8,BXP,"Boston Properties, Inc.",13.44,Hold
58.34,3,3,2,NAVG,"The Navigators Group, Inc.",-1.61,Hold
58.33,3,3,11,FTR,Frontier Communications Corporation,66.41,
58.33,1,6,11,REV,"Revlon, Inc.",74.94,
58.3,3,2,8,SFLY,"Shutterfly, Inc.",13.18,Hold
58.29,3,2,17,FHB,"First Hawaiian, Inc.",8.15,Hold
58.26,3,2,8,NLSN,Nielsen N.V.,12.98,Hold
58.24,3,3,1,FFIN,"First Financial Bankshares, Inc.",-8.78,Hold
58.24,3,2,7,GILD,"Gilead Sciences, Inc.",6.2,Hold
58.22,2,3,5,RLI,RLI Corp.,-7.21,Hold
58.21,3,3,11,EIGI,"Endurance International Group Holdings, Inc.",7.73,Buy
58.19,3,3,2,WEC,"WEC Energy Group, Inc.",-2.4,Hold
58.17,3,3,3,DORM,"Dorman Products, Inc.",4.17,Hold
58.16,3,2,7,LNCE,"Snyder&#39;s-Lance, Inc.",5.81,Hold
58.13,3,3,7,AHGP,"Alliance Holdings GP, L.P.",30.64,Hold
58.11,2,3,7,DEI,"Douglas Emmett, Inc.",5.54,Hold
58.09,4,2,6,GGP,GGP Inc.,15.71,
58.09,3,2,8,HPE,Hewlett Packard Enterprise Company,12.11,Hold
58.09,1,6,9,TROX,Tronox Limited,-6.23,Buy
58.05,3,2,7,JNPR,"Juniper Networks, Inc.",5.23,Hold
58.05,3,3,17,RIG,Transocean Ltd.,32.2,Hold
58.04,3,3,3,OMC,Omnicom Group Inc.,3.51,Hold
58.04,3,3,11,SHAK,"Shake Shack, Inc.",6.87,Buy
58.03,2,3,5,BRKR,Bruker Corporation,-8.18,Hold
58.0,4,3,17,NGG,"National Grid Transco, PLC",6.98,Buy
57.99,3,2,5,REGN,"Regeneron Pharmaceuticals, Inc.",-8.39,Hold
57.96,4,2,5,CUBE,CubeSmart,16.47,Hold
57.96,1,3,7,UMC,United Microelectronics Corporation,-20.22,Hold
57.94,2,3,9,EEP,"Enbridge Energy, L.P.",18.01,Hold
57.92,3,2,8,CIG,Comp En De Mn Cemig ADS,11.29,Hold
57.91,4,2,3,D,"Dominion Energy, Inc.",2.9,Hold
57.89,2,3,7,CHH,"Choice Hotels International, Inc.",4.44,Hold
57.89,3,2,8,SC,Santander Consumer USA Holdings Inc.,11.11,Hold
57.88,4,2,7,AAXN,"Axon Enterprise, Inc.",21.52,
57.88,4,2,6,CSL,Carlisle Companies Incorporated,22.72,Hold
57.88,5,2,17,LXFT,"Luxoft Holding, Inc.",6.5,Buy
57.86,4,2,3,AEP,"American Electric Power Company, Inc.",2.62,Hold
57.85,3,2,7,CNMD,CONMED Corporation,4.27,Hold
57.85,4,2,3,EVR,Evercore Partners Inc,2.58,Hold
57.81,3,3,4,SON,Sonoco Products Company,9.07,Hold
57.78,1,6,5,NWLI,"National Western Life Group, Inc.",0,
57.78,1,6,5,KCG,"KCG Holdings, Inc.",0,
57.75,4,2,4,HUBB,Hubbell Inc,8.76,Hold
57.75,3,2,7,SEE,Sealed Air Corporation,3.75,Hold
57.74,4,2,4,JBHT,"J.B. Hunt Transport Services, Inc.",8.7,Hold
57.74,4,2,4,FUL,H. B. Fuller Company,8.7,Hold
57.73,3,3,4,BRC,Brady Corporation,8.63,Hold
57.71,3,3,5,CLS,"Celestica, Inc.",15.24,Hold
57.7,3,3,1,INDB,Independent Bank Corp.,-11.52,Hold
57.7,3,2,8,STN,Stantec Inc,10.16,Hold
57.65,4,2,4,MKTX,"MarketAxess Holdings, Inc.",8.26,Hold
57.64,2,3,4,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",-16.79,Hold
57.64,4,2,5,WRE,Washington Real Estate Investment Trust,7.22,Outperform
57.61,3,3,3,IDA,"IDACORP, Inc.",1.39,Hold
57.59,4,2,3,MAR,Marriott International,1.26,Hold
57.58,3,2,8,GIMO,Gigamon Inc.,9.55,Hold
57.57,1,3,9,CMPR,Cimpress N.V,-8.83,Hold
57.57,3,3,3,NDAQ,"Nasdaq, Inc.",1.18,Hold
57.54,3,3,3,AEE,Ameren Corporation,1.04,Hold
57.49,3,3,4,TRMK,Trustmark Corporation,7.44,Hold
57.48,3,3,3,VWR,VWR Corporation,0.73,Hold
57.47,4,2,11,AVAL,Grupo Aval Acciones y Valores S.A.,4.04,Buy
57.45,3,3,3,BRO,"Brown & Brown, Inc.",0.56,Hold
57.45,4,2,3,HIG,"Hartford Financial Services Group, Inc. (The)",0.56,Hold
57.45,4,2,1,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,-12.76,Hold
57.42,4,2,11,ADSK,"Autodesk, Inc.",3.78,Buy
57.39,4,3,1,COLB,"Columbia Banking System, Inc.",11.96,Hold
57.39,3,2,17,BBD,Banco Bradesco Sa,4.55,Hold
57.37,3,2,11,ENDP,Endo International plc,28.53,Hold
57.34,3,2,7,EBAY,eBay Inc.,1.7,Hold
57.3,3,2,9,MDRX,"Allscripts Healthcare Solutions, Inc.",14.85,Hold
57.3,3,2,6,XHR,"Xenia Hotels & Resorts, Inc.",-5.19,Hold
57.27,3,3,4,CBF,Capital Bank Financial Corp.,6.36,Hold
57.26,3,3,8,RDC,Rowan Companies plc,32.98,Hold
57.24,3,2,11,KITE,"Kite Pharma, Inc.",-22.11,Buy
57.22,3,3,3,ROK,"Rockwell Automation, Inc.",-0.59,Hold
57.21,3,2,8,USAC,"USA Compression Partners, LP",7.71,Hold
57.2,3,2,17,PK,Park Hotels & Resorts Inc.,3.78,Hold
57.2,3,3,3,UGI,UGI Corporation,-0.66,Hold
57.18,3,2,8,STOR,STORE Capital Corporation,7.57,Hold
57.13,3,3,5,AOBC,American Outdoor Brands Corporation,12.3,Hold
57.13,3,3,5,FCF,First Commonwealth Financial Corporation,12.32,Hold
57.12,2,3,8,SAM,"Boston Beer Company, Inc. (The)",7.28,Hold
57.12,3,3,5,RGR,"Sturm, Ruger & Company, Inc.",12.28,Hold
57.11,2,3,7,EQR,Equity Residential,0.53,Hold
57.1,3,3,3,SIGI,"Selective Insurance Group, Inc.",-1.17,Hold
57.08,3,3,4,CTXS,"Citrix Systems, Inc.",5.42,Hold
57.08,2,3,17,SAN,"Banco Santander, S.A.",3.32,Hold
57.08,3,2,8,BDN,Brandywine Realty Trust,7.08,Hold
57.07,3,2,17,ARNC,Arconic Inc.,3.3,Hold
57.07,3,3,3,PFG,Principal Financial Group Inc,-1.33,Hold
57.07,2,3,17,RBS,Royal Bank Scotland plc (The),3.3,Hold
57.05,2,3,17,CUZ,Cousins Properties Incorporated,3.22,Hold
57.05,3,3,4,UNF,Unifirst Corporation,5.23,Hold
57.04,3,2,8,BEL,Belmond Ltd.,6.87,Hold
57.04,3,2,6,CABO,"Cable One, Inc.",-6.47,Hold
57.04,3,2,7,CIT,CIT Group Inc (DEL),0.2,Hold
57.02,5,2,10,PCRX,"Pacira Pharmaceuticals, Inc.",20.12,Buy
57.02,3,3,3,BCR,"C.R. Bard, Inc.",-1.59,Hold
56.97,3,2,8,NOK,Nokia Corporation,6.54,Hold
56.96,3,3,5,BPFH,"Boston Private Financial Holdings, Inc.",11.48,Hold
56.96,5,2,17,BHP,BHP Billiton Limited,2.85,Buy
56.95,3,3,3,XEL,Xcel Energy Inc.,-1.92,Hold
56.93,3,3,4,QLYS,"Qualys, Inc.",4.64,Hold
56.92,3,3,3,AFL,Aflac Incorporated,-2.09,Hold
56.87,2,3,6,PII,Polaris Industries Inc.,-7.33,Hold
56.82,2,3,6,EGP,"EastGroup Properties, Inc.",-7.56,Hold
56.8,3,2,8,ZBRA,Zebra Technologies Corporation,5.66,Hold
56.79,3,2,8,FE,FirstEnergy Corporation,5.6,Hold
56.77,3,3,5,AIT,"Applied Industrial Technologies, Inc.",10.53,Hold
56.71,3,3,3,SR,Spire Inc.,-3.14,Hold
56.7,3,3,3,FDS,FactSet Research Systems Inc.,-3.18,Hold
56.69,3,3,4,NBTB,NBT Bancorp Inc.,3.46,Hold
56.68,2,2,11,UBS,UBS AG,0.06,Hold
56.67,4,2,5,EDR,Education Realty Trust Inc.,10.0,Hold
56.67,3,3,11,SWN,Southwestern Energy Company,59.57,Hold
56.65,3,3,4,LECO,"Lincoln Electric Holdings, Inc.",3.24,Hold
56.64,3,3,5,FSIC,FS Investment Corporation,9.89,Hold
56.63,4,2,6,BPL,Buckeye Partners L.P.,16.46,Hold
56.63,3,3,4,PRI,"Primerica, Inc.",3.14,Hold
56.58,3,3,3,VTR,"Ventas, Inc.",-3.75,Hold
56.57,3,3,5,SJM,J.M. Smucker Company (The),9.52,Hold
56.55,3,3,4,RHP,"Ryman Hospitality Properties, Inc.",2.74,Hold
56.54,3,3,5,H,Hyatt Hotels Corporation,9.39,Hold
56.53,3,3,17,EEQ,Enbridge Energy Management LLC,26.13,Hold
56.48,4,2,4,PHG,Koninklijke Philips N.V.,2.39,Hold
56.48,2,3,17,SNN,"Smith & Nephew SNATS, Inc.",0.93,Hold
56.47,3,3,3,WPC,W.P. Carey Inc.,-4.33,Hold
56.46,5,2,10,HBM,Hudbay Minerals Inc.,17.3,Buy
56.46,3,3,4,USB,U.S. Bancorp,2.29,Hold
56.44,3,3,5,KAMN,Kaman Corporation,8.85,Hold
56.43,3,3,3,IPCC,Infinity Property and Casualty Corporation,-4.52,Hold
56.42,3,2,6,ATHN,"athenahealth, Inc.",-9.58,Hold
56.41,3,2,8,NWSA,News Corporation,3.72,Hold
56.41,3,3,17,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",25.64,Hold
56.38,3,3,5,NSIT,"Insight Enterprises, Inc.",8.59,Hold
56.37,1,6,4,ALX,"Alexander&#39;s, Inc.",1.85,Hold
56.35,3,3,4,EXR,Extra Space Storage Inc,1.73,Hold
56.33,4,3,4,ENS,Enersys,26.63,Hold
56.22,3,3,5,CFFN,"Capitol Federal Financial, Inc.",7.76,Hold
56.21,3,3,3,SCCO,Southern Copper Corporation,-5.61,Hold
56.2,3,6,8,FANG,"Diamondback Energy, Inc.",27.67,Buy
56.19,3,3,5,FCAU,Fiat Chrysler Automobiles N.V.,7.63,Hold
56.18,1,3,17,ZNH,China Southern Airlines Company Limited,-25.28,Hold
56.18,3,2,9,X,United States Steel Corporation,9.24,Hold
56.15,3,3,3,CDNS,"Cadence Design Systems, Inc.",-5.9,Hold
56.14,4,2,6,RPM,RPM International Inc.,14.02,Hold
56.14,3,3,3,WRB,W.R. Berkley Corporation,-5.98,Hold
56.13,3,3,2,JKHY,"Jack Henry & Associates, Inc.",-12.66,Hold
56.11,3,2,8,NTCT,"NetScout Systems, Inc.",2.22,Hold
56.08,3,3,8,CNSL,"Consolidated Communications Holdings, Inc.",27.07,Hold
56.07,3,3,4,CAJ,"Canon, Inc.",0.35,Hold
56.06,3,3,6,PGEM,"Ply Gem Holdings, Inc.",13.64,Hold
56.05,3,2,8,HSNI,"HSN, Inc.",1.92,Hold
56.03,3,3,5,HSY,Hershey Company (The),6.84,Hold
56.02,4,2,10,INFN,Infinera Corporation,-9.91,Buy
56.02,3,3,5,PEG,Public Service Enterprise Group Incorporated,6.75,Hold
56.01,3,2,17,BIVV,Bioverativ Inc.,-0.97,Hold
56.01,3,3,6,IBM,International Business Machines Corporation,13.36,Hold
55.99,3,2,8,AMCX,AMC Networks Inc.,1.64,Hold
55.97,3,3,5,AAON,"AAON, Inc.",6.53,Hold
55.97,3,2,8,TSU,TIM Participacoes S.A.,1.52,Hold
55.94,3,3,7,WSM,"Williams-Sonoma, Inc.",19.72,Hold
55.92,3,3,5,AYR,Aircastle Limited,6.29,Hold
55.89,3,2,7,AEL,American Equity Investment Life Holding Company,-5.56,Hold
55.88,3,3,5,FFIV,"F5 Networks, Inc.",6.08,Hold
55.87,4,3,1,RNST,Renasant Corporation,4.36,Hold
55.87,3,3,4,GGG,Graco Inc.,-0.64,Hold
55.87,3,3,5,RHI,Robert Half International Inc.,6.0,Hold
55.86,2,3,8,BRCD,"Brocade Communications Systems, Inc.",0.95,Hold
55.86,4,2,5,TIF,Tiffany & Co.,5.95,Hold
55.81,3,3,5,HST,"Host Hotels & Resorts, Inc.",5.73,Hold
55.79,3,3,5,TCP,"TC PipeLines, LP",5.63,Hold
55.77,5,3,6,VSAT,"ViaSat, Inc.",12.17,Buy
55.77,3,3,3,CNA,CNA Financial Corporation,-7.82,Hold
55.75,3,3,5,LPX,Louisiana-Pacific Corporation,5.44,Hold
55.73,3,3,7,CTL,"CenturyLink, Inc.",18.63,Hold
55.72,3,3,5,MANH,"Manhattan Associates, Inc.",5.28,Hold
55.72,3,3,5,PSA,Public Storage,5.26,Hold
55.67,3,3,5,CMC,Commercial Metals Company,5.0,Hold
55.67,1,3,8,TWTR,"Twitter, Inc.",-25.0,Hold
55.66,3,3,5,FITB,Fifth Third Bancorp,4.99,Hold
55.66,3,3,5,EMR,Emerson Electric Company,4.95,Hold
55.64,3,3,5,BMS,"Bemis Company, Inc.",4.87,Hold
55.63,3,3,4,ALV,"Autoliv, Inc.",-1.86,Hold
55.63,2,3,9,CMCM,Cheetah Mobile Inc.,6.48,Hold
55.62,3,3,6,PDM,"Piedmont Office Realty Trust, Inc.",11.43,Hold
55.62,3,2,8,STAG,"Stag Industrial, Inc.",-0.25,Hold
55.61,3,3,3,EXPD,"Expeditors International of Washington, Inc.",-8.61,Hold
55.61,3,3,6,HLF,Herbalife LTD.,11.38,Hold
55.55,3,2,8,MFA,"MFA Financial, Inc.",-0.58,Hold
55.54,3,3,5,NVO,Novo Nordisk A/S,4.39,Hold
55.52,3,3,8,LB,"L Brands, Inc.",24.27,Hold
55.5,3,3,5,RF,Regions Financial Corporation,4.17,Hold
55.49,3,3,5,CVG,Convergys Corporation,4.12,Hold
55.46,3,3,5,WWW,"Wolverine World Wide, Inc.",3.97,Hold
55.45,4,2,5,DRE,Duke Realty Corporation,3.91,Hold
55.45,3,2,8,RICE,Rice Energy Inc.,-1.1,Hold
55.41,3,3,4,AON,Aon plc,-2.96,Hold
55.4,1,3,11,OZM,Och-Ziff Capital Management Group LLC,-6.35,Hold
55.39,4,2,7,QCOM,QUALCOMM Incorporated,16.97,Hold
55.37,3,2,8,FSV,FirstService Corporation,-1.49,Hold
55.34,2,3,8,BSAC,Banco Santander Chile,-1.62,Hold
55.33,5,3,7,AXL,"American Axle & Manufacturing Holdings, Inc.",16.66,Buy
55.33,3,3,5,TM,Toyota Motor Corp Ltd Ord,3.34,Hold
55.31,3,2,8,EPAY,"Bottomline Technologies, Inc.",-1.79,Hold
55.3,3,3,5,LYB,LyondellBasell Industries NV,3.15,Hold
55.29,3,3,4,CA,CA Inc.,-3.54,Hold
55.28,2,3,7,BMO,Bank Of Montreal,-8.59,Hold
55.27,3,3,5,BBT,BB&T Corporation,3.03,Hold
55.24,3,6,6,WPZ,Williams Partners LP,9.54,Buy
55.19,3,3,4,CCU,"Compania Cervecerias Unidas, S.A.",-4.03,Hold
55.18,3,3,6,MDU,"MDU Resources Group, Inc.",9.25,Hold
55.15,5,2,8,CATM,Cardtronics plc,47.44,Hold
55.14,3,3,5,LPNT,"LifePoint Health, Inc.",2.37,Hold
55.14,3,3,5,AXP,American Express Company,2.35,Hold
55.12,3,3,5,ECOL,"US Ecology, Inc.",2.27,Hold
55.11,3,3,7,CSTE,Caesarstone Ltd.,15.55,Hold
55.07,4,2,5,ABC,AmerisourceBergen Corporation (Holding Co),2.01,Hold
55.05,3,3,5,PBCT,"People&#39;s United Financial, Inc.",1.93,Hold
55.02,4,2,5,INFO,IHS Markit Ltd.,1.75,Hold
55.02,4,2,5,STM,STMicroelectronics N.V.,1.76,Hold
54.98,4,2,8,KIM,Kimco Realty Corporation,21.56,Hold
54.97,3,3,7,AUO,AU Optronics Corp,14.86,Hold
54.96,3,3,7,FCN,"FTI Consulting, Inc.",14.8,Hold
54.94,3,3,5,DFT,"Dupont Fabros Technology, Inc.",1.37,Hold
54.92,3,3,5,AXS,Axis Capital Holdings Limited,1.29,Hold
54.91,3,2,17,MULE,"MuleSoft, Inc.",-5.37,Hold
54.91,3,2,9,SITE,"SiteOne Landscape Supply, Inc.",2.9,Hold
54.87,3,2,8,WUBA,58.com Inc.,-3.96,Hold
54.86,2,3,10,CEQP,Crestwood Equity Partners LP,9.31,Hold
54.85,3,3,5,HR,Healthcare Realty Trust Incorporated,0.93,Hold
54.84,3,3,5,PRXL,PAREXEL International Corporation,0.86,Hold
54.82,3,3,5,WFM,"Whole Foods Market, Inc.",0.79,Hold
54.8,4,2,5,FR,"First Industrial Realty Trust, Inc.",0.67,Hold
