Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
72.0,4,1,17,DBVT,DBV Technologies S.A.,13.02,Buy
72.0,4,2,7,FL,"Foot Locker, Inc.",55.38,Buy
71.98,3,2,9,AR,Antero Resources Corporation,38.22,Buy
71.97,3,2,7,BABY,Natus Medical Incorporated,24.84,Buy
71.96,3,1,8,CVLT,"Commvault Systems, Inc.",6.47,Buy
71.96,3,2,9,SEAS,"SeaWorld Entertainment, Inc.",38.12,Buy
71.95,2,2,9,GGB,Gerdau S.A.,13.07,Buy
71.95,2,2,5,HDB,HDFC Bank Limited,-13.6,Buy
71.94,3,2,8,ERJ,Embraer-Empresa Brasileira de Aeronautica,31.38,Buy
71.91,5,1,4,DY,"Dycom Industries, Inc.",29.53,Buy
71.91,3,2,4,GRUB,GrubHub Inc.,4.53,Buy
71.89,3,2,4,FLIR,"FLIR Systems, Inc.",4.47,Buy
71.88,3,1,8,RRR,"Red Rock Resorts, Inc.",6.08,Buy
71.87,3,2,9,SEMG,Semgroup Corporation,37.67,Buy
71.81,3,2,7,SIX,Six Flags Entertainment Corporation New,24.06,Buy
71.79,2,2,7,JLL,Jones Lang LaSalle Incorporated,-1.07,Buy
71.78,2,1,11,BNFT,"Benefitfocus, Inc.",0.56,Buy
71.74,2,2,8,FBR,Fibria Celulose S.A.,5.37,Buy
71.73,3,2,5,ACC,American Campus Communities Inc,10.34,Buy
71.72,3,2,17,TVPT,Travelport Worldwide Limited,11.89,Buy
71.7,2,2,1,AOS,Smith (A.O.) Corporation,8.52,Hold
71.68,3,2,5,XRAY,DENTSPLY SIRONA Inc.,10.07,Buy
71.67,3,2,11,CRZO,"Carrizo Oil & Gas, Inc.",130.92,Buy
71.67,3,2,11,LXRX,"Lexicon Pharmaceuticals, Inc.",58.08,Buy
71.67,3,2,11,CPG,Crescent Point Energy Corporation,81.65,Buy
71.67,3,2,11,EGO,Eldorado Gold Corporation,65.98,Buy
71.67,3,2,5,GSK,GlaxoSmithKline PLC,10.02,Buy
71.67,3,2,11,XON,Intrexon Corporation,56.11,Buy
71.67,3,2,11,QEP,"QEP Resources, Inc.",61.81,Buy
71.67,3,2,11,RRC,Range Resources Corporation,76.3,Buy
71.66,3,2,5,GEF,Greif Bros. Corporation,9.99,Buy
71.66,3,2,5,RXN,Rexnord Corporation,9.98,Buy
71.65,3,2,8,AYA,Amaya Inc.,29.94,Buy
71.65,4,2,2,ADC,Agree Realty Corporation,14.94,Buy
71.62,3,2,5,DSGX,The Descartes Systems Group Inc.,9.78,Buy
71.62,2,2,8,HLI,"Houlihan Lokey, Inc.",4.79,Buy
71.62,3,2,5,KRC,Kilroy Realty Corporation,9.79,Buy
71.6,3,2,5,TXT,Textron Inc.,9.65,Buy
71.58,3,2,6,LOGM,"LogMein, Inc.",16.23,Buy
71.58,3,2,6,LDOS,"Leidos Holdings, Inc.",16.21,Buy
71.55,2,2,8,HIMX,"Himax Technologies, Inc.",4.41,Buy
71.54,3,2,4,ZTS,Zoetis Inc.,2.7,Buy
71.52,2,2,8,PEGI,Pattern Energy Group Inc.,4.25,Buy
71.52,3,2,5,IP,International Paper Company,9.25,Buy
71.5,3,2,5,COH,"Coach, Inc.",9.17,Buy
71.49,3,2,8,EGRX,"Eagle Pharmaceuticals, Inc.",29.12,Buy
71.48,4,1,7,BLDR,"Builders FirstSource, Inc.",22.42,Buy
71.48,3,2,4,VAC,Marriot Vacations Worldwide Corporation,2.4,Buy
71.48,2,2,1,TWX,Time Warner Inc.,7.38,Hold
71.47,3,2,8,MYL,Mylan N.V.,29.0,Buy
71.46,3,2,5,UCBI,"United Community Banks, Inc.",8.96,Buy
71.45,3,2,5,AMG,"Affiliated Managers Group, Inc.",8.91,Buy
71.44,4,1,5,LBRDK,Liberty Broadband Corporation,8.86,Buy
71.43,1,2,5,BRKL,"Brookline Bancorp, Inc.",8.84,Hold
71.38,3,2,8,EGHT,8x8 Inc,28.57,Buy
71.37,3,2,8,CDE,"Coeur Mining, Inc.",28.5,Buy
71.36,3,2,5,AAPL,Apple Inc.,8.49,Buy
71.34,3,2,17,EQGP,"EQT GP Holdings, LP",10.36,Buy
71.31,3,2,8,GLPG,Galapagos NV,28.2,Buy
71.3,3,2,6,WWE,"World Wrestling Entertainment, Inc.",14.84,Buy
71.29,4,2,3,LOW,"Lowe&#39;s Companies, Inc.",19.77,Buy
71.28,3,2,6,HTGC,"Hercules Capital, Inc.",14.75,Buy
71.28,3,1,8,LYV,"Live Nation Entertainment, Inc.",3.09,Buy
71.27,3,2,17,EEX,"Emerald Expositions Events, Inc.",10.06,Buy
71.27,2,2,8,OEC,Orion Engineered Carbons S.A,3.0,Buy
71.21,3,2,5,BX,The Blackstone Group L.P.,7.71,Buy
71.2,3,2,6,ALLY,Ally Financial Inc.,14.31,Buy
71.15,3,2,5,C,Citigroup Inc.,7.41,Buy
71.12,1,2,5,AAL,"American Airlines Group, Inc.",7.25,Hold
71.12,3,2,5,LM,"Legg Mason, Inc.",7.27,Buy
71.11,3,2,8,CUDA,"Barracuda Networks, Inc.",27.21,Buy
71.09,3,2,5,APO,"Apollo Global Management, LLC",7.14,Buy
71.08,3,2,5,VNTV,"Vantiv, Inc.",7.09,Buy
71.0,3,2,5,SKM,"SK Telecom Co., Ltd.",6.67,Buy
70.98,3,2,6,THRM,Gentherm Inc,13.23,Buy
70.98,3,1,11,HZNP,Horizon Pharma plc,21.58,Buy
70.98,3,2,8,DM,"Dominion Energy Midstream Partners, LP",26.58,Buy
70.98,3,2,6,BLD,TopBuild Corp.,13.23,Buy
70.94,2,2,9,ENV,"Envestnet, Inc",8.04,Buy
70.94,3,2,5,FBC,"Flagstar Bancorp, Inc.",6.35,Buy
70.93,3,2,5,CHTR,"Charter Communications, Inc.",6.3,Buy
70.93,3,2,7,UNVR,Univar Inc.,19.67,Buy
70.92,3,2,4,ECL,Ecolab Inc.,-0.41,Buy
70.9,3,2,5,OXM,"Oxford Industries, Inc.",6.19,Buy
70.87,3,1,8,LGND,Ligand Pharmaceuticals Incorporated,1.02,Buy
70.85,3,2,9,ATKR,Atkore International Group Inc.,32.58,Buy
70.85,4,1,5,MGM,MGM Resorts International,5.91,Buy
70.83,4,2,1,CB,D/B/A Chubb Limited New,4.16,Buy
70.82,3,2,5,MAA,"Mid-America Apartment Communities, Inc.",5.77,Buy
70.8,3,2,5,STAY,"Extended Stay America, Inc.",5.69,Buy
70.78,3,2,10,GWPH,GW Pharmaceuticals Plc,38.88,Buy
70.78,3,2,5,IPG,"Interpublic Group of Companies, Inc. (The)",5.59,Buy
70.77,1,2,17,DECK,Deckers Outdoor Corporation,8.07,Hold
70.76,4,1,8,BUFF,"Blue Buffalo Pet Products, Inc.",25.49,Buy
70.75,5,1,5,FNSR,Finisar Corporation,30.42,Buy
70.75,3,2,6,BP,BP p.l.c.,12.07,Buy
70.73,4,2,3,CNK,Cinemark Holdings Inc,17.0,Buy
70.72,3,2,6,SEP,"Spectra Energy Partners, LP",11.92,Buy
70.68,3,2,10,NBL,Noble Energy Inc.,38.4,Buy
70.68,4,1,5,PF,"Pinnacle Foods, Inc.",5.07,Buy
70.67,4,2,8,AMC,"AMC Entertainment Holdings, Inc.",70.73,Buy
70.66,3,2,17,LAUR,"Laureate Education, Inc.",7.62,Buy
70.64,3,2,6,HCA,"HCA Healthcare, Inc.",11.51,Buy
70.62,2,2,9,FDC,First Data Corporation,6.44,Buy
70.61,3,2,6,AAWW,Atlas Air Worldwide Holdings,11.4,Buy
70.56,3,2,5,GXP,Great Plains Energy Inc,4.48,Buy
70.55,4,1,8,EVHC,Envision Healthcare Corporation,24.42,Buy
70.53,3,1,8,TWOU,"2U, Inc.",-0.7,Buy
70.53,3,2,6,FTNT,"Fortinet, Inc.",10.97,Buy
70.53,3,2,5,BMY,Bristol-Myers Squibb Company,4.32,Buy
70.53,3,2,4,PAYC,"Paycom Software, Inc.",-2.37,Buy
70.51,1,2,8,VIAB,Viacom Inc.,24.24,Hold
70.5,3,2,6,WB,Weibo Corporation,10.82,Buy
70.45,3,2,8,KN,Knowles Corporation,23.94,Buy
70.42,3,2,6,VIV,Telefonica Brasil S.A.,10.42,Buy
70.41,3,2,5,NUVA,"NuVasive, Inc.",3.73,Buy
70.41,3,2,17,HOME,At Home Group Inc.,6.62,Buy
70.38,3,2,8,WCC,"WESCO International, Inc.",23.57,Buy
70.36,3,2,5,SUPN,"Supernus Pharmaceuticals, Inc.",3.45,Buy
70.34,3,3,5,HA,"Hawaiian Holdings, Inc.",28.35,Buy
70.34,2,2,10,MCRN,Milacron Holdings Corp.,11.7,Buy
70.33,3,2,12,ICPT,"Intercept Pharmaceuticals, Inc.",55.71,Buy
70.31,3,1,9,INCY,Incyte Corporation,4.87,Buy
70.31,3,2,5,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",3.23,Buy
70.31,2,2,8,FTS,Fortis Inc.,27.91,
70.29,3,1,10,MIME,Mimecast Limited,11.44,Buy
70.26,4,2,4,OZRK,Bank of the Ozarks,21.28,Buy
70.25,3,2,5,QSR,Restaurant Brands International Inc.,2.91,Buy
70.23,3,2,7,OLN,Olin Corporation,16.17,Buy
70.22,3,2,9,GG,Goldcorp Inc.,29.41,Buy
70.22,3,2,5,MS,Morgan Stanley,2.76,Buy
70.19,3,2,8,COST,Costco Wholesale Corporation,22.64,Buy
70.18,4,2,1,MMC,"Marsh & McLennan Companies, Inc.",0.9,Buy
70.16,2,2,11,SPLK,Splunk Inc.,17.46,Buy
70.15,3,1,11,AXDX,"Accelerate Diagnostics, Inc.",17.43,Buy
70.14,3,1,8,MTSI,"MACOM Technology Solutions Holdings, Inc.",-2.62,Buy
70.1,3,2,5,PCLN,The Priceline Group Inc. ,2.15,Buy
70.09,3,2,8,CAVM,"Cavium, Inc.",22.12,Buy
70.06,3,2,17,CARS,Cars.com Inc.,5.22,Buy
70.04,3,1,10,PEN,"Penumbra, Inc.",10.19,Buy
70.03,3,2,6,EFII,"Electronics for Imaging, Inc.",8.47,Buy
70.03,4,2,3,BC,Brunswick Corporation,13.47,Buy
70.03,3,2,5,CLGX,"CoreLogic, Inc.",1.83,Buy
70.03,3,2,6,SKX,"Skechers U.S.A., Inc.",8.46,Buy
70.02,3,2,17,PUK,Prudential Public Limited Company,5.06,Buy
70.02,3,2,5,VC,Visteon Corporation,1.76,Buy
70.0,3,2,10,CVE,Cenovus Energy Inc,35.01,Buy
70.0,3,2,8,HPP,"Hudson Pacific Properties, Inc.",21.68,Buy
69.97,3,2,17,BIP,Brookfield Infrastructure Partners LP,4.86,Buy
69.97,2,2,2,FBHS,"Fortune Brands Home & Security, Inc.",6.53,Hold
69.93,3,2,5,TRNO,Terreno Realty Corporation,1.34,Buy
69.93,3,2,8,VOYA,"Voya Financial, Inc.",21.31,Buy
69.88,2,2,2,ZION,Zions Bancorporation,6.05,Hold
69.88,3,2,17,RENX,RELX N.V.,4.51,Buy
69.87,2,2,3,BMA,Macro Bank Inc.,12.66,Hold
69.87,4,2,5,PAG,"Penske Automotive Group, Inc.",26.0,Buy
69.86,1,2,5,BNCL,"Beneficial Bancorp, Inc.",0.95,Hold
69.86,3,2,6,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,7.64,Buy
69.85,3,2,7,HMSY,HMS Holdings Corp,14.23,Buy
69.85,3,2,11,TSRO,"TESARO, Inc.",40.91,Buy
69.85,3,2,5,ELLI,"Ellie Mae, Inc.",0.93,Buy
69.84,3,2,17,DEO,Diageo plc,4.37,Buy
69.83,3,2,7,ESRT,"Empire State Realty Trust, Inc.",14.14,Buy
69.82,1,3,3,MLHR,"Herman Miller, Inc.",12.43,Hold
69.76,3,2,8,SLB,Schlumberger N.V.,20.45,Buy
69.72,1,2,5,JBL,Jabil Inc.,0.26,Hold
69.69,3,2,9,EGN,Energen Corporation,26.8,Buy
69.68,3,2,5,CTSH,Cognizant Technology Solutions Corporation,0.06,Buy
69.68,3,2,8,MTDR,Matador Resources Company,20.07,Buy
69.66,3,2,8,CXO,Concho Resources Inc.,19.96,Buy
69.62,4,2,5,UBSH,Union Bankshares Corporation,24.76,Buy
69.61,3,2,6,ASX,"Advanced Semiconductor Engineering, Inc.",6.38,Buy
69.6,3,2,7,ARCC,Ares Capital Corporation,13.01,Buy
69.6,2,2,7,BNS,Bank of Nova Scotia (The),-11.99,Buy
69.58,3,2,8,TAHO,"Tahoe Resources, Inc.",70.44,
69.57,3,2,6,AYI,Acuity Brands Inc,6.2,Buy
69.56,2,1,11,NVCR,NovoCure Limited,-10.53,Buy
69.56,3,2,5,TRMB,Trimble Inc.,-0.52,Buy
69.53,4,1,8,LADR,Ladder Capital Corp,19.32,Buy
69.52,3,2,10,BKD,Brookdale Senior Living Inc.,32.59,Buy
69.5,4,2,8,IMAX,Imax Corporation,44.19,Buy
69.49,3,2,8,ETE,"Energy Transfer Equity, L.P.",19.12,Buy
69.49,2,2,2,HII,"Huntington Ingalls Industries, Inc.",4.14,Hold
69.47,4,2,6,SMCI,"Super Micro Computer, Inc.",30.69,Buy
69.46,3,2,17,HRC,Hill-Rom Holdings Inc,2.85,Buy
69.43,3,1,11,QTWO,"Q2 Holdings, Inc.",13.84,Buy
69.43,5,1,8,RSPP,"RSP Permian, Inc.",43.8,Buy
69.42,2,2,3,CW,Curtiss-Wright Corporation,10.45,Hold
69.39,3,2,17,MGP,MGM Growth Properties LLC,2.56,Buy
69.38,3,2,8,SU,Suncor Energy  Inc.,18.58,Buy
69.36,4,2,4,DCM,"NTT DOCOMO, Inc",16.78,Buy
69.33,3,2,4,ERIE,Erie Indemnity Company,-8.34,Buy
69.32,3,1,11,GSM,Ferroglobe PLC,13.28,Buy
69.32,3,2,6,OLED,Universal Display Corporation,4.92,Buy
69.32,3,2,6,VLO,Valero Energy Corporation,4.91,Buy
69.31,3,2,7,SPSC,"SPS Commerce, Inc.",11.53,Buy
69.29,4,2,5,CENT,Central Garden & Pet Company,23.12,Buy
69.28,2,2,4,POOL,Pool Corporation,16.38,Hold
69.24,3,2,6,ARE,"Alexandria Real Estate Equities, Inc.",4.55,Buy
69.2,4,2,9,AGI,Alamos Gold Inc.,49.31,Buy
69.2,3,2,5,OSB,Norbord Inc.,-2.34,Buy
69.19,3,2,6,PM,Philip Morris International Inc,4.3,Buy
69.18,1,3,2,RJF,"Raymond James Financial, Inc.",2.56,Hold
69.18,4,2,4,DIS,Walt Disney Company (The),15.89,Buy
69.17,3,2,5,CHDN,"Churchill Downs, Incorporated",-2.47,Buy
69.17,3,2,4,JJSF,J & J Snack Foods Corp.,-9.15,Buy
69.17,4,2,4,KLIC,"Kulicke and Soffa Industries, Inc.",15.85,Buy
69.16,4,2,3,WST,"West Pharmaceutical Services, Inc.",9.12,Buy
69.14,3,2,9,SHLX,"Shell Midstream Partners, L.P.",24.01,Buy
69.13,3,2,17,BL,"BlackLine, Inc.",1.51,Buy
69.12,3,2,6,MUSA,Murphy USA Inc.,3.91,Buy
69.12,2,2,2,PNC,"PNC Financial Services Group, Inc. (The)",2.25,Hold
69.11,2,2,9,NRG,"NRG Energy, Inc.",-1.11,Buy
69.08,2,2,11,XLRN,Acceleron Pharma Inc.,12.07,Buy
69.08,4,2,3,DOW,Dow Chemical Company (The),8.73,Buy
69.07,3,2,10,PTEN,"Patterson-UTI Energy, Inc.",30.34,Buy
69.07,3,2,17,GPN,Global Payments Inc.,1.27,Buy
69.06,4,2,5,ACM,AECOM,21.95,Buy
69.06,3,2,11,DYN,Dynegy Inc.,36.99,Buy
69.0,3,2,7,RGEN,Repligen Corporation,9.99,Buy
68.99,3,2,8,PTC,PTC Inc.,16.63,Buy
68.98,3,2,7,WEB,"Web.com Group, Inc.",9.89,Buy
68.97,3,2,6,ULTI,"The Ultimate Software Group, Inc.",3.16,Buy
68.97,3,2,8,OUT,OUTFRONT Media Inc.,16.53,Buy
68.96,4,2,5,MEOH,Methanex Corporation,21.48,Buy
68.96,4,2,5,AER,Aercap Holdings N.V.,21.46,Buy
68.96,3,2,9,ECA,Encana Corporation,23.12,Buy
68.95,3,1,8,CHGG,"Chegg, Inc.",-8.58,Buy
68.93,4,2,2,LH,Laboratory Corporation of America Holdings,1.34,Buy
68.9,3,2,7,STWD,"STARWOOD PROPERTY TRUST, INC.",9.49,Buy
68.88,4,2,5,IBTX,"Independent Bank Group, Inc",21.06,Buy
68.86,3,1,12,NKTR,Nektar Therapeutics,17.65,Buy
68.86,2,2,3,DPS,"Dr Pepper Snapple Group, Inc",7.65,Hold
68.83,4,2,3,HOLX,"Hologic, Inc.",7.47,Buy
68.78,3,1,10,VRNS,"Varonis Systems, Inc.",3.9,Buy
68.77,2,2,8,LITE,Lumentum Holdings Inc.,-9.49,Buy
68.76,2,3,5,ELS,"Equity Lifestyle Properties, Inc.",-4.54,Buy
68.75,1,2,17,ACH,Aluminum Corporation of China Limited,-79.99,Buy
68.74,2,2,5,HTH,Hilltop Holdings Inc.,20.39,Hold
68.71,3,2,8,SLG,SL Green Realty Corporation,15.2,Buy
68.7,2,2,11,AAAP,Advanced Accelerator Applications S.A.,10.15,Buy
68.68,3,1,11,PRTA,Prothena Corporation plc,10.05,Buy
68.68,1,2,17,UN,Unilever NV,-0.27,Hold
68.67,2,3,6,IDXX,"IDEXX Laboratories, Inc.",1.66,Buy
68.67,2,2,17,OKTA,"Okta, Inc.",24.68,Hold
68.65,1,2,6,LPLA,LPL Financial Holdings Inc.,1.57,Hold
68.63,3,2,7,CORE,"Core-Mark Holding Company, Inc.",8.17,Buy
68.62,4,2,6,FOXA,"Twenty-First Century Fox, Inc.",26.45,Buy
68.62,3,2,8,ARCO,Arcos Dorados Holdings Inc.,14.77,Buy
68.6,4,2,3,WLTW,Willis Towers Watson Public Limited Company,6.32,Buy
68.6,3,2,7,MCD,McDonald&#39;s Corporation,8.0,Buy
68.58,3,2,17,FMX,Fomento Economico Mexicano S.A.B. de C.V.,-0.67,Buy
68.58,3,1,11,ZEN,"Zendesk, Inc.",9.56,Buy
68.56,5,1,7,VNOM,Viper Energy Partners LP,32.8,Buy
68.55,4,2,5,PZZA,"Papa John&#39;s International, Inc.",19.44,Buy
68.55,1,2,5,RAVN,"Raven Industries, Inc.",-5.58,Hold
68.51,2,2,3,DE,Deere & Company,5.89,Hold
68.5,4,2,6,JACK,Jack In The Box Inc.,25.84,Buy
68.5,2,2,2,LNT,Alliant Energy Corporation,-0.83,Hold
68.49,3,2,8,CLNS,"Colony NorthStar, Inc.",14.1,Buy
68.49,3,2,10,KBR,"KBR, Inc.",27.43,Buy
68.48,1,3,3,UFCS,"United Fire Group, Inc",5.71,Hold
68.45,4,2,4,BSX,Boston Scientific Corporation,12.24,Buy
68.45,4,2,4,UGP,Ultrapar Participacoes S.A.,12.23,Buy
68.44,3,2,8,RES,"RPC, Inc.",13.86,Buy
68.44,3,2,8,SYF,Synchrony Financial,13.86,Buy
68.43,3,2,1,EME,"EMCOR Group, Inc.",17.15,Hold
68.42,3,2,5,INGN,"Inogen, Inc",-6.21,Buy
68.38,4,2,6,WDC,Western Digital Corporation,25.24,Buy
68.38,4,2,3,BKH,Black Hills Corporation,5.24,Buy
68.37,3,1,11,CZR,Caesars Entertainment Corporation,8.53,Buy
68.37,3,2,7,CIGI,Colliers International Group Inc. ,6.85,Buy
68.37,2,2,6,CTB,Cooper Tire & Rubber Company,25.16,Hold
68.36,3,2,10,EQT,EQT Corporation,26.82,Buy
68.36,3,2,6,GPT,Gramercy Property Trust,0.13,Buy
68.32,2,2,4,FMBI,"First Midwest Bancorp, Inc.",11.59,Hold
68.31,4,2,9,PDCE,"PDC Energy, Inc.",44.9,Buy
68.28,3,2,11,ACIA,"Acacia Communications, Inc.",33.09,Buy
68.28,3,2,1,BUSE,First Busey Corporation,16.4,Hold
68.27,3,2,7,OMCL,"Omnicell, Inc.",6.36,Buy
68.26,3,2,8,CPN,Calpine Corporation,12.97,Buy
68.23,3,2,9,NGVT,Ingevity Corporation,19.49,Buy
68.23,3,2,17,VSM,"Versum Materials, Inc.",-2.07,Buy
68.2,4,2,3,FIS,"Fidelity National Information Services, Inc.",4.31,Buy
68.19,2,2,2,NOC,Northrop Grumman Corporation,-2.36,Hold
68.17,3,2,8,KHC,The Kraft Heinz Company,12.5,Buy
68.17,3,1,11,RNG,"Ringcentral, Inc.",7.5,Buy
68.16,3,2,8,MTCH,"Match Group, Inc.",12.48,Buy
68.14,4,2,5,BCC,"Boise Cascade, L.L.C.",17.35,Buy
68.1,2,2,3,HAS,"Hasbro, Inc.",3.81,Hold
68.09,4,1,12,SRPT,"Sarepta Therapeutics, Inc.",38.79,Buy
68.09,2,2,3,AWK,American Water Works,3.79,Hold
68.08,3,2,8,ENB,Enbridge Inc,12.05,Buy
68.08,3,2,6,TRU,TransUnion,-1.29,Buy
68.07,4,2,3,AJG,Arthur J. Gallagher & Co.,3.69,Buy
68.07,3,2,4,BFR,BBVA Banco Frances S.A.,35.37,Hold
68.04,2,2,3,ITW,Illinois Tool Works Inc.,3.54,Hold
68.0,4,2,10,APC,Anadarko Petroleum Corporation,60.6,Buy
68.0,4,2,10,CLR,"Continental Resources, Inc.",55.41,Buy
68.0,3,2,6,KT,KT Corporation,-1.66,Buy
68.0,4,2,6,MWA,MUELLER WATER PRODUCTS,23.35,Buy
68.0,4,2,10,OAS,Oasis Petroleum Inc.,87.67,Buy
67.99,3,3,17,VREX,Varex Imaging Corporation,21.95,Buy
67.99,3,2,8,USFD,US Foods Holding Corp.,11.62,Buy
67.98,4,2,3,MO,Altria Group,3.25,Buy
67.97,3,2,8,TKC,Turkcell Iletisim Hizmetleri AS,11.52,Buy
67.96,2,2,3,APH,Amphenol Corporation,3.12,Hold
67.96,3,2,7,MSI,"Motorola Solutions, Inc.",4.78,Buy
67.95,4,2,7,AMBA,"Ambarella, Inc.",29.77,Buy
67.95,3,1,11,TDOC,"Teladoc, Inc.",6.41,Buy
67.92,3,2,8,SHEN,Shenandoah Telecommunications Co,43.34,Outperform
67.92,4,2,5,CVX,Chevron Corporation,16.28,Buy
67.91,2,2,5,FAST,Fastenal Company,16.2,Hold
67.91,3,2,3,NSP,"Insperity, Inc.",27.9,Hold
67.9,1,3,4,BBY,"Best Buy Co., Inc.",9.49,Hold
67.9,4,2,5,HBI,Hanesbrands Inc.,16.18,Buy
67.89,4,2,5,SERV,"ServiceMaster Global Holdings, Inc.",16.13,Buy
67.87,2,2,8,MBT,Mobile TeleSystems OJSC,36.04,Hold
67.86,2,2,3,HXL,Hexcel Corporation,2.64,Hold
67.85,4,2,5,INTC,Intel Corporation,15.94,Buy
67.82,3,2,8,IMPV,"Imperva, Inc.",10.78,Buy
67.82,4,2,4,PPG,"PPG Industries, Inc.",9.12,Buy
67.81,1,2,8,NWS,News Corporation,10.73,Hold
67.78,3,2,8,KEYS,Keysight Technologies Inc.,10.59,Buy
67.78,5,1,17,BTU,Peabody Energy Corporation,21.1,Buy
67.75,2,2,4,KLAC,KLA-Tencor Corporation,8.77,Hold
67.75,3,2,8,CUB,Cubic Corporation,10.41,Buy
67.75,4,2,1,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",-11.23,Buy
67.75,2,2,5,VMW,"Vmware, Inc.",15.4,Hold
67.74,3,2,17,PI,"Impinj, Inc.",-4.05,Buy
67.73,2,2,5,DG,Dollar General Corporation,15.31,Hold
67.73,2,2,4,SYY,Sysco Corporation,8.63,Hold
67.72,4,2,7,SSRI,Silver Standard Resources Inc.,28.6,Buy
67.72,1,3,3,KYO,Kyocera Corporation,1.92,Hold
67.69,3,2,7,CCOI,"Cogent Communications Holdings, Inc.",3.45,Buy
67.68,1,3,4,SBSI,"Southside Bancshares, Inc.",8.42,Hold
67.68,3,2,8,TRUE,"TrueCar, Inc.",10.06,Buy
67.67,4,2,5,ISBC,"Investors Bancorp, Inc.",15.03,Buy
67.61,3,2,7,ACIW,"ACI Worldwide, Inc.",3.05,Buy
67.61,3,2,8,MET,"MetLife, Inc.",9.71,Buy
67.61,3,2,6,REXR,"Rexford Industrial Realty, Inc.",-3.64,Buy
67.6,4,2,5,IRM,Iron Mountain Incorporated,14.65,Buy
67.59,4,2,5,STLD,"Steel Dynamics, Inc.",14.61,Buy
67.55,1,3,2,NEU,NewMarket Corporation,-5.56,Hold
67.54,2,2,3,AB,AllianceBernstein Holding L.P.,1.01,Hold
67.54,3,2,8,BT,BT Group plc,9.39,Buy
67.52,2,2,4,PNFP,"Pinnacle Financial Partners, Inc.",7.61,Hold
67.52,3,2,8,SMI,Semiconductor  Manufacturing International Corporation,9.27,Buy
67.5,2,3,8,LYG,Lloyds Banking Group Plc,9.15,Buy
67.49,2,2,3,RSG,"Republic Services, Inc.",0.76,Hold
67.48,2,2,5,GBX,"Greenbrier Companies, Inc. (The)",14.09,Hold
67.47,3,2,7,PCTY,Paylocity Holding Corporation,2.34,Buy
67.45,3,2,8,MON,Monsanto Company,8.94,Buy
67.43,3,2,6,CXW,"CoreCivic, Inc.",28.07,
67.42,2,2,3,ES,Eversource Energy,0.43,Hold
67.41,3,1,11,PFPT,"Proofpoint, Inc.",3.71,Buy
67.39,3,2,8,COT,Cott Corporation,8.62,Buy
67.39,3,2,9,HSC,Harsco Corporation,15.26,Buy
67.37,1,3,3,CHT,"Chunghwa Telecom Co., Ltd.",0.18,Hold
67.37,4,2,4,NKE,"Nike, Inc.",6.87,Buy
67.36,3,2,8,OA,"Orbital ATK, Inc.",8.49,Buy
67.34,3,2,8,SWFT,Swift Transportation Company,8.35,Buy
67.32,4,2,17,CPS,Cooper-Standard Holdings Inc.,19.28,Buy
67.3,3,2,8,AMH,American Homes 4 Rent,8.18,Buy
67.29,2,2,3,AMTD,TD Ameritrade Holding Corporation,-0.21,Hold
67.29,3,2,9,ZAYO,"Zayo Group Holdings, Inc.",14.76,Buy
67.21,2,2,3,HSIC,"Henry Schein, Inc.",-0.64,Hold
67.21,4,2,7,NUAN,"Nuance Communications, Inc.",26.07,Buy
67.2,1,2,8,VIA,Viacom Inc.,7.66,Hold
67.17,2,2,11,FIVN,"Five9, Inc.",2.5,Buy
67.15,3,1,12,FOLD,"Amicus Therapeutics, Inc.",9.09,Buy
67.14,4,2,6,ENBL,"Enable Midstream Partners, LP",19.05,Buy
67.12,2,2,3,ESS,"Essex Property Trust, Inc.",-1.05,Hold
67.11,1,3,1,BANF,BancFirst Corporation,-14.46,Hold
67.1,3,2,7,ENSG,"The Ensign Group, Inc.",0.52,Buy
67.1,3,2,8,DXC,DXC Technology Company,7.17,Buy
67.08,2,2,3,XYL,Xylem Inc.,-1.25,Hold
67.05,3,2,11,MMYT,MakeMyTrip Limited,26.94,Buy
67.05,4,2,5,LUK,Leucadia National Corporation,11.94,Buy
67.05,3,1,11,NOW,"ServiceNow, Inc.",1.9,Buy
67.02,5,1,9,SHPG,Shire plc,38.41,Buy
67.02,3,2,8,ZG,"Zillow Group, Inc.",6.79,Buy
67.0,3,2,8,EQIX,"Equinix, Inc.",6.66,Buy
66.97,2,2,11,JUNO,"Juno Therapeutics, Inc.",1.5,Buy
66.95,1,6,17,DVMT,Dell Technologies Inc.,17.79,Buy
66.94,2,2,5,BPOP,"Popular, Inc.",11.38,Hold
66.93,3,2,5,HTHT,"China Lodging Group, Limited",-13.66,Buy
66.93,3,2,8,SPXC,SPX Corporation,6.31,Buy
66.92,4,2,5,AL,Air Lease Corporation,11.28,Buy
66.91,3,2,4,SMP,"Standard Motor Products, Inc.",12.66,Outperform
66.89,3,2,7,RGLD,"Royal Gold, Inc.",-0.56,Buy
66.85,3,2,8,ALRM,"Alarm.com Holdings, Inc.",5.93,Buy
