Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
71.9,3,2,8,EGHT,8x8 Inc,31.15,Buy
70.67,3,1,8,TWOU,"2U, Inc.",0.04,Buy
63.25,1,3,3,JOBS,"51job, Inc.",-20.44,Hold
60.53,3,3,1,SRCE,1st Source Corporation,2.63,Hold
47.53,3,3,11,CAFD,8point3 Energy Partners LP,4.32,Hold
