Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
84.89,3.10,1,2,6,1,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",-0.57,1
84.81,2.00,1,2,1.5999999999999996,6,FOX,"Twenty-First Century Fox, Inc.",32.21,1
84.78,1.60,2,1,1.0,17,BGNE,"BeiGene, Ltd.",-1.09,1
84.78,2.20,3,2,1.0,17,PI,"Impinj, Inc.",48.89,1
84.7,2.40,1,2,6,2,ESNT,Essent Group Ltd.,5.18,1
84.67,1.80,1,2,6,5,MTZ,"MasTec, Inc.",25.0,1
84.62,2.10,1,2,6,4,ALSN,"Allison Transmission Holdings, Inc.",18.11,1
84.52,1.60,3,1,1.0,17,DBVT,DBV Technologies S.A.,22.62,1
84.51,2.00,3,1,1.0,17,BYSI,"BeyondSpring, Inc.",22.55,1
84.51,1.60,2,1,1.0,17,LOXO,"Loxo Oncology, Inc.",-2.43,1
84.51,1.60,1,1,2.0,5,MMSI,"Merit Medical Systems, Inc.",8.7,1
84.48,1.40,2,1,6,4,DOOR,Masonite International Corporation,17.4,1
84.36,1.80,2,1,6,3,EPAM,"EPAM Systems, Inc.",10.13,1
84.29,2.10,1,2,2.3,5,AAOI,"Applied Optoelectronics, Inc.",39.89,1
84.19,1.90,2,1,6,2,NEE,"NextEra Energy, Inc.",2.64,1
84.17,1.90,1,2,1.5,3,ATVI,"Activision Blizzard, Inc",5.86,1
84.17,3.00,1,2,6,9,TRQ,Turquoise Hill Resources Ltd.,49.16,1
84.08,2.00,1,2,6,9,KW,Kennedy-Wilson Holdings Inc.,48.72,1
84.06,1.90,1,2,1.4000000000000004,2,IPGP,IPG Photonics Corporation,-3.99,1
84.06,1.40,3,1,1.0,5,NXST,"Nexstar Media Group, Inc.",31.01,1
83.94,2.00,1,1,1.0,11,PAM,Pampa Energia S.A.,20.3,1
83.91,1.70,2,1,1.2999999999999998,5,AVGO,Broadcom Limited,12.65,1
83.91,2.00,2,1,1.0,7,RMBS,"Rambus, Inc.",18.45,1
83.9,2.00,3,1,2.0,17,CLVS,"Clovis Oncology, Inc.",44.51,1
83.89,1.60,3,1,1.0,8,XNCR,"Xencor, Inc.",56.81,1
83.86,1.90,2,1,1.7000000000000002,5,MSCC,Microsemi Corporation,22.31,1
83.83,2.00,1,2,1.4000000000000004,7,MLCO,Melco Resorts & Entertainment Limited,27.96,1
83.81,1.70,3,1,1.0,2,EEFT,"Euronet Worldwide, Inc.",9.53,1
83.81,1.80,1,1,6,5,TAL,TAL Education Group,-4.26,1
83.74,2.00,1,2,6,4,EW,Edwards Lifesciences Corporation,13.7,1
83.73,2.00,2,2,1.0,2,SEIC,SEI Investments Company,9.06,1
83.72,2.00,3,1,1.0,2,PEGA,Pegasystems Inc.,9.0,1
83.59,2.10,2,1,6,5,TJX,"TJX Companies, Inc. (The)",19.6,1
83.55,1.00,1,2,2.0,4,CENTA,Central Garden & Pet Company,21.27,1
83.43,2.20,3,1,1.0,2,IIVI,II-VI Incorporated,7.24,1
83.41,1.70,3,1,1.2000000000000002,2,CMCSA,Comcast Corporation,12.14,1
83.4,1.50,1,2,6,4,SNX,Synnex Corporation,12.0,1
83.37,2.00,1,2,1.0,5,HCSG,"Healthcare Services Group, Inc.",1.9,1
83.32,1.80,3,1,1.2999999999999998,2,CELG,Celgene Corporation,14.07,1
83.25,1.70,3,1,6,3,FN,Fabrinet,29.56,1
83.2,2.20,1,2,6,5,AIMC,Altra Industrial Motion Corp.,17.65,1
83.19,1.70,2,1,6,3,RCL,Royal Caribbean Cruises Ltd.,4.29,1
83.17,2.00,2,2,1.0,2,EXLS,"ExlService Holdings, Inc.",5.7,1
83.17,2.00,1,2,6,5,BDC,Belden Inc,17.5,1
83.09,2.00,2,2,1.0,2,EGBN,"Eagle Bancorp, Inc.",5.18,1
83.08,1.90,2,2,1.9000000000000004,1,AMAT,"Applied Materials, Inc.",20.98,1
83.06,2.20,2,2,1.0,3,SLAB,"Silicon Laboratories, Inc.",11.7,1
83.04,1.00,4,1,1.0,17,CDEV,"Centennial Resource Development, Inc.",40.2,1
83.02,2.10,1,2,6,4,RHT,"Red Hat, Inc.",10.09,1
83.0,2.00,2,2,1.0,5,SKYW,"SkyWest, Inc.",24.66,1
82.97,2.00,1,2,6,5,CP,Canadian Pacific Railway Limited,16.51,1
82.97,1.60,3,1,6,4,DY,"Dycom Industries, Inc.",34.87,1
82.85,2.40,2,1,6,5,FOE,Ferro Corporation,15.91,1
82.82,1.50,3,1,6,3,EBIX,"Ebix, Inc.",27.44,1
82.79,1.80,4,1,1.0,3,OCLR,"Oclaro, Inc.",35.06,1
82.76,2.00,1,2,1.9000000000000004,2,RYAAY,Ryanair Holdings plc,0.7,1
82.73,1.60,2,1,1.0,5,ILG,"ILG, Inc",15.31,4
82.7,1.80,2,1,6,5,EBS,"Emergent Biosolutions, Inc.",15.15,1
82.58,1.30,3,1,1.0,5,BOFI,"BofI Holding, Inc.",22.17,1
82.57,2.00,1,2,6,3,IBA,"Industrias Bachoco, S.A. de C.V.",1.18,1
82.56,2.00,2,1,6,4,SPGI,S&P Global Inc.,7.78,1
82.54,1.60,3,1,6,1,TMO,Thermo Fisher Scientific Inc,12.7,1
82.46,1.90,3,1,6,2,NWL,Newell Brands Inc.,18.95,1
82.42,2.00,1,2,6,5,PKX,POSCO,13.77,1
82.39,1.90,2,1,6,7,BURL,"Burlington Stores, Inc.",26.93,1
82.37,1.60,2,1,1.0,12,NKTR,Nektar Therapeutics,42.56,1
82.34,2.00,2,2,6,1,EME,"EMCOR Group, Inc.",11.71,1
82.31,6,1,2,1.0,8,LBTYK,Liberty Global plc,15.5,1
82.31,2.20,1,2,6,4,VAC,Marriot Vacations Worldwide Corporation,6.57,1
82.25,2.10,2,2,6,2,TER,"Teradyne, Inc.",17.91,1
82.24,1.80,1,1,6,8,BPY,Brookfield Property Partners L.P.,7.89,1
82.2,1.80,3,1,1.0,5,HQY,"HealthEquity, Inc.",19.87,1
82.17,1.80,4,1,1.0,17,NCSM,"NCS Multistage Holdings, Inc.",35.83,1
82.06,1.90,1,2,6,5,CBG,"CBRE Group, Inc.",11.96,1
82.04,2.50,2,2,6,1,PFS,"Provident Financial Services, Inc",10.19,1
81.95,6,1,6,1.0,8,LVNTB,Liberty Interactive Corporation,6.42,1
81.88,1.50,1,2,6,5,SKM,"SK Telecom Co., Ltd.",11.05,1
81.84,2.10,2,2,1.2999999999999998,3,SWKS,"Skyworks Solutions, Inc.",11.88,1
81.81,2.00,3,1,1.0,17,TIG,TiGenix,9.05,1
81.78,2.20,2,2,6,1,TEL,TE Connectivity Ltd.,8.88,1
81.71,2.20,1,2,2.0,5,CENT,Central Garden & Pet Company,16.94,1
81.67,2.00,1,2,6,11,RRC,Range Resources Corporation,102.99,1
81.64,2.60,1,2,1.0,6,KALU,Kaiser Aluminum Corporation,-1.8,1
81.63,6,1,2,1.0,8,LBTYB,Liberty Global plc,11.44,1
81.61,1.90,2,2,6,1,MA,Mastercard Incorporated,8.07,1
81.6,1.70,3,1,1.5999999999999996,2,FB,"Facebook, Inc.",11.26,1
81.59,1.70,3,1,6,1,MTN,"Vail Resorts, Inc.",7.94,1
81.57,2.50,1,2,6,4,CNS,Cohen & Steers Inc,2.85,1
81.56,1.70,3,1,6,1,UNH,UnitedHealth Group Incorporated,7.79,1
81.55,2.20,2,2,6,1,TSS,"Total System Services, Inc.",7.75,1
81.49,2.10,2,1,2.0,5,LOGM,"LogMein, Inc.",15.63,1
81.38,1.80,3,1,1.7000000000000002,17,QVCA,Liberty Interactive Corporation,24.39,1
81.37,2.00,1,1,6,11,NOMD,Nomad Foods Limited,23.5,1
81.36,1.90,2,2,6,1,TFX,Teleflex Incorporated,6.8,1
81.33,1.60,3,6,1.0,4,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",26.65,1
81.27,2.40,2,2,6,2,GIB,"CGI Group, Inc.",13.03,1
81.22,1.90,2,2,6,2,HD,"Home Depot, Inc. (The)",12.78,1
81.21,1.90,2,1,1.4000000000000004,8,HAWK,"Blackhawk Network Holdings, Inc.",18.91,1
81.14,1.60,2,1,6,5,CSGP,"CoStar Group, Inc.",7.35,1
81.14,1.70,2,2,1.7999999999999998,17,WPPGY,WPP plc,25.71,1
81.13,1.90,3,2,1.0,2,PPBI,Pacific Premier Bancorp Inc,18.46,1
81.12,2.00,3,2,1.0,4,KLIC,"Kulicke and Soffa Industries, Inc.",31.7,1
81.08,1.50,2,1,1.0,11,CZR,Caesars Entertainment Corporation,28.15,1
81.05,2.20,1,2,1.0,5,HTHT,"China Lodging Group, Limited",-12.03,1
80.97,1.80,1,1,6,8,LYV,"Live Nation Entertainment, Inc.",1.5,1
80.94,1.60,3,1,6,5,FLT,"FleetCor Technologies, Inc.",31.38,1
80.93,1.70,3,2,1.0,2,WSFS,WSFS Financial Corporation,17.25,1
80.87,2.10,2,2,6,2,STZ,Constellation Brands Inc,11.04,1
80.76,1.80,4,1,1.5,5,FNSR,Finisar Corporation,48.71,1
80.76,1.90,3,1,6,3,WRK,Westrock Company,17.11,1
80.72,1.70,3,1,1.0,17,TTD,"The Trade Desk, Inc.",3.61,1
80.71,1.00,5,1,1.0,3,UFPI,"Universal Forest Products, Inc.",47.58,1
80.67,2.00,3,1,6,8,AGRO,Adecoagro S.A.,54.85,1
80.67,1.80,3,1,6,8,SLCA,"U.S. Silica Holdings, Inc.",95.92,1
80.65,2.20,1,2,1.7999999999999998,8,IMPV,"Imperva, Inc.",25.57,1
80.64,1.90,2,2,6,1,COO,"Cooper Companies, Inc. (The)",3.19,1
80.64,2.00,2,2,6,1,FNF,"Fidelity National Financial, Inc.",3.22,1
80.63,1.80,2,2,6,1,HON,Honeywell International Inc.,3.13,1
80.61,2.00,2,2,6,1,AVY,Avery Dennison Corporation,3.04,1
80.58,1.60,4,1,1.0,5,SLM,SLM Corporation,35.14,1
80.58,1.50,3,1,6,4,CBM,Cambrex Corporation,22.89,1
80.57,1.80,3,1,1.0,5,MOMO,Momo Inc.,10.11,1
80.56,1.90,3,1,1.0,6,TEDU,"Tarena International, Inc.",16.71,1
80.56,2.00,3,1,6,4,NUE,Nucor Corporation,22.79,1
80.55,2.20,2,2,1.0,4,AAWW,Atlas Air Worldwide Holdings,3.3,1
80.54,1.90,2,2,1.5,3,IPAR,"Inter Parfums, Inc.",9.09,1
80.54,2.10,3,1,1.4000000000000004,5,OTEX,Open Text Corporation,19.89,1
80.47,1.30,3,1,1.0,17,HCM,Hutchison China MediTech Limited,2.35,1
80.44,1.80,3,1,1.0,7,ARRS,ARRIS International plc,22.61,1
80.34,2.00,1,2,6,10,MBI,"MBIA, Inc.",36.72,1
80.32,2.20,2,2,6,5,UAL,"United Continental Holdings, Inc.",28.26,1
80.29,2.20,2,2,2.0,2,FRME,First Merchants Corporation,13.41,1
80.21,1.40,2,1,1.0,6,OSUR,"OraSure Technologies, Inc.",-10.38,1
80.16,1.90,3,1,6,3,FDX,FedEx Corporation,14.13,1
80.15,2.10,2,2,6,2,CACI,"CACI International, Inc.",7.44,1
80.1,1.90,3,1,6,2,MHK,"Mohawk Industries, Inc.",7.19,1
80.04,1.90,2,2,1.0,5,TECH,Bio-Techne Corp,6.92,1
80.04,2.10,2,2,6,3,ORCL,Oracle Corporation,13.54,1
80.0,1.90,3,1,2.3,2,CHFC,Chemical Financial Corporation,19.15,1
80.0,2.30,3,2,2.0,17,RDUS,"Radius Health, Inc.",75.05,1
80.0,2.00,4,2,1.0,17,SGYP,"Synergy Pharmaceuticals, Inc.",211.61,1
79.98,2.30,2,2,1.0,4,SHOO,"Steven Madden, Ltd.",-0.12,1
79.94,2.00,1,1,6,8,BBU,Brookfield Business Partners L.P.,-3.65,1
79.93,1.40,3,1,1.0,17,AVXS,"AveXis, Inc.",-0.35,1
79.93,1.90,3,2,1.4000000000000004,6,WDC,Western Digital Corporation,47.89,1
79.9,1.80,3,1,1.5,9,SHPG,Shire plc,45.21,1
79.86,1.90,3,1,6,3,WCN,"Waste Connections, Inc.",12.61,1
79.85,2.10,1,2,2.5,4,OLED,Universal Display Corporation,11.59,1
79.85,1.70,3,1,6,4,GVA,Granite Construction Incorporated,19.25,1
79.84,1.80,1,2,6,5,PVH,PVH Corp.,0.88,1
79.83,1.80,3,1,6,5,XPO,"XPO Logistics, Inc.",25.81,1
79.75,2.00,4,1,1.0,3,IBTX,"Independent Bank Group, Inc",16.81,1
79.68,2.20,3,2,1.0,17,NTNX,"Nutanix, Inc.",23.4,1
79.67,2.00,3,2,6,5,ACCO,Acco Brands Corporation,50.0,1
79.67,2.50,2,2,6,1,G,Genpact Limited,-1.66,1
79.67,1.70,4,1,6,5,MXL,"MaxLinear, Inc",57.23,1
79.64,2.20,2,2,6,3,MC,Moelis & Company,11.53,1
79.63,2.00,3,2,1.0,2,ON,ON Semiconductor Corporation,9.46,1
79.61,1.50,3,1,6,5,AM,Antero Midstream Partners LP,24.73,1
79.6,2.50,2,2,6,6,FBP,First BanCorp.,31.35,1
79.59,1.90,3,2,1.0,17,LAUR,"Laureate Education, Inc.",22.95,1
79.59,1.90,3,1,6,5,MIC,Macquarie Infrastructure Company,24.64,1
79.55,2.20,2,2,6,2,SYK,Stryker Corporation,4.43,1
79.49,2.00,3,2,1.0,5,NUVA,"NuVasive, Inc.",28.61,1
79.48,1.90,2,1,1.0,10,VRNS,"Varonis Systems, Inc.",11.87,1
79.48,1.50,2,2,6,3,MFC,Manulife Financial Corp,10.71,1
79.46,1.50,3,1,6,5,SATS,EchoStar Corporation,23.96,1
79.44,1.60,3,1,1.0,12,AMRN,Amarin Corporation plc,105.28,1
79.44,1.70,3,1,1.0,12,SRPT,"Sarepta Therapeutics, Inc.",67.71,1
79.43,2.30,3,2,1.0,17,PLYA,Playa Hotels & Resorts N.V.,22.16,1
79.38,3.00,1,2,6,8,EGL,"Engility Holdings, Inc.",18.58,1
79.33,1.50,3,6,1.0,9,GLNG,Golar LNG Limited,71.18,1
79.33,1.40,3,1,6,9,EVH,"Evolent Health, Inc",61.29,1
79.33,1.70,3,1,6,9,MNK,Mallinckrodt plc,87.62,1
79.32,2.00,2,2,1.4000000000000004,5,MNST,Monster Beverage Corporation,12.58,1
79.3,1.90,3,1,1.0,11,ACAD,ACADIA Pharmaceuticals Inc.,42.48,1
79.27,1.60,3,1,3.0,17,PBYI,Puma Biotechnology Inc,46.33,1
79.18,2.30,2,2,6,1,B,"Barnes Group, Inc.",-4.12,1
79.1,1.80,3,1,6,6,EQM,"EQT Midstream Partners, LP",28.81,1
79.08,1.80,3,1,6,8,CPE,Callon Petroleum Company,42.05,1
79.07,1.00,3,1,6,3,MNR,Monmouth Real Estate Investment Corporation,8.7,1
79.06,1.70,2,2,6,4,PATK,"Patrick Industries, Inc.",15.28,1
79.05,1.70,3,1,1.0,7,BLDR,"Builders FirstSource, Inc.",14.32,1
79.05,1.60,3,1,6,5,MPC,Marathon Petroleum Corporation,21.91,1
79.03,1.80,2,1,1.0,11,PFPT,"Proofpoint, Inc.",15.87,1
79.01,2.30,3,2,1.0,3,LOGI,Logitech International S.A.,12.38,1
78.99,1.80,3,1,6,5,ALK,"Alaska Air Group, Inc.",21.62,1
78.96,2.10,3,2,2.0,2,CRUS,"Cirrus Logic, Inc.",30.41,1
78.95,1.80,3,1,6,5,RDN,Radian Group Inc.,21.4,1
78.94,2.00,2,2,6,7,MATX,"Matson, Inc.",34.68,1
78.93,2.00,3,1,1.5999999999999996,5,MDLZ,"Mondelez International, Inc.",15.26,1
78.9,2.20,3,2,1.0,17,COUP,Coupa Software Incorporated,19.52,1
78.87,1.90,2,2,6,6,CAL,"Caleres, Inc.",27.68,1
78.82,1.80,3,1,6,4,BERY,"Berry Global Group, Inc.",14.12,1
78.82,1.70,3,1,6,6,MPLX,MPLX LP,27.43,1
78.81,1.80,3,1,6,5,GWB,"Great Western Bancorp, Inc.",20.73,1
78.72,1.90,2,2,1.9000000000000004,3,ADBE,Adobe Systems Incorporated,8.18,1
78.7,2.20,2,2,6,2,CTSH,Cognizant Technology Solutions Corporation,0.17,1
78.69,2.10,2,2,6,4,BIG,"Big Lots, Inc.",13.46,1
78.57,2.00,3,2,1.2999999999999998,2,MSFT,Microsoft Corporation,10.6,1
78.5,6,1,2,1.7000000000000002,8,NWS,News Corporation,10.15,1
78.5,2.20,3,1,6,6,AAV,Advantage Oil & Gas Ltd,25.82,1
78.49,2.10,3,2,1.2000000000000002,3,CSCO,"Cisco Systems, Inc.",14.25,1
78.46,1.80,2,2,6,3,AFG,"American Financial Group, Inc.",5.61,1
78.46,2.00,3,2,6,1,ESE,ESCO Technologies Inc.,17.28,1
78.44,2.20,3,1,1.0,10,MB,"MINDBODY, Inc.",30.66,1
78.43,1.80,1,2,6,8,POST,"Post Holdings, Inc.",13.81,1
78.4,1.60,3,1,6,6,EPD,Enterprise Products Partners L.P.,25.33,1
78.38,2.60,1,2,3.0,3,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,8.6,1
78.33,1.80,1,2,6,7,CC,Chemours Company (The),6.66,1
78.25,1.60,4,6,1.0,5,CBPO,"China Biologic Products, Inc.",42.92,1
78.24,3.00,1,2,6,8,SHG,Shinhan Financial Group Co Ltd,12.85,1
78.21,1.50,3,2,6,1,THO,"Thor Industries, Inc.",16.04,1
78.17,1.80,3,1,6,5,MGM,MGM Resorts International,17.53,1
78.15,1.50,3,1,6,4,WNS,WNS (Holdings) Limited,10.76,1
78.14,2.10,1,2,6,5,AAN,"Aaron&#39;s,  Inc.",-7.63,1
78.12,1.80,3,2,6,3,INN,"Summit Hotel Properties, Inc.",28.95,1
78.1,2.00,3,1,6,5,PBA,Pembina Pipeline Corp.,17.15,1
78.08,1.90,4,1,1.0,4,MPWR,"Monolithic Power Systems, Inc.",13.51,1
78.06,1.90,3,1,6,3,IBP,"Installed Building Products, Inc.",3.64,1
78.05,1.80,3,1,6,5,EDU,"New Oriental Education & Technology Group, Inc.",16.9,1
78.03,2.00,3,1,6,8,GLPG,Galapagos NV,36.84,1
78.01,2.00,1,2,6,8,BAK,Braskem S.A.,11.74,1
78.0,3.00,3,1,1.0,8,RRR,"Red Rock Resorts, Inc.",14.69,1
78.0,2.30,3,2,6,1,BHLB,"Berkshire Hills Bancorp, Inc.",15.0,1
77.99,2.20,2,2,6,3,BFAM,Bright Horizons Family Solutions Inc.,3.27,1
77.96,1.90,3,1,1.7999999999999998,5,GOOGL,Alphabet Inc.,14.4,1
77.96,2.00,2,2,1.0,6,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",1.12,1
77.95,1.70,3,1,2.0,5,SINA,Sina Corporation,19.38,1
77.95,2.30,2,2,6,3,AET,Aetna Inc.,3.07,1
77.95,1.00,3,1,6,7,VGR,Vector Group Ltd.,29.75,1
77.93,1.70,3,1,1.0,7,OSIS,"OSI Systems, Inc.",7.58,1
77.82,2.20,2,2,2.0,6,CY,Cypress Semiconductor Corporation,25.27,1
77.74,2.40,2,2,6,6,OEC,Orion Engineered Carbons S.A,22.04,1
77.71,1.90,2,2,1.5,5,ITRI,"Itron, Inc.",5.44,1
77.69,1.80,3,1,6,3,ROG,Rogers Corporation,1.77,1
77.64,2.30,2,2,2.5,1,ASML,ASML Holding N.V.,3.35,1
77.55,2.60,3,2,1.0,7,SIR,Select Income REIT,30.32,1
77.55,1.70,3,1,1.0,3,STMP,Stamps.com Inc.,-21.39,1
77.53,1.70,3,1,6,4,AMT,American Tower Corporation (REIT),7.63,1
77.5,2.30,3,2,1.0,10,GWPH,GW Pharmaceuticals Plc,56.65,1
77.5,2.20,2,2,6,6,WWE,"World Wrestling Entertainment, Inc.",20.83,1
77.49,2.00,3,2,1.0,5,PZZA,"Papa John&#39;s International, Inc.",16.58,1
77.49,3.00,1,2,6,8,WF,Woori Bank,9.11,1
77.47,1.90,2,2,2.0,9,MDCO,The Medicines Company,43.16,1
77.47,1.70,2,1,6,8,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",9.01,1
77.45,2.00,2,2,6,5,AMSF,"AMERISAFE, Inc.",13.94,1
77.44,1.90,3,2,1.0,4,CDW,CDW Corporation,9.61,1
77.35,1.40,3,2,1.0,3,ABMD,"ABIOMED, Inc.",2.45,1
77.35,1.00,1,2,6,9,TI,Telecom Italia S.P.A.,15.07,1
77.32,1.70,3,1,2.0,5,SMTC,Semtech Corporation,15.58,1
77.32,2.10,3,2,1.0,5,ENSG,"The Ensign Group, Inc.",15.58,1
77.32,2.00,3,2,6,1,PH,Parker-Hannifin Corporation,11.59,1
77.26,2.20,3,2,1.0,5,MINI,"Mobile Mini, Inc.",15.2,1
77.2,2.00,3,2,1.0,17,ESPR,"Esperion Therapeutics, Inc.",10.98,1
77.18,2.10,3,2,1.0,5,SBCF,Seacoast Banking Corporation of Florida,14.75,1
77.17,2.10,3,2,6,1,DHI,"D.R. Horton, Inc.",10.83,1
77.17,1.50,3,1,6,10,GKOS,Glaukos Corporation,45.87,1
77.15,2.20,3,1,1.0,8,ERI,"Eldorado Resorts, Inc.",9.59,1
77.14,1.70,3,1,1.0,8,CALD,"Callidus Software, Inc.",9.53,1
77.11,2.50,3,2,6,1,LEA,Lear Corporation,10.54,1
77.08,2.00,3,2,1.0,5,SUPN,"Supernus Pharmaceuticals, Inc.",14.15,1
77.07,1.60,3,1,6,7,VNOM,Viper Energy Partners LP,25.36,1
77.04,1.50,2,1,6,10,NVRO,Nevro Corp.,20.21,1
77.01,2.30,2,2,2.2,5,DLTR,"Dollar Tree, Inc.",18.71,1
77.01,2.10,3,2,1.5,3,TMUS,"T-Mobile US, Inc.",12.87,1
77.0,1.90,3,2,6,3,BC,Brunswick Corporation,23.34,1
76.98,2.20,3,2,1.7000000000000002,7,SAVE,"Spirit Airlines, Inc.",44.36,1
76.97,1.80,2,1,6,8,CHGG,"Chegg, Inc.",6.52,1
76.95,1.90,4,1,6,2,ASGN,"On Assignment, Inc.",16.4,1
76.94,2.30,3,2,6,4,IOSP,Innospec Inc.,29.68,1
76.91,2.20,3,2,1.0,4,FLIR,"FLIR Systems, Inc.",6.44,1
76.9,2.00,3,2,1.0,5,ARCC,Ares Capital Corporation,13.08,1
76.86,1.60,3,1,6,6,NPO,EnPro Industries,17.63,1
76.83,2.30,1,2,1.0,4,BNCL,"Beneficial Bancorp, Inc.",5.96,2
76.79,1.70,3,1,6,5,PF,"Pinnacle Foods, Inc.",10.64,1
76.78,1.90,3,1,3.0,1,V,Visa Inc.,10.66,1
