Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
86.62,1.9,2,1,1.0,17,AERI,"Aerie Pharmaceuticals, Inc.",17.22,Buy
86.38,2.0,1,1,1.0,6,TSEM,Tower Semiconductor Ltd.,13.01,Buy
86.26,1.7,2,1,1.0,2,EEFT,"Euronet Worldwide, Inc.",2.98,Buy
86.18,1.7,1,1,1.0,7,MOMO,Momo Inc.,10.79,Buy
85.96,1.7,2,1,1.0,2,COHR,"Coherent, Inc.",0.91,Buy
85.85,1.7,2,1,1.0,17,BGNE,"BeiGene, Ltd.",7.61,Buy
85.85,1.4,2,1,1.0,4,OSUR,"OraSure Technologies, Inc.",5.97,Buy
85.82,1.8,1,1,1.7999999999999998,4,GOOG,Alphabet Inc.,10.72,Buy
85.71,1.6,2,6,1.0,4,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",24.28,Buy
85.66,1.7,3,1,1.0,17,INSM,"Insmed, Inc.",31.43,Buy
85.62,1.5,2,1,1.0,3,ALGN,"Align Technology, Inc.",0.17,Buy
85.59,1.5,2,1,1.0,6,FNGN,"Financial Engines, Inc.",19.95,Buy
85.55,1.8,2,1,6,2,WAL,Western Alliance Bancorporation,14.99,Buy
85.38,1.5,3,1,6,3,EBIX,"Ebix, Inc.",38.14,Buy
85.36,2.2,1,1,1.0,5,LBRDA,Liberty Broadband Corporation,4.18,Buy
85.26,1.5,3,1,1.0,2,LOPE,"Grand Canyon Education, Inc.",15.99,Buy
85.23,1.7,2,1,6,1,UNH,UnitedHealth Group Incorporated,3.9,Buy
85.05,1.3,3,1,1.0,5,BOFI,"BofI Holding, Inc.",29.54,Buy
85.05,1.9,2,1,6,2,NWL,Newell Brands Inc.,14.46,Buy
85.0,1.6,4,1,1.0,17,AIMT,"Aimmune Therapeutics, Inc.",73.12,Buy
85.0,1.8,2,1,1.0,10,OPK,"Opko Health, Inc.",86.19,Buy
84.8,1.9,2,1,1.2000000000000002,5,SABR,Sabre Corporation,22.78,Buy
84.78,2.0,1,1,1.0,11,PAM,Pampa Energia S.A.,35.15,Buy
84.77,1.9,2,1,6,2,MHK,"Mohawk Industries, Inc.",12.81,Buy
84.76,1.9,1,1,6,5,BAM,Brookfield Asset Management Inc,7.72,Buy
84.55,1.8,2,1,6,5,NGHC,National General Holdings Corp,28.99,Buy
84.54,2.0,1,1,6,5,PBA,Pembina Pipeline Corp.,8.93,Buy
84.45,1.3,3,1,1.0,17,HCM,Hutchison China MediTech Limited,14.17,Buy
84.41,1.6,3,1,1.0,5,SBGI,"Sinclair Broadcast Group, Inc.",32.51,Buy
84.4,1.9,3,1,1.0,2,PPBI,Pacific Premier Bancorp Inc,19.94,Buy
84.4,1.5,3,1,1.0,8,XPER,Xperi Corporation,65.41,Buy
84.31,2.3,1,2,1.0,2,ETFC,E*TRADE Financial Corporation,4.37,Buy
84.31,1.8,1,1,6,5,EDU,"New Oriental Education & Technology Group, Inc.",2.53,Buy
84.27,2.3,1,2,1.0,2,LOGI,Logitech International S.A.,4.06,Buy
84.27,1.4,3,1,1.0,5,NXST,"Nexstar Media Group, Inc.",26.59,Buy
84.1,1.9,3,1,1.0,17,PSDO,"Presidio, Inc.",27.12,Buy
84.01,1.9,2,1,6,1,NEE,"NextEra Energy, Inc.",1.58,Buy
83.92,1.7,1,1,6,6,BABA,Alibaba Group Holding Limited,4.36,Buy
83.91,1.7,3,1,1.0,17,UNIT,Uniti Group Inc.,20.97,Buy
83.88,2.3,3,1,1.0,3,SIMO,Silicon Motion Technology Corporation,33.02,Buy
83.88,1.5,1,2,6,4,SNX,Synnex Corporation,10.75,Buy
83.88,1.8,1,1,6,6,TRP,TransCanada Corporation,6.59,Buy
83.86,1.9,1,2,1.5,2,IPAR,"Inter Parfums, Inc.",3.7,Buy
83.85,1.9,1,2,1.4000000000000004,2,IPGP,IPG Photonics Corporation,1.1,Buy
83.81,1.6,2,1,1.0,12,AMRN,Amarin Corporation plc,71.78,Buy
83.76,1.5,1,2,6,3,MFC,Manulife Financial Corp,3.42,Buy
83.75,1.9,3,2,1.0,17,XOG,"Extraction Oil & Gas, Inc.",88.37,Buy
83.74,1.4,2,1,6,4,DOOR,Masonite International Corporation,7.46,Buy
83.72,2.0,1,2,1.0,6,SKYW,"SkyWest, Inc.",19.4,Buy
83.7,1.7,3,1,1.0,2,ORBK,Orbotech Ltd.,10.04,Buy
83.63,1.8,3,1,1.0,3,OCLR,"Oclaro, Inc.",18.75,Buy
83.61,2.0,1,1,6,12,VDTH,Videocon d2h Limited,58.86,Buy
83.48,1.8,1,1,6,5,TAL,TAL Education Group,-2.45,Buy
83.43,2.0,1,2,1.0,3,HCSG,"Healthcare Services Group, Inc.",-2.69,Buy
83.39,2.0,1,1,6,6,FSS,Federal Signal Corporation,8.7,Buy
83.34,1.6,3,1,1.0,3,GT,The Goodyear Tire & Rubber Company,11.72,Buy
83.24,2.0,1,2,6,2,FMS,Fresenius Medical Care Corporation,6.13,Buy
83.17,2.2,1,2,6,1,SHW,Sherwin-Williams Company (The),4.01,Buy
83.08,1.7,2,1,1.7000000000000002,2,FB,"Facebook, Inc.",-1.76,Buy
83.0,1.8,3,1,1.2000000000000002,2,CMCSA,Comcast Corporation,12.67,Buy
82.98,1.8,3,1,1.0,3,LHCG,LHC Group,14.19,Buy
82.98,2.0,1,2,6,2,EW,Edwards Lifesciences Corporation,4.57,Buy
82.96,2.3,1,2,1.0,5,KRNY,Kearny Financial,14.86,Buy
82.92,1.7,3,1,1.0,3,STMP,Stamps.com Inc.,11.29,Buy
82.85,1.0,1,2,6,8,MTU,Mitsubishi UFJ Financial Group Inc,18.76,Buy
82.73,2.0,1,2,6,3,DLX,Deluxe Corporation,9.69,Buy
82.71,1.6,3,6,1.0,4,CBPO,"China Biologic Products, Inc.",31.25,Buy
82.69,2.0,1,2,1.4000000000000004,6,MLCO,Melco Resorts & Entertainment Limited,22.18,Buy
82.63,1.0,5,1,1.0,3,UFPI,"Universal Forest Products, Inc.",41.72,Buy
82.61,6,1,2,1.0,8,LBTYK,Liberty Global plc,17.32,Buy
82.6,1.9,1,1,1.4000000000000004,8,HAWK,"Blackhawk Network Holdings, Inc.",7.38,Buy
82.5,2.0,1,2,6,5,CIEN,Ciena Corporation,21.67,Buy
82.38,1.4,3,1,1.0,17,AVXS,"AveXis, Inc.",4.26,Buy
82.31,6,1,2,1.0,8,LBTYB,Liberty Global plc,15.5,Buy
82.29,1.0,3,1,6,6,VGR,Vector Group Ltd.,27.06,Buy
82.26,1.8,2,1,1.0,8,HQY,"HealthEquity, Inc.",17.51,Buy
82.11,2.0,1,2,1.0,8,EGHT,8x8 Inc,21.42,Buy
82.11,1.0,3,1,6,3,MNR,Monmouth Real Estate Investment Corporation,5.97,Buy
82.06,1.7,1,1,2.0,7,CTRP,"Ctrip.com International, Ltd.",6.89,Buy
81.98,2.0,2,2,1.0,2,EGBN,"Eagle Bancorp, Inc.",5.56,Buy
81.77,1.7,3,1,6,1,MTN,"Vail Resorts, Inc.",8.09,Buy
81.71,2.0,1,2,1.7999999999999998,2,RYAAY,Ryanair Holdings plc,-1.37,Buy
81.7,1.9,2,2,6,2,HD,"Home Depot, Inc. (The)",19.35,Buy
81.68,1.6,3,1,6,4,DY,"Dycom Industries, Inc.",25.07,Buy
81.58,1.9,3,1,6,1,FDX,FedEx Corporation,11.96,Buy
81.49,1.6,3,1,1.0,8,XNCR,"Xencor, Inc.",32.12,Buy
81.47,2.0,1,2,6,5,BDC,Belden Inc,15.49,Buy
81.46,1.7,3,1,6,3,FN,Fabrinet,19.62,Buy
81.45,1.4,2,2,1.0,5,ABMD,"ABIOMED, Inc.",6.85,Buy
81.44,2.0,3,1,1.0,7,ROCK,"Gibraltar Industries, Inc.",35.05,Buy
81.43,2.0,3,1,1.0,2,PEGA,Pegasystems Inc.,1.69,Buy
81.38,2.0,1,2,6,9,KW,Kennedy-Wilson Holdings Inc.,41.64,Buy
81.37,2.0,1,2,1.5999999999999996,7,FOX,"Twenty-First Century Fox, Inc.",24.57,Buy
81.36,1.9,2,1,6,7,BURL,"Burlington Stores, Inc.",25.65,Buy
81.29,1.6,2,1,6,6,FUN,"Cedar Fair, L.P.",11.06,Buy
81.28,1.8,3,1,6,3,GWB,"Great Western Bancorp, Inc.",20.99,Buy
81.17,1.5,2,1,6,6,BGCP,"BGC Partners, Inc.",7.84,Buy
81.14,1.8,4,1,1.0,17,NCSM,"NCS Multistage Holdings, Inc.",31.82,Buy
81.14,1.8,2,2,6,2,INN,"Summit Hotel Properties, Inc.",13.51,Buy
81.1,2.3,1,2,6,5,ALSN,"Allison Transmission Holdings, Inc.",20.77,Buy
81.03,2.3,2,2,1.0,17,PLYA,Playa Hotels & Resorts N.V.,18.69,Buy
80.87,1.8,3,1,1.5,3,SBUX,Starbucks Corporation,11.92,Buy
80.85,1.8,1,1,6,8,LYV,"Live Nation Entertainment, Inc.",1.74,Buy
80.84,1.9,2,2,1.9000000000000004,1,AMAT,"Applied Materials, Inc.",10.9,Buy
80.8,1.9,1,2,6,5,CP,Canadian Pacific Railway Limited,8.95,Buy
80.79,1.7,3,1,6,5,GVA,Granite Construction Incorporated,28.88,Buy
80.79,1.0,1,2,6,9,TI,Telecom Italia S.P.A.,13.09,Buy
80.76,1.9,3,1,6,2,ASGN,"On Assignment, Inc.",13.7,Buy
80.75,1.6,3,1,1.0,17,LOXO,"Loxo Oncology, Inc.",-0.5,Buy
80.73,1.4,3,1,1.0,9,NXTM,"NxStage Medical, Inc.",28.42,Buy
80.72,1.8,1,1,6,9,BPY,Brookfield Property Partners L.P.,7.67,Buy
80.71,2.0,3,1,1.0,10,DERM,"Dermira, Inc.",57.0,Buy
80.66,1.6,4,1,1.0,5,SLM,SLM Corporation,31.28,Buy
80.61,1.7,2,2,2.0,17,WPPGY,WPP plc,26.16,Buy
80.61,1.0,3,1,6,4,SNE,Sony Corp Ord,3.64,Buy
80.57,1.0,2,2,6,7,CAL,"Caleres, Inc.",23.41,Buy
80.56,2.0,1,2,6,11,RRC,Range Resources Corporation,62.38,Buy
80.56,1.8,3,1,6,8,SLCA,"U.S. Silica Holdings, Inc.",90.31,Buy
80.55,1.8,2,2,6,1,HON,Honeywell International Inc.,3.31,Buy
80.55,2.0,1,2,6,3,IBA,"Industrias Bachoco, S.A. de C.V.",-3.37,Buy
80.54,2.1,1,2,6,4,RHT,"Red Hat, Inc.",5.74,Buy
80.52,1.7,3,2,1.0,2,WSFS,WSFS Financial Corporation,12.8,Buy
80.5,1.9,3,1,1.5,2,SSNC,"SS&C Technologies Holdings, Inc.",5.16,Buy
80.42,1.3,3,1,1.0,11,FGEN,"FibroGen, Inc",37.14,Buy
80.42,1.8,2,1,6,5,EPAM,"EPAM Systems, Inc.",4.17,Buy
80.37,2.4,1,2,6,6,WES,"Western Gas Partners, LP",25.53,Buy
80.36,1.7,2,1,1.0,5,TVTY,"Tivity Health, Inc.",1.34,
80.36,3.0,1,2,6,1,TLK,"PT Telekomunikasi Indonesia, Tbk",7.17,Buy
80.33,1.9,3,1,6,1,V,Visa Inc.,4.48,Buy
80.27,2.0,1,2,6,10,MBI,"MBIA, Inc.",41.6,Buy
80.19,2.0,2,2,6,1,ICE,Intercontinental Exchange Inc.,6.16,Buy
80.14,2.0,2,2,1.0,4,SEIC,SEI Investments Company,6.0,Buy
80.12,1.9,3,1,1.0,11,ACAD,ACADIA Pharmaceuticals Inc.,58.78,Buy
80.07,2.0,1,2,6,5,PKX,POSCO,7.11,Buy
80.06,2.0,3,1,1.0,17,TIG,TiGenix,5.39,Buy
80.01,1.7,3,1,1.0,17,TTD,"The Trade Desk, Inc.",-2.42,Buy
80.0,1.5,3,1,6,5,AM,Antero Midstream Partners LP,19.15,Buy
79.96,2.0,1,1,6,8,BBU,Brookfield Business Partners L.P.,1.43,Buy
79.95,2.0,2,1,6,4,SPGI,S&P Global Inc.,-0.32,Buy
79.94,2.3,3,1,1.0,3,IIVI,II-VI Incorporated,5.4,Buy
79.89,1.5,2,2,2.0,2,AMWD,American Woodmark Corporation,3.4,Buy
79.86,2.0,2,2,6,1,CCL,Carnival Corporation,4.14,Buy
79.85,1.0,3,1,2.7,5,IX,Orix Corp Ads,28.15,Buy
79.83,1.6,2,1,2.0,5,MMSI,"Merit Medical Systems, Inc.",0.48,Buy
79.77,1.8,3,1,6,7,TPC,Tutor Perini Corporation,38.59,Buy
79.76,1.0,2,2,6,8,CHA,China Telecom Corp Ltd,25.2,Buy
79.75,1.7,3,1,6,9,MNK,Mallinckrodt plc,49.32,Buy
79.72,2.0,3,1,6,8,AGRO,Adecoagro S.A.,53.58,Buy
79.7,2.0,4,1,1.0,17,BYSI,"BeyondSpring, Inc.",28.21,Buy
79.69,2.1,2,2,1.7999999999999998,5,ULTA,"Ulta Beauty, Inc.",31.99,Buy
79.67,2.2,1,2,6,5,AIMC,Altra Industrial Motion Corp.,9.71,Buy
79.67,1.9,3,1,1.0,6,TEDU,"Tarena International, Inc.",13.51,Buy
79.66,2.6,1,2,1.7999999999999998,5,JBLU,JetBlue Airways Corporation,19.27,Buy
79.6,1.5,3,1,6,5,SATS,EchoStar Corporation,16.75,Buy
79.6,2.2,1,2,6,3,MC,Moelis & Company,-4.08,Buy
79.59,1.8,3,1,1.7000000000000002,17,QVCA,Liberty Interactive Corporation,15.04,Buy
79.59,2.2,2,1,1.0,10,MB,"MINDBODY, Inc.",22.12,Buy
79.56,2.0,2,2,6,1,MA,Mastercard Incorporated,2.39,Buy
79.5,1.6,3,1,1.0,4,ILG,"ILG, Inc",12.02,
79.5,2.1,2,2,1.0,5,SBCF,Seacoast Banking Corporation of Florida,10.66,Buy
79.49,1.9,2,2,1.0,5,NUVA,"NuVasive, Inc.",5.58,Buy
79.49,2.1,2,2,6,2,STZ,Constellation Brands Inc,11.08,Buy
79.48,2.0,1,2,2.2,17,VOD,Vodafone Group Plc,6.89,Buy
79.45,2.2,2,2,1.0,4,FLIR,"FLIR Systems, Inc.",6.16,Buy
79.45,1.5,3,1,6,4,CBM,Cambrex Corporation,9.17,Buy
79.38,1.9,2,2,6,2,CI,Cigna Corporation,5.46,Buy
79.33,1.8,3,1,1.0,7,COMM,"CommScope Holding Company, Inc.",15.32,Buy
79.33,1.6,3,1,1.7000000000000002,4,NTRI,NutriSystem Inc,7.83,Buy
79.32,1.9,2,2,1.0,5,TECH,Bio-Techne Corp,4.4,Buy
79.31,1.9,3,1,1.7000000000000002,4,MSCC,Microsemi Corporation,15.19,Buy
79.27,1.9,3,1,6,5,MIC,Macquarie Infrastructure Company,24.77,Buy
79.25,2.0,1,1,6,11,NOMD,Nomad Foods Limited,17.16,Buy
79.17,2.0,4,2,1.0,17,SGYP,"Synergy Pharmaceuticals, Inc.",159.13,Buy
79.14,1.6,3,1,2.0,5,SINA,Sina Corporation,20.63,Buy
79.11,2.0,3,1,6,4,NUE,Nucor Corporation,19.63,Buy
79.1,1.8,3,1,1.0,8,ARRS,ARRIS International plc,20.35,Buy
79.08,2.2,1,2,1.0,5,HTHT,"China Lodging Group, Limited",-14.74,Buy
79.05,1.8,3,1,6,4,BERY,"Berry Global Group, Inc.",14.3,Buy
79.05,2.2,2,2,6,1,OC,Owens Corning Inc,4.32,Buy
79.04,2.1,2,2,2.0,5,ROST,"Ross Stores, Inc.",32.47,Buy
79.04,1.8,2,2,6,5,ALK,"Alaska Air Group, Inc.",20.89,Buy
79.04,2.3,2,2,6,1,SWK,"Stanley Black & Decker, Inc.",6.73,Buy
79.0,1.0,2,1,5.0,17,UPL,Ultra Petroleum Corp.,48.98,Buy
78.93,1.8,1,2,6,8,POST,"Post Holdings, Inc.",15.26,Buy
78.89,1.0,3,2,6,5,SNA,Snap-On Incorporated,25.01,Buy
78.88,1.6,4,1,1.0,17,DBVT,DBV Technologies S.A.,13.25,Buy
78.84,2.1,1,2,6,5,AAN,"Aaron&#39;s,  Inc.",2.22,Buy
78.84,1.6,3,1,6,6,EPD,Enterprise Products Partners L.P.,21.37,Buy
78.83,1.7,2,2,6,4,PATK,"Patrick Industries, Inc.",10.45,Buy
78.8,1.9,2,2,6,1,COO,"Cooper Companies, Inc. (The)",-4.67,Buy
78.78,1.5,3,1,6,5,TTMI,"TTM Technologies, Inc.",11.86,Buy
78.77,1.9,2,2,1.7999999999999998,3,ADBE,Adobe Systems Incorporated,7.22,Buy
78.77,2.0,2,2,6,4,LUV,Southwest Airlines Company,17.65,Buy
78.76,1.6,3,1,6,6,FLT,"FleetCor Technologies, Inc.",20.9,Buy
78.72,2.1,2,2,1.2999999999999998,4,SWKS,"Skyworks Solutions, Inc.",6.06,Buy
78.71,1.9,3,1,6,6,WAGE,"WageWorks, Inc.",28.11,Buy
78.7,1.8,3,1,6,6,EQM,"EQT Midstream Partners, LP",25.56,Buy
78.68,1.3,3,1,2.0,5,USCR,"U S Concrete, Inc.",9.95,Buy
78.67,1.8,2,1,1.5,8,ACHC,"Acadia Healthcare Company, Inc.",4.84,Buy
78.66,2.0,2,2,6,3,GD,General Dynamics Corporation,10.32,Buy
78.6,2.0,2,2,6,1,FNF,"Fidelity National Financial, Inc.",-3.38,Buy
78.57,2.1,3,1,1.4000000000000004,5,OTEX,Open Text Corporation,14.14,Buy
78.56,2.1,1,2,6,5,TX,Ternium S.A.,0.53,Buy
78.53,1.7,3,1,1.0,7,OSIS,"OSI Systems, Inc.",7.18,Buy
78.51,1.8,3,1,6,3,ROG,Rogers Corporation,4.42,Buy
78.5,1.7,3,1,6,5,JCOM,"j2 Global, Inc.",15.14,Buy
78.5,1.9,2,2,6,3,TFX,Teleflex Incorporated,6.84,Buy
78.48,2.0,3,1,1.0,7,RMBS,"Rambus, Inc.",14.34,Buy
78.48,2.2,2,2,6,2,PEP,"Pepsico, Inc.",7.53,Buy
78.47,2.2,2,2,6,1,TSS,"Total System Services, Inc.",0.8,Buy
78.45,2.0,3,2,1.7000000000000002,6,SAVE,"Spirit Airlines, Inc.",66.38,Buy
78.43,2.0,1,2,6,5,FCFS,"First Cash, Inc.",-2.77,Buy
78.43,1.9,3,1,6,4,IBP,"Installed Building Products, Inc.",13.08,Buy
78.41,1.9,3,1,2.0,9,MDCO,The Medicines Company,49.68,Buy
78.4,2.0,2,2,6,3,PH,Parker-Hannifin Corporation,8.71,Buy
78.39,1.9,3,1,1.5999999999999996,5,JAZZ,Jazz Pharmaceuticals plc,12.89,Buy
78.38,2.0,2,2,6,1,AVY,Avery Dennison Corporation,-4.7,Buy
78.31,2.0,1,2,6,5,FCFS,"First Cash, Inc.",-3.49,Buy
78.31,1.7,3,1,6,6,MPLX,MPLX LP,20.71,Buy
78.31,2.1,3,1,6,5,TJX,"TJX Companies, Inc. (The)",24.02,Buy
78.28,1.9,2,2,6,2,BDX,"Becton, Dickinson and Company",-1.15,Buy
78.28,2.2,2,2,6,2,WM,"Waste Management, Inc.",6.37,Buy
78.27,2.2,2,2,6,5,UAL,"United Continental Holdings, Inc.",26.28,Buy
78.25,1.8,2,2,6,3,RCL,Royal Caribbean Cruises Ltd.,2.85,Buy
78.23,6,1,2,1.0,9,TEAM,Atlassian Corporation Plc,-2.31,Buy
78.23,1.7,3,1,1.0,11,DXCM,"DexCom, Inc.",31.81,Buy
78.19,2.3,2,2,6,1,ATO,Atmos Energy Corporation,1.66,Buy
78.17,2.2,1,2,6,5,LVS,Las Vegas Sands Corp.,0.66,Buy
78.15,1.6,3,1,6,5,MTG,MGIC Investment Corporation,10.59,Buy
78.12,2.0,3,1,1.5999999999999996,5,MDLZ,"Mondelez International, Inc.",13.48,Buy
78.12,1.8,3,1,1.0,5,MPWR,"Monolithic Power Systems, Inc.",-6.52,Buy
78.09,1.9,3,1,2.3,3,CHFC,Chemical Financial Corporation,14.94,Buy
78.07,1.4,3,1,1.2000000000000002,5,TREE,"LendingTree, Inc.",-11.85,Buy
78.06,2.1,3,2,1.2999999999999998,1,CME,CME Group Inc.,6.43,Buy
78.06,2.0,2,2,1.4000000000000004,5,MNST,Monster Beverage Corporation,8.09,Buy
78.06,1.7,3,1,6,4,AMT,American Tower Corporation (REIT),5.85,Buy
78.05,1.7,2,1,1.0,11,PTLA,"Portola Pharmaceuticals, Inc.",5.52,Buy
77.99,1.9,2,2,6,5,VMC,Vulcan Materials Company,17.08,Buy
77.98,2.3,3,2,1.0,8,EGRX,"Eagle Pharmaceuticals, Inc.",74.56,Buy
77.96,1.7,3,1,1.0,8,BMCH,"BMC Stock Holdings, Inc.",9.87,Buy
77.95,2.2,3,2,1.4000000000000004,1,TTEK,"Tetra Tech, Inc.",10.64,Buy
77.94,1.8,1,1,6,11,HUBS,"HubSpot, Inc.",4.28,Buy
77.94,2.1,2,2,6,3,ORCL,Oracle Corporation,8.5,Buy
77.9,2.5,1,2,6,4,CNS,Cohen & Steers Inc,-0.1,Buy
77.89,2.0,3,2,1.0,5,PZZA,"Papa John&#39;s International, Inc.",21.93,Buy
77.86,2.0,3,2,1.0,4,ON,ON Semiconductor Corporation,15.02,Buy
77.85,2.3,2,2,6,1,PGR,Progressive Corporation (The),-0.41,Buy
77.82,2.2,2,2,2.0,2,BANR,Banner Corporation,6.44,Buy
77.79,1.5,3,1,6,5,BIO,"Bio-Rad Laboratories, Inc.",5.91,Buy
77.78,2.5,3,1,6,4,STL,Sterling Bancorp,24.18,Buy
77.74,2.4,1,2,1.0,2,STBZ,State Bank Financial Corporation.,10.82,Hold
77.73,1.3,3,1,6,10,QUOT,Quotient Technology Inc.,33.89,Buy
77.69,2.3,2,2,6,4,WHR,Whirlpool Corporation,18.62,Buy
77.64,2.4,2,2,6,2,ESNT,Essent Group Ltd.,7.53,Buy
77.63,2.2,3,2,1.0,17,NTNX,"Nutanix, Inc.",20.77,Buy
77.63,1.6,3,1,6,6,MPC,Marathon Petroleum Corporation,14.1,Buy
77.62,1.9,3,1,1.7000000000000002,6,ALXN,"Alexion Pharmaceuticals, Inc.",16.64,Buy
77.62,2.1,3,2,1.2000000000000002,3,CSCO,"Cisco Systems, Inc.",14.16,Buy
77.62,2.6,1,2,3.0,3,GGAL,Grupo Financiero Galicia S.A.,21.64,Buy
77.59,2.3,3,2,1.0,17,COUP,Coupa Software Incorporated,23.02,Buy
77.51,2.0,2,2,1.0,6,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",0.9,Buy
77.47,1.9,3,2,1.0,2,EXLS,"ExlService Holdings, Inc.",-3.53,Buy
77.46,2.0,3,2,1.0,7,BABY,Natus Medical Incorporated,32.23,Buy
77.44,2.2,2,2,6,3,CE,Celanese Corporation,7.99,Buy
77.43,2.3,1,2,6,7,KS,KapStone Paper and Packaging Corporation,12.07,Buy
77.43,2.2,2,2,6,3,LLL,"L3 Technologies, Inc.",7.91,Buy
77.4,2.4,1,2,2.0,2,NVDA,NVIDIA Corporation,-16.55,Buy
77.34,3.0,1,2,6,9,TRQ,Turquoise Hill Resources Ltd.,42.37,Buy
77.3,2.0,1,6,1.5999999999999996,10,LILAK,Liberty Global plc,13.81,Buy
77.3,2.0,3,1,6,4,TYL,"Tyler Technologies, Inc.",8.82,Buy
77.26,1.4,3,1,1.0,8,TWOU,"2U, Inc.",-2.53,Buy
77.23,1.9,3,1,6,5,WRK,Westrock Company,12.53,Buy
77.21,2.2,2,2,6,3,TEL,TE Connectivity Ltd.,6.57,Buy
77.2,2.0,3,1,2.0,17,CLVS,"Clovis Oncology, Inc.",13.23,Buy
77.19,2.3,1,2,2.5,1,ASML,ASML Holding N.V.,-14.67,Buy
77.17,2.1,2,2,6,3,CNC,Centene Corporation,3.83,Buy
77.16,1.7,3,1,6,5,MGM,MGM Resorts International,7.14,Buy
77.15,2.1,2,2,6,3,SRE,Sempra Energy,3.74,Buy
77.13,2.3,1,2,2.0,8,VRNT,Verint Systems Inc.,19.05,Buy
77.12,1.9,3,2,1.0,4,CDW,CDW Corporation,7.33,Buy
77.12,2.3,2,2,1.0,5,SHOO,"Steven Madden, Ltd.",-0.97,Buy
77.12,1.8,3,1,6,5,TSO,Tesoro Corporation,9.41,Buy
77.11,1.7,3,1,2.0,5,SMTC,Semtech Corporation,8.94,Buy
77.11,2.4,1,2,6,6,NCS,"NCI Building Systems, Inc.",5.98,Buy
77.1,2.2,3,2,1.0,17,ESPR,"Esperion Therapeutics, Inc.",17.61,Buy
77.1,2.1,2,2,6,6,PWR,"Quanta Services, Inc.",23.42,Buy
77.07,1.9,3,1,1.7999999999999998,5,GOOGL,Alphabet Inc.,8.67,Buy
77.0,1.0,3,2,6,6,KEP,Korea Electric Power Corporation,20.36,Buy
76.98,2.0,2,1,6,7,BAP,Credicorp Ltd.,1.85,Buy
76.98,1.8,3,1,6,7,TECK,Teck Resources Ltd,21.89,Buy
76.97,1.7,3,1,1.0,8,CALD,"Callidus Software, Inc.",2.97,Buy
76.91,2.0,2,1,6,12,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),34.82,Buy
76.9,1.8,4,1,1.0,11,ARRY,Array BioPharma Inc.,67.31,Buy
76.9,2.6,3,1,2.0,8,TIVO,TiVo Corporation,54.64,Buy
76.83,1.9,3,2,1.0,17,LAUR,"Laureate Education, Inc.",8.5,Buy
76.83,1.9,2,2,2.0,4,STE,STERIS plc,5.33,Buy
76.82,1.7,4,1,1.0,7,BLDR,"Builders FirstSource, Inc.",20.25,Buy
