Rating,Ticker,Company Name,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Projected Change % in 12 Months,CNN Recommendation
84.07,LDOS,"Leidos Holdings, Inc.",2.00,1,1,6,7,10.34,1
83.96,TEO,Telecom Argentina Stet - France Telecom S.A.,2.30,1,2,6,3,8.12,1
83.9,AGRO,Adecoagro S.A.,2.00,1,2,6,8,41.16,1
83.89,XNCR,"Xencor, Inc.",1.60,3,1,1.0,8,52.04,1
83.89,XPER,Xperi Corporation,1.50,3,1,1.0,8,97.65,1
83.8,NBIX,"Neurocrine Biosciences, Inc.",1.60,1,1,1.0,10,12.79,1
83.79,IOSP,Innospec Inc.,1.70,2,1,6,5,20.62,1
83.66,LADR,Ladder Capital Corp,2.20,1,1,6,8,14.96,1
83.56,GZT,Gazit-Globe Ltd.,1.30,1,1,6,10,27.8,1
83.55,AAN,"Aaron&#39;s,  Inc.",2.00,1,2,6,5,19.43,1
83.44,CMCSA,Comcast Corporation,1.70,3,1,1.2000000000000002,3,18.98,1
83.43,BBU,Brookfield Business Partners L.P.,2.00,1,1,6,8,13.83,1
83.33,WCN,"Waste Connections, Inc.",1.90,2,1,6,3,4.97,1
83.27,FNGN,"Financial Engines, Inc.",1.60,3,1,1.0,6,32.94,1
83.24,OCLR,"Oclaro, Inc.",1.70,4,1,1.0,3,37.77,1
83.19,ALXN,"Alexion Pharmaceuticals, Inc.",1.90,2,1,1.5,6,19.99,1
83.11,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",2.10,1,2,1.0,6,6.99,1
83.07,TKC,Turkcell Iletisim Hizmetleri AS,2.20,2,1,6,6,23.67,1
83.0,MBI,"MBIA, Inc.",2.30,1,2,6,10,57.84,1
82.93,ATVI,"Activision Blizzard, Inc",1.90,1,2,1.5,5,11.74,1
82.83,MASI,Masimo Corporation,2.00,2,2,1.0,5,23.66,1
82.82,ON,ON Semiconductor Corporation,2.10,2,2,1.0,2,3.6,1
82.8,UCBI,"United Community Banks, Inc.",2.10,2,2,1.0,3,10.11,1
82.62,MSCC,Microsemi Corporation,2.00,2,1,1.7000000000000002,6,21.54,1
82.62,NOVT,Novanta Inc.,2.00,1,1,6,5,-10.24,1
82.6,LRCX,Lam Research Corporation,2.00,3,1,1.4000000000000004,1,5.6,1
82.56,YY,YY Inc.,2.00,1,2,1.0,6,3.71,1
82.38,ALGN,"Align Technology, Inc.",1.40,3,1,1.0,3,7.63,1
82.32,ELP,Companhia Paranaense de Energia (COPEL),2.50,1,2,6,8,33.25,1
82.31,ILG,"ILG, Inc",1.50,2,1,1.0,5,13.21,4
82.31,LAD,"Lithia Motors, Inc.",2.00,1,2,6,3,-0.13,1
82.17,MKSI,"MKS Instruments, Inc.",1.70,2,2,1.0,3,6.33,1
82.12,VOD,Vodafone Group Plc,1.30,1,2,2.2,17,15.59,1
82.12,SNX,Synnex Corporation,1.70,1,2,6,4,5.6,1
82.04,BOFI,"BofI Holding, Inc.",1.40,3,1,1.0,5,18.92,1
81.99,SHOO,"Steven Madden, Ltd.",2.20,2,2,1.0,3,5.26,1
81.95,BRKS,"Brooks Automation, Inc.",1.80,1,2,6,4,4.76,1
81.89,NOMD,Nomad Foods Limited,2.00,1,1,6,11,26.11,1
81.87,CENTA,Central Garden & Pet Company,1.00,1,2,2.0,4,11.2,1
81.84,GSM,Ferroglobe PLC,1.60,3,1,1.0,8,37.72,1
81.79,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",1.60,3,6,1.0,5,35.62,1
81.67,PLYA,Playa Hotels & Resorts N.V.,2.00,4,1,1.0,17,33.33,1
81.64,HQY,"HealthEquity, Inc.",1.80,3,1,1.0,5,16.51,1
81.55,EDU,"New Oriental Education & Technology Group, Inc.",1.80,2,1,6,5,9.43,1
81.53,ANET,"Arista Networks, Inc.",2.20,1,2,6,3,-4.03,1
81.5,MPWR,"Monolithic Power Systems, Inc.",1.90,3,1,1.0,4,8.99,1
81.48,OTEX,Open Text Corporation,2.10,3,1,1.4000000000000004,5,25.55,1
81.44,GVA,Granite Construction Incorporated,1.80,3,1,6,2,13.87,1
81.37,MMSI,"Merit Medical Systems, Inc.",1.70,2,1,2.0,4,8.2,1
81.33,FBP,First BanCorp.,2.50,2,2,6,6,39.96,1
81.33,MA,Mastercard Incorporated,1.90,2,2,6,1,6.63,1
81.22,GDOT,Green Dot Corporation,2.10,1,2,6,3,-5.55,1
81.22,TSS,"Total System Services, Inc.",2.30,2,2,6,1,6.1,1
81.17,USCR,"U S Concrete, Inc.",1.30,2,1,2.0,6,20.37,1
81.16,ALSN,"Allison Transmission Holdings, Inc.",2.30,1,2,6,5,7.47,1
81.15,WAL,Western Alliance Bancorporation,1.80,3,1,6,2,12.4,1
81.07,BPY,Brookfield Property Partners L.P.,1.80,1,1,6,9,8.67,1
81.07,BWXT,"BWX Technologies, Inc.",1.90,2,1,6,5,7.03,1
81.06,MB,"MINDBODY, Inc.",2.20,2,1,1.0,10,21.39,1
81.02,G,Genpact Limited,2.50,2,2,6,2,11.77,1
81.0,SNPS,"Synopsys, Inc.",1.90,2,2,1.7000000000000002,2,10.17,1
80.98,LBRDK,Liberty Broadband Corporation,2.00,3,1,1.0,7,25.91,1
80.95,GWRE,"Guidewire Software, Inc.",2.10,1,2,6,5,6.4,1
80.94,SNP,China Petroleum & Chemical Corporation,1.00,3,1,6,5,31.35,1
80.93,AAWW,Atlas Air Worldwide Holdings,2.20,2,2,1.0,4,5.58,1
80.88,FSS,Federal Signal Corporation,2.00,2,1,6,4,-0.62,1
80.87,AVGO,Broadcom Limited,1.70,3,1,1.2999999999999998,5,19.37,1
80.81,TIG,TiGenix,6,3,1,1.0,17,4.04,1
80.81,BABA,Alibaba Group Holding Limited,1.60,3,1,6,3,17.4,1
80.8,EA,Electronic Arts Inc.,1.90,2,2,1.7999999999999998,2,11.48,1
80.75,OLED,Universal Display Corporation,2.10,1,2,2.2,4,9.5,1
80.73,LBTYK,Liberty Global plc,6,1,2,1.5,8,18.56,1
80.7,ROCK,"Gibraltar Industries, Inc.",2.00,3,1,1.0,8,30.86,1
80.69,VRTX,Vertex Pharmaceuticals Incorporated,1.80,1,2,1.9000000000000004,7,21.64,1
80.68,CNC,Centene Corporation,2.00,2,2,6,2,10.08,1
80.67,OSUR,"OraSure Technologies, Inc.",1.40,2,1,1.0,6,-7.65,1
80.67,EVHC,Envision Healthcare Corporation,1.60,3,1,6,8,59.09,1
80.66,SKYW,"SkyWest, Inc.",2.00,2,2,1.0,5,10.6,1
80.66,MIC,Macquarie Infrastructure Company,1.90,3,1,6,5,29.98,1
80.63,HON,Honeywell International Inc.,1.80,2,2,6,1,3.14,1
80.61,CRTO,Criteo S.A.,2.10,3,2,1.2000000000000002,6,46.99,1
80.59,AABA,Altaba Inc.,2.00,1,1,2.0,8,5.22,1
80.57,ACAD,ACADIA Pharmaceuticals Inc.,1.90,2,1,1.0,11,25.1,1
80.54,STZ,Constellation Brands Inc,2.10,2,2,6,2,9.38,1
80.53,OC,Owens Corning Inc,2.10,2,2,6,1,2.66,1
80.46,WB,Weibo Corporation,1.90,2,1,1.7000000000000002,5,1.95,1
80.43,CBM,Cambrex Corporation,1.50,3,1,6,4,22.15,1
80.41,NVDA,NVIDIA Corporation,2.40,1,2,2.0,4,2.46,1
80.41,WRK,Westrock Company,1.90,3,1,6,3,15.36,1
80.39,FOE,Ferro Corporation,2.00,2,1,6,5,3.6,1
80.38,ESNT,Essent Group Ltd.,2.20,2,2,6,2,8.59,1
80.38,MTG,MGIC Investment Corporation,1.70,2,1,6,5,3.59,1
80.35,V,Visa Inc.,1.90,2,1,3.0,1,7.1,1
80.31,LH,Laboratory Corporation of America Holdings,2.20,2,2,6,3,14.86,1
80.18,PPBI,Pacific Premier Bancorp Inc,1.90,3,2,1.0,2,12.73,1
80.17,VAC,Marriot Vacations Worldwide Corporation,2.20,1,2,6,4,-4.15,1
80.07,SWK,"Stanley Black & Decker, Inc.",2.40,2,2,6,2,7.01,1
80.03,AFG,"American Financial Group, Inc.",2.00,2,2,6,2,6.82,1
80.03,NEE,"NextEra Energy, Inc.",1.90,3,1,6,2,6.81,1
80.0,SGYP,"Synergy Pharmaceuticals, Inc.",2.00,4,2,1.0,17,324.71,1
79.97,ARRS,ARRIS International plc,1.80,3,1,1.0,7,19.8,1
79.97,CENT,Central Garden & Pet Company,2.20,1,2,2.0,5,6.49,1
79.97,TEL,TE Connectivity Ltd.,2.20,2,2,6,2,6.5,1
79.95,BURL,"Burlington Stores, Inc.",2.00,2,1,6,7,14.74,1
79.82,HCM,Hutchison China MediTech Limited,1.30,3,1,1.0,17,-0.88,1
79.82,BERY,"Berry Global Group, Inc.",1.80,3,1,6,4,19.09,1
79.74,LAUR,"Laureate Education, Inc.",1.90,3,2,1.0,17,23.71,1
79.68,NWS,News Corporation,6,1,2,1.7000000000000002,8,17.22,1
79.67,SHPG,Shire plc,1.90,3,1,1.5,9,43.85,1
79.61,ADBE,Adobe Systems Incorporated,1.90,2,2,1.7999999999999998,3,11.01,1
79.58,EPAM,"EPAM Systems, Inc.",1.90,3,1,6,3,11.24,1
79.55,PZZA,"Papa John&#39;s International, Inc.",1.80,3,2,1.0,5,28.97,1
79.53,TRTN,Triton International Limited,1.80,1,1,6,12,20.96,1
79.5,THO,"Thor Industries, Inc.",1.60,2,2,6,1,-2.49,1
79.44,PEGA,Pegasystems Inc.,2.00,3,1,1.0,6,9.95,1
79.42,CPE,Callon Petroleum Company,1.80,3,1,6,8,43.76,1
79.42,TECK,Teck Resources Ltd,2.00,3,1,6,7,37.09,1
79.35,KEYS,Keysight Technologies Inc.,1.80,1,2,6,8,18.44,1
79.33,GLNG,Golar LNG Limited,1.50,3,6,1.0,9,54.05,1
79.33,MNK,Mallinckrodt plc,1.90,3,1,6,9,66.02,1
79.3,EBIX,"Ebix, Inc.",1.50,3,1,6,5,23.16,1
79.29,CHA,China Telecom Corp Ltd,1.00,1,2,6,8,18.12,1
79.16,RCL,Royal Caribbean Cruises Ltd.,1.70,3,1,6,3,9.13,1
79.16,BLD,TopBuild Corp.,2.30,1,2,6,6,4.12,1
79.07,HAWK,"Blackhawk Network Holdings, Inc.",1.90,3,1,1.0,7,14.42,1
79.03,LOGM,"LogMein, Inc.",2.10,3,1,2.0,5,25.82,1
78.99,CBG,"CBRE Group, Inc.",1.90,2,2,6,3,8.27,1
78.98,CORT,Corcept Therapeutics Incorporated,2.60,2,2,6,3,8.24,1
78.98,STL,Sterling Bancorp,2.50,3,1,6,4,14.92,1
78.96,EQM,"EQT Midstream Partners, LP",1.70,3,1,6,6,28.12,1
78.95,AET,Aetna Inc.,2.30,2,2,6,3,8.07,1
78.94,LBTYB,Liberty Global plc,6,1,2,1.5,8,7.8,1
78.88,CZR,Caesars Entertainment Corporation,1.50,2,1,1.0,11,14.94,1
78.85,ARLP,"Alliance Resource Partners, L.P.",2.30,3,2,1.0,8,44.77,1
78.84,BLDR,"Builders FirstSource, Inc.",1.80,3,1,1.0,7,13.06,1
78.84,SUPN,"Supernus Pharmaceuticals, Inc.",2.30,3,2,1.0,5,24.68,1
78.84,VRNS,"Varonis Systems, Inc.",1.90,2,1,1.0,10,8.04,1
78.84,AAV,Advantage Oil & Gas Ltd,2.20,3,1,6,6,27.52,1
78.78,PTLA,"Portola Pharmaceuticals, Inc.",1.60,3,1,1.0,11,39.35,1
78.77,GOOGL,Alphabet Inc.,1.80,3,1,1.5,5,11.78,1
78.75,ETFC,E*TRADE Financial Corporation,2.30,3,2,1.0,2,4.17,1
78.73,SFNC,Simmons First National Corporation,2.40,2,2,6,3,6.99,1
78.68,PSDO,"Presidio, Inc.",1.90,4,1,1.0,17,18.38,1
78.63,B,"Barnes Group, Inc.",2.30,2,2,6,1,-6.85,1
78.62,KT,KT Corporation,3.00,2,2,6,6,26.41,1
78.61,DXCM,"DexCom, Inc.",1.80,3,2,1.0,9,91.46,1
78.61,VNTV,"Vantiv, Inc.",2.00,2,2,6,3,6.4,1
78.58,ARES,Ares Management L.P.,2.00,3,1,6,5,19.57,1
78.57,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",3.00,3,2,6,1,17.84,1
78.54,CALD,"Callidus Software, Inc.",1.70,3,1,1.0,8,17.89,1
78.46,TGS,Transportadora De Gas Sa Ord B,2.00,3,1,6,4,12.29,1
78.45,FLT,"FleetCor Technologies, Inc.",1.60,3,1,6,5,18.94,1
78.43,FLEX,Flex Ltd.,1.70,3,1,1.7999999999999998,4,10.58,1
78.4,GD,General Dynamics Corporation,2.00,2,2,6,3,5.35,1
78.38,BIIB,Biogen Inc.,2.20,2,2,1.9000000000000004,3,6.13,1
78.37,GPK,Graphic Packaging Holding Company,2.00,3,1,6,4,11.83,1
78.36,FANG,"Diamondback Energy, Inc.",1.80,3,1,1.7999999999999998,5,16.84,1
78.36,AM,Antero Midstream Partners LP,1.40,3,1,6,7,31.79,1
78.34,WDC,Western Digital Corporation,1.90,4,1,1.4000000000000004,6,38.39,1
78.31,AMWD,American Woodmark Corporation,2.00,2,2,2.0,3,8.17,1
78.29,FN,Fabrinet,1.70,4,1,6,4,36.45,1
78.23,CRUS,"Cirrus Logic, Inc.",2.30,3,2,2.0,4,39.41,1
78.23,FLIR,"FLIR Systems, Inc.",2.20,3,2,1.0,3,7.69,1
78.23,GIII,"G-III Apparel Group, LTD.",2.40,1,2,6,8,12.82,1
78.22,WUBA,58.com Inc.,2.50,1,2,6,7,6.08,1
78.21,FRME,First Merchants Corporation,2.20,2,2,2.0,3,7.58,1
78.17,MGM,MGM Resorts International,1.90,3,1,6,5,17.5,1
78.15,HZNP,Horizon Pharma plc,1.90,3,1,1.0,11,35.57,1
78.12,SLM,SLM Corporation,1.80,4,1,1.0,6,27.08,1
78.11,RDN,Radian Group Inc.,1.80,3,1,6,5,17.21,1
78.1,OSIS,"OSI Systems, Inc.",1.70,3,1,1.0,6,1.94,1
78.09,TREE,"LendingTree, Inc.",1.40,3,1,1.2000000000000002,5,0.2,1
78.07,MDLZ,"Mondelez International, Inc.",2.00,3,1,1.5999999999999996,7,23.4,1
78.06,EXPE,"Expedia, Inc.",2.00,4,1,1.0999999999999996,5,22.51,1
78.0,EVH,"Evolent Health, Inc",1.50,3,1,6,10,64.38,1
77.98,KLIC,"Kulicke and Soffa Industries, Inc.",2.00,3,2,1.0,5,19.56,1
77.98,TMUS,"T-Mobile US, Inc.",2.10,3,2,1.5,3,18.7,1
77.92,SEIC,SEI Investments Company,2.00,3,2,1.0,2,-0.83,1
77.91,TTWO,"Take-Two Interactive Software, Inc.",2.00,1,2,2.2,5,-0.88,1
77.89,ACHC,"Acadia Healthcare Company, Inc.",1.70,3,1,1.5,8,26.5,1
77.85,VGR,Vector Group Ltd.,1.00,3,1,6,7,29.25,1
77.84,TWNK,"Hostess Brands, Inc.",1.90,4,1,1.7000000000000002,17,31.68,1
77.84,EPD,Enterprise Products Partners L.P.,1.60,3,1,6,6,22.51,1
77.83,IBP,"Installed Building Products, Inc.",1.90,3,1,6,3,2.5,1
77.81,MSFT,Microsoft Corporation,2.00,3,2,1.5,2,11.01,1
77.81,EL,"Estee Lauder Companies, Inc. (The)",1.90,2,2,6,4,9.07,1
77.79,PLD,"Prologis, Inc.",2.90,2,2,6,3,2.28,1
77.75,CME,CME Group Inc.,2.10,3,2,1.2999999999999998,1,-1.0,1
77.73,SPGI,S&P Global Inc.,2.00,3,1,6,4,8.66,1
77.73,TD,Toronto Dominion Bank (The),2.50,1,2,6,7,3.63,1
77.71,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",1.90,2,1,6,8,10.2,1
77.68,KKR,KKR & Co. L.P.,2.10,2,2,6,5,15.06,1
77.66,BIG,"Big Lots, Inc.",2.10,2,2,6,4,8.29,1
77.66,MC,Moelis & Company,2.20,2,2,6,3,1.62,1
77.56,HD,"Home Depot, Inc. (The)",1.90,2,2,6,4,7.79,1
77.5,DERM,"Dermira, Inc.",2.00,3,2,1.0,10,73.45,1
77.5,OPK,"Opko Health, Inc.",2.00,3,2,1.0,10,94.52,1
77.49,JOBS,"51job, Inc.",2.50,1,2,6,5,-10.89,1
77.49,TXT,Textron Inc.,2.20,2,2,6,3,0.78,1
77.49,WNS,WNS (Holdings) Limited,1.50,3,1,6,4,7.44,1
77.44,CSCO,"Cisco Systems, Inc.",2.10,3,2,1.2000000000000002,3,7.95,1
77.44,TRUE,"TrueCar, Inc.",2.30,3,2,1.0,9,42.95,1
77.43,PF,"Pinnacle Foods, Inc.",1.70,3,1,6,5,13.82,1
77.41,FTNT,"Fortinet, Inc.",2.20,2,2,2.1,6,25.31,1
77.41,MPLX,MPLX LP,1.70,3,1,6,6,20.38,1
77.4,CRI,"Carter&#39;s, Inc.",1.90,2,2,6,4,7.0,1
77.38,PRAH,"PRA Health Sciences, Inc.",1.60,2,1,3.0,5,15.96,1
77.38,MPC,Marathon Petroleum Corporation,1.80,3,1,6,5,13.57,1
77.38,TJX,"TJX Companies, Inc. (The)",2.00,3,1,6,5,13.59,1
77.35,ABMD,"ABIOMED, Inc.",1.40,2,2,6,3,0.1,1
77.33,NUVA,"NuVasive, Inc.",2.00,4,2,1.0,6,47.3,1
77.3,AAOI,"Applied Optoelectronics, Inc.",2.10,3,2,2.3,5,47.95,1
77.3,HEI,Heico Corporation,2.20,2,2,6,3,-0.16,1
77.26,RLGY,Realogy Holdings Corp.,2.10,2,2,6,5,12.99,1
77.2,SIR,Select Income REIT,2.80,3,2,1.0,7,28.21,1
77.17,IBTX,"Independent Bank Group, Inc",2.00,4,1,1.0,5,14.71,1
77.1,PCLN,The Priceline Group Inc. ,2.00,3,2,1.5999999999999996,3,15.91,1
77.1,BWP,Boardwalk Pipeline Partners L.P.,2.40,3,2,6,6,43.84,1
77.07,SRPT,"Sarepta Therapeutics, Inc.",1.80,3,1,1.0,12,35.74,1
77.05,AME,"AMTEK, Inc.",1.70,2,2,6,4,5.26,1
77.03,ARCC,Ares Capital Corporation,2.00,3,2,1.0,5,13.85,1
77.0,WSFS,WSFS Financial Corporation,1.70,3,2,1.0,4,7.0,1
76.97,HOLX,"Hologic, Inc.",1.90,3,2,1.7000000000000002,5,30.97,1
76.97,PVH,PVH Corp.,1.90,2,2,6,5,11.54,1
76.94,BGNE,"BeiGene, Ltd.",1.60,3,1,1.0,17,-15.32,1
76.93,AAPL,Apple Inc.,2.00,3,2,1.7000000000000002,3,17.43,1
76.93,BFAM,Bright Horizons Family Solutions Inc.,2.20,2,2,6,3,-2.03,1
76.92,ARMK,Aramark,2.10,3,1,6,5,11.25,1
76.91,CDW,CDW Corporation,1.90,3,2,1.0,4,6.46,1
76.9,CAL,"Caleres, Inc.",1.90,2,2,6,5,11.15,1
76.87,SINA,Sina Corporation,1.70,3,1,2.0,5,12.86,1
76.85,COO,"Cooper Companies, Inc. (The)",1.90,3,2,6,2,15.93,1
76.83,ACCO,Acco Brands Corporation,2.00,3,2,6,5,35.8,1
76.83,CODI,Compass Diversified Holdings,1.70,3,1,6,5,10.8,1
76.83,ASGN,"On Assignment, Inc.",1.90,3,1,6,4,4.17,1
76.81,BABY,Natus Medical Incorporated,2.00,3,2,1.0,8,32.53,1
76.8,SLCA,"U.S. Silica Holdings, Inc.",1.80,3,1,6,8,30.68,1
76.79,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,2.80,2,2,3.0,3,24.06,1
76.79,SBCF,Seacoast Banking Corporation of Florida,2.30,3,2,1.0,5,12.41,1
76.76,INXN,InterXion Holding N.V.,1.70,3,1,6,5,10.49,1
76.75,WAGE,"WageWorks, Inc.",1.90,4,1,6,5,35.44,1
76.65,EGHT,8x8 Inc,2.10,3,2,1.0,8,31.58,1
76.65,ALRM,"Alarm.com Holdings, Inc.",2.10,2,2,1.0,7,-0.09,1
76.62,SLAB,"Silicon Laboratories, Inc.",2.20,3,2,1.0,4,4.74,1
76.61,CTSH,Cognizant Technology Solutions Corporation,2.10,3,2,1.7000000000000002,2,8.82,1
76.6,HUN,Huntsman Corporation,2.00,3,1,6,5,9.65,1
76.59,EXC,Exelon Corporation,2.00,3,1,6,5,9.63,1
76.48,AJRD,"Aerojet Rocketdyne Holdings, Inc. ",1.50,1,1,6,9,-14.26,1
76.46,QVCA,Liberty Interactive Corporation,1.80,4,1,1.5,17,19.81,1
76.46,RRR,"Red Rock Resorts, Inc.",3.00,3,1,1.0,9,12.07,1
76.45,ROST,"Ross Stores, Inc.",2.00,2,2,2.0,5,10.34,1
76.45,CX,Cemex S.A.B. de C.V.,2.40,3,1,6,7,22.26,1
76.43,CM,Canadian Imperial Bank of Commerce,3.00,1,2,6,8,3.82,1
76.4,XPO,"XPO Logistics, Inc.",1.80,3,1,6,5,8.66,1
76.37,HPT,Hospitality Properties Trust,2.00,3,2,1.0,5,9.91,1
76.35,WWE,"World Wrestling Entertainment, Inc.",2.20,2,2,6,5,8.41,1
76.34,JCOM,"j2 Global, Inc.",1.70,4,1,6,5,33.37,1
76.31,CB,D/B/A Chubb Limited New,2.10,3,2,6,2,13.23,1
76.29,BNCL,"Beneficial Bancorp, Inc.",2.30,1,2,1.0,3,-3.9,2
76.29,TYL,"Tyler Technologies, Inc.",1.80,3,1,6,5,8.14,1
76.28,IBKC,IBERIABANK Corporation,2.00,2,1,3.0,5,9.36,1
76.28,EGL,"Engility Holdings, Inc.",3.00,1,2,6,8,3.05,1
76.26,FNF,"Fidelity National Financial, Inc.",2.00,3,2,6,1,6.29,1
76.26,PWR,"Quanta Services, Inc.",1.70,3,1,6,6,14.61,1
76.24,MHK,"Mohawk Industries, Inc.",2.00,3,2,6,2,12.87,1
76.23,BDC,Belden Inc,2.00,2,2,6,5,7.83,1
76.22,CCL,Carnival Corporation,2.10,3,2,6,2,12.79,1
