WOC Score,Ticker,Company Name,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
54.09,PNW,Pinnacle West Capital Corporation,2.9,3,3,6,5,PNW,Pinnacle West Capital Corporation,-1.32,Hold
54.07,SBRA,"Sabra Healthcare REIT, Inc.",3,4,3,2,6,SBRA,"Sabra Healthcare REIT, Inc.",11.83,Hold
54.07,SNH,Senior Housing Properties Trust,3.1,3,3,2.3,7,SNH,Senior Housing Properties Trust,3.47,Hold
54.02,PBF,PBF Energy Inc.,2.7,3,3,6,8,PBF,PBF Energy Inc.,13.27,Hold
54.02,S,Sprint Corporation,2.7,3,3,2.2,8,S,Sprint Corporation,-2.68,Hold
54,AMGP,Antero Midstream GP LP,2,3,2,6,17,AMGP,Antero Midstream GP LP,28.02,Buy
53.94,NYT,New York Times Company (The),3.2,2,3,6,5,NYT,New York Times Company (The),-19.69,Hold
53.94,SFL,Ship Finance International Limited,2.9,3,3,6,6,SFL,Ship Finance International Limited,4.48,Hold
53.93,PEB,Pebblebrook Hotel Trust,2.7,3,3,6,6,PEB,Pebblebrook Hotel Trust,-0.57,Hold
53.92,CVX,Chevron Corporation,2.2,6,2,6,5,CVX,Chevron Corporation,9.14,Buy
53.84,CCU,"Compania Cervecerias Unidas, S.A.",3,3,3,6,4,CCU,"Compania Cervecerias Unidas, S.A.",-6.96,Hold
53.83,CLH,"Clean Harbors, Inc.",2.6,3,3,6,8,CLH,"Clean Harbors, Inc.",9.67,Hold
53.82,BSAC,Banco Santander Chile,3,2,3,6,8,BSAC,Banco Santander Chile,-5.41,Hold
53.82,SCCO,Southern Copper Corporation,3.2,3,3,6,3,SCCO,Southern Copper Corporation,-8.77,Hold
53.8,AVP,"Avon Products, Inc.",2.7,3,3,6,11,AVP,"Avon Products, Inc.",31.94,Hold
53.78,ESV,ENSCO plc,2.7,3,3,6,11,ESV,ENSCO plc,31.83,Hold
53.75,UDR,"United Dominion Realty Trust, Inc.",3,3,3,6,5,UDR,"United Dominion Realty Trust, Inc.",-0.81,Hold
53.72,STRA,"Strayer Education, Inc.",2.7,5,2,3,5,STRA,"Strayer Education, Inc.",20.21,Hold
53.69,TNET,"TriNet Group, Inc.",2.6,3,3,6,5,TNET,"TriNet Group, Inc.",-11.19,Hold
53.67,ABAX,"ABAXIS, Inc.",3,6,3,3,5,ABAX,"ABAXIS, Inc.",-1.3,Hold
53.67,WPC,W.P. Carey Inc.,3.4,3,3,6,3,WPC,W.P. Carey Inc.,-4.64,Hold
53.65,QGEN,Qiagen N.V.,2.8,2,3,3.5,7,QGEN,Qiagen N.V.,-1.96,Hold
53.61,AXS,Axis Capital Holdings Limited,3.2,3,3,6,5,AXS,Axis Capital Holdings Limited,3.32,Hold
53.61,HRI,Herc Holdings Inc.,2.3,3,2,6,12,HRI,Herc Holdings Inc.,2.48,Hold
53.61,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",1,3,3,6,17,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",25.28,Buy
53.6,WPM,Wheaton Precious Metals Corp.,1.8,3,1,6,7,WPM,Wheaton Precious Metals Corp.,35.2,
53.59,BEN,"Franklin Resources, Inc.",3.1,3,3,6,5,BEN,"Franklin Resources, Inc.",0.69,Hold
53.58,ETR,Entergy Corporation,2.9,3,3,6,6,ETR,Entergy Corporation,2.3,Hold
53.57,IRCP,IRSA Propiedades Comerciales S.A.,2,1,6,6,1,IRCP,IRSA Propiedades Comerciales S.A.,257.04,
53.56,NAVI,Navient Corporation,2.6,5,2,2.3,7,NAVI,Navient Corporation,12.4,Hold
53.55,AA,Alcoa Corporation,2,3,2,6,17,AA,Alcoa Corporation,24.86,Buy
53.54,CMPR,Cimpress N.V,3,2,3,3,8,CMPR,Cimpress N.V,-3.55,Hold
53.49,GMLP,Golar LNG Partners LP,2.4,4,2,3,8,GMLP,Golar LNG Partners LP,6.07,Hold
53.46,VZ,Verizon Communications Inc.,2.7,3,3,6,7,VZ,Verizon Communications Inc.,3.25,Hold
53.45,PRXL,PAREXEL International Corporation,3,3,3,3,5,PRXL,PAREXEL International Corporation,0.82,Hold
53.39,WDAY,"Workday, Inc.",2.7,2,3,6,10,WDAY,"Workday, Inc.",-2.18,Hold
53.38,TS,Tenaris S.A.,2.6,3,3,6,8,TS,Tenaris S.A.,6.96,Hold
53.32,BEP,Brookfield Renewable Partners L.P.,2,3,3,6,9,BEP,Brookfield Renewable Partners L.P.,-1.74,Hold
53.29,ETSY,"Etsy, Inc.",2.9,2,3,3,8,ETSY,"Etsy, Inc.",-7.79,Hold
53.29,KEX,Kirby Corporation,2.8,3,3,6,8,KEX,Kirby Corporation,11.38,Hold
53.28,BLMN,"Bloomin&#39; Brands, Inc.",2.6,4,3,3,7,BLMN,"Bloomin&#39; Brands, Inc.",27.99,Hold
53.28,STX,Seagate Technology PLC,3,4,3,3,7,STX,Seagate Technology PLC,37.99,Hold
53.28,SODA,SodaStream International Ltd.,2.8,3,3,3,5,SODA,SodaStream International Ltd.,-5.36,Hold
53.25,LSI,"Life Storage, Inc.",2.9,3,3,6,7,LSI,"Life Storage, Inc.",7.01,Hold
53.22,CNSL,"Consolidated Communications Holdings, Inc.",2.3,3,3,4,8,CNSL,"Consolidated Communications Holdings, Inc.",26.72,Hold
53.21,TTEC,"TeleTech Holdings, Inc.",2.8,3,3,3,5,TTEC,"TeleTech Holdings, Inc.",-5.84,Hold
53.21,SCS,Steelcase Inc.,2.3,5,2,6,7,SCS,Steelcase Inc.,16.79,Hold
53.18,HCN,Welltower Inc.,2.7,4,3,6,3,HCN,Welltower Inc.,-0.1,Hold
53.16,DRQ,"Dril-Quip, Inc.",3,3,3,6,8,DRQ,"Dril-Quip, Inc.",15.64,Hold
53.14,AGNC,AGNC Investment Corp.,3,2,3,3,8,AGNC,AGNC Investment Corp.,-6.35,Hold
53.12,DSW,DSW Inc.,2.6,3,3,6,7,DSW,DSW Inc.,-1.26,Hold
53.1,VST,Vistra Energy Corp.,2,3,2,6,17,VST,Vistra Energy Corp.,21.73,Buy
53.03,SGMS,Scientific Games Corp,2.5,3,2,2,9,SGMS,Scientific Games Corp,-37.98,Hold
53.02,SAGE,"Sage Therapeutics, Inc.",1.8,4,6,1,17,SAGE,"Sage Therapeutics, Inc.",16.11,Buy
53.01,REVG,"REV Group, Inc.",1.9,3,2,6,17,REVG,"REV Group, Inc.",18.55,Buy
52.98,IBKR,"Interactive Brokers Group, Inc.",3,3,3,3,5,IBKR,"Interactive Brokers Group, Inc.",-2.45,Hold
52.98,GS,"Goldman Sachs Group, Inc. (The)",2.6,5,2,6,5,GS,"Goldman Sachs Group, Inc. (The)",9.57,Hold
52.92,SRC,"Spirit Realty Capital, Inc.",2.6,3,3,6,8,SRC,"Spirit Realty Capital, Inc.",4.19,Hold
52.91,CWH,"Camping World Holdings, Inc.",1.7,4,1,6,17,CWH,"Camping World Holdings, Inc.",12.86,Buy
52.9,DNKN,"Dunkin&#39; Brands Group, Inc.",2.8,3,3,3.3,6,DNKN,"Dunkin&#39; Brands Group, Inc.",6.16,Hold
52.89,CZZ,Cosan Limited,1.8,3,6,6,9,CZZ,Cosan Limited,43.53,Buy
52.87,MRO,Marathon Oil Corporation,2.5,4,2,6,11,MRO,Marathon Oil Corporation,21.36,Hold
52.84,UBSI,"United Bankshares, Inc.",3,4,3,3,5,UBSI,"United Bankshares, Inc.",21.56,Hold
52.83,SFBS,"ServisFirst Bancshares, Inc.",3,4,3,6,3,SFBS,"ServisFirst Bancshares, Inc.",5.32,Hold
52.81,EVTC,"Evertec, Inc.",2.9,3,3,6,6,EVTC,"Evertec, Inc.",-2.3,Hold
52.8,CXP,"Columbia Property Trust, Inc.",2.7,4,2,6,8,CXP,"Columbia Property Trust, Inc.",5.94,Hold
52.79,DGI,"DigitalGlobe, Inc",2.7,3,3,6,7,DGI,"DigitalGlobe, Inc",-0.73,Hold
52.78,CMP,"Compass Minerals International, Inc.",2.9,3,3,6,7,CMP,"Compass Minerals International, Inc.",4.2,Hold
52.78,FRAC,"Keane Group, Inc.",2.1,3,2,6,17,FRAC,"Keane Group, Inc.",21.95,Buy
52.75,D,"Dominion Energy, Inc.",2.6,4,2,4.2,3,D,"Dominion Energy, Inc.",2.61,Hold
52.75,TEN,Tenneco Inc.,6,3,2,6,5,TEN,Tenneco Inc.,20.95,Buy
52.74,MTX,Minerals Technologies Inc.,6,3,2,6,5,MTX,Minerals Technologies Inc.,20.82,Buy
52.73,SLGN,Silgan Holdings Inc.,3,3,3,3.5,5,SLGN,Silgan Holdings Inc.,8.3,Hold
52.69,CVBF,CVB Financial Corporation,3,4,3,3,3,CVBF,CVB Financial Corporation,7.13,Hold
52.69,PII,Polaris Industries Inc.,2.9,3,3,6,6,PII,Polaris Industries Inc.,-3.04,Hold
52.69,INT,World Fuel Services Corporation,2.5,4,3,6,8,INT,World Fuel Services Corporation,25.29,Hold
52.68,KAR,"KAR Auction Services, Inc",6,4,1,6,5,KAR,"KAR Auction Services, Inc",20.43,Buy
52.67,CCP,"Care Capital Properties, Inc.",2.6,3,3,6,9,CCP,"Care Capital Properties, Inc.",9.37,Hold
52.67,RHI,Robert Half International Inc.,2.8,4,3,6,5,RHI,Robert Half International Inc.,12.67,Hold
52.64,SWN,Southwestern Energy Company,2.7,4,3,6,11,SWN,Southwestern Energy Company,51.77,Hold
52.6,COTY,Coty Inc.,2.6,3,3,6,8,COTY,Coty Inc.,2.24,Hold
52.6,HRC,Hill-Rom Holdings Inc,1.9,3,2,6,17,HRC,Hill-Rom Holdings Inc,15.73,Buy
52.58,OIS,"Oil States International, Inc.",2.5,4,2,6,10,OIS,"Oil States International, Inc.",12.99,Hold
52.56,BVN,Buenaventura Mining Company Inc.,2.6,3,3,6,8,BVN,Buenaventura Mining Company Inc.,2,Hold
52.56,IAG,Iamgold Corporation,2.5,3,3,6,9,IAG,Iamgold Corporation,6.18,Hold
52.54,AKRX,"Akorn, Inc.",3,3,3,3,6,AKRX,"Akorn, Inc.",1.1,Hold
52.54,UTHR,United Therapeutics Corporation,3.2,3,3,2.7,5,UTHR,United Therapeutics Corporation,-8.06,Hold
52.53,DVMT,Dell Technologies Inc.,1,1,6,6,17,DVMT,Dell Technologies Inc.,17.7,Buy
52.51,TRIP,"TripAdvisor, Inc.",3.1,3,3,2.8,8,TRIP,"TripAdvisor, Inc.",11.73,Hold
52.5,FII,"Federated Investors, Inc.",3.3,3,3,6,5,FII,"Federated Investors, Inc.",-0.81,Hold
52.47,GOL,Gol Linhas Aereas Inteligentes S.A.,2.6,1,2,6,17,GOL,Gol Linhas Aereas Inteligentes S.A.,32.31,Hold
52.46,CIB,BanColombia S.A.,2.9,3,3,6,7,CIB,BanColombia S.A.,2.27,Hold
52.42,FTS,Fortis Inc.,1.5,2,2,6,8,FTS,Fortis Inc.,26.11,
52.36,CBD,Companhia Brasileira de Distribuicao,2.3,2,2,6,17,CBD,Companhia Brasileira de Distribuicao,-0.95,Buy
52.33,BRO,"Brown & Brown, Inc.",2.9,4,3,6,3,BRO,"Brown & Brown, Inc.",-0.18,Hold
52.31,TAP,Molson Coors Brewing  Company,6,3,2,6,5,TAP,Molson Coors Brewing  Company,17.83,Buy
52.31,NYCB,"New York Community Bancorp, Inc.",3.1,3,3,6,7,NYCB,"New York Community Bancorp, Inc.",6.34,Hold
52.3,TBI,"TrueBlue, Inc.",3,3,3,6,8,TBI,"TrueBlue, Inc.",10.45,Hold
52.29,CLB,Core Laboratories N.V.,2.5,5,2,6,8,CLB,Core Laboratories N.V.,22.9,Hold
52.28,CYH,"Community Health Systems, Inc.",3.2,3,3,6,11,CYH,"Community Health Systems, Inc.",35.32,Hold
52.27,Y,Alleghany Corporation,2.3,4,2,6,3,Y,Alleghany Corporation,-40.55,Hold
52.24,DISCA,"Discovery Communications, Inc.",3.2,3,3,2.9,7,DISCA,"Discovery Communications, Inc.",8.21,Hold
52.18,VFC,V.F. Corporation,2.7,3,3,6,6,VFC,V.F. Corporation,-11.08,Hold
52.15,ESL,Esterline Technologies Corporation,2.7,4,2,6,8,ESL,Esterline Technologies Corporation,2.04,Hold
52.15,TV,Grupo Televisa S.A.,2.7,3,3,6,8,TV,Grupo Televisa S.A.,2.05,Hold
52.14,RY,Royal Bank Of Canada,2.8,4,2,6,7,RY,Royal Bank Of Canada,-2.17,Hold
52.12,WTS,"Watts Water Technologies, Inc.",2.9,3,3,6,7,WTS,"Watts Water Technologies, Inc.",0.23,Hold
52.11,NXPI,NXP Semiconductors N.V.,2.8,4,3,2,7,NXPI,NXP Semiconductors N.V.,-0.2,Hold
52.11,SJR,Shaw Communications Inc.,2.9,3,3,6,8,SJR,Shaw Communications Inc.,6.83,Hold
52.11,SKT,"Tanger Factory Outlet Centers, Inc.",2.9,3,3,6,8,SKT,"Tanger Factory Outlet Centers, Inc.",6.83,Hold
52.1,NWE,NorthWestern Corporation,3.2,4,3,6,3,NWE,NorthWestern Corporation,5.91,Hold
52.1,TIME,Time Inc.,2.5,4,2,6,9,TIME,Time Inc.,3.45,Hold
52.09,SWX,"Southwest Gas Holdings, Inc.",2.9,4,3,6,3,SWX,"Southwest Gas Holdings, Inc.",-1.63,Hold
52.07,CHT,"Chunghwa Telecom Co., Ltd.",4,3,3,6,3,CHT,"Chunghwa Telecom Co., Ltd.",0.74,Hold
52.07,WNC,Wabash National Corporation,2.9,4,3,6,6,WNC,Wabash National Corporation,18.23,Hold
52.04,PAHC,Phibro Animal Health Corporation,2.8,3,3,3,5,PAHC,Phibro Animal Health Corporation,-14.06,Hold
52.04,AEG,Aegon NV,3,3,3,6,7,AEG,Aegon NV,2.25,Hold
52.03,HES,Hess Corporation,2.4,4,2,6,11,HES,Hess Corporation,13.84,Hold
51.99,ELF,"e.l.f. Beauty, Inc.",2.1,3,2,6,17,ELF,"e.l.f. Beauty, Inc.",16.46,Buy
51.98,FFIV,"F5 Networks, Inc.",2.8,4,3,3,5,FFIV,"F5 Networks, Inc.",10.5,Hold
51.95,RWT,"Redwood Trust, Inc.",2.8,3,3,6,8,RWT,"Redwood Trust, Inc.",3.38,Hold
51.94,TRV,"The Travelers Companies, Inc.",2.9,4,3,6,3,TRV,"The Travelers Companies, Inc.",-2.52,Hold
51.93,EXPD,"Expeditors International of Washington, Inc.",3.1,3,3,3.5,3,EXPD,"Expeditors International of Washington, Inc.",-8.13,Hold
51.92,CPA,"Copa Holdings, S.A.",2.6,2,6,6,5,CPA,"Copa Holdings, S.A.",5.11,Buy
51.92,TM,Toyota Motor Corp Ltd Ord,3.5,3,3,6,5,TM,Toyota Motor Corp Ltd Ord,0.71,Hold
51.88,MFA,"MFA Financial, Inc.",2.7,4,2,6,8,MFA,"MFA Financial, Inc.",0.47,Hold
51.87,DK,"Delek US Holdings, Inc.",2.8,3,3,6,9,DK,"Delek US Holdings, Inc.",9.57,Hold
51.84,HOME,At Home Group Inc.,1.7,3,2,6,17,HOME,At Home Group Inc.,5.4,Buy
51.83,FIG,Fortress Investment Group LLC,3,3,3,6,7,FIG,Fortress Investment Group LLC,1,Hold
51.8,CIM,Chimera Investment Corporation,3,3,3,6,7,CIM,Chimera Investment Corporation,0.81,Hold
51.78,JKHY,"Jack Henry & Associates, Inc.",3.1,3,3,3.6,2,JKHY,"Jack Henry & Associates, Inc.",-13.38,Hold
51.75,GPS,"Gap, Inc. (The)",3,3,3,6,8,GPS,"Gap, Inc. (The)",7.19,Hold
51.75,MD,"Mednax, Inc",2.8,4,3,6,7,MD,"Mednax, Inc",20.47,Hold
51.69,PB,"Prosperity Bancshares, Inc.",3,4,3,6,5,PB,"Prosperity Bancshares, Inc.",11.78,Hold
51.67,TPH,"TRI Pointe Group, Inc.",2.1,3,6,6,5,TPH,"TRI Pointe Group, Inc.",15.84,Buy
51.65,TYG,Tortoise Energy Infrastructure Corporation,1,1,6,6,17,TYG,Tortoise Energy Infrastructure Corporation,11.55,Buy
51.62,NBTB,NBT Bancorp Inc.,3,2,3,5,4,NBTB,NBT Bancorp Inc.,6.32,Hold
51.61,SYNT,"Syntel, Inc.",3,2,3,3,10,SYNT,"Syntel, Inc.",-3.7,Hold
51.6,SIGI,"Selective Insurance Group, Inc.",3,4,3,3,3,SIGI,"Selective Insurance Group, Inc.",-0.49,Hold
51.6,CBS,CBS Corporation,2,3,2,6,17,CBS,CBS Corporation,11.23,Buy
51.58,NORD,"Nord Anglia Education, Inc.",3,3,3,6,7,NORD,"Nord Anglia Education, Inc.",-0.52,Hold
51.49,EQR,Equity Residential,3,3,3,6,7,EQR,Equity Residential,-1.05,Hold
51.47,MDC,"M.D.C. Holdings, Inc.",3.4,2,4,6,3,MDC,"M.D.C. Holdings, Inc.",-17.82,Hold
51.46,SO,Southern Company (The),3.1,4,3,6,4,SO,Southern Company (The),6.29,Hold
51.44,AINV,Apollo Investment Corporation,2.8,3,3,3,8,AINV,Apollo Investment Corporation,1.72,Hold
51.44,HAE,Haemonetics Corporation,2.8,3,3,6,8,HAE,Haemonetics Corporation,0.33,Hold
51.39,DVA,DaVita Inc.,2.8,4,3,6,5,DVA,DaVita Inc.,5.01,Hold
51.39,WU,Western Union Company (The),3.1,3,3,6,6,WU,Western Union Company (The),-5.85,Hold
51.34,WGL,WGL Holdings Inc,3.2,4,3,6,3,WGL,WGL Holdings Inc,1.37,Hold
51.32,CL,Colgate-Palmolive Company,2.8,4,3,2.1,8,CL,Colgate-Palmolive Company,3.39,Hold
51.28,DDC,Dominion Diamond Corporation,2.6,3,3,6,9,DDC,Dominion Diamond Corporation,0.99,Hold
51.28,RLJ,RLJ Lodging Trust,2.7,4,3,6,6,RLJ,RLJ Lodging Trust,8.49,Hold
51.25,TVPT,Travelport Worldwide Limited,2.1,3,2,6,17,TVPT,Travelport Worldwide Limited,11.27,Buy
51.2,UBNT,"Ubiquiti Networks, Inc.",3.4,3,3,2.5,5,UBNT,"Ubiquiti Networks, Inc.",-17.45,Hold
51.19,PRLB,"Proto Labs, Inc.",2.7,3,3,6,5,PRLB,"Proto Labs, Inc.",-23.71,Hold
51.18,DDR,DDR Corp.,2.8,3,3,6,10,DDR,DDR Corp.,12.09,Hold
51.18,NHI,"National Health Investors, Inc.",2.7,4,3,6,5,NHI,"National Health Investors, Inc.",1.23,Hold
51.17,BRFS,BRF S.A.,2.6,4,3,6,9,BRFS,BRF S.A.,25.33,Hold
51.17,LM,"Legg Mason, Inc.",6,3,2,6,5,LM,"Legg Mason, Inc.",9.88,Buy
51.11,PDCO,"Patterson Companies, Inc.",3,4,3,2.8,4,PDCO,"Patterson Companies, Inc.",-2.23,Hold
51.1,LVLT,"Level 3 Communications, Inc.",2.9,4,3,6,5,LVLT,"Level 3 Communications, Inc.",5.78,Hold
51.09,OB,"OneBeacon Insurance Group, Ltd.",3,3,3,6,4,OB,"OneBeacon Insurance Group, Ltd.",-23.46,Hold
51.09,VEDL,Vedanta  Limited,6,1,1,6,17,VEDL,Vedanta  Limited,7.61,Buy
51.05,LXP,Lexington Realty Trust,3.1,3,3,6,7,LXP,Lexington Realty Trust,-1.19,Hold
51.04,KRO,Kronos Worldwide Inc,3.3,1,4,6,6,KRO,Kronos Worldwide Inc,-27.95,Hold
51.04,LW,"Lamb Weston Holdings, Inc.",2,3,2,6,17,LW,"Lamb Weston Holdings, Inc.",7.26,Buy
51.01,WD,"Walker & Dunlop, Inc.",3,3,3,6,6,WD,"Walker & Dunlop, Inc.",-10.62,Hold
50.9,ARD,Ardagh Group S.A.,2.2,3,2,6,17,ARD,Ardagh Group S.A.,11.31,Buy
50.89,LQ,La Quinta Holdings Inc.,2.8,3,3,6,8,LQ,La Quinta Holdings Inc.,-3.01,Hold
50.85,VALE,VALE S.A.,2.6,4,3,6,6,VALE,VALE S.A.,3.41,Hold
50.84,PRGO,Perrigo Company,2.8,3,3,6,9,PRGO,Perrigo Company,3.4,Hold
50.8,AGII,"Argo Group International Holdings, Ltd.",2.6,3,3,5,5,AGII,"Argo Group International Holdings, Ltd.",22.3,Hold
50.8,GNRC,Generac Holdlings Inc.,2.7,4,3,6,7,GNRC,Generac Holdlings Inc.,12.31,Hold
50.79,ATUS,"Altice USA, Inc.",2.2,3,2,6,17,ATUS,"Altice USA, Inc.",10.53,Buy
50.77,CMG,"Chipotle Mexican Grill, Inc.",2.8,4,3,6,8,CMG,"Chipotle Mexican Grill, Inc.",21.26,Hold
50.74,EGP,"EastGroup Properties, Inc.",3.1,3,3,6,6,EGP,"EastGroup Properties, Inc.",-9.74,Hold
50.71,ALR,Alere Inc.,3,3,3,6,8,ALR,Alere Inc.,0.93,Hold
50.69,WUBA,58.com Inc.,2.7,4,2,6,8,WUBA,58.com Inc.,-6.67,Hold
50.68,CAJ,"Canon, Inc.",4,3,3,6,4,CAJ,"Canon, Inc.",-0.92,Hold
50.68,FTI,TechnipFMC plc,2.6,3,2,6,17,FTI,TechnipFMC plc,19.76,Buy
50.68,PAY,"Verifone Systems, Inc.",2.5,4,2,6,10,PAY,"Verifone Systems, Inc.",1.57,Hold
50.67,BRCD,"Brocade Communications Systems, Inc.",3,3,3,3,8,BRCD,"Brocade Communications Systems, Inc.",1.35,Hold
50.66,GWW,"W.W. Grainger, Inc.",3.2,3,3,6,8,GWW,"W.W. Grainger, Inc.",5.61,Hold
50.64,WRB,W.R. Berkley Corporation,3.2,4,3,6,3,WRB,W.R. Berkley Corporation,-2.84,Hold
50.61,FIT,"Fitbit, Inc.",2.9,3,3,6,12,FIT,"Fitbit, Inc.",24.52,Hold
50.6,YELP,Yelp Inc.,2.6,4,2,6,9,YELP,Yelp Inc.,-3.09,Hold
50.58,LTC,"LTC Properties, Inc.",2.7,4,3,6,5,LTC,"LTC Properties, Inc.",-2.36,Hold
50.56,UNFI,"United Natural Foods, Inc.",2.9,3,3,3.3,8,UNFI,"United Natural Foods, Inc.",5.6,Hold
50.56,HL,Hecla Mining Company,2.9,4,3,6,6,HL,Hecla Mining Company,9.2,Hold
50.55,PAYX,"Paychex, Inc.",3.3,4,3,3.1,3,PAYX,"Paychex, Inc.",2.15,Hold
50.53,DEO,Diageo plc,1.7,3,2,6,17,DEO,Diageo plc,-3.79,Buy
50.53,SSTK,"Shutterstock, Inc.",3,3,3,6,8,SSTK,"Shutterstock, Inc.",-0.16,Hold
50.51,NLY,Annaly Capital Management Inc,3.5,3,3,6,5,NLY,Annaly Capital Management Inc,-7.8,Hold
50.49,OHI,"Omega Healthcare Investors, Inc.",2.8,4,3,6,6,OHI,"Omega Healthcare Investors, Inc.",6.25,Hold
50.48,FGL,Fidelity and Guaranty Life,3,3,3,6,8,FGL,Fidelity and Guaranty Life,-0.48,Hold
50.44,JWN,"Nordstrom, Inc.",2.9,3,3,6,8,JWN,"Nordstrom, Inc.",-3.21,Hold
50.43,BIP,Brookfield Infrastructure Partners LP,2.1,3,2,6,17,BIP,Brookfield Infrastructure Partners LP,5.54,Buy
50.42,CARS,Cars.com Inc.,2,3,2,6,17,CARS,Cars.com Inc.,2.92,Buy
50.41,CAKE,The Cheesecake Factory Incorporated,2.6,5,3,3,5,CAKE,The Cheesecake Factory Incorporated,19.57,Hold
50.39,ABG,Asbury Automotive Group Inc,2.5,5,3,6,6,ABG,Asbury Automotive Group Inc,23.19,Hold
50.37,GPN,Global Payments Inc.,2,3,2,6,17,GPN,Global Payments Inc.,2.62,Buy
50.35,RMP,Rice Midstream Partners LP,2.4,5,2,6,7,RMP,Rice Midstream Partners LP,2.09,Hold
50.34,UAA,"Under Armour, Inc.",2.9,3,3,6,9,UAA,"Under Armour, Inc.",2.88,Hold
50.33,NVO,Novo Nordisk A/S,4,3,3,6,5,NVO,Novo Nordisk A/S,3.64,Hold
50.31,TNC,Tennant Company,3,3,3,6,6,TNC,Tennant Company,-14.78,Hold
50.29,VSTO,Vista Outdoor Inc.,2.5,3,3,6,11,VSTO,Vista Outdoor Inc.,5.92,Hold
50.24,MYGN,"Myriad Genetics, Inc.",3,2,3,3.7,8,MYGN,"Myriad Genetics, Inc.",-9.13,Hold
50.21,FEYE,"FireEye, Inc.",2.6,3,3,2.6,11,FEYE,"FireEye, Inc.",-1.83,Hold
50.21,KMB,Kimberly-Clark Corporation,3,4,3,6,5,KMB,Kimberly-Clark Corporation,2.9,Hold
50.14,ADP,"Automatic Data Processing, Inc.",2.8,4,3,2.7,4,ADP,"Automatic Data Processing, Inc.",-16.51,Hold
50.11,AMD,"Advanced Micro Devices, Inc.",2.7,2,3,2.9,11,AMD,"Advanced Micro Devices, Inc.",-17.56,Hold
50.11,MSGN,MSG Networks Inc.,2.5,4,3,6,8,MSGN,MSG Networks Inc.,9.84,Hold
50.1,NWBI,"Northwest Bancshares, Inc.",3.3,3,4,3,3,NWBI,"Northwest Bancshares, Inc.",-3.49,Hold
50.1,CXW,"CoreCivic, Inc.",2,3,2,6,6,CXW,"CoreCivic, Inc.",34.04,
50.04,SPLS,"Staples, Inc.",2.8,3,3,3,9,SPLS,"Staples, Inc.",-1.38,Hold
50.04,MET,"MetLife, Inc.",6,3,2,6,6,MET,"MetLife, Inc.",8.6,Buy
50.03,SNI,"Scripps Networks Interactive, Inc",3,4,3,2.4,5,SNI,"Scripps Networks Interactive, Inc",-13.13,Hold
49.99,FCN,"FTI Consulting, Inc.",3,4,3,6,7,FCN,"FTI Consulting, Inc.",14.94,Hold
49.93,TSLA,"Tesla, Inc. ",2.8,3,3,3.1,8,TSLA,"Tesla, Inc. ",-6.29,Hold
49.91,EQGP,"EQT GP Holdings, LP",2.3,3,2,6,17,EQGP,"EQT GP Holdings, LP",6.9,Buy
49.89,HP,"Helmerich & Payne, Inc.",3.1,3,3,6,9,HP,"Helmerich & Payne, Inc.",5.17,Hold
49.86,SSYS,"Stratasys, Ltd.",3.1,3,3,2.7,11,SSYS,"Stratasys, Ltd.",10.7,Hold
49.84,BEDU,Bright Scholar Education Holdings Limited,6,1,1,6,17,BEDU,Bright Scholar Education Holdings Limited,-1.1,Buy
49.82,WPZ,Williams Partners LP,2.1,3,6,6,6,WPZ,Williams Partners LP,9.54,Buy
49.74,BCH,Banco De Chile,2.9,3,3,6,8,BCH,Banco De Chile,-7.37,Hold
49.72,CPB,Campbell Soup Company,3.2,4,3,6,5,CPB,Campbell Soup Company,5.01,Hold
49.7,ANSS,"ANSYS, Inc.",2.9,4,3,3.2,3,ANSS,"ANSYS, Inc.",-11.24,Hold
49.7,JCP,"J.C. Penney Company, Inc. Holding Company",2.7,3,3,6,10,JCP,"J.C. Penney Company, Inc. Holding Company",0.72,Hold
49.68,TERP,"TerraForm Power, Inc.",3,2,3,3,11,TERP,"TerraForm Power, Inc.",-10.58,Hold
49.65,AIZ,"Assurant, Inc.",3,4,3,6,4,AIZ,"Assurant, Inc.",-7.08,Hold
49.63,KRG,Kite Realty Group Trust,1.9,3,6,6,9,KRG,Kite Realty Group Trust,23.27,Buy
49.61,TGNA,TEGNA Inc.,2.5,5,2,6,7,TGNA,TEGNA Inc.,0.17,Hold
49.6,RYN,Rayonier Inc.,2.9,4,3,6,6,RYN,Rayonier Inc.,3.45,Hold
49.57,SUN,Sunoco LP,2.8,3,3,6,9,SUN,Sunoco LP,-4.23,Hold
49.54,TCO,"Taubman Centers, Inc.",2.8,4,3,6,8,TCO,"Taubman Centers, Inc.",13.91,Hold
49.53,AEO,"American Eagle Outfitters, Inc.",2.9,4,3,6,7,AEO,"American Eagle Outfitters, Inc.",9.7,Hold
49.5,MGP,MGM Growth Properties LLC,2.2,3,2,6,17,MGP,MGM Growth Properties LLC,1.52,Buy
49.47,TRI,Thomson Reuters Corp,2.9,4,3,6,6,TRI,Thomson Reuters Corp,2.63,Hold
