WOC Score,Ticker,Company Name,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
73.39,RARE,Ultragenyx Pharmaceutical Inc.,2.2,3,2,2.5,17,RARE,Ultragenyx Pharmaceutical Inc.,32.86,Buy
73.36,PACW,PacWest Bancorp,2,3,2,2,5,PACW,PacWest Bancorp,15.16,Buy
73.36,ELLI,"Ellie Mae, Inc.",2.4,3,2,6,5,ELLI,"Ellie Mae, Inc.",26.81,Buy
73.36,ETP,"Energy Transfer Partners, L.P.",1.8,3,2,6,9,ETP,"Energy Transfer Partners, L.P.",38.48,Buy
73.35,PEN,"Penumbra, Inc.",1.4,3,1,6,10,PEN,"Penumbra, Inc.",10.12,Buy
73.35,YPF,YPF Sociedad Anonima,2.1,3,1,6,11,YPF,YPF Sociedad Anonima,34.29,Buy
73.34,WHR,Whirlpool Corporation,2.3,3,2,6,4,WHR,Whirlpool Corporation,17.57,Buy
73.33,OA,"Orbital ATK, Inc.",1.9,2,2,6,8,OA,"Orbital ATK, Inc.",9.15,Buy
73.33,SLF,Sun Life Financial Inc.,2,1,2,6,3,SLF,Sun Life Financial Inc.,3.34,Hold
73.32,ACIW,"ACI Worldwide, Inc.",2.2,1,2,3,7,ACIW,"ACI Worldwide, Inc.",8.23,Buy
73.31,FBC,"Flagstar Bancorp, Inc.",2.3,2,2,6,5,FBC,"Flagstar Bancorp, Inc.",-0.96,Buy
73.3,KTOS,"Kratos Defense & Security Solutions, Inc.",2.2,3,2,1,9,KTOS,"Kratos Defense & Security Solutions, Inc.",21.4,Buy
73.27,FNV,Franco-Nevada Corporation,2.7,2,2,6,5,FNV,Franco-Nevada Corporation,8.77,Buy
73.24,ACN,Accenture plc,2.3,3,2,6,2,ACN,Accenture plc,3.58,Buy
73.23,JLL,Jones Lang LaSalle Incorporated,2,2,2,6,7,JLL,Jones Lang LaSalle Incorporated,4.38,Buy
73.22,LITE,Lumentum Holdings Inc.,2.1,2,2,1.7,8,LITE,Lumentum Holdings Inc.,4.2,Buy
73.21,ASX,"Advanced Semiconductor Engineering, Inc.",1.3,3,2,6,6,ASX,"Advanced Semiconductor Engineering, Inc.",5.1,Buy
73.19,LXRX,"Lexicon Pharmaceuticals, Inc.",2,3,2,1.7,11,LXRX,"Lexicon Pharmaceuticals, Inc.",46.52,Buy
73.15,TEO,Telecom Argentina Stet - France Telecom S.A.,2.4,3,2,6,2,TEO,Telecom Argentina Stet - France Telecom S.A.,5.59,Buy
73.14,BUSE,First Busey Corporation,2.1,3,2,1,1,BUSE,First Busey Corporation,14.45,Hold
73.13,MDR,"McDermott International, Inc.",2.5,3,2,6,6,MDR,"McDermott International, Inc.",34.64,Buy
73.11,ACM,AECOM,2.2,3,2,6,5,ACM,AECOM,20.33,Buy
73.1,HMSY,HMS Holdings Corp,1.8,3,2,1.5,7,HMSY,HMS Holdings Corp,9.18,Buy
73.09,RRR,"Red Rock Resorts, Inc.",3,3,1,1,8,RRR,"Red Rock Resorts, Inc.",8.29,Buy
73.09,TYL,"Tyler Technologies, Inc.",2,4,1,6,4,TYL,"Tyler Technologies, Inc.",8.55,Buy
73.08,LUK,Leucadia National Corporation,1,4,2,6,5,LUK,Leucadia National Corporation,15.16,Buy
73.08,SYK,Stryker Corporation,2.2,3,2,6,2,SYK,Stryker Corporation,0.14,Buy
73.07,TRUE,"TrueCar, Inc.",2.3,3,2,1,8,TRUE,"TrueCar, Inc.",15.67,Buy
73.07,IVR,INVESCO MORTGAGE CAPITAL INC,2.5,1,2,6,9,IVR,INVESCO MORTGAGE CAPITAL INC,4.23,Buy
73.05,LH,Laboratory Corporation of America Holdings,2.2,3,2,6,2,LH,Laboratory Corporation of America Holdings,-0.04,Buy
73.05,PLD,"Prologis, Inc.",2.9,2,2,6,3,PLD,"Prologis, Inc.",-0.89,Buy
73.03,DLTR,"Dollar Tree, Inc.",2.3,3,2,2.2,5,DLTR,"Dollar Tree, Inc.",25.35,Buy
73.03,CPE,Callon Petroleum Company,1.8,4,1,6,8,CPE,Callon Petroleum Company,29.87,Buy
73.03,OSK,Oshkosh Corporation,2.2,3,2,6,4,OSK,Oshkosh Corporation,13.2,Buy
73.02,PAAS,Pan American Silver Corp.,2.3,3,2,1.9,6,PAAS,Pan American Silver Corp.,24.48,Buy
73.01,FAF,First American Corporation (The),2.4,1,2,6,1,FAF,First American Corporation (The),-1.96,Hold
73.01,KEY,KeyCorp,2.1,3,2,6,5,KEY,KeyCorp,17.25,Buy
72.98,HPQ,HP Inc.,2,2,2,6,8,HPQ,HP Inc.,9.55,Buy
72.93,TECK,Teck Resources Ltd,1.8,4,1,6,7,TECK,Teck Resources Ltd,22.58,Buy
72.91,MDSO,"Medidata Solutions, Inc.",2,5,1,1,5,MDSO,"Medidata Solutions, Inc.",12.06,Buy
72.91,AMG,"Affiliated Managers Group, Inc.",1.8,3,2,6,5,AMG,"Affiliated Managers Group, Inc.",9.15,Buy
72.88,CRL,"Charles River Laboratories International, Inc.",2.2,3,2,6,3,CRL,"Charles River Laboratories International, Inc.",5.61,Buy
72.88,MON,Monsanto Company,1,3,2,6,8,MON,Monsanto Company,8.96,Buy
72.86,ENSG,"The Ensign Group, Inc.",2.1,3,2,1,7,ENSG,"The Ensign Group, Inc.",2.5,Buy
72.86,GMED,"Globus Medical, Inc.",2.5,3,2,6,2,GMED,"Globus Medical, Inc.",6.31,Buy
72.84,CE,Celanese Corporation,2.3,3,2,6,3,CE,Celanese Corporation,7.85,Buy
72.82,TILE,"Interface, Inc.",2.5,3,2,1.7,5,TILE,"Interface, Inc.",16.4,Buy
72.82,DSGX,The Descartes Systems Group Inc.,2.1,3,2,1.8,5,DSGX,The Descartes Systems Group Inc.,8.91,Buy
72.81,SXI,Standex International Corporation,2.3,3,2,6,5,SXI,Standex International Corporation,21.05,Buy
72.8,MTCH,"Match Group, Inc.",6,3,2,1.4,8,MTCH,"Match Group, Inc.",18.47,Buy
72.79,AES,The AES Corporation,2.4,2,2,6,8,AES,The AES Corporation,18.4,Buy
72.77,CSII,"Cardiovascular Systems, Inc.",2,3,2,1,9,CSII,"Cardiovascular Systems, Inc.",12.71,Buy
72.77,MRC,MRC Global Inc.,2.2,3,2,6,8,MRC,MRC Global Inc.,38.29,Buy
72.75,GEO,Geo Group Inc (The),2.2,3,2,6,5,GEO,Geo Group Inc (The),18.16,Buy
72.73,ASH,Ashland Global Holdings Inc.,2,3,2,6,5,ASH,Ashland Global Holdings Inc.,13.05,Buy
72.72,FIVN,"Five9, Inc.",2.2,2,2,1,11,FIVN,"Five9, Inc.",5.71,Buy
72.71,ALRM,"Alarm.com Holdings, Inc.",2,3,2,1,8,ALRM,"Alarm.com Holdings, Inc.",5.62,Buy
72.7,ASML,ASML Holding N.V.,2.3,1,2,2.5,1,ASML,ASML Holding N.V.,3.91,Hold
72.69,ARW,"Arrow Electronics, Inc.",2.4,2,2,6,5,ARW,"Arrow Electronics, Inc.",-2.21,Buy
72.68,CAVM,"Cavium, Inc.",2.1,3,2,1.9,8,CAVM,"Cavium, Inc.",30.45,Buy
72.67,CAG,"ConAgra Brands, Inc.",2.4,3,2,6,5,CAG,"ConAgra Brands, Inc.",22.66,Buy
72.66,CSGP,"CoStar Group, Inc.",1.6,3,1,3,5,CSGP,"CoStar Group, Inc.",0.29,Buy
72.65,EXEL,"Exelixis, Inc.",2,1,2,2.7,8,EXEL,"Exelixis, Inc.",-2.28,Buy
72.62,GPOR,Gulfport Energy Corporation,2,3,2,2,11,GPOR,Gulfport Energy Corporation,53.28,Buy
72.62,SRCL,"Stericycle, Inc.",2.5,2,2,2.2,8,SRCL,"Stericycle, Inc.",22.48,Buy
72.62,EXC,Exelon Corporation,2.1,3,2,6,3,EXC,Exelon Corporation,1.56,Buy
72.58,GEF,Greif Bros. Corporation,2,3,2,6,5,GEF,Greif Bros. Corporation,12.14,Buy
72.57,NEM,Newmont Mining Corporation,2.3,2,2,6,7,NEM,Newmont Mining Corporation,7.93,Buy
72.53,SAIA,"Saia, Inc.",2.5,2,2,2,5,SAIA,"Saia, Inc.",-3.11,Buy
72.53,BFAM,Bright Horizons Family Solutions Inc.,2.2,3,2,6,3,BFAM,Bright Horizons Family Solutions Inc.,3.54,Buy
72.52,IBKC,IBERIABANK Corporation,2,3,2,3,2,IBKC,IBERIABANK Corporation,14.3,Buy
72.5,FL,"Foot Locker, Inc.",2,4,2,6,7,FL,"Foot Locker, Inc.",52.11,Buy
72.49,HELE,Helen of Troy Limited,2,3,2,6,5,HELE,Helen of Troy Limited,11.61,Buy
72.49,CVS,CVS Health Corporation,2,3,2,6,5,CVS,CVS Health Corporation,11.6,Buy
72.45,YY,YY Inc.,1.9,3,2,1,6,YY,YY Inc.,-12,Buy
72.44,ADC,Agree Realty Corporation,1.7,4,2,6,2,ADC,Agree Realty Corporation,8.81,Buy
72.43,WBA,"Walgreens Boots Alliance, Inc.",2,3,2,2.4,5,WBA,"Walgreens Boots Alliance, Inc.",18.69,Buy
72.42,VIAV,Viavi Solutions Inc.,2.2,2,2,2.7,5,VIAV,Viavi Solutions Inc.,6.09,Buy
72.41,ZTS,Zoetis Inc.,2,3,2,6,4,ZTS,Zoetis Inc.,4.48,Buy
72.4,ENIA,Enel Americas S.A.,2.8,1,2,6,8,ENIA,Enel Americas S.A.,1.07,Buy
72.39,PAYC,"Paycom Software, Inc.",1.8,3,2,6,4,PAYC,"Paycom Software, Inc.",-0.65,Buy
72.38,ORA,"Ormat Technologies, Inc.",2,3,2,6,5,ORA,"Ormat Technologies, Inc.",10.96,Buy
72.38,WCC,"WESCO International, Inc.",2.2,3,2,6,8,WCC,"WESCO International, Inc.",35.92,Buy
72.34,LGND,Ligand Pharmaceuticals Incorporated,2,3,1,2,8,LGND,Ligand Pharmaceuticals Incorporated,3.08,Buy
72.32,BSX,Boston Scientific Corporation,1.9,3,2,6,6,BSX,Boston Scientific Corporation,14.77,Buy
72.3,SMCI,"Super Micro Computer, Inc.",2.2,4,2,1,6,SMCI,"Super Micro Computer, Inc.",19.4,Buy
72.3,MT,ArcelorMittal,2.2,3,2,6,6,MT,ArcelorMittal,22.15,Buy
72.3,ITT,ITT Inc.,2.1,3,2,6,6,ITT,ITT Inc.,19.63,Buy
72.28,KRC,Kilroy Realty Corporation,2.1,3,2,6,5,KRC,Kilroy Realty Corporation,12.85,Buy
72.26,KFY,Korn/Ferry International,2.2,3,2,6,5,KFY,Korn/Ferry International,15.23,Buy
72.25,AMSF,"AMERISAFE, Inc.",2,3,2,6,5,AMSF,"AMERISAFE, Inc.",10.17,Buy
72.23,BCC,"Boise Cascade, L.L.C.",2,3,2,6,5,BCC,"Boise Cascade, L.L.C.",10.05,Buy
72.22,CPG,Crescent Point Energy Corporation,2,3,2,6,11,CPG,Crescent Point Energy Corporation,59.5,Buy
72.22,XON,Intrexon Corporation,2,3,2,6,11,XON,Intrexon Corporation,59.65,Buy
72.22,VIPS,Vipshop Holdings Limited,2.1,3,2,6,8,VIPS,Vipshop Holdings Limited,32.49,Buy
72.21,WB,Weibo Corporation,1.9,3,2,2,6,WB,Weibo Corporation,11.33,Buy
72.2,BAC,Bank of America Corporation,2.1,3,2,6,5,BAC,Bank of America Corporation,12.36,Buy
72.19,DE,Deere & Company,2.3,1,2,6,3,DE,Deere & Company,3.95,Hold
72.17,LOGM,"LogMein, Inc.",2.2,3,2,2,5,LOGM,"LogMein, Inc.",11.88,Buy
72.16,ULTI,"The Ultimate Software Group, Inc.",2,3,2,1.6,6,ULTI,"The Ultimate Software Group, Inc.",3.43,Buy
72.15,GRUB,GrubHub Inc.,2,3,2,6,4,GRUB,GrubHub Inc.,2.92,Buy
72.12,LVNTA,Liberty Interactive Corporation,1.8,3,6,1,8,LVNTA,Liberty Interactive Corporation,-0.59,Buy
72.12,PE,"Parsley Energy, Inc.",1.8,3,1,3.7,7,PE,"Parsley Energy, Inc.",32.34,Buy
72.11,MCRN,Milacron Holdings Corp.,2,2,2,6,10,MCRN,Milacron Holdings Corp.,17.65,Buy
72.1,APD,"Air Products and Chemicals, Inc.",2.3,3,2,6,4,APD,"Air Products and Chemicals, Inc.",10.11,Buy
72.1,WPX,"WPX Energy, Inc.",2,3,2,6,10,WPX,"WPX Energy, Inc.",42.59,Buy
72.06,LDOS,"Leidos Holdings, Inc.",2,3,2,6,6,LDOS,"Leidos Holdings, Inc.",15.67,Buy
72.06,NKE,"Nike, Inc.",2.2,3,2,6,4,NKE,"Nike, Inc.",7.38,Buy
72.05,CHDN,"Churchill Downs, Incorporated",2.6,3,2,1,5,CHDN,"Churchill Downs, Incorporated",-3.95,Buy
72.05,COST,Costco Wholesale Corporation,2.1,3,2,1.7,8,COST,Costco Wholesale Corporation,21,Buy
72.05,NGL,NGL ENERGY PARTNERS LP,2.2,3,2,6,9,NGL,NGL ENERGY PARTNERS LP,40.62,Buy
72.05,OXM,"Oxford Industries, Inc.",1.9,3,2,6,5,OXM,"Oxford Industries, Inc.",6.48,Buy
72.04,FTNT,"Fortinet, Inc.",2.1,3,2,2.2,6,FTNT,"Fortinet, Inc.",20.1,Buy
72.04,YNDX,Yandex N.V.,2.3,3,2,1,9,YNDX,Yandex N.V.,15.14,Buy
72.04,SIX,Six Flags Entertainment Corporation New,1.8,3,2,6,7,SIX,Six Flags Entertainment Corporation New,17.26,Buy
72.03,COH,"Coach, Inc.",2,3,2,6,5,COH,"Coach, Inc.",8.85,Buy
72.02,TXT,Textron Inc.,2.3,3,2,6,4,TXT,Textron Inc.,9.64,Buy
72,UNP,Union Pacific Corporation,2.3,3,2,6,5,UNP,Union Pacific Corporation,16.17,Buy
72,GRA,W.R. Grace & Co.,2.1,3,2,6,6,GRA,W.R. Grace & Co.,17.85,Buy
71.99,SWFT,Swift Transportation Company,2.2,2,2,6,8,SWFT,Swift Transportation Company,8.61,Buy
71.98,MSI,"Motorola Solutions, Inc.",2.3,2,2,6,7,MSI,"Motorola Solutions, Inc.",4.38,Buy
71.95,TTWO,"Take-Two Interactive Software, Inc.",2.1,3,2,2.2,4,TTWO,"Take-Two Interactive Software, Inc.",6.12,Buy
71.95,CLGX,"CoreLogic, Inc.",2.1,3,2,6,3,CLGX,"CoreLogic, Inc.",-2.46,Buy
71.94,BKU,"BankUnited, Inc.",2.3,3,2,6,5,BKU,"BankUnited, Inc.",15.81,Buy
71.94,ENV,"Envestnet, Inc",2,2,2,6,9,ENV,"Envestnet, Inc",9.97,Buy
71.94,LAZ,Lazard Ltd.,2.1,3,2,6,5,LAZ,Lazard Ltd.,10.82,Buy
71.94,PFS,"Provident Financial Services, Inc",2.5,3,2,6,3,PFS,"Provident Financial Services, Inc",7.49,Buy
71.93,INCY,Incyte Corporation,1.8,3,1,2.2,9,INCY,Incyte Corporation,6.82,Buy
71.93,IP,International Paper Company,2.2,3,2,6,5,IP,International Paper Company,13.26,Buy
71.93,IPG,"Interpublic Group of Companies, Inc. (The)",2.2,4,2,6,3,IPG,"Interpublic Group of Companies, Inc. (The)",24.94,Buy
71.88,OMF,"OneMain Holdings, Inc.",2.1,2,2,6,9,OMF,"OneMain Holdings, Inc.",12.11,Buy
71.88,WF,Woori Bank,3,1,2,6,8,WF,Woori Bank,2.92,Buy
71.86,WES,"Western Gas Partners, LP",2.4,3,2,6,6,WES,"Western Gas Partners, LP",24.47,Buy
71.85,TBPH,"Theravance Biopharma, Inc.",2.7,3,2,1,11,TBPH,"Theravance Biopharma, Inc.",37.15,Buy
71.84,AAAP,Advanced Accelerator Applications S.A.,2.2,2,2,1,11,AAAP,Advanced Accelerator Applications S.A.,-0.42,Buy
71.83,HUM,Humana Inc.,2,4,2,6,1,HUM,Humana Inc.,5.97,Buy
71.81,QEP,"QEP Resources, Inc.",2.1,3,2,6,11,QEP,"QEP Resources, Inc.",79.86,Buy
71.78,CUDA,"Barracuda Networks, Inc.",2,3,2,6,8,CUDA,"Barracuda Networks, Inc.",27.37,Buy
71.75,OMCL,"Omnicell, Inc.",2.1,3,2,1,7,OMCL,"Omnicell, Inc.",-5.25,Buy
71.75,PSXP,Phillips 66 Partners LP,2.3,3,2,6,6,PSXP,Phillips 66 Partners LP,21.36,Buy
71.74,ATKR,Atkore International Group Inc.,2,3,2,6,9,ATKR,Atkore International Group Inc.,33.78,Buy
71.73,THRM,Gentherm Inc,2,4,2,1.7,6,THRM,Gentherm Inc,27.97,Buy
71.71,RGLD,"Royal Gold, Inc.",2.2,3,2,1,7,RGLD,"Royal Gold, Inc.",-3.01,Buy
71.71,TWO,Two Harbors Investments Corp,2,3,1,6,8,TWO,Two Harbors Investments Corp,1.94,Buy
71.7,PCTY,Paylocity Holding Corporation,2.1,3,2,1.5,7,PCTY,Paylocity Holding Corporation,6.87,Buy
71.67,SIVB,SVB Financial Group,1.9,3,2,2.6,5,SIVB,SVB Financial Group,15.83,Buy
71.62,ARLP,"Alliance Resource Partners, L.P.",2.2,5,2,1,6,ARLP,"Alliance Resource Partners, L.P.",39.65,Buy
71.62,ADS,Alliance Data Systems Corporation,2.3,3,2,6,5,ADS,Alliance Data Systems Corporation,13.88,Buy
71.62,CCI,Crown Castle International Corporation,2,3,2,6,5,CCI,Crown Castle International Corporation,6.38,Buy
71.61,AMN,AMN Healthcare Services Inc,3,3,2,6,4,AMN,AMN Healthcare Services Inc,24.67,Buy
71.61,CDE,"Coeur Mining, Inc.",2.3,3,2,6,8,CDE,"Coeur Mining, Inc.",33.82,Buy
71.6,PBR,Petroleo Brasileiro S.A.- Petrobras,2.6,2,2,6,10,PBR,Petroleo Brasileiro S.A.- Petrobras,29.61,Buy
71.57,VNTV,"Vantiv, Inc.",2.1,3,2,6,5,VNTV,"Vantiv, Inc.",8.56,Buy
71.52,HUN,Huntsman Corporation,2,3,2,6,5,HUN,Huntsman Corporation,5.79,Buy
71.49,GRFS,"Grifols, S.A.",2,2,2,3,6,GRFS,"Grifols, S.A.",8.75,Buy
71.49,MLHR,"Herman Miller, Inc.",2,1,3,2,3,MLHR,"Herman Miller, Inc.",13.77,Hold
71.47,HTGC,"Hercules Capital, Inc.",2.1,3,2,6,6,HTGC,"Hercules Capital, Inc.",14.66,Buy
71.47,LPL,"LG Display Co., Ltd.",2.8,3,2,6,5,LPL,"LG Display Co., Ltd.",25.46,Buy
71.46,HOLX,"Hologic, Inc.",2,4,2,1.9,3,HOLX,"Hologic, Inc.",11.06,Buy
71.46,AEM,Agnico Eagle Mines Limited,2.4,3,2,6,5,AEM,Agnico Eagle Mines Limited,15.44,Buy
71.46,DM,"Dominion Energy Midstream Partners, LP",2,3,2,6,8,DM,"Dominion Energy Midstream Partners, LP",25.45,Buy
71.46,FBP,First BanCorp.,2.5,3,2,6,6,FBP,First BanCorp.,24.58,Buy
71.45,CIGI,Colliers International Group Inc. ,2.1,3,2,1.6,7,CIGI,Colliers International Group Inc. ,7.64,Buy
71.43,BMY,Bristol-Myers Squibb Company,2.4,3,2,6,4,BMY,Bristol-Myers Squibb Company,8.56,Buy
71.42,NUAN,"Nuance Communications, Inc.",2,4,2,1.5,7,NUAN,"Nuance Communications, Inc.",27.46,Buy
71.41,SGRY,"Surgery Partners, Inc.",1.9,3,2,1,12,SGRY,"Surgery Partners, Inc.",20.69,Buy
71.4,GIII,"G-III Apparel Group, LTD.",2.3,1,2,1,8,GIII,"G-III Apparel Group, LTD.",3.97,Hold
71.39,CSGS,"CSG Systems International, Inc.",2,3,2,3,3,CSGS,"CSG Systems International, Inc.",13.09,Buy
71.36,BSM,"Black Stone Minerals, L.P.",1.8,3,2,6,8,BSM,"Black Stone Minerals, L.P.",19.83,Buy
71.33,CTSH,Cognizant Technology Solutions Corporation,2.3,3,2,1.7,5,CTSH,Cognizant Technology Solutions Corporation,0.98,Buy
71.33,LAD,"Lithia Motors, Inc.",2,3,2,6,5,LAD,"Lithia Motors, Inc.",4.67,Buy
71.28,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,2,3,2,6,6,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,10.99,Buy
71.28,VEEV,Veeva Systems Inc.,2.1,3,2,6,5,VEEV,Veeva Systems Inc.,6.87,Buy
71.25,MGA,"Magna International, Inc.",2.4,3,2,6,5,MGA,"Magna International, Inc.",14.16,Buy
71.23,ENIC,Enel Chile S.A.,2,1,2,6,12,ENIC,Enel Chile S.A.,0.72,Buy
71.23,RXN,Rexnord Corporation,2.3,3,2,6,5,RXN,Rexnord Corporation,11.54,Buy
71.22,CNNX,Cone Midstream Partners LP,1.9,3,2,6,8,CNNX,Cone Midstream Partners LP,21.47,Buy
71.19,UBSH,Union Bankshares Corporation,2,4,2,2,5,UBSH,Union Bankshares Corporation,25,Buy
71.16,ACIA,"Acacia Communications, Inc.",2,3,2,1,11,ACIA,"Acacia Communications, Inc.",14.81,Buy
71.16,GGB,Gerdau S.A.,2.5,2,2,6,9,GGB,Gerdau S.A.,17.81,Buy
71.15,CAR,"Avis Budget Group, Inc.",2.3,3,2,1,9,CAR,"Avis Budget Group, Inc.",8.9,Buy
71.15,COF,Capital One Financial Corporation,2.4,3,2,6,5,COF,Capital One Financial Corporation,13.57,Buy
71.15,QTWO,"Q2 Holdings, Inc.",1.8,3,1,6,11,QTWO,"Q2 Holdings, Inc.",13.55,Buy
71.14,PYPL,"PayPal Holdings, Inc.",2,3,2,1.6,6,PYPL,"PayPal Holdings, Inc.",-3.72,Buy
71.1,MRVL,Marvell Technology Group Ltd.,2.5,3,2,2.4,5,MRVL,Marvell Technology Group Ltd.,21.87,Buy
71.08,VAC,Marriot Vacations Worldwide Corporation,2.2,3,2,6,4,VAC,Marriot Vacations Worldwide Corporation,1.5,Buy
71.07,RNG,"Ringcentral, Inc.",1.6,3,1,6,11,RNG,"Ringcentral, Inc.",8.11,Buy
71.06,IART,Integra LifeSciences Holdings Corporation,1.9,4,2,1.7,5,IART,Integra LifeSciences Holdings Corporation,14.11,Buy
71.05,TRMB,Trimble Inc.,2.1,3,2,2,5,TRMB,Trimble Inc.,1.52,Buy
71.03,HPP,"Hudson Pacific Properties, Inc.",1.9,3,2,6,8,HPP,"Hudson Pacific Properties, Inc.",20.37,Buy
71.02,ISRG,"Intuitive Surgical, Inc.",2.2,3,2,2.8,3,ISRG,"Intuitive Surgical, Inc.",10.5,Buy
71,SHPG,Shire plc,1.8,5,1,1.5,9,SHPG,Shire plc,32.81,Buy
70.98,SNP,China Petroleum & Chemical Corporation,1,5,2,6,5,SNP,China Petroleum & Chemical Corporation,27.52,Buy
70.97,EGO,Eldorado Gold Corporation,2.3,3,2,6,11,EGO,Eldorado Gold Corporation,76.99,Buy
70.95,AER,Aercap Holdings N.V.,1.8,4,2,6,5,AER,Aercap Holdings N.V.,22.35,Buy
70.93,AR,Antero Resources Corporation,2.2,3,2,6,9,AR,Antero Resources Corporation,33.89,Buy
70.91,STAY,"Extended Stay America, Inc.",2.2,3,2,6,5,STAY,"Extended Stay America, Inc.",7.14,Buy
70.88,TXN,Texas Instruments Incorporated,2.4,2,2,1.7,2,TXN,Texas Instruments Incorporated,5.32,Hold
70.87,ATNI,"ATN International, Inc.",2,3,2,3,7,ATNI,"ATN International, Inc.",36.12,Buy
70.86,NOW,"ServiceNow, Inc.",1.8,3,1,6,9,NOW,"ServiceNow, Inc.",-1.48,Buy
70.83,CENT,Central Garden & Pet Company,2.2,4,2,2,5,CENT,Central Garden & Pet Company,27.45,Buy
70.83,EGRX,"Eagle Pharmaceuticals, Inc.",2.3,5,2,1,8,EGRX,"Eagle Pharmaceuticals, Inc.",86.21,Buy
70.83,MAA,"Mid-America Apartment Communities, Inc.",2.1,3,2,6,5,MAA,"Mid-America Apartment Communities, Inc.",4.14,Buy
70.83,MBT,Mobile TeleSystems OJSC,2.4,3,2,6,8,MBT,Mobile TeleSystems OJSC,31.64,Buy
70.81,PTEN,"Patterson-UTI Energy, Inc.",2.2,3,2,1.7,10,PTEN,"Patterson-UTI Energy, Inc.",28.14,Buy
70.81,SEP,"Spectra Energy Partners, LP",2.2,3,2,6,6,SEP,"Spectra Energy Partners, LP",13.21,Buy
70.8,CORE,"Core-Mark Holding Company, Inc.",1.8,3,2,6,7,CORE,"Core-Mark Holding Company, Inc.",9.8,Buy
70.78,ECL,Ecolab Inc.,2.2,3,2,6,4,ECL,Ecolab Inc.,-0.32,Buy
70.77,IMPV,"Imperva, Inc.",2.2,3,2,2,8,IMPV,"Imperva, Inc.",22.09,Buy
70.74,ICPT,"Intercept Pharmaceuticals, Inc.",2.2,3,2,2,12,ICPT,"Intercept Pharmaceuticals, Inc.",48.49,Buy
70.72,ALLY,Ally Financial Inc.,2.1,3,2,6,6,ALLY,Ally Financial Inc.,10.18,Buy
70.71,SFLY,"Shutterfly, Inc.",2.7,1,2,1,8,SFLY,"Shutterfly, Inc.",9.17,Hold
70.71,MDT,Medtronic plc,2.2,4,2,6,2,MDT,Medtronic plc,10.93,Buy
70.7,AYI,Acuity Brands Inc,2,3,2,6,6,AYI,Acuity Brands Inc,7.54,Buy
70.69,AMZN,"Amazon.com, Inc.",1.9,5,1,1.1,7,AMZN,"Amazon.com, Inc.",9.8,Buy
70.69,INGN,"Inogen, Inc",1.8,3,2,6,5,INGN,"Inogen, Inc",-4.22,Buy
70.67,OLN,Olin Corporation,2.2,3,2,6,7,OLN,Olin Corporation,19.01,Buy
70.64,MAN,ManpowerGroup,2.4,1,2,6,4,MAN,ManpowerGroup,3.86,Hold
70.6,SYKE,"Sykes Enterprises, Incorporated",2.3,3,2,3,2,SYKE,"Sykes Enterprises, Incorporated",8.35,Buy
70.6,GSK,GlaxoSmithKline PLC,2,3,2,6,7,GSK,GlaxoSmithKline PLC,13.6,Buy
70.56,AMC,"AMC Entertainment Holdings, Inc.",2.2,4,2,6,8,AMC,"AMC Entertainment Holdings, Inc.",70.73,Buy
70.56,KMI,"Kinder Morgan, Inc.",2.1,3,2,6,8,KMI,"Kinder Morgan, Inc.",22.55,Buy
70.55,ZEN,"Zendesk, Inc.",1.8,3,1,6,11,ZEN,"Zendesk, Inc.",9.96,Buy
70.53,BNS,Bank of Nova Scotia (The),2,2,2,6,7,BNS,Bank of Nova Scotia (The),-11.8,Buy
70.5,XRAY,DENTSPLY SIRONA Inc.,2.1,3,2,2.5,5,XRAY,DENTSPLY SIRONA Inc.,10.14,Buy
70.5,GLPG,Galapagos NV,2.2,3,2,6,8,GLPG,Galapagos NV,24.64,Buy
70.5,LADR,Ladder Capital Corp,2,4,1,6,8,LADR,Ladder Capital Corp,19.68,Buy
70.49,KEYS,Keysight Technologies Inc.,1.7,3,2,6,8,KEYS,Keysight Technologies Inc.,12.12,Buy
70.48,AZN,Astrazeneca PLC,1.7,4,2,6,5,AZN,Astrazeneca PLC,17.06,Buy
70.48,SEAS,"SeaWorld Entertainment, Inc.",2.5,3,2,6,9,SEAS,"SeaWorld Entertainment, Inc.",38.7,Buy
70.46,SYF,Synchrony Financial,1.9,3,2,6,8,SYF,Synchrony Financial,16.9,Buy
70.46,BLD,TopBuild Corp.,2.3,3,2,6,6,BLD,TopBuild Corp.,13.61,Buy
70.44,XLRN,Acceleron Pharma Inc.,2.1,2,2,2,11,XLRN,Acceleron Pharma Inc.,12.22,Buy
70.41,HA,"Hawaiian Holdings, Inc.",2.7,3,3,2,5,HA,"Hawaiian Holdings, Inc.",37.07,Buy
70.39,DF,Dean Foods Company,2.7,3,2,6,8,DF,Dean Foods Company,36.48,Buy
70.38,CXO,Concho Resources Inc.,1.9,3,2,6,8,CXO,Concho Resources Inc.,16.42,Buy
70.36,VER,VEREIT Inc.,2.6,2,2,6,8,VER,VEREIT Inc.,8.83,Buy
