Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
86.99,1.7,3,1,1.0,2,COHR,"Coherent, Inc.",33.11,Buy
86.9,1.6,3,1,1.0,5,SBGI,"Sinclair Broadcast Group, Inc.",67.5,Buy
86.7,1.8,1,1,6,5,TRP,TransCanada Corporation,16.86,Buy
86.64,1.8,1,1,1.7999999999999998,4,GOOG,Alphabet Inc.,16.51,Buy
86.31,1.8,2,1,6,2,WAL,Western Alliance Bancorporation,19.53,Buy
85.81,1.0,1,2,2.0,4,CENTA,Central Garden & Pet Company,20.69,Buy
85.66,1.9,2,1,1.5,2,SSNC,"SS&C Technologies Holdings, Inc.",16.31,Buy
85.6,2.0,1,1,6,5,HUN,Huntsman Corporation,15.28,Buy
85.59,1.6,1,1,1.0,10,NBIX,"Neurocrine Biosciences, Inc.",24.12,Buy
85.55,1.8,2,1,1.0,3,LHCG,LHC Group,7.2,Buy
85.43,2.0,2,1,1.0,5,SKYW,"SkyWest, Inc.",24.66,Buy
85.34,1.5,3,1,6,3,EBIX,"Ebix, Inc.",37.9,Buy
85.32,1.5,1,2,6,3,MFC,Manulife Financial Corp,12.73,Buy
85.29,1.4,3,1,1.0,5,NXST,"Nexstar Media Group, Inc.",33.7,Buy
85.26,1.8,3,1,1.0,17,NCSM,"NCS Multistage Holdings, Inc.",31.58,Buy
85.17,1.9,3,1,1.0,17,PSDO,"Presidio, Inc.",33.53,Buy
85.16,1.6,3,1,1.0,17,DBVT,DBV Technologies S.A.,25.96,Buy
85.14,1.6,1,1,2.0,5,MMSI,"Merit Medical Systems, Inc.",12.62,Buy
85.1,2.3,1,2,1.0,2,ETFC,E*TRADE Financial Corporation,9.85,Buy
85.05,1.8,1,2,6,5,MTZ,"MasTec, Inc.",31.94,Buy
85.0,1.6,4,1,1.0,17,AIMT,"Aimmune Therapeutics, Inc.",91.63,Buy
84.98,1.9,1,2,1.4000000000000004,2,IPGP,IPG Photonics Corporation,9.05,Buy
84.9,1.0,4,1,1.0,17,CDEV,"Centennial Resource Development, Inc.",34.39,Buy
84.8,1.9,1,1,6,5,BAM,Brookfield Asset Management Inc,7.99,Buy
84.37,1.9,1,2,2.0,1,MCHP,Microchip Technology Incorporated,13.07,Buy
84.29,1.9,2,1,1.5999999999999996,5,JAZZ,Jazz Pharmaceuticals plc,29.19,Buy
84.28,1.5,1,2,6,4,SNX,Synnex Corporation,13.2,Buy
84.26,3.0,1,1,6,1,TLK,"PT Telekomunikasi Indonesia, Tbk",5.58,Buy
84.21,2.2,1,2,6,1,OC,Owens Corning Inc,10.25,Buy
84.14,1.9,1,2,1.5,3,ATVI,"Activision Blizzard, Inc",12.3,Buy
84.07,1.3,3,1,1.0,5,BOFI,"BofI Holding, Inc.",22.66,Buy
84.05,2.2,1,1,1.0,5,LBRDA,Liberty Broadband Corporation,-4.97,Buy
83.98,2.0,1,2,6,3,NSP,"Insperity, Inc.",17.19,Buy
83.89,6,3,1,1.0,8,XNCR,"Xencor, Inc.",61.81,Buy
83.87,2.0,3,1,1.0,17,BYSI,"BeyondSpring, Inc.",28.21,Buy
83.83,1.8,1,1,6,5,TAL,TAL Education Group,-0.33,Buy
83.82,1.9,1,2,6,3,CBG,"CBRE Group, Inc.",13.73,Buy
83.73,6,3,1,1.0,2,EEFT,"Euronet Worldwide, Inc.",9.06,Buy
83.73,1.6,3,1,6,4,DY,"Dycom Industries, Inc.",37.41,Buy
83.72,1.3,3,1,1.0,17,HCM,Hutchison China MediTech Limited,9.8,Buy
83.72,2.0,1,1,6,5,NOVT,Novanta Inc.,4.0,Buy
83.69,1.9,2,1,1.0,11,ACAD,ACADIA Pharmaceuticals Inc.,50.52,Buy
83.68,1.5,3,1,1.0,6,FNGN,"Financial Engines, Inc.",31.62,Buy
83.61,2.0,1,1,6,12,VDTH,Videocon d2h Limited,67.82,Buy
83.56,1.7,2,1,1.2999999999999998,5,AVGO,Broadcom Limited,11.59,Buy
83.53,1.7,2,1,6,3,RCL,Royal Caribbean Cruises Ltd.,7.01,Buy
83.5,2.0,1,2,6,3,DLX,Deluxe Corporation,14.33,Buy
83.37,1.5,1,2,6,5,SKM,"SK Telecom Co., Ltd.",14.38,Buy
83.33,2.0,3,1,2.0,17,CLVS,"Clovis Oncology, Inc.",50.99,Buy
83.32,2.1,1,2,2.0,2,ENTG,"Entegris, Inc.",17.41,Buy
83.28,1.4,2,1,1.0,6,OSUR,"OraSure Technologies, Inc.",1.3,Buy
83.26,1.7,3,1,6,3,FN,Fabrinet,30.39,Buy
83.26,1.5,3,1,6,1,TMO,Thermo Fisher Scientific Inc,12.05,Buy
83.24,2.3,1,2,1.0,5,KRNY,Kearny Financial,16.84,Buy
83.23,2.3,1,2,1.0,8,EGRX,"Eagle Pharmaceuticals, Inc.",36.81,Buy
83.09,1.8,3,1,1.2999999999999998,2,CELG,Celgene Corporation,15.82,Buy
83.08,2.1,1,2,6,4,ALSN,"Allison Transmission Holdings, Inc.",20.97,Buy
83.04,2.0,1,2,1.5999999999999996,6,FOX,"Twenty-First Century Fox, Inc.",29.64,Buy
82.97,1.9,2,1,6,2,NEE,"NextEra Energy, Inc.",1.99,Buy
82.95,1.7,3,1,1.2000000000000002,2,CMCSA,Comcast Corporation,9.79,Buy
82.91,1.6,2,1,1.0,5,ILG,"ILG, Inc",14.13,
82.89,2.3,3,1,1.0,3,SIMO,Silicon Motion Technology Corporation,26.05,Buy
82.78,2.0,1,2,6,9,KW,Kennedy-Wilson Holdings Inc.,59.9,Buy
82.69,2.0,2,1,1.0,7,RMBS,"Rambus, Inc.",18.82,Buy
82.58,1.8,4,1,1.0,3,OCLR,"Oclaro, Inc.",36.36,Buy
82.47,1.8,3,1,1.0,17,TLND,Talend S.A.,14.82,Buy
82.36,2.0,1,2,6,4,EW,Edwards Lifesciences Corporation,14.15,Buy
82.32,1.8,3,1,1.0,5,HQY,"HealthEquity, Inc.",22.89,Buy
82.32,1.9,1,1,1.7000000000000002,6,WB,Weibo Corporation,-0.42,Buy
82.31,2.1,1,2,2.3,5,AAOI,"Applied Optoelectronics, Inc.",37.84,Buy
82.29,1.9,2,1,6,7,BURL,"Burlington Stores, Inc.",31.22,Buy
82.27,1.6,3,1,1.0,17,BGNE,"BeiGene, Ltd.",8.62,Buy
82.24,2.0,2,2,1.0,2,SEIC,SEI Investments Company,7.34,Buy
82.19,1.4,3,1,1.0,17,AVXS,"AveXis, Inc.",3.16,Buy
82.16,2.0,1,2,6,5,BDC,Belden Inc,19.62,Buy
82.15,1.7,3,1,1.5999999999999996,2,FB,"Facebook, Inc.",14.2,Buy
82.15,2.1,2,1,6,5,TJX,"TJX Companies, Inc. (The)",22.09,Buy
82.01,2.0,1,2,6,5,PKX,POSCO,18.74,Buy
82.0,2.0,2,2,1.0,2,EGBN,"Eagle Bancorp, Inc.",5.68,Buy
81.96,2.0,3,1,1.0,17,TIG,TiGenix,16.77,Buy
81.94,2.0,1,2,1.0,5,HCSG,"Healthcare Services Group, Inc.",0.27,Buy
81.94,1.8,1,1,6,8,BPY,Brookfield Property Partners L.P.,8.31,Buy
81.85,2.5,2,1,6,4,STL,Sterling Bancorp,23.62,Buy
81.84,1.5,2,1,1.0,11,CZR,Caesars Entertainment Corporation,27.08,Buy
81.84,2.0,1,1,1.0,11,PAM,Pampa Energia S.A.,14.53,Buy
81.82,1.7,3,1,6,1,UNH,UnitedHealth Group Incorporated,8.41,Buy
81.8,2.2,3,1,1.0,2,IIVI,II-VI Incorporated,9.29,Buy
81.8,1.5,2,1,1.0,11,PRTA,Prothena Corporation plc,26.76,Buy
81.78,1.6,3,6,1.0,4,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",25.69,Buy
81.77,1.9,3,1,6,2,NWL,Newell Brands Inc.,19.76,Buy
81.67,1.7,4,1,1.7000000000000002,17,TWNK,"Hostess Brands, Inc.",50.94,Buy
81.67,1.5,3,1,6,4,CBM,Cambrex Corporation,22.54,Buy
81.63,1.6,4,1,1.0,5,SLM,SLM Corporation,38.1,Buy
81.6,1.9,2,1,1.0,8,HAWK,"Blackhawk Network Holdings, Inc.",15.34,Buy
81.59,1.5,1,2,2.2,17,VOD,Vodafone Group Plc,7.06,Buy
81.58,1.0,1,2,6,9,TI,Telecom Italia S.P.A.,17.83,Buy
81.49,1.0,5,1,1.0,5,UFPI,"Universal Forest Products, Inc.",47.13,Buy
81.48,2.0,1,2,1.9000000000000004,2,RYAAY,Ryanair Holdings plc,-0.44,Buy
81.47,2.0,2,1,6,4,FSS,Federal Signal Corporation,8.81,Buy
81.45,2.0,1,2,6,5,CP,Canadian Pacific Railway Limited,15.36,Buy
81.44,2.0,2,1,6,4,SPGI,S&P Global Inc.,8.61,Buy
81.43,1.8,3,1,1.0,10,OPK,"Opko Health, Inc.",94.81,Buy
81.42,2.4,1,2,6,2,ESNT,Essent Group Ltd.,5.18,Buy
81.39,1.3,2,1,2.0,6,USCR,"U S Concrete, Inc.",10.53,Buy
81.35,1.6,3,1,6,5,FLT,"FleetCor Technologies, Inc.",29.78,Buy
81.33,2.0,2,2,6,1,EME,"EMCOR Group, Inc.",13.0,Buy
81.32,2.2,3,2,1.0,17,PI,"Impinj, Inc.",42.94,Buy
81.32,2.2,2,2,1.0,3,SLAB,"Silicon Laboratories, Inc.",12.58,Buy
81.27,1.7,3,1,6,4,GVA,Granite Construction Incorporated,25.12,Buy
81.27,1.9,2,2,6,1,TFX,Teleflex Incorporated,10.11,Buy
81.25,1.7,3,1,6,1,MTN,"Vail Resorts, Inc.",4.98,Buy
81.24,2.2,2,2,1.0,2,EXLS,"ExlService Holdings, Inc.",5.37,Buy
81.23,1.9,2,1,6,5,LDOS,"Leidos Holdings, Inc.",11.56,Buy
81.18,1.5,3,1,6,5,AM,Antero Midstream Partners LP,26.23,Buy
81.17,1.7,3,2,1.0,2,WSFS,WSFS Financial Corporation,17.38,Buy
81.15,1.7,3,1,1.0,17,TTD,"The Trade Desk, Inc.",4.4,Buy
81.11,1.4,3,1,6,9,EVH,"Evolent Health, Inc",60.0,Buy
81.08,1.0,3,1,6,7,VGR,Vector Group Ltd.,26.46,Buy
80.95,2.0,1,1,6,8,BBU,Brookfield Business Partners L.P.,7.36,Buy
80.86,1.8,3,1,1.7000000000000002,17,QVCA,Liberty Interactive Corporation,22.65,Buy
80.86,1.7,3,1,1.0,3,STMP,Stamps.com Inc.,-3.16,Buy
80.83,1.8,4,1,1.5,5,FNSR,Finisar Corporation,52.33,Buy
80.8,2.1,1,2,6,5,AAN,"Aaron&#39;s,  Inc.",13.96,Buy
80.79,1.8,3,1,1.0,5,MOMO,Momo Inc.,12.18,Buy
80.77,2.1,1,2,2.5,4,OLED,Universal Display Corporation,25.39,Buy
80.75,1.6,3,1,6,8,EVHC,Envision Healthcare Corporation,46.14,Buy
80.74,2.0,1,1,2.0,6,LGND,Ligand Pharmaceuticals Incorporated,-1.51,Buy
80.74,1.7,2,1,6,6,BABA,Alibaba Group Holding Limited,10.28,Buy
80.72,1.9,2,2,6,1,MA,Mastercard Incorporated,6.8,Buy
80.71,1.9,2,2,6,2,HD,"Home Depot, Inc. (The)",13.44,Buy
80.69,2.2,1,2,6,5,AIMC,Altra Industrial Motion Corp.,15.81,Buy
80.69,1.5,3,6,1.0,9,GLNG,Golar LNG Limited,74.59,Buy
80.65,2.0,3,2,1.0,4,KLIC,"Kulicke and Soffa Industries, Inc.",34.52,Buy
80.61,1.5,3,1,6,5,SATS,EchoStar Corporation,22.83,Buy
80.59,1.6,3,1,1.0,17,LOXO,"Loxo Oncology, Inc.",-1.43,Buy
80.58,1.9,3,1,6,2,MHK,"Mohawk Industries, Inc.",12.64,Buy
80.57,1.8,3,1,1.0,7,ARRS,ARRIS International plc,24.0,Buy
80.56,1.8,3,1,6,8,NGHC,National General Holdings Corp,52.69,Buy
80.56,1.9,3,2,1.0,2,PPBI,Pacific Premier Bancorp Inc,18.06,Buy
80.56,1.8,3,1,6,8,CPE,Callon Petroleum Company,50.3,Buy
80.56,2.0,1,2,6,11,RRC,Range Resources Corporation,80.26,Buy
80.56,1.8,3,1,6,8,SLCA,"U.S. Silica Holdings, Inc.",59.94,Buy
80.51,2.2,1,2,6,4,VAC,Marriot Vacations Worldwide Corporation,8.06,Buy
80.45,1.9,3,1,1.0,6,TEDU,"Tarena International, Inc.",18.98,Buy
80.44,1.8,3,1,1.5,9,SHPG,Shire plc,48.88,Buy
80.42,2.0,2,2,6,2,FMS,Fresenius Medical Care Corporation,14.17,Buy
80.4,1.0,3,1,6,5,MNR,Monmouth Real Estate Investment Corporation,9.05,Buy
80.4,1.0,3,1,2.5,5,IX,Orix Corp Ads,26.95,Buy
80.39,2.2,2,2,1.0,4,AAWW,Atlas Air Worldwide Holdings,12.72,Buy
80.32,2.2,1,2,1.0,5,HTHT,"China Lodging Group, Limited",-6.09,Buy
80.31,1.7,2,2,2.0,17,WPPGY,WPP plc,24.39,Buy
80.3,1.6,3,1,3.0,17,PBYI,Puma Biotechnology Inc,46.78,Buy
80.27,1.9,3,2,1.0,17,LAUR,"Laureate Education, Inc.",29.14,Buy
80.27,2.4,2,1,6,5,FOE,Ferro Corporation,18.3,Buy
80.27,1.6,3,1,6,5,MPC,Marathon Petroleum Corporation,23.3,Buy
80.24,1.6,3,1,1.0,12,AMRN,Amarin Corporation plc,121.52,Buy
80.24,2.1,2,2,1.2999999999999998,3,SWKS,"Skyworks Solutions, Inc.",9.98,Buy
80.21,1.8,3,1,6,3,EPAM,"EPAM Systems, Inc.",14.62,Buy
80.14,2.1,3,1,1.4000000000000004,5,OTEX,Open Text Corporation,25.12,Buy
80.13,2.1,2,2,6,2,TER,"Teradyne, Inc.",14.96,Buy
80.12,1.8,3,1,6,5,RDN,Radian Group Inc.,27.39,Buy
80.11,2.0,2,2,6,1,FNF,"Fidelity National Financial, Inc.",5.69,Buy
80.11,2.0,3,1,6,4,NUE,Nucor Corporation,25.63,Buy
80.11,1.8,3,1,6,3,ROG,Rogers Corporation,13.99,Buy
80.1,2.2,1,2,6,3,ANET,"Arista Networks, Inc.",-1.06,Buy
80.07,2.2,2,2,6,1,TEL,TE Connectivity Ltd.,10.44,Buy
80.05,2.1,2,1,2.0,5,LOGM,"LogMein, Inc.",14.55,Buy
80.05,2.3,1,2,6,4,TSN,"Tyson Foods, Inc.",7.82,Buy
80.04,2.2,1,2,2.0,5,CENT,Central Garden & Pet Company,16.94,Buy
80.04,1.6,3,2,6,4,DOOR,Masonite International Corporation,40.26,Buy
80.02,1.7,3,1,6,6,MPLX,MPLX LP,30.95,Buy
80.01,1.6,3,1,6,6,EPD,Enterprise Products Partners L.P.,28.4,Buy
80.0,1.9,3,1,6,3,WRK,Westrock Company,15.85,Buy
79.94,2.0,2,2,6,1,AVY,Avery Dennison Corporation,4.61,Buy
79.88,1.7,3,1,1.0,12,SRPT,"Sarepta Therapeutics, Inc.",69.22,Buy
79.88,1.9,3,1,6,3,DOW,Dow Chemical Company (The),15.12,Buy
79.87,6,1,2,1.5,8,LBTYK,Liberty Global plc,13.4,Buy
79.86,1.7,3,1,6,9,MNK,Mallinckrodt plc,96.24,Buy
79.84,2.3,1,2,2.5,1,ASML,ASML Holding N.V.,3.86,Buy
79.83,1.9,2,2,1.5,3,IPAR,"Inter Parfums, Inc.",7.14,Buy
79.83,1.9,3,1,6,5,MIC,Macquarie Infrastructure Company,28.17,Buy
79.81,1.5,3,1,6,4,WNS,WNS (Holdings) Limited,11.36,Buy
79.8,1.8,3,1,6,5,XPO,"XPO Logistics, Inc.",25.46,Buy
79.77,1.9,2,1,1.0,10,VRNS,"Varonis Systems, Inc.",15.9,Buy
79.7,1.7,3,1,6,8,RSPP,"RSP Permian, Inc.",42.36,Buy
79.68,2.2,2,2,6,1,TSS,"Total System Services, Inc.",8.08,Buy
79.66,1.8,3,1,1.0,11,ARRY,Array BioPharma Inc.,44.28,Buy
79.66,1.8,3,1,6,2,CI,Cigna Corporation,4.62,Buy
79.63,1.9,3,1,1.7000000000000002,5,MSCC,Microsemi Corporation,24.06,Buy
79.63,1.9,2,1,6,5,BWXT,"BWX Technologies, Inc.",1.97,Buy
79.61,1.9,3,1,1.2999999999999998,6,BUFF,"Blue Buffalo Pet Products, Inc.",20.58,Buy
79.6,1.7,3,1,1.0,7,BLDR,"Builders FirstSource, Inc.",14.73,Buy
79.57,1.4,3,2,1.0,3,ABMD,"ABIOMED, Inc.",5.34,Buy
79.55,1.9,3,1,2.3,2,CHFC,Chemical Financial Corporation,18.54,Buy
79.55,1.9,2,2,6,6,CAL,"Caleres, Inc.",33.12,Buy
79.55,1.0,2,2,6,8,CHA,China Telecom Corp Ltd,23.99,Buy
79.54,1.9,3,1,6,3,FDX,FedEx Corporation,13.06,Buy
79.49,1.7,3,1,1.0,8,CALD,"Callidus Software, Inc.",20.58,Buy
79.48,1.9,3,1,6,3,WCN,"Waste Connections, Inc.",12.69,Buy
79.46,1.7,2,2,6,4,PATK,"Patrick Industries, Inc.",14.27,Buy
79.41,1.0,3,2,6,5,SNA,Snap-On Incorporated,28.12,Buy
79.38,2.0,4,1,1.0,3,IBTX,"Independent Bank Group, Inc",19.01,Buy
79.38,1.0,2,2,6,8,MTU,Mitsubishi UFJ Financial Group Inc,22.92,Buy
79.36,1.8,3,1,6,5,ALK,"Alaska Air Group, Inc.",22.81,Buy
79.3,6,3,2,1.0,3,LOGI,Logitech International S.A.,14.13,Buy
79.26,1.8,3,1,6,5,GWB,"Great Western Bancorp, Inc.",22.21,Buy
79.25,2.0,1,2,6,3,UHAL,Amerco,9.58,Outperform
79.24,1.8,1,2,6,7,CC,Chemours Company (The),10.43,Buy
79.23,2.1,2,2,6,2,STZ,Constellation Brands Inc,9.54,Buy
79.22,6,1,2,1.5,8,LBTYB,Liberty Global plc,9.51,Buy
79.17,2.0,4,2,1.0,17,SGYP,"Synergy Pharmaceuticals, Inc.",274.15,Buy
79.17,1.5,3,2,6,1,THO,"Thor Industries, Inc.",12.5,Buy
79.15,1.9,3,2,1.4000000000000004,6,WDC,Western Digital Corporation,44.88,Buy
79.13,1.7,3,1,1.0,6,OSIS,"OSI Systems, Inc.",4.74,Buy
79.12,2.0,3,1,1.0,6,PEGA,Pegasystems Inc.,12.2,Buy
79.06,1.8,3,1,6,5,MGM,MGM Resorts International,21.01,Buy
79.03,1.8,3,1,6,6,EQM,"EQT Midstream Partners, LP",27.5,Buy
79.01,2.0,2,2,6,4,BGG,Briggs & Stratton Corporation,19.05,Buy
78.98,1.8,2,2,6,3,AFG,"American Financial Group, Inc.",7.24,Buy
78.97,2.1,2,2,6,3,ORCL,Oracle Corporation,14.64,Buy
78.96,2.0,3,2,1.0,2,ON,ON Semiconductor Corporation,9.42,Buy
78.83,2.3,2,2,1.0,4,SHOO,"Steven Madden, Ltd.",4.29,Buy
78.82,1.6,3,1,1.0,12,NKTR,Nektar Therapeutics,40.04,Buy
78.8,1.7,2,1,6,8,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",11.99,Buy
78.78,2.0,1,2,6,10,MBI,"MBIA, Inc.",32.7,Buy
78.76,1.7,3,1,1.0,9,DXCM,"DexCom, Inc.",22.17,Buy
78.75,2.2,2,2,2.0,2,FRME,First Merchants Corporation,12.92,Buy
78.74,2.6,1,2,1.0,6,KALU,Kaiser Aluminum Corporation,-0.5,Buy
78.73,2.0,2,2,1.4000000000000004,7,MLCO,Melco Resorts & Entertainment Limited,26.13,Buy
78.72,1.9,3,2,1.9000000000000004,1,AMAT,"Applied Materials, Inc.",21.06,Buy
78.71,2.2,3,1,6,6,AAV,Advantage Oil & Gas Ltd,35.58,Buy
78.64,1.6,4,6,1.0,5,CBPO,"China Biologic Products, Inc.",38.53,Buy
78.61,2.3,2,2,6,1,B,"Barnes Group, Inc.",4.13,Buy
78.61,3.0,1,2,6,9,TRQ,Turquoise Hill Resources Ltd.,56.52,Buy
78.6,1.8,3,1,6,4,BERY,"Berry Global Group, Inc.",11.59,Buy
78.56,1.5,3,1,6,10,GKOS,Glaukos Corporation,43.85,Buy
78.53,2.2,2,2,6,3,LOW,"Lowe&#39;s Companies, Inc.",14.51,Buy
78.5,1.6,3,1,6,7,VNOM,Viper Energy Partners LP,26.0,Buy
78.48,1.6,3,1,6,5,MTG,MGIC Investment Corporation,12.55,Buy
78.44,2.0,3,2,6,5,ACCO,Acco Brands Corporation,47.32,Buy
78.43,1.8,1,2,6,8,POST,"Post Holdings, Inc.",12.24,Buy
78.42,1.9,2,2,1.9000000000000004,3,ADBE,Adobe Systems Incorporated,7.27,Buy
78.42,2.0,4,1,1.0,7,ROCK,"Gibraltar Industries, Inc.",38.94,Buy
78.36,2.2,2,2,6,2,SYK,Stryker Corporation,6.85,Buy
78.34,2.4,2,2,6,3,GIB,"CGI Group, Inc.",18.35,Buy
78.34,2.0,3,1,6,5,PBA,Pembina Pipeline Corp.,21.72,Buy
78.33,2.2,2,2,6,5,UAL,"United Continental Holdings, Inc.",26.67,Buy
78.28,1.7,3,1,6,4,AMT,American Tower Corporation (REIT),7.17,Buy
78.28,1.6,3,1,6,6,NPO,EnPro Industries,18.02,Buy
78.25,2.0,3,1,1.5999999999999996,5,MDLZ,"Mondelez International, Inc.",14.42,Buy
78.21,1.8,3,1,1.0,11,HZNP,Horizon Pharma plc,34.12,Buy
78.21,6,1,2,2.0,8,NWS,News Corporation,15.94,Buy
78.19,1.8,3,1,6,5,EBS,"Emergent Biosolutions, Inc.",15.81,Buy
78.18,2.0,3,2,1.2999999999999998,2,MSFT,Microsoft Corporation,11.43,Buy
78.16,1.5,3,1,6,11,AXDX,"Accelerate Diagnostics, Inc.",48.15,Buy
78.16,2.1,3,2,2.0,2,CRUS,"Cirrus Logic, Inc.",31.28,Buy
78.15,1.6,3,1,6,5,INXN,InterXion Holding N.V.,10.57,Buy
78.13,2.2,2,2,6,3,MC,Moelis & Company,12.1,Buy
78.12,2.0,4,1,1.0,17,ESPR,"Esperion Therapeutics, Inc.",18.73,Buy
78.12,1.7,3,1,2.0,5,SMTC,Semtech Corporation,16.04,Buy
78.12,1.8,3,1,6,5,EDU,"New Oriental Education & Technology Group, Inc.",15.38,Buy
78.12,1.9,4,1,6,5,WAGE,"WageWorks, Inc.",42.86,Buy
78.1,2.3,3,2,1.0,17,PLYA,Playa Hotels & Resorts N.V.,26.1,Buy
78.09,1.7,3,1,6,5,CODI,Compass Diversified Holdings,12.72,Buy
78.07,1.9,4,1,1.0,4,MPWR,"Monolithic Power Systems, Inc.",13.98,Buy
78.02,1.5,2,1,3.0,5,PRAH,"PRA Health Sciences, Inc.",10.34,Buy
77.97,2.5,2,2,6,1,G,Genpact Limited,5.33,Buy
77.93,2.0,3,2,1.0,5,NUVA,"NuVasive, Inc.",22.19,Buy
77.92,2.3,3,2,2.0,17,RDUS,"Radius Health, Inc.",80.26,Buy
77.92,1.8,3,2,6,3,INN,"Summit Hotel Properties, Inc.",25.83,Buy
77.9,1.9,3,1,1.7999999999999998,5,GOOGL,Alphabet Inc.,14.49,Buy
77.9,2.2,3,2,1.0,17,NTNX,"Nutanix, Inc.",22.39,Buy
77.9,1.8,3,1,6,6,PWR,"Quanta Services, Inc.",20.72,Buy
77.88,1.9,2,2,1.5,5,ITRI,"Itron, Inc.",6.85,Buy
77.86,1.9,3,2,1.0,4,CDW,CDW Corporation,12.54,Buy
77.86,2.0,2,2,1.0,6,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",3.33,Buy
77.76,2.0,3,2,1.0,5,PZZA,"Papa John&#39;s International, Inc.",20.96,Buy
77.74,2.4,1,2,1.0,2,STBZ,State Bank Financial Corporation.,10.82,Hold
77.72,2.0,2,2,3.0,3,PLCE,"Children&#39;s Place, Inc. (The)",32.37,Buy
77.67,2.1,2,2,6,4,BIG,"Big Lots, Inc.",13.55,Buy
77.58,2.2,3,2,1.0,17,COUP,Coupa Software Incorporated,20.46,Buy
77.56,1.7,3,1,1.0,11,PTLA,"Portola Pharmaceuticals, Inc.",27.09,Buy
77.46,2.1,3,2,1.2000000000000002,3,CSCO,"Cisco Systems, Inc.",13.07,Buy
77.43,2.5,2,2,6,3,PFS,"Provident Financial Services, Inc",15.4,Buy
77.4,1.7,4,1,6,5,JCOM,"j2 Global, Inc.",33.55,Buy
77.37,1.4,4,1,1.2000000000000002,5,TREE,"LendingTree, Inc.",8.24,Buy
77.37,1.7,3,1,6,5,PF,"Pinnacle Foods, Inc.",8.39,Buy
77.35,1.9,4,1,1.0,8,MTSI,"MACOM Technology Solutions Holdings, Inc.",35.65,Buy
77.28,2.2,3,1,1.0,10,MB,"MINDBODY, Inc.",30.93,Buy
77.26,2.1,3,2,1.2999999999999998,2,CME,CME Group Inc.,7.48,Buy
77.26,1.5,5,1,1.0,8,XPER,Xperi Corporation,94.98,Buy
77.23,2.3,2,2,6,3,AET,Aetna Inc.,9.21,Buy
77.19,1.8,2,2,6,5,PAYC,"Paycom Software, Inc.",9.81,Buy
