Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
83.67,2.3,3,1,1.0,3,SIMO,Silicon Motion Technology Corporation,31.55,Buy
83.66,1.6,3,1,1.0,17,DBVT,DBV Technologies S.A.,16.96,Buy
83.62,1.6,3,1,6,4,DY,"Dycom Industries, Inc.",36.74,Buy
83.61,2.0,1,1,6,12,VDTH,Videocon d2h Limited,60.22,Buy
83.59,2.0,1,2,6,3,DLX,Deluxe Corporation,14.86,Buy
83.54,1.7,3,1,1.0,2,EEFT,"Euronet Worldwide, Inc.",8.95,Buy
83.54,1.8,1,1,6,5,TAL,TAL Education Group,-2.07,Buy
83.49,1.8,2,1,1.0,7,ARRS,ARRIS International plc,19.42,Buy
83.49,1.7,3,1,1.2000000000000002,2,CMCSA,Comcast Corporation,13.61,Buy
83.46,1.7,2,1,1.2999999999999998,5,AVGO,Broadcom Limited,10.92,Buy
83.33,2.0,3,1,1.0,17,BYSI,"BeyondSpring, Inc.",25.0,Buy
83.33,1.9,1,2,1.4000000000000004,2,IPGP,IPG Photonics Corporation,-2.52,Buy
83.24,2.3,1,2,1.0,5,KRNY,Kearny Financial,16.84,Buy
83.2,1.9,3,1,1.4000000000000004,6,WDC,Western Digital Corporation,48.2,Buy
83.08,1.0,5,1,1.0,3,UFPI,"Universal Forest Products, Inc.",44.92,Buy
83.08,1.9,2,1,6,2,NEE,"NextEra Energy, Inc.",2.66,Buy
83.08,1.0,2,1,2.5,5,IX,Orix Corp Ads,20.72,Buy
83.06,1.6,2,1,1.0,5,ILG,"ILG, Inc",15.05,
83.06,2.0,3,1,6,5,TTMI,"TTM Technologies, Inc.",53.46,Buy
83.02,2.1,1,2,2.0,2,ENTG,"Entegris, Inc.",15.31,Buy
83.0,2.0,1,2,1.5999999999999996,6,FOX,"Twenty-First Century Fox, Inc.",29.31,Buy
82.94,1.7,3,1,6,5,MXL,"MaxLinear, Inc",41.82,Buy
82.91,1.5,3,1,6,1,TMO,Thermo Fisher Scientific Inc,9.95,Buy
82.81,2.1,1,2,6,4,ALSN,"Allison Transmission Holdings, Inc.",19.36,Buy
82.73,1.9,2,1,1.7000000000000002,5,MSCC,Microsemi Corporation,20.77,Buy
82.7,1.7,1,1,2.0,7,CTRP,"Ctrip.com International, Ltd.",11.38,Buy
82.61,1.7,3,1,6,3,FN,Fabrinet,26.47,Buy
82.59,1.7,3,1,1.7000000000000002,17,TWNK,"Hostess Brands, Inc.",30.55,Buy
82.57,2.0,2,1,1.0,7,RMBS,"Rambus, Inc.",17.99,Buy
82.44,2.0,1,2,1.4000000000000004,7,MLCO,Melco Resorts & Entertainment Limited,27.1,Buy
82.38,2.0,1,2,6,4,BRKS,"Brooks Automation, Inc.",14.27,Buy
82.38,1.0,3,1,6,3,MNR,Monmouth Real Estate Investment Corporation,7.63,Buy
82.36,2.0,2,2,1.0,2,SEIC,SEI Investments Company,8.16,Buy
82.35,1.5,1,2,6,5,SKM,"SK Telecom Co., Ltd.",8.26,Buy
82.35,2.2,1,2,6,5,UAL,"United Continental Holdings, Inc.",25.75,Buy
82.25,2.2,3,2,1.0,17,PI,"Impinj, Inc.",48.49,Buy
82.22,1.9,2,2,1.9000000000000004,1,AMAT,"Applied Materials, Inc.",20.56,Buy
82.22,2.0,1,2,6,4,EW,Edwards Lifesciences Corporation,13.32,Buy
82.19,6,1,2,1.0,8,LBTYK,Liberty Global plc,14.8,Buy
82.11,1.3,3,1,1.0,17,HCM,Hutchison China MediTech Limited,0.15,Buy
82.09,2.1,1,2,2.3,5,AAOI,"Applied Optoelectronics, Inc.",36.32,Buy
82.07,2.0,3,1,1.0,2,PEGA,Pegasystems Inc.,6.15,Buy
82.0,2.0,2,2,1.0,5,SKYW,"SkyWest, Inc.",25.68,Buy
82.0,2.0,1,2,6,9,KW,Kennedy-Wilson Holdings Inc.,45.36,Buy
81.99,1.8,1,1,6,8,BPY,Brookfield Property Partners L.P.,8.58,Buy
81.98,1.9,1,2,6,5,CP,Canadian Pacific Railway Limited,16.04,Buy
81.96,1.8,2,1,1.0,7,MOMO,Momo Inc.,8.72,Buy
81.94,2.0,2,2,1.0,2,EGBN,"Eagle Bancorp, Inc.",5.26,Buy
81.92,2.0,1,2,1.7999999999999998,2,RYAAY,Ryanair Holdings plc,0.09,Buy
81.9,2.5,2,1,6,4,STL,Sterling Bancorp,23.89,Buy
81.81,1.8,3,1,1.0,5,HQY,"HealthEquity, Inc.",19.37,Buy
81.79,1.5,2,1,1.0,12,NKTR,Nektar Therapeutics,33.33,Buy
81.76,2.0,2,2,1.0,2,EXLS,"ExlService Holdings, Inc.",3.96,Buy
81.76,1.8,4,1,1.0,17,NCSM,"NCS Multistage Holdings, Inc.",35.58,Buy
81.76,1.8,2,1,6,5,EBS,"Emergent Biosolutions, Inc.",12.22,Buy
81.72,1.7,3,1,6,1,UNH,UnitedHealth Group Incorporated,7.81,Buy
81.65,1.7,3,1,6,1,MTN,"Vail Resorts, Inc.",7.38,Buy
81.61,2.3,2,2,1.0,2,LOGI,Logitech International S.A.,10.44,Buy
81.61,1.4,2,1,1.0,6,OSUR,"OraSure Technologies, Inc.",-10.38,Buy
81.6,6,1,2,1.0,8,LBTYB,Liberty Global plc,11.27,Buy
81.54,2.0,1,1,1.0,11,PAM,Pampa Energia S.A.,12.42,Buy
81.4,1.0,3,1,6,7,VGR,Vector Group Ltd.,28.39,Buy
81.39,1.9,2,1,6,7,BURL,"Burlington Stores, Inc.",25.86,Buy
81.36,1.3,3,1,1.0,11,FGEN,"FibroGen, Inc",43.71,Buy
81.31,1.4,3,1,1.0,17,AVXS,"AveXis, Inc.",-2.11,Buy
81.31,1.6,3,1,6,5,FLT,"FleetCor Technologies, Inc.",29.51,Buy
81.3,2.3,2,2,1.0,2,ETFC,E*TRADE Financial Corporation,8.25,Buy
81.3,2.2,2,2,1.0,3,SLAB,"Silicon Laboratories, Inc.",12.43,Buy
81.3,1.9,3,1,6,2,NWL,Newell Brands Inc.,16.94,Buy
81.27,2.0,1,2,6,3,IBA,"Industrias Bachoco, S.A. de C.V.",0.95,Buy
81.22,2.1,2,2,2.0,2,CRUS,"Cirrus Logic, Inc.",27.72,Buy
81.22,2.0,2,1,6,4,SPGI,S&P Global Inc.,7.32,Buy
81.15,1.5,3,1,6,4,CBM,Cambrex Corporation,19.42,Buy
81.08,1.9,2,2,1.5,2,IPAR,"Inter Parfums, Inc.",9.23,Buy
81.05,1.8,3,1,6,7,TPC,Tutor Perini Corporation,46.27,Buy
81.01,2.0,2,2,6,1,EME,"EMCOR Group, Inc.",11.08,Buy
80.98,2.0,3,1,2.0,17,CLVS,"Clovis Oncology, Inc.",35.85,Buy
80.95,2.1,1,2,6,4,RHT,"Red Hat, Inc.",8.21,Buy
80.93,1.7,3,2,1.0,2,WSFS,WSFS Financial Corporation,15.68,Buy
80.93,2.0,1,2,6,5,PKX,POSCO,12.25,Buy
80.92,2.0,2,2,6,1,PH,Parker-Hannifin Corporation,10.54,Buy
80.87,1.9,1,2,6,5,CBG,"CBRE Group, Inc.",9.39,Buy
80.86,1.6,3,1,1.0,17,LOXO,"Loxo Oncology, Inc.",0.14,Buy
80.86,1.6,4,1,1.0,5,SLM,SLM Corporation,32.66,Buy
80.83,1.9,2,2,6,2,HD,"Home Depot, Inc. (The)",14.12,Buy
80.81,1.9,2,2,6,1,MA,Mastercard Incorporated,7.38,Buy
80.77,1.8,3,1,1.4000000000000004,3,IAC,IAC/InterActiveCorp,8.75,Buy
80.75,1.7,3,1,6,5,JCOM,"j2 Global, Inc.",28.67,Buy
80.75,2.0,2,2,1.0,4,ON,ON Semiconductor Corporation,10.23,Buy
80.69,1.5,3,6,1.0,9,GLNG,Golar LNG Limited,65.21,Buy
80.66,1.0,1,2,6,9,TI,Telecom Italia S.P.A.,12.32,Buy
80.6,2.0,1,1,6,8,BBU,Brookfield Business Partners L.P.,5.26,Buy
80.6,1.8,1,1,6,8,LYV,"Live Nation Entertainment, Inc.",0.29,Buy
80.56,1.7,3,1,1.0,17,TTD,"The Trade Desk, Inc.",0.88,Buy
80.56,2.0,1,2,6,11,RRC,Range Resources Corporation,95.97,Buy
80.56,1.8,3,1,6,8,SLCA,"U.S. Silica Holdings, Inc.",88.61,Buy
80.52,2.1,2,2,1.2999999999999998,3,SWKS,"Skyworks Solutions, Inc.",11.96,Buy
80.48,1.8,2,2,6,1,HON,Honeywell International Inc.,2.91,Buy
80.45,1.5,2,2,6,3,MFC,Manulife Financial Corp,8.55,Buy
80.4,1.9,2,1,1.4000000000000004,8,HAWK,"Blackhawk Network Holdings, Inc.",16.96,Buy
80.4,2.1,2,2,6,2,TER,"Teradyne, Inc.",16.55,Buy
80.35,2.0,1,1,6,11,NOMD,Nomad Foods Limited,23.77,Buy
80.34,1.5,3,1,6,5,AM,Antero Midstream Partners LP,21.23,Buy
80.34,3.0,1,2,6,1,TLK,"PT Telekomunikasi Indonesia, Tbk",7.04,Buy
80.33,2.0,3,1,1.0,17,TIG,TiGenix,7.0,Buy
80.31,1.7,3,1,6,4,GVA,Granite Construction Incorporated,19.34,Buy
80.29,1.7,2,2,2.0,17,WPPGY,WPP plc,24.26,Buy
80.24,1.6,3,1,1.0,12,AMRN,Amarin Corporation plc,92.31,Buy
80.23,2.0,1,2,6,10,MBI,"MBIA, Inc.",41.41,Buy
80.12,1.9,3,1,1.0,11,ACAD,ACADIA Pharmaceuticals Inc.,57.02,Buy
80.11,1.8,2,1,6,7,ELY,Callaway Golf Company,15.69,Buy
80.05,1.9,3,1,1.0,6,TEDU,"Tarena International, Inc.",16.16,Buy
79.98,1.9,2,2,6,1,COO,"Cooper Companies, Inc. (The)",2.4,Buy
79.93,1.5,3,1,6,5,SATS,EchoStar Corporation,18.77,Buy
79.88,1.7,3,1,1.0,12,SRPT,"Sarepta Therapeutics, Inc.",63.68,Buy
79.86,2.3,3,1,1.0,3,IIVI,II-VI Incorporated,4.85,Buy
79.86,1.0,2,2,6,8,CHA,China Telecom Corp Ltd,25.81,Buy
79.86,1.7,3,1,6,9,MNK,Mallinckrodt plc,71.02,Buy
79.8,2.2,2,2,6,1,TEL,TE Connectivity Ltd.,8.78,Buy
79.79,1.8,3,1,1.0,17,TLND,Talend S.A.,-1.27,Buy
79.79,1.9,3,1,6,3,WRK,Westrock Company,14.59,Buy
79.76,1.8,3,1,6,8,CPE,Callon Petroleum Company,45.21,Buy
79.74,2.0,2,2,6,1,FNF,"Fidelity National Financial, Inc.",3.46,Buy
79.72,1.9,3,1,2.3,2,CHFC,Chemical Financial Corporation,19.71,Buy
79.72,2.0,3,1,6,8,AGRO,Adecoagro S.A.,53.31,Buy
79.68,1.8,3,1,1.7000000000000002,17,QVCA,Liberty Interactive Corporation,15.56,Buy
79.67,1.5,3,1,6,4,WNS,WNS (Holdings) Limited,10.51,Buy
79.66,2.3,1,2,2.5,1,ASML,ASML Holding N.V.,2.64,Buy
79.65,1.9,3,1,6,2,MHK,"Mohawk Industries, Inc.",7.07,Buy
79.62,2.0,3,2,1.0,4,KLIC,"Kulicke and Soffa Industries, Inc.",27.34,Buy
79.61,2.0,2,2,6,1,AVY,Avery Dennison Corporation,2.63,Buy
79.58,2.2,2,2,6,1,TSS,"Total System Services, Inc.",7.51,Buy
79.57,1.8,3,1,6,5,XPO,"XPO Logistics, Inc.",24.07,Buy
79.49,1.9,3,1,6,3,FDX,FedEx Corporation,12.78,Buy
79.49,2.4,2,1,6,5,FOE,Ferro Corporation,13.58,Buy
79.48,2.2,1,2,1.0,5,HTHT,"China Lodging Group, Limited",-11.94,Buy
79.46,1.7,3,1,1.0,7,BLDR,"Builders FirstSource, Inc.",13.7,Buy
79.44,2.1,2,2,6,2,STZ,Constellation Brands Inc,10.79,Buy
79.43,1.4,3,2,1.0,3,ABMD,"ABIOMED, Inc.",4.34,Buy
79.42,1.7,3,1,1.0,8,BMCH,"BMC Stock Holdings, Inc.",20.1,Buy
79.41,1.5,3,2,6,1,THO,"Thor Industries, Inc.",13.95,Buy
79.4,1.9,2,2,1.0,5,TECH,Bio-Techne Corp,4.96,Buy
79.39,1.8,1,2,6,7,CORE,"Core-Mark Holding Company, Inc.",11.36,Buy
79.39,1.8,1,2,6,5,INGN,"Inogen, Inc",-1.97,Buy
79.33,2.0,3,1,6,4,NUE,Nucor Corporation,20.98,Buy
79.32,1.7,2,2,6,4,PATK,"Patrick Industries, Inc.",13.42,Buy
79.32,1.5,2,1,6,10,NVRO,Nevro Corp.,23.4,Buy
79.28,1.9,2,2,6,2,CI,Cigna Corporation,4.84,Buy
79.28,1.6,3,1,6,6,EPD,Enterprise Products Partners L.P.,24.01,Buy
79.25,1.6,3,1,3.0,17,PBYI,Puma Biotechnology Inc,40.47,Buy
79.25,1.0,3,2,6,5,SNA,Snap-On Incorporated,27.14,Buy
79.24,1.7,3,1,6,6,MPLX,MPLX LP,26.26,Buy
79.22,1.7,2,2,6,3,RCL,Royal Caribbean Cruises Ltd.,6.15,Buy
79.17,2.0,4,2,1.0,17,SGYP,"Synergy Pharmaceuticals, Inc.",185.71,Buy
79.16,1.9,2,2,2.0,2,MCHP,Microchip Technology Incorporated,8.26,Buy
79.16,1.8,3,1,6,5,RDN,Radian Group Inc.,21.61,Buy
79.13,1.9,3,1,6,3,WCN,"Waste Connections, Inc.",10.64,Buy
79.07,2.2,1,2,1.7999999999999998,8,IMPV,"Imperva, Inc.",25.14,Buy
79.06,2.5,1,2,1.0,6,KALU,Kaiser Aluminum Corporation,-0.72,Buy
79.04,1.9,3,1,6,5,MIC,Macquarie Infrastructure Company,23.42,Buy
78.98,1.9,3,1,1.5999999999999996,5,JAZZ,Jazz Pharmaceuticals plc,17.0,Buy
78.89,1.8,2,1,1.0,11,PFPT,"Proofpoint, Inc.",13.9,Buy
78.87,1.6,4,6,1.0,5,CBPO,"China Biologic Products, Inc.",39.9,Buy
78.85,1.9,2,2,1.7999999999999998,3,ADBE,Adobe Systems Incorporated,7.79,Buy
78.85,1.9,6,2,1.7000000000000002,5,IART,Integra LifeSciences Holdings Corporation,14.78,Buy
78.82,2.2,2,2,2.0,2,FRME,First Merchants Corporation,13.41,Buy
78.82,1.8,3,1,6,4,BERY,"Berry Global Group, Inc.",12.91,Buy
78.82,1.9,2,2,6,6,CAL,"Caleres, Inc.",28.74,Buy
78.82,1.8,3,1,6,6,EQM,"EQT Midstream Partners, LP",26.25,Buy
78.78,2.1,3,1,1.4000000000000004,5,OTEX,Open Text Corporation,15.66,Buy
78.75,1.8,2,2,6,3,AFG,"American Financial Group, Inc.",5.85,Buy
78.72,2.2,3,2,1.0,17,ESPR,"Esperion Therapeutics, Inc.",27.3,Buy
78.68,2.1,2,2,2.0,5,ROST,"Ross Stores, Inc.",29.96,Buy
78.65,1.8,3,1,6,5,GWB,"Great Western Bancorp, Inc.",18.56,Buy
78.64,1.5,3,1,6,10,GKOS,Glaukos Corporation,44.31,Buy
78.6,2.5,2,2,6,1,PFS,"Provident Financial Services, Inc",9.12,Buy
78.59,1.7,3,1,1.0,7,OSIS,"OSI Systems, Inc.",7.66,Buy
78.54,2.0,4,1,1.0,3,IBTX,"Independent Bank Group, Inc",13.1,Buy
78.53,2.0,3,2,1.0,5,NUVA,"NuVasive, Inc.",26.38,Buy
78.49,1.3,3,1,2.0,5,USCR,"U S Concrete, Inc.",8.61,Buy
78.49,2.1,2,2,6,3,ORCL,Oracle Corporation,11.8,Buy
78.44,2.0,3,2,6,5,ACCO,Acco Brands Corporation,47.32,Buy
78.43,2.2,2,2,1.0,4,AAWW,Atlas Air Worldwide Holdings,-0.99,Buy
78.4,1.7,3,1,1.0,3,STMP,Stamps.com Inc.,-20.36,Buy
78.38,2.2,2,2,6,3,LOW,"Lowe&#39;s Companies, Inc.",13.64,Buy
78.37,2.0,2,2,1.0,5,HCSG,"Healthcare Services Group, Inc.",0.23,Buy
78.36,1.0,2,2,6,8,MTU,Mitsubishi UFJ Financial Group Inc,16.82,Buy
78.35,1.7,3,1,2.0,5,SINA,Sina Corporation,17.61,Buy
78.34,1.8,1,2,6,8,POST,"Post Holdings, Inc.",11.73,Buy
78.29,2.0,2,2,1.4000000000000004,5,MNST,Monster Beverage Corporation,9.7,Buy
78.29,1.6,3,1,6,7,VNOM,Viper Energy Partners LP,24.72,Buy
78.29,1.6,3,1,6,5,MTG,MGIC Investment Corporation,11.4,Buy
78.28,1.7,3,1,2.0,8,ACXM,Acxiom Corporation,37.16,Buy
78.28,1.7,3,1,6,4,AMT,American Tower Corporation (REIT),7.19,Buy
78.27,1.9,3,1,2.0,9,MDCO,The Medicines Company,48.7,Buy
78.25,2.3,2,2,1.0,4,SHOO,"Steven Madden, Ltd.",0.24,Buy
78.25,1.9,3,1,6,3,IBP,"Installed Building Products, Inc.",5.31,Buy
78.24,1.8,3,1,6,5,MGM,MGM Resorts International,16.13,Buy
78.22,2.4,2,2,6,2,GIB,"CGI Group, Inc.",10.96,Buy
78.21,1.8,3,1,6,5,EDU,"New Oriental Education & Technology Group, Inc.",15.91,Buy
78.2,1.5,3,1,1.0,11,CZR,Caesars Entertainment Corporation,26.56,Buy
78.19,3.1,1,2,6,1,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",-3.37,Buy
78.19,1.6,3,1,6,6,MPC,Marathon Petroleum Corporation,17.49,Buy
78.17,1.9,2,2,6,3,TFX,Teleflex Incorporated,4.85,Buy
78.16,6,1,2,1.7000000000000002,8,NWS,News Corporation,8.11,Buy
78.14,2.0,3,1,1.5999999999999996,5,MDLZ,"Mondelez International, Inc.",13.66,Buy
78.08,1.8,3,2,1.2999999999999998,3,CELG,Celgene Corporation,12.36,Buy
78.07,1.8,2,2,1.5,7,HMSY,HMS Holdings Corp,18.98,Buy
78.04,2.1,1,2,2.0,5,TRMB,Trimble Inc.,0.45,Buy
77.98,1.7,3,1,1.0,5,TVTY,"Tivity Health, Inc.",12.05,
77.98,1.8,3,1,6,3,ROG,Rogers Corporation,1.22,Buy
77.95,1.0,3,2,6,6,KEP,Korea Electric Power Corporation,26.03,Buy
77.92,1.4,3,1,1.0,8,TWOU,"2U, Inc.",2.12,Buy
77.91,1.9,4,1,1.0,4,MPWR,"Monolithic Power Systems, Inc.",12.87,Buy
77.9,3.0,1,2,6,9,TRQ,Turquoise Hill Resources Ltd.,45.72,Buy
77.88,1.9,3,2,1.0,17,LAUR,"Laureate Education, Inc.",14.77,Buy
77.84,2.3,1,2,2.0,8,VRNT,Verint Systems Inc.,24.02,Buy
77.81,2.2,3,2,1.0,17,NTNX,"Nutanix, Inc.",21.84,Buy
77.8,2.2,2,2,6,3,MC,Moelis & Company,10.14,Buy
77.79,1.9,3,1,1.7999999999999998,5,GOOGL,Alphabet Inc.,13.67,Buy
77.76,1.7,3,1,2.0,5,SMTC,Semtech Corporation,13.52,Buy
77.76,2.0,2,2,6,7,MATX,"Matson, Inc.",31.58,Buy
77.76,2.2,2,2,6,2,SYK,Stryker Corporation,3.25,Buy
77.75,2.4,1,2,6,6,NCS,"NCI Building Systems, Inc.",9.86,Buy
77.72,1.7,3,1,1.0,8,CALD,"Callidus Software, Inc.",8.22,Buy
77.72,2.4,1,2,1.0,2,STBZ,State Bank Financial Corporation.,10.74,Hold
77.68,1.9,2,2,1.5,5,ITRI,"Itron, Inc.",5.41,Buy
77.68,2.1,3,1,6,5,TJX,"TJX Companies, Inc. (The)",20.26,Buy
77.66,1.6,3,1,6,6,NPO,EnPro Industries,14.31,Buy
77.64,1.9,4,1,1.5,3,SBUX,Starbucks Corporation,16.84,Buy
77.59,2.1,2,2,6,4,BIG,"Big Lots, Inc.",13.06,Buy
77.57,1.7,3,2,6,3,VMC,Vulcan Materials Company,21.25,Buy
77.52,1.7,3,1,6,5,PF,"Pinnacle Foods, Inc.",9.26,Buy
77.5,1.0,3,2,6,10,BKD,Brookdale Senior Living Inc.,58.33,Buy
77.46,2.1,3,2,1.2000000000000002,3,CSCO,"Cisco Systems, Inc.",13.07,Buy
77.45,2.2,3,1,1.0,8,ERI,"Eldorado Resorts, Inc.",18.81,Buy
77.44,2.0,2,2,6,5,BDC,Belden Inc,16.33,Buy
77.42,1.7,2,2,6,4,AME,"AMTEK, Inc.",2.04,Buy
77.38,2.0,2,1,6,7,BAP,Credicorp Ltd.,4.27,Buy
77.37,2.0,2,2,1.0,6,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",-0.11,Buy
77.35,2.0,3,1,6,5,PBA,Pembina Pipeline Corp.,15.78,Buy
77.33,2.0,3,2,1.5,2,MSFT,Microsoft Corporation,10.5,Buy
77.31,1.4,3,1,1.0,9,NXTM,"NxStage Medical, Inc.",4.48,Buy
77.3,1.5,3,1,1.0,11,PRTA,Prothena Corporation plc,20.25,Buy
77.3,2.3,2,2,6,1,B,"Barnes Group, Inc.",-3.69,Buy
77.27,1.8,2,1,6,8,CHGG,"Chegg, Inc.",5.26,Buy
77.26,1.5,5,1,1.0,8,XPER,Xperi Corporation,69.74,Buy
77.25,1.9,3,1,2.0,7,COMM,"CommScope Holding Company, Inc.",28.28,Buy
77.22,2.1,3,2,1.2999999999999998,2,CME,CME Group Inc.,7.23,Buy
77.16,2.0,2,2,6,5,AMSF,"AMERISAFE, Inc.",14.64,Buy
77.16,2.2,3,1,1.0,10,MB,"MINDBODY, Inc.",30.12,Buy
77.15,1.8,3,2,6,3,INN,"Summit Hotel Properties, Inc.",21.21,Buy
77.07,1.8,2,2,6,6,PWR,"Quanta Services, Inc.",15.73,Buy
77.05,1.8,5,1,1.5,5,FNSR,Finisar Corporation,48.53,Buy
77.03,2.1,1,2,6,5,AAN,"Aaron&#39;s,  Inc.",-8.66,Buy
76.99,2.2,2,2,6,5,AIMC,Altra Industrial Motion Corp.,18.59,Buy
76.99,1.4,3,1,6,9,EVH,"Evolent Health, Inc",25.26,Buy
76.98,1.7,3,1,6,5,CODI,Compass Diversified Holdings,6.02,Buy
76.92,1.9,4,1,6,2,ASGN,"On Assignment, Inc.",15.68,Buy
76.9,1.8,4,1,1.0,11,ARRY,Array BioPharma Inc.,60.39,Buy
