Top of The Market Rating,Yahoo (1-5)Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
55.84,2.7,3,3,5,FELE,"Franklin Electric Co., Inc.",4.22,Hold
55.8,2.7,1,3,11,OZM,Och-Ziff Capital Management Group LLC,-6.05,Hold
55.75,3.0,2,3,7,EQR,Equity Residential,-0.53,Hold
55.74,3.0,3,3,5,AIT,"Applied Industrial Technologies, Inc.",11.11,Hold
55.74,2.8,3,3,5,HSY,Hershey Company (The),6.13,Hold
55.73,2.9,3,3,5,SJM,J.M. Smucker Company (The),8.52,Hold
55.72,2.8,3,3,5,TCP,"TC PipeLines, LP",6.01,Hold
55.69,2.5,3,3,4,VAR,"Varian Medical Systems, Inc.",-8.37,Hold
55.68,2.6,3,3,5,WWW,"Wolverine World Wide, Inc.",0.76,Hold
55.67,2.2,5,2,11,NYLD,"NRG Yield, Inc.",5.69,Buy
55.65,3.1,3,3,3,CBU,"Community Bank System, Inc.",-0.24,Hold
55.65,2.9,3,3,6,GPC,Genuine Parts Company,14.72,Hold
55.63,2.8,3,3,5,HST,"Host Hotels & Resorts, Inc.",5.44,Hold
55.63,3.3,3,3,2,MAIN,Main Street Capital Corporation,-2.06,Hold
55.62,3.5,3,3,10,HNP,"Huaneng Power International, Inc.",6.19,Buy
55.61,2.4,4,2,8,BRX,Brixmor Property Group Inc.,15.33,Hold
55.61,2.7,3,3,5,CMC,Commercial Metals Company,2.83,Hold
55.6,2.6,3,3,5,HR,Healthcare Realty Trust Incorporated,0.27,Hold
55.58,2.7,3,3,5,BBT,BB&T Corporation,2.67,Hold
55.57,2.5,3,2,9,X,United States Steel Corporation,-0.76,Hold
55.55,2.7,3,2,8,AMCX,AMC Networks Inc.,-2.51,Hold
55.55,2.7,4,2,7,AWI,Armstrong World Industries Inc,15.78,Hold
55.54,3.0,2,3,17,SAN,"Banco Santander, S.A.",2.7,Hold
55.53,2.5,3,3,5,ECOL,"US Ecology, Inc.",-2.63,Hold
55.52,3.0,2,2,11,UBS,UBS AG,-0.22,Hold
55.51,2.6,4,2,17,YEXT,"Yext, Inc.",17.56,Hold
55.5,2.6,3,3,5,AXP,American Express Company,-0.35,Hold
55.5,2.9,3,3,6,IBM,International Business Machines Corporation,13.86,Hold
55.45,2.5,4,2,8,FLR,Fluor Corporation,16.84,Hold
55.45,3.0,3,3,4,RHP,"Ryman Hospitality Properties, Inc.",2.69,Hold
55.43,2.8,3,3,7,WSM,"Williams-Sonoma, Inc.",17.57,Hold
55.41,3.4,2,3,2,AVA,Avista Corporation,-25.87,Hold
55.41,2.3,1,6,17,ITCB,Ita? CorpBanca,14.96,Buy
55.4,3.0,3,3,5,NSIT,"Insight Enterprises, Inc.",9.04,Hold
55.4,2.7,3,2,8,MFA,"MFA Financial, Inc.",-3.41,Hold
55.39,3.0,3,3,5,AAON,"AAON, Inc.",9.01,Hold
55.32,2.6,2,3,8,FCPT,"Four Corners Property Trust, Inc.",-6.43,Hold
55.31,3.0,3,3,3,IPCC,Infinity Property and Casualty Corporation,-4.81,Hold
55.3,2.2,4,2,7,CIT,CIT Group Inc (DEL),1.83,Hold
55.3,2.7,3,3,6,MDU,"MDU Resources Group, Inc.",7.65,Hold
55.29,2.6,3,2,9,IVR,INVESCO MORTGAGE CAPITAL INC,0.09,Hold
55.27,3.0,3,3,5,CFFN,"Capitol Federal Financial, Inc.",8.3,Hold
55.24,3.1,3,3,3,FDS,FactSet Research Systems Inc.,-2.7,Hold
55.2,2.9,3,3,5,EMR,Emerson Electric Company,5.35,Hold
55.12,2.9,4,3,1,RNST,Renasant Corporation,3.24,Hold
55.11,2.7,3,3,5,GBDC,"Golub Capital BDC, Inc.",-0.15,Hold
55.09,2.8,3,3,8,LB,"L Brands, Inc.",22.2,Hold
55.09,2.7,3,3,7,NS,Nustar Energy L.P.,13.02,Hold
55.06,3.1,3,3,3,VTR,"Ventas, Inc.",-3.79,Hold
54.99,2.4,4,2,5,BLKB,"Blackbaud, Inc.",-8.42,Hold
54.98,2.5,4,2,8,GME,Gamestop Corporation,14.07,Hold
54.96,2.6,4,3,5,BLMN,"Bloomin&#39; Brands, Inc.",21.42,Hold
54.96,3.0,3,3,5,LPX,Louisiana-Pacific Corporation,6.4,Hold
54.94,2.5,3,2,9,SPNC,The Spectranetics Corporation,-4.55,Hold
54.9,2.4,4,2,9,LPI,"Laredo Petroleum, Inc.",17.74,Hold
54.9,2.6,4,2,6,PSX,Phillips 66,2.75,Hold
54.89,2.4,4,2,8,APLE,"Apple Hospitality REIT, Inc.",10.99,Hold
54.88,2.9,3,3,5,BMS,"Bemis Company, Inc.",3.47,Hold
54.88,2.2,3,3,8,MOS,Mosaic Company (The),5.93,Hold
54.87,2.9,3,3,4,ALV,"Autoliv, Inc.",-3.27,Hold
54.86,3.1,2,3,6,EGP,"EastGroup Properties, Inc.",-10.0,Hold
54.85,3.3,3,3,17,RIG,Transocean Ltd.,31.73,Hold
54.84,3.1,3,3,4,PLXS,Plexus Corp.,1.56,Hold
54.84,2.5,3,2,10,DATA,"Tableau Software, Inc.",1.57,Hold
54.81,2.3,3,6,8,EQC,Equity Commonwealth,3.24,Hold
54.8,2.8,3,3,5,SLGN,Silgan Holdings Inc.,0.48,Hold
54.78,3.2,3,3,3,WRB,W.R. Berkley Corporation,-3.0,Hold
54.68,2.8,3,3,5,CNP,"CenterPoint Energy, Inc.",-0.28,Hold
54.68,3.0,3,3,5,PSA,Public Storage,4.73,Hold
54.65,3.2,3,3,4,PBCT,"People&#39;s United Financial, Inc.",2.92,Hold
54.65,2.5,4,2,5,PNM,"PNM Resources, Inc. (Holding Co.)",-7.93,Hold
54.63,3.1,3,3,2,JKHY,"Jack Henry & Associates, Inc.",-13.07,Hold
54.6,2.7,3,3,5,LTC,"LTC Properties, Inc.",-3.23,Hold
54.58,2.8,5,3,7,AXL,"American Axle & Manufacturing Holdings, Inc.",12.5,Buy
54.58,2.8,3,3,5,CAH,"Cardinal Health, Inc.",-0.86,Hold
54.56,2.8,2,3,8,BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,-5.96,Hold
54.56,3.0,3,3,6,PDM,"Piedmont Office Realty Trust, Inc.",10.68,Hold
54.53,2.7,3,3,11,ESV,ENSCO plc,36.36,Hold
54.53,2.5,4,2,11,MRO,Marathon Oil Corporation,31.36,Hold
54.51,2.9,3,3,5,DFT,"Dupont Fabros Technology, Inc.",1.21,Hold
54.5,2.2,3,2,10,W,Wayfair Inc.,-8.01,Hold
54.49,2.5,3,3,8,ENLK,"EnLink Midstream Partners, LP",11.11,Hold
54.48,4.0,3,3,9,PHI,PLDT Inc.,5.24,Buy
54.46,2.7,3,2,8,HF,"HFF, Inc.",-9.09,Hold
54.46,2.9,3,3,6,WNC,Wabash National Corporation,7.6,Hold
54.43,3.0,4,3,2,ASB,Associated Banc-Corp,8.23,Hold
54.42,2.6,3,2,11,CSOD,"Cornerstone OnDemand, Inc.",8.17,Hold
54.41,3.0,2,3,7,BMO,Bank Of Montreal,-8.52,Hold
54.4,2.6,3,3,6,RUSHA,"Rush Enterprises, Inc.",-0.28,Hold
54.4,2.8,3,3,5,DAN,Dana Incorporated,-1.96,Hold
54.39,3.0,3,3,5,KWR,Quaker Chemical Corporation,3.01,Hold
54.37,2.7,2,3,8,MCO,Moody&#39;s Corporation,-9.59,Hold
54.37,2.6,3,3,8,USM,United States Cellular Corporation,12.86,Hold
54.36,2.3,5,2,5,CASY,"Caseys General Stores, Inc.",10.34,Hold
54.36,2.8,4,3,17,SNAP,Snap Inc.,41.79,Hold
54.35,2.0,3,3,17,LN,LINE Corporation,-3.24,Hold
54.34,3.2,3,3,4,GGG,Graco Inc.,1.03,Hold
54.32,2.5,5,2,7,TSCO,Tractor Supply Company,28.43,Hold
54.28,2.4,4,2,8,GMLP,Golar LNG Partners LP,7.37,Hold
54.25,2.9,3,3,5,LHO,LaSalle Hotel Properties,-0.31,Hold
54.25,2.8,3,3,8,CLI,Mack-Cali Realty Corporation,17.17,Hold
54.24,2.8,4,3,5,USG,USG Corporation,22.09,Hold
54.23,2.3,5,2,6,BPL,Buckeye Partners L.P.,16.24,Hold
54.21,2.8,3,3,5,NTAP,"NetApp, Inc.",-3.07,Hold
54.2,3.0,2,3,8,BSAC,Banco Santander Chile,-3.12,Hold
54.18,2.5,4,2,10,FET,"Forum Energy Technologies, Inc.",22.58,Hold
54.14,3.2,1,3,8,TWTR,"Twitter, Inc.",-23.51,Hold
54.12,2.9,3,3,4,WERN,"Werner Enterprises, Inc.",-7.79,Hold
54.12,3.0,3,3,7,FCN,"FTI Consulting, Inc.",14.73,Hold
54.11,3.1,3,3,3,EXPD,"Expeditors International of Washington, Inc.",-9.49,Hold
54.1,2.6,3,3,8,KGC,Kinross Gold Corporation,11.24,Hold
54.07,2.5,3,3,8,INT,World Fuel Services Corporation,8.56,Hold
54.06,2.8,3,3,5,MKL,Markel Corporation,-3.99,Hold
54.03,3.1,3,3,4,CA,CA Inc.,-3.32,Hold
54.02,3.0,2,3,10,CEQP,Crestwood Equity Partners LP,9.09,Hold
54.01,3.0,3,3,5,PRXL,PAREXEL International Corporation,0.75,Hold
53.98,3.0,3,3,4,CCU,"Compania Cervecerias Unidas, S.A.",-6.12,Hold
53.96,3.0,3,3,5,WFM,"Whole Foods Market, Inc.",0.45,Hold
53.94,2.9,3,3,6,SFL,Ship Finance International Limited,4.48,Hold
53.93,2.4,4,2,9,MDRX,"Allscripts Healthcare Solutions, Inc.",11.91,Hold
53.91,2.6,3,3,5,TNET,"TriNet Group, Inc.",-9.88,Hold
53.85,3.0,3,3,5,IBKR,"Interactive Brokers Group, Inc.",-0.23,Hold
53.82,2.8,3,3,5,TTEC,"TeleTech Holdings, Inc.",-5.39,Hold
53.81,3.0,3,3,5,UDR,"United Dominion Realty Trust, Inc.",-0.48,Hold
53.8,2.5,4,2,8,BDN,Brandywine Realty Trust,6.95,Hold
53.77,2.5,4,2,8,MNRO,"Monro Muffler Brake, Inc.",6.77,Hold
53.76,2.4,4,2,11,HES,Hess Corporation,24.22,Hold
53.75,2.8,3,3,5,SODA,SodaStream International Ltd.,-5.86,Hold
53.73,3.4,3,3,3,WPC,W.P. Carey Inc.,-4.29,Hold
53.72,3.2,3,3,3,SCCO,Southern Copper Corporation,-9.37,Hold
53.72,2.7,3,3,8,VZ,Verizon Communications Inc.,11.49,Hold
53.71,2.9,3,3,6,ETR,Entergy Corporation,3.12,Hold
53.69,2.3,3,2,12,HRI,Herc Holdings Inc.,2.98,Hold
53.67,2.7,3,3,10,TGI,"Triumph Group, Inc.",24.54,Hold
53.64,2.9,4,3,3,VLY,Valley National Bancorp,7.67,Hold
53.63,2.6,3,3,8,CLH,"Clean Harbors, Inc.",8.45,Hold
53.63,2.4,4,2,8,SIG,Signet Jewelers Limited,3.47,Hold
53.56,2.9,3,3,5,PNW,Pinnacle West Capital Corporation,-4.48,Hold
53.49,2.5,4,2,17,MEDP,"Medpace Holdings, Inc.",4.93,Hold
53.45,2.5,2,2,9,SGMS,Scientific Games Corp,-38.46,Hold
53.45,2.7,3,3,6,CNO,"CNO Financial Group, Inc.",-3.45,Hold
53.39,2.8,3,3,5,ROL,"Rollins, Inc.",-8.02,Hold
53.37,2.4,4,2,9,ALKS,Alkermes plc,8.56,Hold
53.37,2.5,3,3,17,SBGL,Sibanye Gold Limited,4.35,Hold
53.36,2.5,4,2,10,OIS,"Oil States International, Inc.",17.65,Hold
53.34,3.2,3,3,5,AXS,Axis Capital Holdings Limited,1.73,Hold
53.3,2.6,5,2,5,GM,General Motors Company,11.45,Hold
53.29,2.5,4,3,3,L,Loews Corporation,-4.41,Hold
53.22,2.6,3,3,8,COTY,Coty Inc.,6.01,Hold
53.22,2.6,3,3,8,TS,Tenaris S.A.,6.0,Hold
53.2,2.7,3,3,11,AVP,"Avon Products, Inc.",28.38,Hold
53.19,2.7,5,1,8,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",8.33,Hold
53.19,2.9,3,3,7,LSI,"Life Storage, Inc.",6.63,Hold
53.18,2.0,3,3,9,BEP,Brookfield Renewable Partners L.P.,-2.57,Hold
53.14,2.3,5,2,7,SCS,Steelcase Inc.,16.36,Hold
53.13,2.6,5,2,8,BWLD,"Buffalo Wild Wings, Inc.",30.45,Hold
53.13,3.0,3,3,4,NRCIB,National Research Corporation,-11.2,Hold
53.13,2.6,4,3,5,T,AT&T Inc.,10.44,Hold
53.13,2.5,3,3,9,IAG,Iamgold Corporation,9.62,Hold
53.13,2.7,4,3,3,HCN,Welltower Inc.,-0.4,Hold
53.07,2.9,3,3,7,CAB,Cabela&#39;s Inc,5.91,Hold
53.06,2.6,4,3,11,WLL,Whiting Petroleum Corporation,91.57,Hold
53.05,2.6,3,2,11,SGEN,"Seattle Genetics, Inc.",-0.04,Hold
53.04,3.0,4,3,3,CVBF,CVB Financial Corporation,6.58,Hold
53.01,2.7,3,3,8,FLS,Flowserve Corporation,7.2,Hold
52.99,2.9,2,3,8,ETSY,"Etsy, Inc.",-12.87,Hold
52.96,3.0,3,3,6,AKRX,"Akorn, Inc.",1.1,Hold
52.93,2.7,2,3,10,WDAY,"Workday, Inc.",-4.94,Hold
52.89,2.5,5,2,8,CLB,Core Laboratories N.V.,26.51,Hold
52.86,2.9,2,3,10,CNHI,CNH Industrial N.V.,-0.35,Hold
52.86,3.0,3,6,9,GNL,"Global Net Lease, Inc.",17.65,Hold
52.82,2.9,3,3,7,CMP,"Compass Minerals International, Inc.",4.42,Hold
52.8,3.0,2,3,8,MYGN,"Myriad Genetics, Inc.",-11.54,Hold
52.76,2.6,3,3,8,BVN,Buenaventura Mining Company Inc.,3.24,Hold
52.75,3.1,3,3,5,GRMN,Garmin Ltd.,-4.31,Hold
52.69,3.1,3,3,5,BEN,"Franklin Resources, Inc.",-4.7,Hold
52.64,2.7,4,3,11,SWN,Southwestern Energy Company,52.28,Hold
52.63,2.8,4,3,2,ADP,"Automatic Data Processing, Inc.",-7.53,Hold
52.6,3.0,4,3,3,SFBS,"ServisFirst Bancshares, Inc.",3.91,Hold
52.58,6,4,3,5,JEC,Jacobs Engineering Group Inc.,14.58,Hold
52.56,2.7,4,2,8,CXP,"Columbia Property Trust, Inc.",4.5,Hold
52.56,3.0,4,3,3,UNM,Unum Group,3.67,Hold
52.55,2.4,3,2,11,ALNY,"Alnylam Pharmaceuticals, Inc.",-8.05,Hold
52.55,2.6,3,3,6,WD,"Walker & Dunlop, Inc.",-11.36,Hold
52.53,2.6,3,3,8,SRC,"Spirit Realty Capital, Inc.",1.86,Hold
52.5,3.0,3,3,5,ABAX,"ABAXIS, Inc.",-8.31,Hold
52.47,2.9,3,3,7,CIB,BanColombia S.A.,2.3,Hold
52.42,2.8,3,3,8,M,Macy&#39;s Inc,6.2,Hold
52.41,2.8,3,3,8,HAE,Haemonetics Corporation,6.11,Hold
52.35,3.2,3,3,7,DISCA,"Discovery Communications, Inc.",9.1,Hold
52.33,2.7,4,2,8,ESL,Esterline Technologies Corporation,3.15,Hold
52.31,2.8,3,3,8,HUBG,"Hub Group, Inc.",5.53,Hold
52.31,2.9,3,3,6,EVTC,"Evertec, Inc.",-5.29,Hold
52.3,2.8,3,3,5,PAHC,Phibro Animal Health Corporation,-14.51,Hold
52.24,3.0,3,3,8,CMO,Capstead Mortgage Corporation,10.11,Hold
52.23,2.9,3,3,8,UNFI,"United Natural Foods, Inc.",7.53,Hold
52.23,2.9,3,3,7,WTS,"Watts Water Technologies, Inc.",0.86,Hold
52.15,2.9,3,3,8,SJR,Shaw Communications Inc.,7.07,Hold
52.15,3.5,3,3,5,TM,Toyota Motor Corp Ltd Ord,2.07,Hold
52.08,2.2,2,6,17,ATH,Athene Holding Ltd.,17.48,Buy
52.08,2.8,4,2,7,RY,Royal Bank Of Canada,-2.52,Hold
52.06,3.3,4,3,2,PAYX,"Paychex, Inc.",1.53,Hold
52.05,3.0,3,3,17,KREF,KKR Real Estate Finance Trust Inc.,10.26,Hold
51.97,4.0,3,3,3,CHT,"Chunghwa Telecom Co., Ltd.",0.16,Hold
51.94,2.6,4,2,17,HLNE,Hamilton Lane Incorporated,-0.3,Hold
51.91,2.9,4,3,8,CMG,"Chipotle Mexican Grill, Inc.",30.65,Hold
51.91,2.8,3,3,8,RWT,"Redwood Trust, Inc.",3.14,Hold
51.84,2.6,5,2,7,NAVI,Navient Corporation,16.04,Hold
51.83,3.0,3,3,7,FIG,Fortress Investment Group LLC,1.0,Hold
51.81,2.5,4,2,9,TIME,Time Inc.,1.69,Hold
51.79,3.1,3,3,7,SNH,Senior Housing Properties Trust,3.25,Hold
51.79,2.6,3,3,9,CCP,"Care Capital Properties, Inc.",4.08,Hold
51.79,2.9,4,3,3,RMAX,"RE/MAX Holdings, Inc.",-3.45,Hold
51.78,3.0,3,3,7,CIM,Chimera Investment Corporation,0.7,Hold
51.78,2.7,3,3,8,TV,Grupo Televisa S.A.,-0.17,Hold
51.78,2.9,4,3,3,SWX,"Southwest Gas Holdings, Inc.",-3.47,Hold
51.77,2.9,4,3,3,TRV,"The Travelers Companies, Inc.",-3.57,Hold
51.77,3.0,3,3,8,TBI,"TrueBlue, Inc.",7.28,Hold
51.75,3.0,3,3,7,AEG,Aegon NV,0.49,Hold
51.7,2.8,3,3,8,AINV,Apollo Investment Corporation,1.88,Hold
51.63,6,1,6,8,LVNTB,Liberty Interactive Corporation,6.42,Buy
51.62,3.0,4,3,5,PB,"Prosperity Bancshares, Inc.",11.41,Hold
51.61,2.0,3,3,17,HSBC,HSBC Holdings plc,-16.94,Hold
51.56,3.0,3,3,7,NORD,"Nord Anglia Education, Inc.",-0.61,Hold
51.55,2.8,4,3,5,DVA,DaVita Inc.,5.95,Hold
51.54,3.3,3,3,5,FII,"Federated Investors, Inc.",-6.59,Hold
51.53,2.7,3,3,5,PRLB,"Proto Labs, Inc.",-21.68,Hold
51.52,3.1,3,3,6,WU,Western Union Company (The),-5.03,Hold
51.51,3.1,4,3,4,SO,Southern Company (The),6.54,Hold
51.48,2.7,4,3,5,LYB,LyondellBasell Industries NV,3.05,Hold
51.45,3.0,3,3,8,NMR,Nomura Holdings Inc ADR,5.37,Hold
51.45,2.7,4,3,6,RLJ,RLJ Lodging Trust,9.52,Hold
51.44,2.8,3,3,8,LQ,La Quinta Holdings Inc.,0.28,Hold
51.39,3.0,2,3,10,SYNT,"Syntel, Inc.",-6.66,Hold
51.38,2.9,3,3,8,SKT,"Tanger Factory Outlet Centers, Inc.",2.45,Hold
51.36,3.2,3,3,5,UTHR,United Therapeutics Corporation,-10.2,Hold
51.36,2.6,4,3,6,VALE,VALE S.A.,6.5,Hold
51.35,3.1,3,3,7,WSTC,West Corporation,0.6,Hold
51.32,2.8,3,3,5,SCSS,Select Comfort Corporation,-20.42,Hold
51.28,3.0,3,3,8,GPS,"Gap, Inc. (The)",4.34,Hold
51.22,3.0,3,3,8,DRQ,"Dril-Quip, Inc.",3.96,Hold
51.21,3.4,2,4,3,MDC,"M.D.C. Holdings, Inc.",-19.38,Hold
51.11,3.0,3,3,4,OB,"OneBeacon Insurance Group, Ltd.",-23.33,Hold
51.11,3.0,3,3,8,SSTK,"Shutterstock, Inc.",3.33,Hold
51.11,3.2,3,3,8,GWW,"W.W. Grainger, Inc.",8.32,Hold
51.08,4.0,3,6,4,CAJ,"Canon, Inc.",0.38,Hold
51.07,3.2,4,3,3,WGL,WGL Holdings Inc,-0.26,Hold
51.05,2.7,3,3,8,GHDX,"Genomic Health, Inc.",-4.55,Hold
51.04,3.3,3,6,6,BSBR,Banco Santander Brasil SA,-3.98,Hold
51.04,3.1,3,3,7,LXP,Lexington Realty Trust,-1.28,Hold
51.01,2.8,4,3,5,O,Realty Income Corporation,2.73,Hold
51.0,2.5,4,3,8,RPT,Ramco-Gershenson Properties Trust,15.19,Hold
50.94,2.4,5,2,8,MAT,"Mattel, Inc.",12.33,Hold
50.94,2.7,4,2,8,WUBA,58.com Inc.,-5.19,Hold
50.93,2.5,5,3,6,ABG,Asbury Automotive Group Inc,26.39,Hold
50.91,2.7,4,3,5,NHI,"National Health Investors, Inc.",-0.4,Hold
50.89,3.2,3,3,11,DO,"Diamond Offshore Drilling, Inc.",27.01,Hold
50.88,2.8,3,3,9,DK,"Delek US Holdings, Inc.",3.6,Hold
50.88,2.6,4,2,9,YELP,Yelp Inc.,-1.39,Hold
50.75,2.7,4,3,7,GNRC,Generac Holdlings Inc.,11.97,Hold
50.73,2.7,3,3,8,S,Sprint Corporation,-6.43,Hold
50.71,3.0,3,3,8,ALR,Alere Inc.,0.93,Hold
50.7,3.0,3,3,8,BRCD,"Brocade Communications Systems, Inc.",0.87,Hold
50.7,3.0,4,3,5,AHL,Aspen Insurance Holdings Limited,5.88,Hold
50.67,2.9,3,3,8,JWN,"Nordstrom, Inc.",-1.8,Hold
50.64,1.7,3,6,17,UNIT,Uniti Group Inc.,21.35,Buy
50.64,3.0,4,3,5,KMB,Kimberly-Clark Corporation,5.53,Hold
50.59,3.0,3,3,6,KRA,Kraton Corporation,-13.12,Hold
50.57,2.8,3,3,9,SUN,Sunoco LP,1.78,Hold
50.56,2.9,4,3,5,ARI,Apollo Commercial Real Estate Finance,2.55,Hold
50.55,2.9,4,3,3,ANSS,"ANSYS, Inc.",-10.85,Hold
50.53,3.0,3,3,8,FGL,Fidelity and Guaranty Life,-0.16,Hold
50.53,1.0,3,6,17,RELX,RELX PLC,3.2,Buy
50.51,2.9,3,3,17,HCP,"HCP, Inc.",0.03,Hold
50.48,6,3,2,17,AMFW,Amec Plc Ord,27.88,Buy
50.48,3.0,3,3,6,TNC,Tennant Company,-13.8,Hold
50.44,2.8,3,3,9,PRGO,Perrigo Company,1.0,Hold
50.43,2.5,4,2,10,PAY,"Verifone Systems, Inc.",0.1,Hold
50.42,4.0,3,3,5,NVO,Novo Nordisk A/S,4.17,Hold
50.42,2.5,3,3,11,VSTO,Vista Outdoor Inc.,6.71,Hold
50.38,2.7,4,3,8,GTLS,"Chart Industries, Inc.",16.45,Hold
50.33,3.0,4,3,6,SBRA,"Sabra Healthcare REIT, Inc.",10.31,Hold
50.33,2.9,4,3,6,HL,Hecla Mining Company,7.8,Hold
50.32,2.5,4,3,8,MSGN,MSG Networks Inc.,11.11,Hold
50.28,3.2,4,3,5,CPB,Campbell Soup Company,8.34,Hold
50.28,2.5,3,3,17,IHG,Intercontinental Hotels Group,-11.1,Hold
50.27,2.7,3,3,10,JCP,"J.C. Penney Company, Inc. Holding Company",4.09,Hold
50.27,2.4,5,2,7,RMP,Rice Midstream Partners LP,1.65,Hold
50.24,1.8,4,1,17,PVG,"Pretium Resources, Inc.",46.45,
50.23,2.9,3,3,8,MNTA,"Momenta Pharmaceuticals, Inc.",-4.48,Hold
50.2,3.0,4,3,4,PDCO,"Patterson Companies, Inc.",-3.82,Hold
50.17,3.0,4,3,4,CINF,Cincinnati Financial Corporation,-3.99,Hold
50.16,2.9,3,3,9,UAA,"Under Armour, Inc.",1.78,Hold
50.12,2.6,4,3,8,SONC,Sonic Corp.,12.38,Hold
50.11,3.0,3,3,17,PKY,"Parkway, Inc.",0.57,Hold
50.06,2.9,4,3,7,AEO,"American Eagle Outfitters, Inc.",12.85,Hold
50.05,2.8,3,3,9,SPLS,"Staples, Inc.",-1.38,Hold
50.05,3.0,3,3,17,PTHN,Patheon N.V.,0.26,Hold
50.03,2.7,4,3,6,PEB,Pebblebrook Hotel Trust,1.0,Hold
50.0,1.0,1,6,17,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,0,Hold
50.0,3.0,1,6,17,KYN,Kayne Anderson MLP Investment Company,75.44,Hold
49.97,2.9,3,3,8,WETF,"WisdomTree Investments, Inc.",-6.02,Hold
49.96,2.6,5,3,5,CAKE,The Cheesecake Factory Incorporated,16.42,Hold
49.92,2.9,3,3,8,BCH,Banco De Chile,-6.3,Hold
49.92,2.9,3,3,12,FIT,"Fitbit, Inc.",20.37,Hold
49.89,2.8,5,3,6,NSH,"Nustar GP Holdings, LLC",27.66,Hold
49.77,3.0,3,3,10,OII,"Oceaneering International, Inc.",8.61,Hold
49.74,2.6,3,3,11,CAFD,8point3 Energy Partners LP,5.12,Hold
49.72,2.8,3,3,8,TSLA,"Tesla, Inc. ",-9.99,Hold
49.72,2.5,5,2,7,TGNA,TEGNA Inc.,0.83,Hold
49.66,2.6,5,2,8,KR,Kroger Company (The),9.61,Hold
49.64,3.4,2,4,8,SAM,"Boston Beer Company, Inc. (The)",4.52,Hold
49.62,3.0,4,3,4,AIZ,"Assurant, Inc.",-7.27,Hold
49.55,2.9,4,3,6,RYN,Rayonier Inc.,3.16,Hold
49.51,2.9,4,3,6,TRI,Thomson Reuters Corp,2.87,Hold
49.47,2.9,3,3,8,ODP,"Office Depot, Inc.",-9.01,Hold
49.44,3.0,3,3,8,AGNC,AGNC Investment Corp.,-6.71,Hold
49.43,3.2,3,3,9,CMCM,Cheetah Mobile Inc.,4.93,Hold
49.42,3.2,3,3,11,CYH,"Community Health Systems, Inc.",18.2,Hold
49.37,3.4,3,3,5,UBNT,"Ubiquiti Networks, Inc.",-17.14,Hold
49.37,3.0,4,3,7,AZZ,AZZ Inc.,11.22,Hold
49.32,2.7,4,3,8,PBF,PBF Energy Inc.,10.11,Hold
49.32,2.7,4,3,7,WRI,Weingarten Realty Investors,3.45,Hold
49.22,2.8,4,3,6,OHI,"Omega Healthcare Investors, Inc.",-1.35,Hold
49.19,2.8,5,3,6,GPI,"Group 1 Automotive, Inc.",23.48,Hold
49.19,2.5,5,3,4,SCG,Scana Corporation,2.63,Hold
49.15,3.2,4,3,5,GIS,"General Mills, Inc.",1.58,Hold
49.14,2.9,4,3,6,ADM,Archer-Daniels-Midland Company,0.7,Hold
49.09,2.8,4,3,8,AN,"AutoNation, Inc.",11.23,Hold
49.08,3.5,5,3,17,BCS,Barclays PLC,7.9,Buy
49.08,3.1,3,3,9,MBLY,Mobileye N.V.,0.3,Hold
48.99,3.0,3,3,17,RNR,RenaissanceRe Holdings Ltd.,-5.05,Hold
48.95,2.6,4,3,8,ERIC,Ericsson,5.38,Hold
48.9,3.2,3,3,6,NYT,New York Times Company (The),-18.26,Hold
48.85,3.1,3,3,9,HP,"Helmerich & Payne, Inc.",-1.04,Hold
48.8,3.2,3,4,4,HE,"Hawaiian Electric Industries, Inc.",-7.18,Hold
48.74,3.1,3,4,3,NWN,Northwest Natural Gas Company,-16.73,Hold
48.61,2.8,1,6,3,RAI,Reynolds American Inc,0,
48.6,3.0,4,3,5,MOH,Molina Healthcare Inc,-6.76,Hold
48.59,3.6,2,4,7,HTLD,"Heartland Express, Inc.",-3.49,Hold
48.59,2.8,4,3,7,MD,"Mednax, Inc",1.52,Hold
48.57,2.8,4,3,8,TCO,"Taubman Centers, Inc.",8.11,Hold
48.5,2.8,3,3,8,TPX,"Tempur Sealy International, Inc.",-17.33,Hold
48.48,3.0,4,3,7,STFC,State Auto Financial Corporation,5.88,Hold
48.48,2.8,4,3,7,DSW,DSW Inc.,0.9,Hold
48.46,3.2,4,3,3,AWR,American States Water Company,-15.92,Hold
48.43,1.5,3,6,17,CGBD,"TCG BDC, Inc.",3.09,Buy
48.41,3.0,3,3,11,UE,Urban Edge Properties,7.1,Hold
48.39,4.0,2,3,17,BBVA,Banco Bilbao Viscaya Argentaria S.A.,-8.03,Hold
48.36,3.1,4,3,7,NYCB,"New York Community Bancorp, Inc.",7.67,Hold
48.34,2.8,4,3,7,NXPI,NXP Semiconductors N.V.,0.06,Hold
48.34,4.0,2,3,10,DB,Deutsche Bank AG,0.06,Hold
48.33,3.1,3,3,11,SSYS,"Stratasys, Ltd.",9.14,Hold
