Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
71.75,3,2,8,EGHT,8x8 Inc,30.43,Buy
70.65,3,1,8,TWOU,"2U, Inc.",-0.1,Buy
65.48,2,3,1,SRCE,1st Source Corporation,2.4,Hold
63.26,1,3,3,JOBS,"51job, Inc.",-20.39,Hold
47.47,3,3,11,CAFD,8point3 Energy Partners LP,4.02,Hold
