Rating,Ticker,Company Name,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Projected Change % in 12 Months,CNN Recommendation
89.58,MU,"Micron Technology, Inc.",2.00,1,2,1.7000000000000002,4,50.94,1
89.38,CR,Crane Company,1.40,2,1,1.0,3,24.59,1
88.29,ATSG,"Air Transport Services Group, Inc",1.90,1,2,1.0,5,31.4,1
88.2,MDR,"McDermott International, Inc.",2.40,1,2,6,6,49.34,1
88.02,KB,KB Financial Group Inc,1.00,1,1,6,8,36.77,1
88.01,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",1.60,2,1,1.0,5,29.73,1
87.98,MKSI,"MKS Instruments, Inc.",1.80,3,1,1.0,4,47.91,1
87.91,TLK,"PT Telekomunikasi Indonesia, Tbk",3.00,1,1,6,5,16.2,1
87.59,AAWW,Atlas Air Worldwide Holdings,1.90,2,1,1.0,5,27.19,1
87.24,BAM,Brookfield Asset Management Inc,1.80,1,1,6,5,12.85,1
87.14,UNH,UnitedHealth Group Incorporated,1.50,2,1,6,1,10.7,1
87.05,PGR,Progressive Corporation (The),2.30,1,2,6,1,10.23,1
86.98,COHR,"Coherent, Inc.",1.70,3,1,1.0,5,48.54,1
86.98,ZBRA,Zebra Technologies Corporation,1.90,1,2,1.0,5,23.57,1
86.81,SINA,Sina Corporation,1.60,2,1,1.2999999999999998,8,72.33,1
86.63,SBGI,"Sinclair Broadcast Group, Inc.",1.60,3,1,1.0,5,46.44,1
86.57,GMS,GMS Inc.,1.90,1,1,6,8,29.5,1
86.48,AABA,Altaba Inc.,2.70,1,1,1.7000000000000002,8,33.07,1
86.47,SBCF,Seacoast Banking Corporation of Florida,2.30,2,2,1.0,2,25.5,1
86.38,MLNX,"Mellanox Technologies, Ltd.",2.20,1,2,1.7999999999999998,5,39.96,1
86.2,LOXO,"Loxo Oncology, Inc.",1.70,3,1,1.0,17,31.01,1
86.0,GOOG,Alphabet Inc.,1.80,1,1,1.5,5,5.19,1
85.8,CNQ,Canadian Natural Resources Limited,1.90,1,1,6,7,19.0,1
85.63,BTU,Peabody Energy Corporation,2.00,1,1,6,8,24.82,1
85.45,KFY,Korn/Ferry International,1.80,1,2,6,2,8.9,1
85.42,PENN,"Penn National Gaming, Inc.",2.20,1,2,1.0,6,20.85,1
85.41,ADBE,Adobe Systems Incorporated,2.00,1,2,1.5,3,13.29,1
85.4,CMA,Comerica Incorporated,2.40,1,2,6,2,8.67,1
85.33,KRNY,Kearny Financial,2.30,1,2,1.0,6,20.3,1
85.3,CACI,"CACI International, Inc.",1.90,1,2,6,2,8.19,1
85.2,IDTI,"Integrated Device Technology, Inc.",2.10,2,1,1.0,5,12.85,1
85.17,GIII,"G-III Apparel Group, LTD.",2.20,1,2,1.0,6,19.34,1
85.01,ETFC,E*TRADE Financial Corporation,1.80,3,1,1.0,2,16.73,1
85.0,AMRN,Amarin Corporation plc,1.60,4,1,1.0,17,189.86,1
85.0,ESPR,"Esperion Therapeutics, Inc.",2.50,3,2,1.0,17,69.93,1
85.0,RDUS,"Radius Health, Inc.",2.30,3,2,1.0,17,111.36,1
85.0,TELL,Tellurian Inc.,2.00,3,2,1.0,17,85.92,1
84.95,LRCX,Lam Research Corporation,1.90,3,1,1.4000000000000004,3,33.05,1
84.93,CVCO,"Cavco Industries, Inc.",1.50,1,2,6,2,6.33,1
84.88,LAUR,"Laureate Education, Inc.",1.70,1,1,1.0,12,32.59,1
84.76,SYK,Stryker Corporation,2.00,1,2,6,3,12.13,1
84.72,HOME,At Home Group Inc.,1.60,1,1,6,8,20.25,1
84.7,ASGN,"On Assignment, Inc.",1.80,2,1,6,2,5.16,1
84.67,SNP,China Petroleum & Chemical Corporation,1.70,1,1,6,6,6.7,1
84.59,VNOM,Viper Energy Partners LP,1.90,3,1,1.0,2,14.2,1
84.57,RUSHB,"Rush Enterprises, Inc.",6,1,2,2.0,3,20.73,1
84.52,LOGI,Logitech International S.A.,2.00,1,2,1.0,4,2.14,1
84.48,FB,"Facebook, Inc.",1.80,3,1,1.9000000000000004,2,36.02,1
84.45,INTC,Intel Corporation,2.50,1,2,2.5,2,25.84,1
84.45,WCG,"WellCare Health Plans, Inc.",2.10,1,2,6,2,3.92,1
84.44,ALEX,"Alexander & Baldwin Holdings, Inc.",1.70,1,1,6,8,18.85,1
84.42,VLO,Valero Energy Corporation,2.00,1,2,6,3,10.44,1
84.4,JOBS,"51job, Inc.",1.70,1,1,6,7,12.0,1
84.38,SLAB,"Silicon Laboratories, Inc.",2.20,6,2,1.0,5,23.55,1
84.37,CE,Celanese Corporation,2.10,1,2,6,3,10.2,1
84.36,SLM,SLM Corporation,1.50,3,1,1.0,5,32.8,1
84.23,TMUS,"T-Mobile US, Inc.",1.80,3,1,1.0999999999999996,4,27.88,1
84.2,HCM,Hutchison China MediTech Limited,1.00,3,1,1.0,17,20.99,1
84.18,IBTX,"Independent Bank Group, Inc",2.00,3,1,1.0,4,25.09,1
84.13,GTLS,"Chart Industries, Inc.",2.10,1,2,1.5,5,18.94,1
84.03,MDCO,The Medicines Company,1.50,3,1,1.0,17,20.17,1
84.01,GWPH,GW Pharmaceuticals Plc,2.30,1,2,1.0,11,45.73,1
84.01,HGV,Hilton Grand Vacations Inc.,2.00,2,1,6,8,41.72,1
83.89,LITE,Lumentum Holdings Inc.,1.90,3,1,1.0,8,53.26,1
83.87,MGLN,"Magellan Health, Inc.",1.30,3,1,6,5,46.04,1
83.87,WSFS,WSFS Financial Corporation,2.00,2,2,1.0,1,3.2,1
83.84,GLNG,Golar LNG Limited,1.60,3,1,1.0,8,49.71,1
83.84,SKM,"SK Telecom Co., Ltd.",1.00,1,2,6,5,20.89,1
83.78,MPWR,"Monolithic Power Systems, Inc.",1.70,3,1,1.0,3,16.01,1
83.76,DIOD,Diodes Incorporated,2.00,1,2,1.0,5,4.25,1
83.75,BPOP,"Popular, Inc.",1.70,2,1,1.0,5,4.19,1
83.63,CSX,CSX Corporation,2.10,1,2,1.9000000000000004,2,5.97,1
83.6,EXEL,"Exelixis, Inc.",1.90,3,1,1.2999999999999998,7,49.11,1
83.6,TRQ,Turquoise Hill Resources Ltd.,3.00,1,2,6,9,46.33,1
83.51,MTZ,"MasTec, Inc.",1.60,3,1,6,4,37.55,1
83.5,HELE,Helen of Troy Limited,1.40,2,6,1.0,4,12.49,1
83.5,RUSHA,"Rush Enterprises, Inc.",1.80,1,2,2.0,4,20.98,1
83.5,GVA,Granite Construction Incorporated,1.70,3,1,6,5,44.19,1
83.45,NBIX,"Neurocrine Biosciences, Inc.",1.60,1,1,1.0,10,10.72,1
83.44,ERI,"Eldorado Resorts, Inc.",2.00,3,1,1.0,4,20.63,1
83.42,CAR,"Avis Budget Group, Inc.",2.60,1,2,2.0,8,47.19,1
83.37,MRVL,Marvell Technology Group Ltd.,2.10,2,2,1.2000000000000002,5,31.89,1
83.29,AMAT,"Applied Materials, Inc.",1.90,3,1,1.9000000000000004,3,35.56,1
83.23,EGRX,"Eagle Pharmaceuticals, Inc.",2.00,1,1,1.0,8,-3.93,1
83.19,PLT,"Plantronics, Inc.",2.30,1,2,6,6,24.29,1
83.09,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",2.50,2,2,1.0,3,11.87,1
83.06,CORT,Corcept Therapeutics Incorporated,2.40,3,2,1.0,5,134.19,1
83.06,TVTY,"Tivity Health, Inc.",1.50,4,1,1.0,5,50.83,1
83.02,CENTA,Central Garden & Pet Company,1.00,1,2,2.0,4,18.15,1
82.99,LBRDA,Liberty Broadband Corporation,1.80,3,1,1.0,7,37.96,1
82.99,EPD,Enterprise Products Partners L.P.,1.50,2,1,6,4,9.97,1
82.96,ALXN,"Alexion Pharmaceuticals, Inc.",1.70,2,1,1.2000000000000002,8,24.44,1
82.9,EGBN,"Eagle Bancorp, Inc.",1.50,3,1,1.0,5,24.09,1
82.9,LBRDK,Liberty Broadband Corporation,2.00,3,1,1.0,7,37.42,1
82.84,PATK,"Patrick Industries, Inc.",1.70,2,2,6,4,34.22,1
82.83,WTW,Weight Watchers International Inc,1.90,1,2,6,6,22.49,1
82.77,MATX,"Matson, Inc.",1.80,1,2,6,5,15.52,1
82.7,HTHT,"China Lodging Group, Limited",1.90,3,1,1.0,5,22.87,1
82.7,AER,Aercap Holdings N.V.,1.90,2,1,6,5,15.18,1
82.65,BLDR,"Builders FirstSource, Inc.",1.90,2,2,1.0,8,42.57,1
82.64,NOC,Northrop Grumman Corporation,1.90,2,2,6,3,26.51,1
82.61,ENIA,Enel Americas S.A.,2.30,1,2,6,8,34.7,1
82.55,FANG,"Diamondback Energy, Inc.",1.80,3,1,1.2000000000000002,4,20.28,1
82.51,CVS,CVS Health Corporation,1.90,2,1,6,7,27.54,1
82.5,ADI,"Analog Devices, Inc.",2.00,2,2,1.5,2,14.15,1
82.48,NXST,"Nexstar Media Group, Inc.",1.80,3,1,1.0,5,21.54,1
82.31,KMX,CarMax Inc,2.20,1,2,6,5,13.2,1
82.31,PWR,"Quanta Services, Inc.",1.80,3,1,6,5,38.22,1
82.24,CAT,"Caterpillar, Inc.",2.30,2,2,6,3,24.51,1
82.23,STMP,Stamps.com Inc.,2.00,3,1,1.0,3,6.73,1
82.22,AOS,Smith (A.O.) Corporation,2.00,2,2,6,3,24.45,1
82.21,YNDX,Yandex N.V.,2.00,2,2,1.0,6,26.61,1
82.13,TRN,"Trinity Industries, Inc.",1.90,1,2,6,5,12.33,1
81.97,JCOM,"j2 Global, Inc.",1.60,3,1,1.0,5,18.48,1
81.94,OLED,Universal Display Corporation,1.90,4,1,1.0,6,51.53,1
81.9,WAL,Western Alliance Bancorporation,1.60,3,1,6,3,22.83,1
81.88,NUE,Nucor Corporation,1.90,2,2,6,2,16.05,1
81.86,CZR,Caesars Entertainment Corporation,1.80,3,1,1.0,9,44.47,1
81.84,CDEV,"Centennial Resource Development, Inc.",1.70,3,1,1.4000000000000004,8,47.71,1
81.84,LBTYA,Liberty Global plc,2.30,3,2,1.2000000000000002,17,39.19,1
81.84,RTN,Raytheon Company,1.70,2,2,6,3,22.52,1
81.8,EVR,Evercore Partners Inc,2.00,2,2,6,1,9.01,1
81.78,MTN,"Vail Resorts, Inc.",1.90,2,2,6,1,8.9,1
81.75,SUM,"Summit Materials, Inc.",1.50,3,1,6,7,48.77,1
81.74,GWB,"Great Western Bancorp, Inc.",2.00,2,2,6,2,15.39,1
81.74,WD,"Walker & Dunlop, Inc.",2.00,1,2,6,5,10.35,1
81.73,MA,Mastercard Incorporated,1.70,3,1,6,1,8.66,1
81.72,FLIR,"FLIR Systems, Inc.",2.20,2,2,1.0,3,3.64,1
81.72,VGR,Vector Group Ltd.,1.00,3,1,6,7,48.6,1
81.69,USAC,"USA Compression Partners, LP",2.10,1,2,6,8,30.11,1
81.69,WNS,WNS (Holdings) Limited,1.60,3,1,6,2,15.13,1
81.66,ZEN,"Zendesk, Inc.",1.90,1,1,6,9,11.63,1
81.65,NCSM,"NCS Multistage Holdings, Inc.",1.80,4,1,1.0,17,33.25,1
81.59,ENIC,Enel Chile S.A.,2.80,1,2,6,8,29.64,1
81.57,EXLS,"ExlService Holdings, Inc.",2.20,2,2,1.0,4,9.43,1
81.56,LOW,"Lowe&#39;s Companies, Inc.",1.90,2,2,6,1,7.78,1
81.49,IDCC,"InterDigital, Inc.",1.50,3,1,1.0,5,15.62,1
81.46,OTEX,Open Text Corporation,2.10,3,1,1.2999999999999998,4,16.28,1
81.43,SUPN,"Supernus Pharmaceuticals, Inc.",1.80,3,1,1.0,4,8.59,1
81.42,CSCO,"Cisco Systems, Inc.",2.10,2,2,1.4000000000000004,4,18.5,1
81.37,TX,Ternium S.A.,1.90,3,1,6,5,33.54,1
81.34,ROP,"Roper Technologies, Inc.",2.00,2,2,6,1,6.71,1
81.31,SMTC,Semtech Corporation,1.70,3,1,1.2000000000000002,5,19.51,1
81.28,UNP,Union Pacific Corporation,2.30,2,2,6,1,6.38,1
81.25,COP,ConocoPhillips,2.10,1,2,6,5,7.93,1
81.25,DAR,Darling Ingredients Inc.,2.00,1,2,6,5,7.93,1
81.21,STL,Sterling Bancorp,1.70,3,1,6,5,32.74,1
81.13,AQN,Algonquin Power & Utilities Corp.,6,1,1,6,11,22.32,1
81.13,IBP,"Installed Building Products, Inc.",2.00,3,1,6,5,32.34,1
81.06,LSXMK,Liberty Media Corporation,2.00,2,6,1.0,8,26.98,1
81.04,GEF,Greif Bros. Corporation,2.00,2,2,6,5,31.88,1
80.98,EWBC,"East West Bancorp, Inc.",2.10,2,2,1.7000000000000002,3,16.73,1
80.97,WB,Weibo Corporation,1.80,4,1,1.5,5,72.96,1
80.91,KW,Kennedy-Wilson Holdings Inc.,2.00,1,2,6,8,26.21,1
80.9,GEO,Geo Group Inc (The),2.30,1,2,6,6,12.84,1
80.9,KEYS,Keysight Technologies Inc.,1.60,2,1,6,5,6.16,1
80.89,ILMN,"Illumina, Inc.",1.90,1,2,1.4000000000000004,5,-3.02,1
80.89,SWKS,"Skyworks Solutions, Inc.",2.10,2,2,1.5,5,24.5,1
80.86,MATW,Matthews International Corporation,2.00,3,1,2.0,5,36.85,1
80.85,STRA,"Strayer Education, Inc.",1.70,3,1,1.0,5,11.74,1
80.82,IPGP,IPG Photonics Corporation,1.80,3,6,1.2999999999999998,3,24.93,1
80.82,ASH,Ashland Global Holdings Inc.,2.00,2,1,6,5,5.78,1
80.81,ESNT,Essent Group Ltd.,2.10,2,2,6,5,30.72,1
80.78,IX,Orix Corp Ads,1.00,2,1,2.2,6,23.04,1
80.77,CNC,Centene Corporation,2.10,2,2,6,2,10.51,1
80.77,FAF,First American Corporation (The),2.20,2,2,6,3,17.18,1
80.75,NEE,"NextEra Energy, Inc.",1.90,2,2,6,1,3.77,1
80.71,INGN,"Inogen, Inc",1.90,1,2,6,5,5.2,1
80.69,STM,STMicroelectronics N.V.,2.60,2,2,6,4,23.45,1
80.67,QUAD,"Quad Graphics, Inc",1.00,3,1,6,8,53.47,1
80.67,WRD,WildHorse Resource Development Corporation,1.90,2,2,6,8,67.36,1
80.66,STLD,"Steel Dynamics, Inc.",2.10,2,2,2.0,2,15.64,1
80.64,JBHT,"J.B. Hunt Transport Services, Inc.",2.30,2,2,1.7000000000000002,3,14.69,1
80.6,ANET,"Arista Networks, Inc.",2.30,2,2,6,3,16.34,1
80.59,STI,"SunTrust Banks, Inc.",2.20,2,2,6,1,2.95,1
80.58,HUM,Humana Inc.,1.90,2,2,6,1,2.88,1
80.58,MTH,Meritage Corporation,2.20,2,2,6,5,29.56,1
80.56,BPMC,Blueprint Medicines Corporation,1.60,3,1,1.0,11,76.9,1
80.56,NKTR,Nektar Therapeutics,1.80,2,1,2.0,11,97.92,1
80.51,DK,"Delek US Holdings, Inc.",1.80,2,1,6,7,17.54,1
80.49,BLK,"BlackRock, Inc.",1.90,3,1,6,3,15.76,1
80.47,UTX,United Technologies Corporation,2.10,2,2,6,3,15.7,1
80.35,APH,Amphenol Corporation,2.10,2,2,6,2,8.4,1
80.32,LULU,lululemon athletica inc.,2.30,1,2,2.0,5,8.56,1
80.29,ZAYO,"Zayo Group Holdings, Inc.",1.90,1,2,6,7,16.44,1
80.26,AGRO,Adecoagro S.A.,2.50,1,2,6,10,36.31,1
80.25,FDX,FedEx Corporation,1.90,3,1,6,4,21.24,1
80.21,SHW,Sherwin-Williams Company (The),2.00,2,2,6,1,1.07,1
80.14,WDC,Western Digital Corporation,2.10,3,2,1.7000000000000002,5,64.22,1
80.14,EDU,"New Oriental Education & Technology Group, Inc.",1.70,3,1,6,5,27.35,1
80.12,AMED,Amedisys Inc,2.00,1,2,1.7000000000000002,3,-13.45,1
80.11,TECD,Tech Data Corporation,2.00,3,2,1.0,5,32.33,1
80.09,AL,Air Lease Corporation,1.80,3,1,6,5,27.14,1
80.06,ROCK,"Gibraltar Industries, Inc.",2.30,2,2,1.0,5,7.02,1
80.04,SIVB,SVB Financial Group,2.00,1,2,2.7,3,11.07,1
80.03,RGEN,Repligen Corporation,1.60,3,1,1.0,5,6.84,1
80.03,DHI,"D.R. Horton, Inc.",2.20,2,2,6,4,20.14,1
80.0,PBYI,Puma Biotechnology Inc,2.20,3,2,2.0,17,63.2,1
80.0,UPL,Ultra Petroleum Corp.,2.50,3,3,1.0,17,155.68,1
80.0,PAM,Pampa Energia S.A.,2.10,3,2,2.0,17,76.49,1
79.99,TSS,"Total System Services, Inc.",2.20,2,2,6,2,6.61,1
79.96,HUN,Huntsman Corporation,1.90,3,1,6,5,26.46,1
79.94,AAN,"Aaron&#39;s,  Inc.",1.60,3,1,6,5,26.37,1
79.92,EMN,Eastman Chemical Company,2.40,2,2,6,3,12.94,1
79.91,ROG,Rogers Corporation,2.00,3,1,6,5,26.21,1
79.85,EQM,"EQT Midstream Partners, LP",1.90,2,2,6,7,39.27,1
79.83,A,"Agilent Technologies, Inc.",1.60,3,1,6,4,19.14,1
79.82,ALV,"Autoliv, Inc.",2.70,2,2,6,3,12.43,1
79.79,KT,KT Corporation,3.00,1,2,6,8,20.61,1
79.79,SWM,"Schweitzer-Mauduit International, Inc.",1.00,3,1,6,5,25.63,1
79.78,AJRD,"Aerojet Rocketdyne Holdings, Inc. ",2.80,1,3,6,7,38.89,1
79.76,PXD,Pioneer Natural Resources Company,1.90,3,1,6,5,25.48,1
79.76,RGR,"Sturm, Ruger & Company, Inc.",2.00,3,1,6,5,25.47,1
79.74,ANTM,"Anthem, Inc.",1.90,2,2,6,3,12.01,1
79.72,AOBC,American Outdoor Brands Corporation,2.00,3,2,1.0,8,59.24,1
79.72,AM,Antero Midstream Partners LP,1.40,3,1,6,3,11.94,1
79.7,FTAI,Fortress Transportation and Infrastructure Investors LLC,1.40,2,1,6,7,13.51,1
79.67,KNX,"Knight Transportation, Inc.",1.90,3,2,6,5,66.1,1
79.64,CDW,CDW Corporation,1.90,2,2,1.2000000000000002,4,2.82,1
79.63,VSH,"Vishay Intertechnology, Inc.",2.00,1,2,6,5,-0.2,1
79.6,AMZN,"Amazon.com, Inc.",1.70,3,1,1.0999999999999996,5,6.79,1
79.6,ITGR,Integer Holdings Corporation,1.60,1,2,6,7,12.98,1
79.57,WF,Woori Bank,1.00,1,2,6,8,19.53,1
79.55,AME,"AMTEK, Inc.",1.70,2,2,6,3,11.08,1
79.55,SERV,"ServiceMaster Global Holdings, Inc.",1.70,3,1,6,3,11.07,1
79.53,BIO,"Bio-Rad Laboratories, Inc.",2.00,2,2,6,3,10.97,1
79.5,ISRG,"Intuitive Surgical, Inc.",2.10,1,2,2.7,4,14.47,1
79.46,EXPO,"Exponent, Inc.",2.50,3,2,1.0,3,15.11,1
79.44,CVLT,"Commvault Systems, Inc.",1.80,1,1,3.0,8,23.32,1
79.41,CLF,Cliffs Natural Resources Inc.,2.10,1,1,6,8,-6.28,1
79.39,FRME,First Merchants Corporation,2.20,2,2,2.0,1,1.36,1
79.38,ULTA,"Ulta Beauty, Inc.",2.10,2,2,1.5999999999999996,4,11.28,1
79.35,KOS,Kosmos Energy Ltd.,1.90,2,1,6,8,18.41,1
79.35,RS,Reliance Steel & Aluminum Co.,2.00,2,2,6,3,10.08,1
79.33,AGI,Alamos Gold Inc.,2.20,3,1,6,9,57.19,1
79.31,MPC,Marathon Petroleum Corporation,1.60,3,1,6,4,16.56,1
79.3,VRNT,Verint Systems Inc.,1.70,1,6,1.7000000000000002,8,10.68,1
79.3,COF,Capital One Financial Corporation,2.00,2,2,6,5,23.17,1
79.28,ARLP,"Alliance Resource Partners, L.P.",2.00,3,1,1.0,7,15.68,1
79.28,STE,STERIS plc,2.00,3,2,1.0,1,0.71,1
79.24,HMSY,HMS Holdings Corp,1.80,1,2,1.7999999999999998,5,-2.87,1
79.21,DAL,"Delta Air Lines, Inc.",1.60,3,1,6,5,22.7,1
79.16,FCB,"FCB Financial Holdings, Inc.",2.60,3,2,6,2,27.45,1
79.15,ZNGA,Zynga Inc.,2.40,1,2,2.3,7,22.4,1
79.14,HLI,"Houlihan Lokey, Inc.",2.10,2,2,6,4,15.7,1
79.13,IOSP,Innospec Inc.,2.30,2,2,6,3,9.0,1
79.12,IGT,International Game Technology,1.50,3,1,6,8,42.27,1
79.11,LAZ,Lazard Ltd.,1.90,3,1,6,5,22.2,1
79.1,CW,Curtiss-Wright Corporation,1.80,2,2,6,4,15.5,1
79.05,ABMD,"ABIOMED, Inc.",1.70,2,2,6,5,21.93,1
79.05,ON,ON Semiconductor Corporation,2.20,6,2,2.3,4,22.74,1
79.01,LTXB,"LegacyTexas Financial Group, Inc.",2.00,3,6,1.0,3,8.4,1
79.01,FL,"Foot Locker, Inc.",2.20,2,2,6,6,28.39,1
79.0,ETN,"Eaton Corporation, PLC",2.10,2,2,6,3,8.31,1
78.99,MRC,MRC Global Inc.,2.30,1,2,6,6,3.28,1
78.99,TKC,Turkcell Iletisim Hizmetleri AS,1.80,3,1,6,8,41.63,1
78.93,FBC,"Flagstar Bancorp, Inc.",1.90,3,1,6,5,21.31,1
78.93,IR,Ingersoll-Rand plc (Ireland),2.20,2,2,6,3,8.0,1
78.93,WPM,Wheaton Precious Metals Corp.,1.80,3,1,6,6,27.97,1
78.89,SEIC,SEI Investments Company,2.30,3,2,1.0,5,25.02,1
78.88,OSK,Oshkosh Corporation,2.20,2,2,6,5,21.07,1
78.85,NPO,EnPro Industries,1.70,3,1,6,7,34.26,1
78.83,AAPL,Apple Inc.,2.00,2,2,1.7999999999999998,3,6.3,1
78.81,SYF,Synchrony Financial,2.00,3,2,6,5,45.71,1
78.76,DOX,Amdocs Limited,1.90,3,2,1.0,3,10.88,1
78.75,INDB,Independent Bank Corp.,2.30,1,2,1.0,1,-2.48,2
78.74,WMGI,Wright Medical Group N.V.,1.90,1,2,1.5,9,13.27,1
78.73,V,Visa Inc.,1.80,3,1,2.5,1,9.91,1
78.7,BC,Brunswick Corporation,1.80,3,1,6,4,13.49,1
78.69,ROST,"Ross Stores, Inc.",2.10,2,2,2.0,2,3.78,1
78.69,ARW,"Arrow Electronics, Inc.",2.10,2,2,6,5,20.13,1
78.68,BGNE,"BeiGene, Ltd.",1.70,4,1,1.0,17,18.38,1
78.66,ECPG,Encore Capital Group Inc,2.10,3,2,1.0,8,43.65,1
78.66,MIME,Mimecast Limited,1.90,3,1,1.0,10,31.94,1
78.66,PFGC,Performance Food Group Company,2.30,2,2,6,3,6.65,1
78.64,XOG,"Extraction Oil & Gas, Inc.",1.90,3,1,1.0,9,25.16,1
78.62,CFG,"Citizens Financial Group, Inc.",2.20,2,2,6,5,19.79,1
78.61,TIVO,TiVo Corporation,2.00,3,1,2.0,9,97.37,1
78.61,VECO,Veeco Instruments Inc.,2.00,3,2,1.0,9,54.39,1
78.58,TKR,Timken Company (The),2.10,2,2,6,5,19.57,1
78.57,TREE,"LendingTree, Inc.",2.20,2,2,2.3,6,37.28,1
78.53,MTDR,Matador Resources Company,1.90,3,1,6,5,19.3,1
78.53,PRU,"Prudential Financial, Inc.",2.20,2,2,6,5,19.33,1
78.48,GRA,W.R. Grace & Co.,1.80,2,1,6,8,14.06,1
78.47,SRPT,"Sarepta Therapeutics, Inc.",1.80,3,1,1.5,11,70.51,1
78.45,KLAC,KLA-Tencor Corporation,2.10,3,2,1.7000000000000002,2,19.88,1
78.4,BDC,Belden Inc,1.80,3,1,6,8,38.69,1
78.39,EXC,Exelon Corporation,2.00,2,2,6,3,5.26,1
78.38,ALRM,"Alarm.com Holdings, Inc.",1.80,3,2,1.0,5,21.92,1
78.38,DE,Deere & Company,2.10,3,2,6,3,30.25,1
78.38,FBHS,"Fortune Brands Home & Security, Inc.",2.30,2,2,6,5,18.56,1
78.32,BIIB,Biogen Inc.,2.00,2,2,1.5999999999999996,5,11.61,1
78.32,BAH,Booz Allen Hamilton Holding Corporation,2.10,2,2,6,4,11.61,1
78.31,FIBK,"First Interstate BancSystem, Inc.",2.00,2,2,2.0,3,8.17,1
78.3,AXE,Anixter International Inc.,2.70,1,2,6,7,6.52,1
78.27,GDDY,GoDaddy Inc.,2.00,2,1,6,7,6.34,1
78.26,ATHM,Autohome Inc.,1.90,3,1,6,5,17.95,1
78.24,MS,Morgan Stanley,2.20,2,2,6,5,17.88,1
78.22,CDK,"CDK Global, Inc.",1.80,3,2,1.0,6,27.67,1
78.2,SC,Santander Consumer USA Holdings Inc.,2.30,1,2,6,8,12.65,1
78.15,STWD,"STARWOOD PROPERTY TRUST, INC.",2.00,2,1,6,7,5.73,1
78.11,NCS,"NCI Building Systems, Inc.",2.60,1,2,6,6,48.87,2
78.1,RXN,Rexnord Corporation,1.60,3,1,6,5,17.17,1
78.05,CDNS,"Cadence Design Systems, Inc.",2.30,2,2,2.0,3,6.66,1
78.05,OKTA,"Okta, Inc.",1.80,2,6,1.0,10,25.25,1
78.05,LDOS,"Leidos Holdings, Inc.",1.80,3,1,6,4,10.26,1
78.04,HOMB,"Home BancShares, Inc.",1.90,2,1,3.0,5,19.91,1
78.02,PEGA,Pegasystems Inc.,1.60,3,6,1.0,7,30.08,1
