Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
88.51,2.0,1,1,6,4,FDP,"Fresh Del Monte Produce, Inc.",26.08,Buy
88.27,1.7,1,1,6,4,BRKS,"Brooks Automation, Inc.",17.12,Buy
88.08,1.8,1,1,1.2000000000000002,6,ALXN,"Alexion Pharmaceuticals, Inc.",24.88,Buy
88.06,2.0,1,1,6,8,AGRO,Adecoagro S.A.,56.09,Buy
87.96,1.8,3,1,1.0,17,XOG,"Extraction Oil & Gas, Inc.",47.78,Buy
87.84,1.7,2,1,1.0,4,APOG,"Apogee Enterprises, Inc.",27.38,Buy
87.7,1.7,2,1,1.0,2,ORBK,Orbotech Ltd.,13.06,Buy
87.55,1.5,2,1,1.0,2,LOPE,"Grand Canyon Education, Inc.",7.01,Buy
87.51,2.0,1,1,6,6,DAL,"Delta Air Lines, Inc.",33.39,Buy
87.29,1.7,3,1,1.0,2,COHR,"Coherent, Inc.",35.18,Buy
86.9,1.6,3,1,1.0,5,SBGI,"Sinclair Broadcast Group, Inc.",61.08,Buy
86.88,1.8,2,1,6,2,WAL,Western Alliance Bancorporation,22.92,Buy
86.82,1.8,1,1,6,5,TRP,TransCanada Corporation,17.57,Buy
86.79,1.8,1,1,1.7999999999999998,4,GOOG,Alphabet Inc.,17.56,Buy
85.95,1.0,1,2,2.0,4,CENTA,Central Garden & Pet Company,21.66,Buy
85.94,2.0,1,1,6,5,HUN,Huntsman Corporation,17.3,Buy
85.75,1.9,2,1,1.5,2,SSNC,"SS&C Technologies Holdings, Inc.",16.93,Buy
85.69,1.5,3,1,6,3,EBIX,"Ebix, Inc.",39.96,Buy
85.56,1.8,2,1,1.0,3,LHCG,LHC Group,7.25,Buy
85.52,2.0,2,1,1.0,5,SKYW,"SkyWest, Inc.",25.34,Buy
85.46,1.9,3,1,1.0,17,PSDO,"Presidio, Inc.",35.24,Buy
85.44,1.8,3,1,1.0,17,NCSM,"NCS Multistage Holdings, Inc.",32.66,Buy
85.41,1.5,1,2,6,3,MFC,Manulife Financial Corp,13.3,Buy
85.4,1.6,1,1,2.0,5,MMSI,"Merit Medical Systems, Inc.",14.47,Buy
85.35,1.9,1,2,1.4000000000000004,2,IPGP,IPG Photonics Corporation,11.63,Buy
85.27,2.3,1,2,1.0,2,ETFC,E*TRADE Financial Corporation,11.06,Buy
85.21,1.8,1,2,6,5,MTZ,"MasTec, Inc.",32.92,Buy
85.09,1.9,1,1,6,5,BAM,Brookfield Asset Management Inc,9.68,Buy
85.01,1.4,3,1,1.0,5,NXST,"Nexstar Media Group, Inc.",31.72,Buy
85.0,1.6,4,1,1.0,17,AIMT,"Aimmune Therapeutics, Inc.",98.74,Buy
85.0,1.6,3,1,1.0,17,DBVT,DBV Technologies S.A.,25.0,Buy
84.72,1.9,1,2,2.0,1,MCHP,Microchip Technology Incorporated,15.56,Buy
84.61,1.8,1,1,6,5,TAL,TAL Education Group,4.32,Buy
84.55,1.5,1,2,6,4,SNX,Synnex Corporation,14.8,Buy
84.45,1.9,2,1,1.5999999999999996,5,JAZZ,Jazz Pharmaceuticals plc,30.33,Buy
84.44,1.9,1,2,1.5,3,ATVI,"Activision Blizzard, Inc",14.42,Buy
84.42,1.3,3,1,1.0,5,BOFI,"BofI Holding, Inc.",25.09,Buy
84.42,1.0,4,1,1.0,17,CDEV,"Centennial Resource Development, Inc.",31.5,Buy
84.37,2.0,1,2,6,3,NSP,"Insperity, Inc.",19.54,Buy
84.37,3.0,1,1,6,1,TLK,"PT Telekomunikasi Indonesia, Tbk",6.24,Buy
84.29,2.2,1,2,6,1,OC,Owens Corning Inc,10.72,Buy
84.25,2.2,1,1,1.0,5,LBRDA,Liberty Broadband Corporation,-3.55,Buy
84.2,2.0,1,2,6,3,DLX,Deluxe Corporation,18.52,Buy
84.1,2.0,1,1,6,5,NOVT,Novanta Inc.,6.27,Buy
84.05,1.6,3,1,1.0,8,XNCR,"Xencor, Inc.",63.7,Buy
84.04,1.5,3,1,1.0,6,FNGN,"Financial Engines, Inc.",34.11,Buy
84.0,1.7,2,1,1.2999999999999998,5,AVGO,Broadcom Limited,14.67,Buy
83.96,1.9,1,2,6,3,CBG,"CBRE Group, Inc.",14.62,Buy
83.89,1.7,3,1,6,3,FN,Fabrinet,34.15,Buy
83.89,1.7,2,1,6,3,RCL,Royal Caribbean Cruises Ltd.,9.2,Buy
83.88,1.3,3,1,1.0,17,HCM,Hutchison China MediTech Limited,10.75,Buy
83.8,1.5,1,2,6,5,SKM,"SK Telecom Co., Ltd.",16.94,Buy
83.77,2.3,1,2,1.0,5,KRNY,Kearny Financial,20.57,Buy
83.75,1.7,3,1,1.0,2,EEFT,"Euronet Worldwide, Inc.",10.39,Buy
83.73,2.0,3,1,1.0,17,BYSI,"BeyondSpring, Inc.",27.36,Buy
83.69,1.9,2,1,1.0,11,ACAD,ACADIA Pharmaceuticals Inc.,53.8,Buy
83.65,2.0,1,1,1.0,11,PAM,Pampa Energia S.A.,27.25,Buy
83.61,2.0,1,1,6,12,VDTH,Videocon d2h Limited,70.39,Buy
83.53,2.1,1,2,2.0,2,ENTG,"Entegris, Inc.",18.85,Buy
83.53,1.6,2,1,1.0,5,ILG,"ILG, Inc",17.83,
83.53,1.8,4,1,1.0,3,OCLR,"Oclaro, Inc.",43.03,Buy
83.42,2.1,1,2,6,4,ALSN,"Allison Transmission Holdings, Inc.",23.05,Buy
83.39,1.8,3,1,1.2999999999999998,2,CELG,Celgene Corporation,17.91,Buy
83.39,1.6,3,1,6,4,DY,"Dycom Industries, Inc.",35.31,Buy
83.28,1.4,2,1,1.0,6,OSUR,"OraSure Technologies, Inc.",1.3,Buy
83.25,1.7,3,1,1.2000000000000002,2,CMCSA,Comcast Corporation,11.89,Buy
83.23,2.1,1,2,2.3,5,AAOI,"Applied Optoelectronics, Inc.",44.29,Buy
83.2,2.3,1,2,1.0,8,EGRX,"Eagle Pharmaceuticals, Inc.",36.59,Buy
83.07,1.9,2,1,6,2,NEE,"NextEra Energy, Inc.",2.6,Buy
83.04,1.8,3,1,1.0,5,HQY,"HealthEquity, Inc.",27.98,Buy
83.03,2.3,3,1,1.0,3,SIMO,Silicon Motion Technology Corporation,27.06,Buy
83.03,1.0,3,1,6,3,MNR,Monmouth Real Estate Investment Corporation,11.49,Buy
83.0,2.0,1,2,1.5999999999999996,6,FOX,"Twenty-First Century Fox, Inc.",29.31,Buy
82.98,2.0,3,1,2.0,17,CLVS,"Clovis Oncology, Inc.",47.91,Buy
82.93,1.6,3,1,6,1,TMO,Thermo Fisher Scientific Inc,12.57,Buy
82.88,1.8,3,1,1.0,17,TLND,Talend S.A.,17.27,Buy
82.86,1.9,1,1,1.7000000000000002,6,WB,Weibo Corporation,3.36,Buy
82.85,2.0,2,1,1.0,7,RMBS,"Rambus, Inc.",19.95,Buy
82.78,2.0,1,2,6,9,KW,Kennedy-Wilson Holdings Inc.,59.9,Buy
82.69,1.4,3,1,1.0,17,AVXS,"AveXis, Inc.",6.16,Buy
82.69,1.5,2,1,1.0,11,PRTA,Prothena Corporation plc,33.0,Buy
82.55,2.0,2,2,1.0,2,SEIC,SEI Investments Company,9.5,Buy
82.55,2.0,1,2,6,4,EW,Edwards Lifesciences Corporation,15.28,Buy
82.46,2.5,2,1,6,4,STL,Sterling Bancorp,27.27,Buy
82.41,1.7,3,1,1.5999999999999996,2,FB,"Facebook, Inc.",16.02,Buy
82.4,2.0,1,2,6,5,BDC,Belden Inc,21.06,Buy
82.37,2.0,1,2,6,5,PKX,POSCO,20.9,Buy
82.36,1.6,3,6,1.0,4,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",29.15,Buy
82.35,1.6,3,1,1.0,17,BGNE,"BeiGene, Ltd.",9.12,Buy
82.27,2.0,1,2,1.0,5,HCSG,"Healthcare Services Group, Inc.",2.56,Buy
82.24,2.0,2,2,1.0,2,EGBN,"Eagle Bancorp, Inc.",7.32,Buy
82.2,2.2,3,1,1.0,2,IIVI,II-VI Incorporated,12.04,Buy
81.96,1.6,4,1,1.0,5,SLM,SLM Corporation,40.37,Buy
81.96,2.0,3,1,1.0,17,TIG,TiGenix,16.77,Buy
81.95,1.8,1,1,6,8,BPY,Brookfield Property Partners L.P.,8.35,Buy
81.92,1.5,3,1,6,4,CBM,Cambrex Corporation,24.05,Buy
81.89,1.9,2,1,6,7,BURL,"Burlington Stores, Inc.",28.81,Buy
81.88,1.7,3,1,6,1,UNH,UnitedHealth Group Incorporated,8.8,Buy
81.87,1.0,5,1,1.0,5,UFPI,"Universal Forest Products, Inc.",49.74,Buy
81.81,1.9,3,1,6,2,NWL,Newell Brands Inc.,20.0,Buy
81.8,2.0,1,2,1.9000000000000004,2,RYAAY,Ryanair Holdings plc,1.74,Buy
81.78,2.4,1,2,6,2,ESNT,Essent Group Ltd.,7.33,Buy
81.74,2.1,2,1,6,5,TJX,"TJX Companies, Inc. (The)",19.6,Buy
81.73,1.8,3,1,1.0,5,MOMO,Momo Inc.,18.76,Buy
81.73,1.6,3,1,6,5,FLT,"FleetCor Technologies, Inc.",32.07,Buy
81.7,2.0,2,1,6,4,SPGI,S&P Global Inc.,10.17,Buy
81.69,2.0,2,2,6,1,EME,"EMCOR Group, Inc.",15.12,Buy
81.65,1.7,3,1,6,1,MTN,"Vail Resorts, Inc.",7.41,Buy
81.62,1.5,2,1,1.0,11,CZR,Caesars Entertainment Corporation,25.51,Buy
81.62,1.0,1,2,6,9,TI,Telecom Italia S.P.A.,18.06,Buy
81.6,2.0,1,2,6,5,CP,Canadian Pacific Railway Limited,16.29,Buy
81.58,1.9,2,2,6,1,TFX,Teleflex Incorporated,12.01,Buy
81.56,1.7,3,2,1.0,2,WSFS,WSFS Financial Corporation,20.09,Buy
81.56,2.0,2,1,6,4,FSS,Federal Signal Corporation,9.35,Buy
81.53,2.2,2,2,1.0,3,SLAB,"Silicon Laboratories, Inc.",14.02,Buy
81.51,2.2,2,2,1.0,2,EXLS,"ExlService Holdings, Inc.",7.24,Buy
81.45,1.5,3,1,6,5,AM,Antero Midstream Partners LP,27.85,Buy
81.43,1.8,3,1,1.0,10,OPK,"Opko Health, Inc.",92.31,Buy
81.42,1.7,3,1,6,4,GVA,Granite Construction Incorporated,26.05,Buy
81.4,1.3,2,1,2.0,6,USCR,"U S Concrete, Inc.",10.6,Buy
81.31,1.4,3,2,6,4,DOOR,Masonite International Corporation,42.86,Buy
81.31,1.0,3,1,6,7,VGR,Vector Group Ltd.,27.84,Buy
81.19,2.2,3,2,1.0,17,PI,"Impinj, Inc.",42.14,Buy
81.12,1.5,3,1,6,5,SATS,EchoStar Corporation,25.88,Buy
81.11,1.4,3,1,6,9,EVH,"Evolent Health, Inc",63.04,Buy
81.09,1.7,2,1,6,6,BABA,Alibaba Group Holding Limited,12.39,Buy
81.07,1.9,2,2,6,1,MA,Mastercard Incorporated,8.91,Buy
81.06,1.8,3,1,1.7000000000000002,17,QVCA,Liberty Interactive Corporation,23.89,Buy
81.05,2.1,1,2,6,4,RHT,"Red Hat, Inc.",8.81,Buy
81.04,2.0,2,1,6,5,LDOS,"Leidos Holdings, Inc.",12.91,Buy
80.99,1.7,3,1,1.0,3,STMP,Stamps.com Inc.,-2.23,Buy
80.98,2.1,1,2,6,5,AAN,"Aaron&#39;s,  Inc.",15.07,Buy
80.94,2.0,1,1,2.0,6,LGND,Ligand Pharmaceuticals Incorporated,-0.1,Buy
80.91,2.2,1,2,6,5,AIMC,Altra Industrial Motion Corp.,17.12,Buy
80.91,1.8,3,1,1.0,7,ARRS,ARRIS International plc,26.39,Buy
80.89,1.7,3,1,1.0,17,TTD,"The Trade Desk, Inc.",2.85,Buy
80.88,2.2,1,2,6,4,VAC,Marriot Vacations Worldwide Corporation,10.3,Buy
80.87,1.9,3,2,1.0,2,PPBI,Pacific Premier Bancorp Inc,20.23,Buy
80.83,1.8,4,1,1.5,5,FNSR,Finisar Corporation,57.98,Buy
80.82,1.9,3,1,6,2,MHK,"Mohawk Industries, Inc.",14.09,Buy
80.8,1.6,3,1,3.0,17,PBYI,Puma Biotechnology Inc,49.78,Buy
80.8,2.1,1,2,2.5,4,OLED,Universal Display Corporation,25.62,Buy
80.77,2.2,2,2,1.0,4,AAWW,Atlas Air Worldwide Holdings,15.42,Buy
80.77,1.6,3,1,1.0,17,LOXO,"Loxo Oncology, Inc.",-0.35,Buy
80.76,1.9,3,1,1.0,6,TEDU,"Tarena International, Inc.",21.15,Buy
80.76,1.8,3,1,6,3,EPAM,"EPAM Systems, Inc.",17.9,Buy
80.69,1.5,3,6,1.0,9,GLNG,Golar LNG Limited,77.69,Buy
80.67,2.0,3,2,1.0,4,KLIC,"Kulicke and Soffa Industries, Inc.",34.66,Buy
80.66,2.1,2,1,2.0,5,LOGM,"LogMein, Inc.",18.79,Buy
80.65,1.7,4,1,1.7000000000000002,17,TWNK,"Hostess Brands, Inc.",43.88,Buy
80.64,1.9,2,2,6,2,HD,"Home Depot, Inc. (The)",12.99,Buy
80.64,2.1,2,2,6,2,TER,"Teradyne, Inc.",17.98,Buy
80.58,2.1,2,2,1.2999999999999998,3,SWKS,"Skyworks Solutions, Inc.",12.42,Buy
80.56,1.8,3,1,6,8,NGHC,National General Holdings Corp,52.86,Buy
80.56,2.0,1,2,6,11,RRC,Range Resources Corporation,81.44,Buy
80.56,1.8,3,1,6,8,SLCA,"U.S. Silica Holdings, Inc.",57.23,Buy
80.55,2.4,2,1,6,5,FOE,Ferro Corporation,19.94,Buy
80.51,2.2,1,2,6,3,ANET,"Arista Networks, Inc.",1.39,Buy
80.5,1.0,3,1,2.5,5,IX,Orix Corp Ads,27.65,Buy
80.49,2.0,2,2,6,2,FMS,Fresenius Medical Care Corporation,14.62,Buy
80.48,1.8,3,1,1.0,11,ARRY,Array BioPharma Inc.,50.81,Buy
80.46,1.8,3,1,6,5,XPO,"XPO Logistics, Inc.",29.43,Buy
80.44,1.7,2,2,2.0,17,WPPGY,WPP plc,25.13,Buy
80.35,1.9,2,1,1.0,10,VRNS,"Varonis Systems, Inc.",19.94,Buy
80.34,1.8,3,1,6,5,RDN,Radian Group Inc.,28.73,Buy
80.33,1.6,3,1,6,5,MPC,Marathon Petroleum Corporation,23.66,Buy
80.32,1.8,3,1,1.5,9,SHPG,Shire plc,48.04,Buy
80.32,1.9,3,1,6,3,WRK,Westrock Company,17.78,Buy
80.31,2.2,2,2,6,1,TEL,TE Connectivity Ltd.,11.87,Buy
80.28,2.2,1,2,1.0,5,HTHT,"China Lodging Group, Limited",-6.4,Buy
80.24,1.6,3,1,1.0,12,AMRN,Amarin Corporation plc,114.72,Buy
80.24,1.6,3,1,1.0,12,NKTR,Nektar Therapeutics,50.42,Buy
80.24,2.0,3,1,6,4,NUE,Nucor Corporation,26.42,Buy
80.22,6,1,2,1.5,8,LBTYK,Liberty Global plc,15.5,Buy
80.21,2.0,2,2,6,1,FNF,"Fidelity National Financial, Inc.",6.25,Buy
80.2,2.2,1,2,2.0,5,CENT,Central Garden & Pet Company,18.05,Buy
80.19,2.5,2,2,6,1,PFS,"Provident Financial Services, Inc",18.66,Buy
80.18,1.7,3,1,6,6,MPLX,MPLX LP,31.93,Buy
80.17,1.9,2,2,1.5,3,IPAR,"Inter Parfums, Inc.",9.52,Buy
80.17,2.1,3,1,1.4000000000000004,5,OTEX,Open Text Corporation,25.35,Buy
80.14,2.3,1,2,6,4,TSN,"Tyson Foods, Inc.",8.31,Buy
80.1,1.8,3,1,6,3,ROG,Rogers Corporation,13.94,Buy
80.08,1.9,3,1,2.3,2,CHFC,Chemical Financial Corporation,22.24,Buy
80.06,1.9,3,2,1.0,17,LAUR,"Laureate Education, Inc.",27.87,Buy
80.06,2.0,3,1,1.0,2,PEGA,Pegasystems Inc.,12.02,
80.06,2.0,2,2,6,1,AVY,Avery Dennison Corporation,5.35,Buy
80.03,1.9,3,1,1.7000000000000002,5,MSCC,Microsemi Corporation,26.88,Buy
80.02,1.6,3,1,6,8,EVHC,Envision Healthcare Corporation,41.8,Buy
80.0,1.7,3,1,1.0,8,CALD,"Callidus Software, Inc.",24.2,Buy
79.98,2.3,1,2,2.5,1,ASML,ASML Holding N.V.,4.83,Buy
79.93,1.9,3,1,6,3,DOW,Dow Chemical Company (The),15.4,Buy
79.9,2.2,2,2,6,1,TSS,"Total System Services, Inc.",9.42,Buy
79.89,1.5,3,1,6,4,WNS,WNS (Holdings) Limited,11.84,Buy
79.88,1.7,3,1,1.0,12,SRPT,"Sarepta Therapeutics, Inc.",66.93,Buy
79.88,1.9,3,2,1.4000000000000004,6,WDC,Western Digital Corporation,50.19,Buy
79.88,1.8,3,1,6,5,GWB,"Great Western Bancorp, Inc.",25.96,Buy
79.86,1.4,3,2,1.0,3,ABMD,"ABIOMED, Inc.",7.35,Buy
79.86,1.7,2,2,6,4,PATK,"Patrick Industries, Inc.",16.63,Buy
79.86,1.7,3,1,6,9,MNK,Mallinckrodt plc,91.68,Buy
79.85,1.6,3,1,6,6,EPD,Enterprise Products Partners L.P.,27.41,Buy
79.83,1.7,3,1,1.0,7,BLDR,"Builders FirstSource, Inc.",16.28,Buy
79.81,1.9,3,1,6,3,FDX,FedEx Corporation,14.71,Buy
79.8,1.9,3,1,6,5,MIC,Macquarie Infrastructure Company,27.94,Buy
79.74,1.0,2,2,6,8,MTU,Mitsubishi UFJ Financial Group Inc,25.1,Buy
79.72,2.0,4,1,1.0,3,IBTX,"Independent Bank Group, Inc",21.4,Buy
79.71,2.4,1,2,6,6,OEC,Orion Engineered Carbons S.A,21.59,Buy
79.69,2.0,1,2,2.2,17,VOD,Vodafone Group Plc,8.13,Buy
79.69,1.9,2,1,6,5,BWXT,"BWX Technologies, Inc.",2.33,Buy
79.67,2.0,2,2,6,4,BGG,Briggs & Stratton Corporation,22.99,Buy
79.64,1.9,3,1,6,3,WCN,"Waste Connections, Inc.",13.65,Buy
79.6,3.1,1,2,6,1,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",5.1,Buy
79.59,1.0,3,2,6,5,SNA,Snap-On Incorporated,29.21,Buy
79.55,2.0,2,2,1.4000000000000004,7,MLCO,Melco Resorts & Entertainment Limited,31.84,Buy
79.55,1.8,3,1,6,8,CPE,Callon Petroleum Company,43.95,Buy
79.55,1.5,3,2,6,1,THO,"Thor Industries, Inc.",14.78,Buy
79.54,1.8,1,2,6,7,CC,Chemours Company (The),12.21,Buy
79.53,1.0,2,2,6,8,CHA,China Telecom Corp Ltd,23.87,Buy
79.52,1.7,2,1,6,8,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",16.28,Buy
79.51,1.8,3,1,6,5,ALK,"Alaska Air Group, Inc.",23.71,Buy
79.46,2.0,3,2,1.0,2,ON,ON Semiconductor Corporation,12.92,Buy
79.44,1.9,3,1,6,2,CI,Cigna Corporation,5.8,Buy
79.39,2.0,1,2,6,10,MBI,"MBIA, Inc.",36.32,Buy
79.37,2.1,2,2,6,2,STZ,Constellation Brands Inc,10.4,Buy
79.34,1.7,3,1,1.0,6,OSIS,"OSI Systems, Inc.",6.2,Buy
79.34,1.9,2,2,6,6,CAL,"Caleres, Inc.",31.89,Buy
79.32,1.8,3,1,6,5,MGM,MGM Resorts International,22.59,Buy
79.29,1.8,3,1,6,6,EQM,"EQT Midstream Partners, LP",29.06,Buy
79.27,1.7,3,1,1.0,9,DXCM,"DexCom, Inc.",25.72,Buy
79.21,2.1,2,2,6,3,ORCL,Oracle Corporation,16.09,Buy
79.17,2.0,4,2,1.0,17,SGYP,"Synergy Pharmaceuticals, Inc.",269.13,Buy
79.15,1.8,2,2,6,3,AFG,"American Financial Group, Inc.",8.21,Buy
79.15,1.7,3,1,6,8,RSPP,"RSP Permian, Inc.",39.06,Buy
79.14,2.2,2,2,2.0,2,FRME,First Merchants Corporation,15.68,Buy
79.13,1.8,3,1,6,5,EDU,"New Oriental Education & Technology Group, Inc.",21.44,Buy
79.12,2.1,2,2,6,2,CACI,"CACI International, Inc.",8.91,Buy
79.05,1.7,3,1,6,5,KAR,"KAR Auction Services, Inc",18.49,Buy
79.0,1.9,3,2,1.9000000000000004,1,AMAT,"Applied Materials, Inc.",23.03,Buy
79.0,2.3,2,2,6,1,B,"Barnes Group, Inc.",6.51,Buy
78.89,2.0,3,2,6,5,ACCO,Acco Brands Corporation,51.38,Buy
78.88,2.3,2,2,1.0,4,SHOO,"Steven Madden, Ltd.",4.65,Buy
78.87,1.6,4,6,1.0,5,CBPO,"China Biologic Products, Inc.",39.88,Buy
78.85,1.6,3,1,6,5,MTG,MGIC Investment Corporation,14.74,Buy
78.81,1.8,3,1,6,4,BERY,"Berry Global Group, Inc.",12.89,Buy
78.74,2.6,1,2,1.0,6,KALU,Kaiser Aluminum Corporation,-0.49,Buy
78.74,6,1,2,1.5,8,LBTYB,Liberty Global plc,6.59,Buy
78.71,2.1,3,2,2.0,2,CRUS,"Cirrus Logic, Inc.",35.14,Buy
78.71,1.7,3,1,6,4,AMT,American Tower Corporation (REIT),9.75,Buy
78.7,1.9,2,2,1.9000000000000004,3,ADBE,Adobe Systems Incorporated,9.24,Buy
78.7,2.0,4,1,1.0,7,ROCK,"Gibraltar Industries, Inc.",40.87,Buy
78.64,2.2,2,2,6,3,LOW,"Lowe&#39;s Companies, Inc.",15.2,Buy
78.61,3.0,1,2,6,9,TRQ,Turquoise Hill Resources Ltd.,56.52,Buy
78.6,2.2,2,2,6,5,UAL,"United Continental Holdings, Inc.",28.28,Buy
78.59,2.2,2,2,6,2,SYK,Stryker Corporation,8.2,Buy
78.58,1.5,3,1,6,10,GKOS,Glaukos Corporation,44.0,Buy
78.53,1.6,3,1,6,6,NPO,EnPro Industries,19.52,Buy
78.49,1.9,4,1,6,5,WAGE,"WageWorks, Inc.",45.09,Buy
78.47,1.5,3,1,6,11,AXDX,"Accelerate Diagnostics, Inc.",50.23,Buy
78.47,2.2,2,2,6,3,MC,Moelis & Company,14.14,Buy
78.45,2.2,3,2,1.0,17,NTNX,"Nutanix, Inc.",25.7,Buy
78.45,1.8,3,1,6,5,EBS,"Emergent Biosolutions, Inc.",17.36,Buy
78.42,1.9,2,1,1.0,8,HAWK,"Blackhawk Network Holdings, Inc.",14.69,
78.42,2.0,3,2,1.2999999999999998,2,MSFT,Microsoft Corporation,13.1,Buy
78.42,2.3,3,2,1.0,17,PLYA,Playa Hotels & Resorts N.V.,28.01,Buy
78.41,1.6,3,1,6,7,VNOM,Viper Energy Partners LP,25.43,Buy
78.4,2.4,2,2,6,3,GIB,"CGI Group, Inc.",18.75,Buy
78.36,2.2,3,1,6,6,AAV,Advantage Oil & Gas Ltd,33.48,Buy
78.34,2.0,3,1,6,5,PBA,Pembina Pipeline Corp.,21.68,Buy
78.32,1.6,3,1,6,5,INXN,InterXion Holding N.V.,11.59,Buy
78.29,2.0,3,1,1.5999999999999996,5,MDLZ,"Mondelez International, Inc.",14.71,Buy
78.21,6,1,2,2.0,8,NWS,News Corporation,15.94,Buy
78.19,1.7,3,1,2.0,5,SMTC,Semtech Corporation,16.49,Buy
78.18,1.9,2,2,1.5,5,ITRI,"Itron, Inc.",8.94,Buy
78.18,1.9,4,1,1.0,4,MPWR,"Monolithic Power Systems, Inc.",14.74,Buy
78.16,1.9,3,2,1.0,4,CDW,CDW Corporation,14.64,Buy
78.16,2.4,1,2,1.0,2,STBZ,State Bank Financial Corporation.,13.81,Hold
78.15,1.5,2,1,3.0,5,PRAH,"PRA Health Sciences, Inc.",11.19,Buy
78.15,1.7,3,1,6,5,CODI,Compass Diversified Holdings,13.04,Buy
78.07,2.0,1,2,6,8,BAK,Braskem S.A.,15.08,Buy
78.06,1.9,3,1,1.7999999999999998,5,GOOGL,Alphabet Inc.,15.58,Buy
78.04,2.5,2,2,6,1,G,Genpact Limited,5.73,Buy
77.98,2.1,2,2,6,4,BIG,"Big Lots, Inc.",15.35,Buy
77.97,1.8,3,1,1.0,11,HZNP,Horizon Pharma plc,32.45,Buy
77.96,1.9,3,1,1.2999999999999998,8,BUFF,"Blue Buffalo Pet Products, Inc.",22.36,Buy
77.95,2.2,3,2,1.0,17,COUP,Coupa Software Incorporated,22.73,Buy
77.95,2.0,3,2,1.0,5,NUVA,"NuVasive, Inc.",22.32,Buy
77.94,2.0,2,2,1.0,6,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",3.91,Buy
77.92,2.3,3,2,2.0,17,RDUS,"Radius Health, Inc.",77.27,Buy
77.9,1.8,3,1,6,6,PWR,"Quanta Services, Inc.",20.75,Buy
77.84,1.4,4,1,1.2000000000000002,5,TREE,"LendingTree, Inc.",11.54,Buy
77.79,2.2,3,1,1.0,10,MB,"MINDBODY, Inc.",34.53,Buy
77.78,1.9,4,1,1.0,8,MTSI,"MACOM Technology Solutions Holdings, Inc.",38.62,Buy
77.76,2.0,4,1,1.0,17,ESPR,"Esperion Therapeutics, Inc.",16.56,Buy
77.74,1.7,4,1,6,5,JCOM,"j2 Global, Inc.",35.58,Buy
77.74,2.3,3,2,1.0,3,LOGI,Logitech International S.A.,15.01,Buy
77.74,1.8,2,2,6,5,PAYC,"Paycom Software, Inc.",13.11,Buy
77.72,2.0,3,2,1.0,5,PZZA,"Papa John&#39;s International, Inc.",20.73,Buy
77.65,2.1,3,2,1.2000000000000002,3,CSCO,"Cisco Systems, Inc.",14.39,Buy
77.65,2.1,3,2,1.0,5,SBCF,Seacoast Banking Corporation of Florida,22.73,Buy
77.65,2.3,2,2,6,3,AET,Aetna Inc.,11.73,Buy
77.63,1.9,4,1,6,2,ASGN,"On Assignment, Inc.",19.97,Buy
