Top of The Market Rating,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
76.9,2.1,1,2,6,5,AAN,"Aaron&#39;s,  Inc.",-9.44,Buy
76.89,2.0,2,2,6,5,ORA,"Ormat Technologies, Inc.",12.99,Buy
76.87,1.7,3,1,6,5,CODI,Compass Diversified Holdings,5.41,Buy
76.86,1.4,3,1,6,9,EVH,"Evolent Health, Inc",24.48,Buy
76.86,1.9,3,1,3.0,1,V,Visa Inc.,10.52,Buy
76.85,2.0,2,2,6,5,AMSF,"AMERISAFE, Inc.",12.75,Buy
76.85,2.3,3,2,1.0,17,COUP,Coupa Software Incorporated,18.58,Buy
76.83,2.2,2,2,6,5,AIMC,Altra Industrial Motion Corp.,17.65,Buy
76.83,2.0,3,2,1.0,5,SUPN,"Supernus Pharmaceuticals, Inc.",14.49,Buy
76.83,2.0,2,1,6,12,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),34.34,Buy
76.82,1.9,4,1,6,2,ASGN,"On Assignment, Inc.",15.08,Buy
76.81,2.2,2,2,6,3,BFAM,Bright Horizons Family Solutions Inc.,4.18,Buy
76.81,1.7,4,1,6,8,PXD,Pioneer Natural Resources Company,51.47,Buy
76.8,2.4,2,2,6,2,ESNT,Essent Group Ltd.,2.45,Buy
76.79,1.8,2,2,6,4,PAYC,"Paycom Software, Inc.",0.75,Buy
76.78,1.9,3,2,6,3,BC,Brunswick Corporation,21.49,Buy
76.77,1.9,2,2,2.0,4,STE,STERIS plc,4.87,Buy
76.76,1.9,3,1,6,4,IBP,"Installed Building Products, Inc.",3.07,Buy
76.75,2.0,1,6,1.5999999999999996,10,LILAK,Liberty Global plc,10.51,Buy
76.74,2.0,1,2,6,8,BAK,Braskem S.A.,7.08,Buy
76.69,2.3,3,2,1.0,17,PLYA,Playa Hotels & Resorts N.V.,17.65,Buy
76.66,1.6,3,1,6,6,DAR,Darling Ingredients Inc.,8.3,Buy
76.64,1.0,3,2,6,10,BKD,Brookdale Senior Living Inc.,44.82,Buy
76.64,2.1,2,2,6,3,SRE,Sempra Energy,0.69,Buy
76.61,1.9,2,2,6,4,CTLT,"Catalent, Inc.",2.19,Buy
76.59,1.7,3,2,6,2,ADC,Agree Realty Corporation,8.72,Buy
76.58,2.0,2,2,6,4,EL,"Estee Lauder Companies, Inc. (The)",4.48,Buy
76.54,1.9,2,2,6,6,PWR,"Quanta Services, Inc.",15.07,Buy
76.52,2.0,3,2,1.5,2,ATVI,"Activision Blizzard, Inc",4.82,Buy
76.5,2.2,2,2,2.0,6,CY,Cypress Semiconductor Corporation,23.83,Buy
76.5,1.8,3,1,6,7,TECK,Teck Resources Ltd,18.97,Buy
76.49,1.8,3,2,6,3,DLB,Dolby Laboratories,17.3,Buy
76.45,2.0,2,2,6,5,LDOS,"Leidos Holdings, Inc.",10.34,Buy
76.43,1.9,3,2,1.7999999999999998,2,EA,Electronic Arts Inc.,9.2,Buy
76.43,2.5,1,2,2.0,5,SAIA,"Saia, Inc.",-0.84,Buy
76.43,2.2,3,2,1.7000000000000002,6,SAVE,"Spirit Airlines, Inc.",40.85,Buy
76.43,1.5,3,1,6,7,BIO,"Bio-Rad Laboratories, Inc.",11.08,Buy
76.41,1.5,3,1,6,7,VG,Vonage Holdings Corp.,10.97,Buy
76.4,1.6,3,1,6,5,INXN,InterXion Holding N.V.,0.08,Buy
76.35,2.0,2,2,6,5,FCFS,"First Cash, Inc.",9.77,Buy
76.35,2.0,2,2,6,5,FCFS,"First Cash, Inc.",9.77,Buy
76.33,2.0,3,2,6,1,ICE,Intercontinental Exchange Inc.,7.99,Buy
76.27,1.8,3,1,1.7000000000000002,6,RP,"RealPage, Inc.",4.74,Buy
76.24,1.4,4,1,1.2000000000000002,5,TREE,"LendingTree, Inc.",0.33,Buy
76.21,1.7,3,2,6,2,RTN,Raytheon Company,6.4,Buy
76.19,2.1,3,2,1.7000000000000002,8,MYL,Mylan N.V.,51.88,Buy
76.19,2.5,2,2,6,6,FBP,First BanCorp.,27.99,Buy
76.18,2.1,3,2,1.5,3,TMUS,"T-Mobile US, Inc.",11.59,Buy
76.16,2.0,3,2,6,1,ESE,ESCO Technologies Inc.,6.94,Buy
76.14,2.3,2,2,6,3,AET,Aetna Inc.,2.69,Buy
76.14,2.1,3,2,6,1,DHI,"D.R. Horton, Inc.",9.32,Buy
76.12,2.1,3,2,1.0,5,SBCF,Seacoast Banking Corporation of Florida,12.03,Buy
76.11,1.9,4,1,1.2999999999999998,8,BUFF,"Blue Buffalo Pet Products, Inc.",34.45,Buy
76.07,1.8,4,1,1.5,9,SHPG,Shire plc,43.35,Buy
76.0,1.9,3,2,6,1,EFX,"Equifax, Inc.",3.49,Buy
75.97,1.9,3,2,6,5,NCR,NCR Corporation,29.96,Buy
75.96,1.8,3,1,1.5,11,BNFT,"Benefitfocus, Inc.",30.91,Buy
75.96,2.2,2,2,6,6,WWE,"World Wrestling Entertainment, Inc.",19.1,Buy
75.95,1.8,2,2,6,5,PVH,PVH Corp.,2.38,Buy
75.93,2.2,3,2,1.0,4,FLIR,"FLIR Systems, Inc.",6.52,Buy
75.9,1.9,3,2,1.7000000000000002,3,SNPS,"Synopsys, Inc.",9.65,Buy
75.88,2.2,3,2,1.0,5,MINI,"Mobile Mini, Inc.",12.85,Buy
75.86,2.1,2,2,6,4,OSK,Oshkosh Corporation,2.68,Buy
75.83,1.6,3,2,2.2,3,LKQ,LKQ Corporation,14.17,Buy
75.83,1.9,5,1,1.0,8,MTSI,"MACOM Technology Solutions Holdings, Inc.",52.99,Buy
75.81,1.7,4,1,1.0,9,DXCM,"DexCom, Inc.",26.51,Buy
75.81,2.0,3,2,1.2000000000000002,5,EXPE,"Expedia, Inc.",12.32,Buy
75.8,1.9,3,1,1.7999999999999998,8,FANG,"Diamondback Energy, Inc.",19.74,Buy
75.78,2.0,3,2,6,1,CCL,Carnival Corporation,4.7,Buy
75.77,2.1,2,2,2.3,5,FIVE,"Five Below, Inc.",17.07,Buy
75.76,2.1,2,2,6,5,CACI,"CACI International, Inc.",8.74,Buy
75.75,1.9,3,1,6,5,BWXT,"BWX Technologies, Inc.",3.66,Buy
75.72,2.0,3,2,6,4,BGG,Briggs & Stratton Corporation,24.3,Buy
75.71,2.1,3,2,1.5,5,CRTO,Criteo S.A.,21.65,Buy
75.7,1.7,5,1,1.7000000000000002,3,GT,The Goodyear Tire & Rubber Company,28.21,Buy
75.68,2.9,1,2,6,6,KOF,Coca Cola Femsa S.A.B. de C.V.,9.92,Buy
75.66,1.7,3,1,1.0,11,PTLA,"Portola Pharmaceuticals, Inc.",13.82,Buy
75.62,1.8,4,1,6,2,HRS,Harris Corporation,5.41,Buy
75.61,2.3,3,2,6,1,BHLB,"Berkshire Hills Bancorp, Inc.",11.19,Buy
75.59,2.0,2,2,6,5,WBC,Wabco Holdings Inc.,5.21,Buy
75.56,1.8,2,2,6,6,TPRE,Third Point Reinsurance Ltd.,6.67,Buy
75.55,1.7,4,1,6,5,KAR,"KAR Auction Services, Inc",22.45,Buy
75.54,1.9,4,2,1.0,5,OZRK,Bank of the Ozarks,27.97,Buy
75.54,1.7,3,2,6,5,SXI,Standex International Corporation,22.41,Buy
75.53,1.8,3,2,6,5,MTZ,"MasTec, Inc.",24.85,Buy
75.45,1.6,3,1,1.0,11,GSM,Ferroglobe PLC,9.8,Buy
75.45,1.3,3,1,6,10,GZT,Gazit-Globe Ltd.,20.23,Buy
75.41,2.1,3,2,1.0,4,ATSG,"Air Transport Services Group, Inc",0.36,Buy
75.4,2.2,2,2,6,4,VAC,Marriot Vacations Worldwide Corporation,2.4,Buy
75.4,2.0,3,2,6,5,PAG,"Penske Automotive Group, Inc.",29.08,Buy
75.39,2.3,1,2,1.0,4,BNCL,"Beneficial Bancorp, Inc.",5.26,Hold
75.38,1.7,3,2,6,3,A,"Agilent Technologies, Inc.",8.1,Buy
75.36,2.2,2,2,6,3,HEI,Heico Corporation,-4.51,Buy
75.35,2.0,3,2,6,5,CIEN,Ciena Corporation,28.77,Buy
75.34,1.8,3,1,1.0,10,MIME,Mimecast Limited,7.41,Buy
75.32,1.9,3,1,6,7,CRM,Salesforce.com Inc,14.43,Buy
75.3,1.5,2,2,6,5,HDB,HDFC Bank Limited,-9.04,Buy
75.28,1.9,3,2,1.0,11,TSRO,"TESARO, Inc.",41.15,Buy
75.26,2.2,3,1,6,8,AAV,Advantage Oil & Gas Ltd,28.23,Buy
75.25,1.9,3,2,6,3,DOW,Dow Chemical Company (The),12.31,Buy
75.25,1.9,3,2,6,2,ROP,"Roper Technologies, Inc.",5.64,Buy
75.23,2.0,3,2,1.7000000000000002,3,AAPL,Apple Inc.,7.42,Buy
75.23,1.6,3,1,6,6,FTAI,Fortress Transportation and Infrastructure Investors LLC,-0.27,Buy
75.2,2.2,2,2,3.0,2,CSFL,"CenterState Banks, Inc.",13.06,Buy
75.18,2.2,3,1,6,5,ARMK,Aramark,7.74,Buy
75.15,1.9,3,2,1.0,8,PTC,PTC Inc.,20.24,Buy
75.1,2.0,3,2,1.9000000000000004,5,HOLX,"Hologic, Inc.",24.84,Buy
75.07,2.0,3,2,6,1,HUM,Humana Inc.,0.44,Buy
75.06,1.8,3,1,1.5,8,ACHC,"Acadia Healthcare Company, Inc.",4.6,Buy
75.06,1.7,2,2,6,8,NRG,"NRG Energy, Inc.",14.52,Buy
75.06,2.0,2,2,6,6,TRU,TransUnion,8.7,Buy
75.04,2.2,3,2,6,2,SHW,Sherwin-Williams Company (The),11.92,Buy
75.03,2.0,2,2,2.2,17,VOD,Vodafone Group Plc,5.2,Buy
75.03,2.0,3,2,6,4,LUV,Southwest Airlines Company,20.18,Buy
75.01,2.2,3,2,6,2,MDT,Medtronic plc,11.74,Buy
75.0,2.0,3,2,1.5,3,PCLN,The Priceline Group Inc. ,0.85,Buy
75.0,2.3,3,2,1.0,6,YNDX,Yandex N.V.,15.84,Buy
74.99,2.6,1,2,3.0,3,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,3.29,Buy
74.92,1.9,3,2,1.7000000000000002,5,IART,Integra LifeSciences Holdings Corporation,16.14,Buy
74.92,2.0,3,1,6,6,FSS,Federal Signal Corporation,7.87,Buy
74.91,2.1,2,2,2.7,2,ICLR,ICON plc,1.01,Buy
74.87,2.0,3,1,6,8,ARES,Ares Management L.P.,20.88,Buy
74.86,2.0,4,2,1.0,3,IBTX,"Independent Bank Group, Inc",12.37,Buy
74.84,1.9,3,1,1.0,10,VRNS,"Varonis Systems, Inc.",6.36,Buy
74.84,1.8,3,2,6,5,FNB,F.N.B. Corporation,20.7,Buy
74.84,2.0,4,1,6,4,GPK,Graphic Packaging Holding Company,19.03,Buy
74.83,1.8,3,2,6,5,MEI,"Methode Electronics, Inc.",20.67,Buy
74.82,1.5,3,1,1.0,12,FOLD,"Amicus Therapeutics, Inc.",9.6,Buy
74.82,2.3,2,2,6,6,OEC,Orion Engineered Carbons S.A,14.75,Buy
74.81,2.1,3,2,6,3,CNC,Centene Corporation,14.71,Buy
74.81,1.0,2,2,6,10,CHU,China Unicom (Hong Kong) Ltd,8.88,Buy
74.8,2.0,3,2,2.0,2,AMWD,American Woodmark Corporation,5.26,Buy
74.8,2.3,2,2,6,5,FBC,"Flagstar Bancorp, Inc.",7.96,Buy
74.79,2.1,3,2,1.0,10,GWPH,GW Pharmaceuticals Plc,36.04,Buy
74.79,2.6,3,2,1.0,7,SIR,Select Income REIT,28.53,Buy
74.78,2.2,3,2,2.0,4,ADI,"Analog Devices, Inc.",23.43,Buy
74.77,2.0,2,2,1.5,8,CONE,CyrusOne Inc,7.53,Buy
74.77,1.7,3,1,6,8,GLOG,GasLog LP.,12.76,Buy
74.77,1.8,3,1,6,10,HAL,Halliburton Company,28.6,Buy
74.72,2.2,3,2,6,8,AMC,"AMC Entertainment Holdings, Inc.",115.38,Buy
74.72,2.2,3,2,6,2,IR,Ingersoll-Rand plc (Ireland),10.0,Buy
74.71,1.8,3,2,6,5,ALK,"Alaska Air Group, Inc.",19.95,Buy
74.71,2.3,3,2,6,2,SWK,"Stanley Black & Decker, Inc.",12.4,Buy
74.71,2.1,3,1,6,11,YPF,YPF Sociedad Anonima,42.42,Buy
74.68,1.5,3,1,6,11,AXDX,"Accelerate Diagnostics, Inc.",27.24,Buy
74.68,1.0,1,3,1.0,5,SPIL,"Siliconware Precision Industries Company, Ltd.",-0.59,Hold
74.68,2.0,2,2,6,3,ABM,ABM Industries Incorporated,11.71,Outperform
74.67,1.8,3,2,6,5,AER,Aercap Holdings N.V.,19.69,Buy
74.66,2.0,3,2,1.0,7,ARCC,Ares Capital Corporation,12.6,Buy
74.66,2.0,3,1,6,9,ERF,Enerplus Corporation,26.29,Buy
74.65,2.0,4,2,1.0,7,BABY,Natus Medical Incorporated,37.54,Buy
74.63,1.6,4,1,6,8,EVHC,Envision Healthcare Corporation,34.43,Buy
74.63,2.5,3,2,6,1,LEA,Lear Corporation,10.28,Buy
74.62,2.1,3,2,1.5,5,FAST,Fastenal Company,14.0,Buy
74.61,2.2,3,2,6,3,MO,Altria Group,16.0,Buy
74.61,2.1,3,2,6,2,CB,D/B/A Chubb Limited New,6.81,Buy
74.61,1.8,3,2,6,3,WGO,"Winnebago Industries, Inc.",6.0,Buy
74.6,2.4,1,2,1.0,5,BRKL,"Brookline Bancorp, Inc.",8.84,Hold
74.58,2.0,4,1,1.0,5,LBRDK,Liberty Broadband Corporation,-1.25,Buy
74.57,1.8,4,1,6,8,IPHI,Inphi Corporation,39.09,Buy
74.56,1.9,3,2,6,2,BDX,"Becton, Dickinson and Company",1.5,Buy
74.56,2.1,2,2,6,5,GXP,Great Plains Energy Inc,1.54,Buy
74.54,2.1,3,2,1.0,7,ENSG,"The Ensign Group, Inc.",14.26,Buy
74.5,2.3,3,2,6,4,IOSP,Innospec Inc.,24.5,Buy
74.5,1.5,3,1,3.0,5,PRAH,"PRA Health Sciences, Inc.",10.69,Buy
74.49,2.2,3,2,2.0,2,BANR,Banner Corporation,8.09,Buy
74.48,1.8,2,1,6,11,HUBS,"HubSpot, Inc.",8.56,Buy
74.45,2.1,2,2,6,5,IT,"Gartner, Inc.",0.84,Buy
74.43,1.8,3,2,6,7,HHC,Howard Hughes Corporation (The),31.57,Buy
74.41,1.9,3,2,6,3,DLPH,Delphi Automotive plc,7.31,Buy
74.38,2.0,5,1,1.0,7,ROCK,"Gibraltar Industries, Inc.",35.68,Buy
74.38,2.2,3,2,6,2,LLL,"L3 Technologies, Inc.",7.95,Buy
74.36,2.2,3,2,6,2,PEP,"Pepsico, Inc.",7.85,Buy
74.35,1.8,3,2,6,4,DHR,Danaher Corporation,11.1,Buy
74.33,2.2,3,2,1.0,8,KTOS,"Kratos Defense & Security Solutions, Inc.",21.95,Buy
74.32,2.2,3,2,2.2,5,ULTA,"Ulta Beauty, Inc.",31.89,Buy
74.3,1.6,3,2,6,5,SUM,"Summit Materials, Inc.",12.47,Buy
74.28,2.1,3,2,1.5999999999999996,5,BIIB,Biogen Inc.,14.13,Buy
74.28,2.2,3,2,1.0,8,MIK,"The Michaels Companies, Inc.",21.65,Buy
74.28,2.4,2,2,6,5,APD,"Air Products and Chemicals, Inc.",7.32,Buy
74.28,1.8,3,2,6,3,FIS,"Fidelity National Information Services, Inc.",4.02,Buy
74.28,2.0,3,2,6,3,SCHW,The Charles Schwab Corporation,9.02,Buy
74.27,1.8,3,1,3.7,7,PE,"Parsley Energy, Inc.",47.4,Buy
74.27,1.4,3,1,6,10,PEN,"Penumbra, Inc.",15.6,Buy
74.25,2.2,3,2,6,2,LH,Laboratory Corporation of America Holdings,7.15,Buy
74.24,2.2,3,2,1.5999999999999996,6,FOXA,"Twenty-First Century Fox, Inc.",22.98,Buy
74.23,2.1,3,2,2.2,4,CSX,CSX Corporation,22.08,Buy
74.22,2.3,1,2,1.9000000000000004,2,ZION,Zions Bancorporation,6.24,Hold
74.21,1.8,3,2,6,5,CRI,"Carter&#39;s, Inc.",16.9,Buy
74.2,1.9,3,2,6,4,JBT,John Bean Technologies Corporation,12.7,Buy
74.19,1.7,3,1,6,9,CNQ,Canadian Natural Resources Limited,16.0,Buy
74.19,2.4,3,2,6,2,TEO,Telecom Argentina Stet - France Telecom S.A.,11.78,Buy
74.18,2.5,3,2,1.0,5,SCHL,Scholastic Corporation,8.4,Buy
74.18,2.3,3,2,6,6,BWP,Boardwalk Pipeline Partners L.P.,35.89,Buy
74.17,2.0,1,2,6,6,UHAL,Amerco,4.16,Outperform
74.16,2.2,3,2,2.5,17,RARE,Ultragenyx Pharmaceutical Inc.,37.44,Buy
74.16,1.8,3,1,6,9,SUPV,Grupo Supervielle S.A.,18.31,Buy
74.15,2.1,3,2,6,4,TEP,"Tallgrass Energy Partners, LP",17.41,Buy
74.13,2.2,2,2,6,5,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",1.46,Buy
74.09,1.9,5,1,6,5,WAGE,"WageWorks, Inc.",43.7,Buy
74.06,2.0,3,2,6,3,GD,General Dynamics Corporation,7.71,Buy
74.06,1.7,3,1,6,8,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",8.51,Buy
74.06,2.3,3,2,6,3,RS,Reliance Steel & Aluminum Co.,15.2,Buy
74.04,2.2,3,2,6,2,WM,"Waste Management, Inc.",5.93,Buy
74.03,2.5,2,2,6,4,CNS,Cohen & Steers Inc,1.67,Buy
74.02,2.1,3,2,6,3,CLGX,"CoreLogic, Inc.",9.94,Buy
74.01,2.3,3,2,1.7000000000000002,2,CTSH,Cognizant Technology Solutions Corporation,-0.25,Buy
74.0,2.4,3,2,6,2,XL,XL Group Ltd.,10.68,Buy
73.99,2.1,2,2,1.7000000000000002,8,LITE,Lumentum Holdings Inc.,9.6,Buy
73.99,2.0,2,2,2.4,5,NCLH,Norwegian Cruise Line Holdings Ltd.,4.57,Buy
73.96,2.3,2,2,6,5,WLK,Westlake Chemical Corporation,2.9,Buy
73.95,2.1,3,2,6,4,ZBH,"Zimmer Biomet Holdings, Inc.",16.17,Buy
73.93,1.6,2,1,4.0,5,CSGP,"CoStar Group, Inc.",9.2,Buy
73.92,1.8,3,1,1.7000000000000002,11,NVCR,NovoCure Limited,21.62,Buy
73.9,6,3,2,1.0,9,TEAM,Atlassian Corporation Plc,21.71,Buy
73.9,2.2,4,2,1.0,5,IDTI,"Integrated Device Technology, Inc.",23.97,Buy
73.89,2.4,3,2,6,1,AJG,Arthur J. Gallagher & Co.,3.35,Buy
73.89,1.7,3,2,6,5,BX,The Blackstone Group L.P.,12.49,Buy
73.87,2.4,2,2,2.0,2,NVDA,NVIDIA Corporation,-16.27,Buy
73.87,2.3,2,2,6,7,UNVR,Univar Inc.,15.71,Buy
73.86,1.8,4,2,6,3,FIX,"Comfort Systems USA, Inc.",26.51,Buy
73.84,2.2,3,2,6,5,GEO,Geo Group Inc (The),24.73,Buy
73.83,1.9,3,2,6,5,SYF,Synchrony Financial,17.17,Buy
73.82,2.0,3,2,6,5,HI,Hillenbrand Inc,19.57,Buy
73.78,2.2,2,2,6,6,TDG,Transdigm Group Incorporated,6.02,Buy
73.77,2.2,3,2,2.0,3,LTXB,"LegacyTexas Financial Group, Inc.",9.75,Buy
73.76,2.3,3,2,6,8,IMAX,Imax Corporation,46.7,Buy
73.75,2.3,4,2,2.0,17,RDUS,"Radius Health, Inc.",50.75,Buy
73.72,1.8,2,1,6,8,BZUN,Baozun Inc.,-15.99,Buy
73.69,2.0,3,2,1.7000000000000002,11,LXRX,"Lexicon Pharmaceuticals, Inc.",52.96,Buy
73.69,2.7,3,2,1.0,11,TBPH,"Theravance Biopharma, Inc.",50.7,Buy
73.65,2.2,2,2,2.5,5,GOLD,Randgold Resources Limited,9.72,Buy
73.61,1.9,3,2,2.3,5,STLD,"Steel Dynamics, Inc.",21.92,Buy
73.61,2.1,3,2,6,2,COL,"Rockwell Collins, Inc.",0.84,Buy
73.59,1.8,3,1,6,9,NOW,"ServiceNow, Inc.",14.85,Buy
73.57,1.7,3,2,6,5,AZN,Astrazeneca PLC,10.6,Buy
73.56,1.9,3,2,6,8,CNNX,Cone Midstream Partners LP,35.51,Buy
73.54,2.0,3,2,2.0,5,HPT,Hospitality Properties Trust,16.44,Buy
73.51,2.2,2,2,1.0,11,FIVN,"Five9, Inc.",11.27,Buy
73.51,2.0,1,2,6,10,NNI,"Nelnet, Inc.",1.07,Buy
73.5,2.0,3,2,1.0,9,CSII,"Cardiovascular Systems, Inc.",17.84,Buy
73.5,1.3,3,2,6,6,ASX,"Advanced Semiconductor Engineering, Inc.",6.86,Buy
73.5,2.3,3,2,6,1,PGR,Progressive Corporation (The),-1.49,Buy
73.5,1.9,3,2,6,5,SPG,"Simon Property Group, Inc.",15.18,Buy
73.49,2.3,2,2,3.0,3,EWBC,"East West Bancorp, Inc.",10.23,Buy
73.49,2.1,3,2,2.0,4,POOL,Pool Corporation,11.91,Buy
73.47,2.1,3,2,6,3,BLK,"BlackRock, Inc.",6.68,Buy
73.47,2.0,3,2,6,3,EXC,Exelon Corporation,4.14,Buy
73.43,2.0,1,2,6,3,SLF,Sun Life Financial Inc.,3.93,Hold
73.42,2.3,2,2,1.0,5,MASI,Masimo Corporation,23.11,Hold
73.42,2.0,3,2,1.9000000000000004,6,ULTI,"The Ultimate Software Group, Inc.",19.75,Buy
73.41,1.8,3,2,6,9,ETP,"Energy Transfer Partners, L.P.",38.82,Buy
73.39,2.2,3,2,6,5,ACM,AECOM,21.99,Buy
73.34,2.0,3,2,6,5,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,16.68,Buy
73.33,2.6,3,1,3.0,8,TIVO,TiVo Corporation,62.16,Buy
73.29,2.2,3,2,6,2,PCG,Pacific Gas & Electric Co.,1.39,Buy
73.25,1.9,3,2,6,5,ABT,Abbott Laboratories,13.68,Buy
73.21,2.6,1,2,2.0,2,CATY,Cathay General Bancorp,9.16,Hold
73.21,2.1,4,2,1.0,10,PCRX,"Pacira Pharmaceuticals, Inc.",55.81,Buy
73.2,2.3,3,2,6,4,WHR,Whirlpool Corporation,16.69,Buy
73.19,6,3,2,1.2999999999999998,5,CHTR,"Charter Communications, Inc.",-1.72,Buy
73.19,2.0,3,2,2.0,5,PACW,PacWest Bancorp,13.97,Buy
73.19,2.2,3,2,6,2,ALL,Allstate Corporation (The),0.83,Buy
73.18,2.4,3,2,6,5,AEM,Agnico Eagle Mines Limited,25.76,Buy
73.17,2.5,1,2,6,9,IVR,INVESCO MORTGAGE CAPITAL INC,4.85,Buy
73.16,2.0,3,2,1.5999999999999996,6,PYPL,"PayPal Holdings, Inc.",10.43,Buy
73.1,2.4,2,2,6,5,ARW,"Arrow Electronics, Inc.",0.24,Buy
73.06,3.0,3,1,1.0,8,RRR,"Red Rock Resorts, Inc.",8.06,Buy
73.04,2.3,3,2,1.9000000000000004,7,PAAS,Pan American Silver Corp.,31.25,Buy
73.01,2.2,3,2,6,8,MRC,MRC Global Inc.,39.75,Buy
73.0,1.7,5,1,1.7999999999999998,4,FLEX,Flex Ltd.,18.53,Buy
73.0,2.3,3,2,6,2,ACN,Accenture plc,2.15,Buy
72.99,2.0,3,2,6,5,BCC,"Boise Cascade, L.L.C.",14.62,Buy
72.98,1.9,2,2,6,7,CC,Chemours Company (The),0.39,Buy
72.98,1.0,4,2,6,5,LUK,Leucadia National Corporation,14.55,Buy
72.97,3.0,3,2,6,4,AMN,AMN Healthcare Services Inc,32.82,Buy
72.97,2.2,3,2,6,3,MMC,"Marsh & McLennan Companies, Inc.",6.17,Buy
72.92,2.1,3,2,6,10,OAS,Oasis Petroleum Inc.,61.49,Buy
72.91,2.0,3,2,6,5,CVS,CVS Health Corporation,14.15,Buy
72.9,2.0,5,1,1.0,5,MDSO,"Medidata Solutions, Inc.",11.95,Buy
72.9,2.3,3,2,6,8,CDE,"Coeur Mining, Inc.",41.57,Buy
72.89,2.1,3,2,1.0,1,BUSE,First Busey Corporation,12.76,Hold
72.87,2.5,3,2,6,6,MDR,"McDermott International, Inc.",33.03,Buy
72.85,2.1,3,2,6,8,VIPS,Vipshop Holdings Limited,36.26,Buy
72.83,1.9,3,2,6,5,HBI,Hanesbrands Inc.,11.16,Buy
72.83,1.0,3,2,6,8,MON,Monsanto Company,8.62,Buy
72.82,2.5,3,2,1.7000000000000002,5,TILE,"Interface, Inc.",16.4,Buy
72.79,2.0,2,2,6,8,HPQ,HP Inc.,8.42,Buy
72.77,1.8,3,2,1.0,10,CDK,"CDK Global, Inc.",14.41,Buy
72.77,2.2,3,2,2.0,5,CENT,Central Garden & Pet Company,16.05,Buy
72.77,1.9,3,2,1.4000000000000004,9,WMGI,Wright Medical Group N.V.,20.22,Buy
72.77,2.4,3,2,6,5,MTX,Minerals Technologies Inc.,23.28,Buy
72.76,1.8,3,1,2.2,9,INCY,Incyte Corporation,12.67,Buy
72.76,2.3,3,2,6,4,FCB,"FCB Financial Holdings, Inc.",14.04,Buy
72.76,2.0,3,2,6,6,SKX,"Skechers U.S.A., Inc.",19.9,Buy
72.72,1.8,3,2,2.0,7,VRTX,Vertex Pharmaceuticals Incorporated,19.06,Buy
72.71,1.8,3,2,6,5,AMG,"Affiliated Managers Group, Inc.",7.95,Buy
72.71,2.5,3,2,6,1,G,Genpact Limited,-1.23,Buy
72.71,2.1,3,2,6,5,LAZ,Lazard Ltd.,15.44,Buy
72.71,2.0,3,2,6,4,ZTS,Zoetis Inc.,6.25,Buy
72.69,2.1,3,2,2.1,6,FTNT,"Fortinet, Inc.",22.15,Buy
72.69,2.2,3,2,6,3,CRL,"Charles River Laboratories International, Inc.",4.49,Buy
72.64,1.8,3,2,6,7,SIX,Six Flags Entertainment Corporation New,20.82,Buy
72.63,2.2,3,2,6,5,TPH,"TRI Pointe Group, Inc.",17.47,Buy
72.62,2.0,3,2,2.0,11,GPOR,Gulfport Energy Corporation,80.26,Buy
72.62,2.3,3,6,1.0,8,TRUE,"TrueCar, Inc.",14.88,Buy
72.61,2.0,3,2,6,8,GLPG,Galapagos NV,32.31,Buy
72.61,2.3,3,2,6,3,CE,Celanese Corporation,6.51,Buy
72.61,2.4,2,2,6,8,AES,The AES Corporation,17.33,Buy
72.6,2.2,3,2,6,9,AR,Antero Resources Corporation,43.96,Buy
72.57,1.9,3,2,6,5,MAS,Masco Corporation,9.57,Buy
72.56,2.3,3,2,1.0,8,PENN,"Penn National Gaming, Inc.",12.09,Buy
72.55,2.0,3,2,2.5,3,NTES,"NetEase, Inc.",8.71,Buy
72.54,2.0,3,2,3.0,2,IBKC,IBERIABANK Corporation,14.43,Buy
72.53,2.2,3,2,2.0,7,AMBA,"Ambarella, Inc.",27.7,Buy
72.49,2.3,2,2,2.5,7,SPSC,"SPS Commerce, Inc.",17.4,Buy
72.49,2.2,3,2,6,4,LLY,Eli Lilly and Company,9.95,Buy
72.49,2.1,3,2,6,5,KEY,KeyCorp,14.13,Buy
72.48,2.2,3,2,6,6,VLP,Valero Energy Partners LP,23.21,Buy
72.45,1.9,3,2,6,6,BSX,Boston Scientific Corporation,15.54,Buy
72.44,2.3,3,2,6,4,TSN,"Tyson Foods, Inc.",12.16,Buy
72.42,2.1,4,2,1.0,8,EGHT,8x8 Inc,31.09,Buy
72.41,1.6,4,1,1.0,10,BPMC,Blueprint Medicines Corporation,6.86,Buy
72.41,1.8,3,2,6,4,MRCY,Mercury Systems Inc,-0.52,Buy
72.38,2.3,3,2,6,6,PSXP,Phillips 66 Partners LP,25.13,Buy
72.37,2.2,3,2,6,5,IP,International Paper Company,15.89,Buy
