Rating,Ticker,Company Name,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Projected Change % in 12 Months,CNN Recommendation
85.0,INSM,"Insmed, Inc.",1.90,3,2,1.0,17,69.28,1
84.95,SCHW,The Charles Schwab Corporation,2.30,2,2,6,1,24.74,1
84.94,ELP,Companhia Paranaense de Energia (COPEL),2.50,1,2,6,8,46.35,1
84.88,SUPN,"Supernus Pharmaceuticals, Inc.",1.80,3,1,1.0,5,35.94,1
84.85,NPO,EnPro Industries,1.60,2,1,6,5,25.94,1
84.84,TMUS,"T-Mobile US, Inc.",1.90,3,1,1.2000000000000002,3,27.38,1
84.82,FDX,FedEx Corporation,2.00,2,1,6,4,19.11,1
84.79,ON,ON Semiconductor Corporation,2.20,2,2,1.0,2,15.38,1
84.71,LBRDK,Liberty Broadband Corporation,2.00,2,1,1.0,8,29.91,1
84.59,JCOM,"j2 Global, Inc.",1.60,3,1,1.0,5,34.2,1
84.47,STBZ,State Bank Financial Corporation.,2.30,1,2,2.0,3,20.18,1
84.41,NXST,"Nexstar Media Group, Inc.",1.50,3,1,1.0,5,33.1,1
84.4,TLK,"PT Telekomunikasi Indonesia, Tbk",3.00,1,2,6,5,23.66,1
84.33,TRQ,Turquoise Hill Resources Ltd.,3.00,1,2,6,9,70.24,1
84.31,ADS,Alliance Data Systems Corporation,2.30,1,2,6,5,23.23,1
84.3,NBIX,"Neurocrine Biosciences, Inc.",1.60,1,1,1.0,10,15.82,1
84.29,AL,Air Lease Corporation,2.20,1,2,6,4,16.44,1
84.25,BLK,"BlackRock, Inc.",2.10,2,2,6,1,21.23,1
84.24,GBT,"Global Blood Therapeutics, Inc.",1.80,3,1,1.0,17,21.19,1
84.15,OTEX,Open Text Corporation,2.10,2,1,1.4000000000000004,5,16.58,1
84.13,VNOM,Viper Energy Partners LP,1.70,3,1,1.0,3,18.11,1
84.08,FBC,"Flagstar Bancorp, Inc.",2.30,1,2,6,5,22.06,1
84.06,ROCK,"Gibraltar Industries, Inc.",2.00,3,1,1.0,5,31.05,1
84.02,IBP,"Installed Building Products, Inc.",2.00,1,2,6,5,21.75,1
84.01,OZRK,Bank of the Ozarks,2.10,2,2,1.0,4,24.08,1
84.0,BABA,Alibaba Group Holding Limited,1.70,3,1,6,2,26.66,1
83.99,V,Visa Inc.,1.80,2,1,2.3,2,18.13,1
83.96,HRS,Harris Corporation,1.80,2,1,6,3,8.12,1
83.94,UMPQ,Umpqua Holdings Corporation,2.40,1,2,2.0,3,16.96,1
83.88,ICE,Intercontinental Exchange Inc.,2.00,2,2,6,1,19.4,1
83.87,KNX,"Knight Transportation, Inc.",1.90,1,2,6,3,7.69,1
83.85,BRKS,"Brooks Automation, Inc.",1.70,2,2,6,5,45.92,1
83.84,LOPE,"Grand Canyon Education, Inc.",1.50,3,1,1.0,3,16.4,1
83.74,EWBC,"East West Bancorp, Inc.",2.20,2,2,1.7000000000000002,1,19.96,1
83.72,WAGE,"WageWorks, Inc.",1.90,3,1,6,5,45.26,1
83.71,IRCP,IRSA Propiedades Comerciales S.A.,2.00,1,3,6,3,31.9,1
83.7,CFG,"Citizens Financial Group, Inc.",2.40,2,2,6,1,18.51,1
83.68,RGEN,Repligen Corporation,1.60,3,1,1.0,8,48.77,1
83.65,STLD,"Steel Dynamics, Inc.",2.00,1,2,2.3,3,22.72,1
83.58,LUV,Southwest Airlines Company,1.90,2,2,6,3,31.22,1
83.55,BIO,"Bio-Rad Laboratories, Inc.",1.50,2,1,6,6,26.08,1
83.54,SF,Stifel Financial Corporation,2.00,1,2,6,5,19.35,1
83.5,CZZ,Cosan Limited,2.00,1,1,6,9,20.84,1
83.49,ASGN,"On Assignment, Inc.",1.90,2,1,6,2,-0.86,1
83.48,COG,Cabot Oil & Gas Corporation,2.20,1,2,6,8,39.07,1
83.43,ALL,Allstate Corporation (The),2.50,2,2,6,2,23.81,1
83.38,IBA,"Industrias Bachoco, S.A. de C.V.",2.00,2,1,6,5,18.59,1
83.3,PGR,Progressive Corporation (The),2.40,2,2,6,1,16.51,1
83.26,EGN,Energen Corporation,2.10,1,2,6,8,37.96,1
83.23,WNS,WNS (Holdings) Limited,1.60,3,1,6,2,22.8,1
83.2,NNI,"Nelnet, Inc.",2.00,1,1,6,9,19.31,1
83.16,TSS,"Total System Services, Inc.",2.30,2,2,6,1,15.81,1
83.15,DM,"Dominion Energy Midstream Partners, LP",2.30,1,2,6,5,17.44,1
83.08,CNC,Centene Corporation,2.00,2,2,6,2,22.06,1
83.06,ALXN,"Alexion Pharmaceuticals, Inc.",1.80,3,1,1.2000000000000002,8,52.63,1
83.06,CIG,Comp En De Mn Cemig ADS,2.00,1,2,6,8,36.99,1
83.06,SYF,Synchrony Financial,2.00,2,2,6,3,28.64,1
83.04,TER,"Teradyne, Inc.",2.00,1,2,6,6,23.52,1
83.02,IAC,IAC/InterActiveCorp,1.70,3,1,1.2999999999999998,3,18.93,1
82.97,GSM,Ferroglobe PLC,1.60,3,1,1.0,7,37.84,1
82.95,DVN,Devon Energy Corporation,2.00,1,2,6,9,43.1,1
82.94,MSFT,Microsoft Corporation,1.80,2,1,1.2000000000000002,7,17.66,1
82.93,SPGI,S&P Global Inc.,2.20,1,2,6,4,9.63,1
82.92,SNX,Synnex Corporation,1.90,2,2,6,4,34.61,1
82.88,MRCY,Mercury Systems Inc,1.80,3,1,6,5,41.08,1
82.83,SBNY,Signature Bank,2.00,1,2,1.7000000000000002,5,16.15,1
82.81,LLL,"L3 Technologies, Inc.",2.00,2,2,6,2,20.73,1
82.78,XOG,"Extraction Oil & Gas, Inc.",1.90,3,1,1.0,9,67.21,1
82.78,OSIS,"OSI Systems, Inc.",2.20,3,1,1.0,9,81.98,1
82.72,FLEX,Flex Ltd.,1.70,3,1,1.5,4,28.82,1
82.67,LAUR,"Laureate Education, Inc.",1.80,4,1,1.0,17,38.36,1
82.66,SHOO,"Steven Madden, Ltd.",2.00,2,2,1.0,5,22.64,1
82.55,CME,CME Group Inc.,2.10,2,2,1.5,1,7.81,1
82.5,SGYP,"Synergy Pharmaceuticals, Inc.",2.30,3,2,1.5,17,270.37,1
82.47,DHI,"D.R. Horton, Inc.",2.30,2,2,6,3,25.7,1
82.47,DFS,Discover Financial Services,2.00,2,2,6,3,25.69,1
82.44,SWM,"Schweitzer-Mauduit International, Inc.",1.00,3,1,6,4,32.2,1
82.41,FAF,First American Corporation (The),2.10,2,2,6,3,25.36,1
82.4,FCB,"FCB Financial Holdings, Inc.",2.20,2,2,6,2,18.66,1
82.31,BURL,"Burlington Stores, Inc.",1.90,2,1,6,6,19.86,1
82.29,ANTM,"Anthem, Inc.",2.00,2,2,6,1,11.46,1
82.24,HUBB,Hubbell Inc,2.10,1,2,6,6,19.55,1
82.23,ERI,"Eldorado Resorts, Inc.",2.00,2,1,1.0,6,1.72,1
82.18,BERY,"Berry Global Group, Inc.",1.80,3,1,6,4,30.91,1
82.09,SBUX,Starbucks Corporation,2.20,2,2,1.5999999999999996,3,20.89,1
82.05,ZION,Zions Bancorporation,2.30,2,2,2.0,1,17.33,1
82.03,LSXMK,Liberty Media Corporation,2.00,2,6,1.0,8,31.8,1
82.0,MO,Altria Group,1.90,2,2,6,3,23.34,1
82.0,SU,Suncor Energy  Inc.,2.20,1,2,6,7,24.99,1
82.0,SLCA,"U.S. Silica Holdings, Inc.",1.90,3,1,6,7,50.14,1
81.97,CSCO,"Cisco Systems, Inc.",2.10,6,2,1.2000000000000002,3,3.17,1
81.92,FNGN,"Financial Engines, Inc.",2.30,2,2,1.0,8,38.18,1
81.88,PATK,"Patrick Industries, Inc.",1.70,2,2,6,4,29.42,1
81.87,TSE,Trinseo S.A.,2.10,2,2,6,2,16.04,1
81.83,YY,YY Inc.,1.70,3,1,1.0,5,17.67,1
81.81,SHPG,Shire plc,1.90,3,1,1.5,8,67.89,1
81.77,CENTA,Central Garden & Pet Company,3.00,1,2,2.0,5,17.26,1
81.7,WSFS,WSFS Financial Corporation,2.00,2,2,1.0,5,16.88,1
81.67,CRZO,"Carrizo Oil & Gas, Inc.",2.10,2,2,1.0,10,58.1,1
81.67,MBI,"MBIA, Inc.",2.40,1,2,6,11,99.71,1
81.62,CDEV,"Centennial Resource Development, Inc.",1.60,3,1,1.0,8,36.39,1
81.59,FANG,"Diamondback Energy, Inc.",1.80,3,1,1.4000000000000004,5,26.2,1
81.56,LPLA,LPL Financial Holdings Inc.,2.40,1,2,6,5,9.45,1
81.54,LOW,"Lowe&#39;s Companies, Inc.",1.90,2,2,6,3,21.04,1
81.52,PWR,"Quanta Services, Inc.",1.70,3,1,6,5,34.29,1
81.51,FLIR,"FLIR Systems, Inc.",2.10,3,2,1.0,1,14.08,1
81.48,CXO,Concho Resources Inc.,1.90,1,2,6,7,22.42,1
81.47,UBSH,Union Bankshares Corporation,1.90,2,2,2.0,2,20.48,1
81.46,MA,Mastercard Incorporated,1.70,2,1,6,5,8.95,1
81.35,OSK,Oshkosh Corporation,2.20,2,2,6,3,20.06,1
81.29,STZ,Constellation Brands Inc,2.00,2,2,6,3,19.77,1
81.26,ARLP,"Alliance Resource Partners, L.P.",2.40,2,2,1.0,7,27.54,1
81.24,NEE,"NextEra Energy, Inc.",1.80,3,1,6,2,12.88,1
81.21,TMO,Thermo Fisher Scientific Inc,1.50,3,1,6,2,12.72,1
81.19,STE,STERIS plc,2.00,3,2,1.0,2,18.78,1
81.18,OC,Owens Corning Inc,2.00,2,2,6,3,19.25,1
81.16,LNC,Lincoln National Corporation,2.40,2,2,6,3,19.14,1
81.16,OMAM,OM Asset Management plc,1.90,2,1,6,8,27.47,1
81.12,CNK,Cinemark Holdings Inc,2.20,2,1,6,6,13.94,1
81.09,SIMO,Silicon Motion Technology Corporation,2.40,3,2,1.0,5,38.22,1
81.09,TTMI,"TTM Technologies, Inc.",1.40,3,1,6,5,32.1,1
81.05,EXLS,"ExlService Holdings, Inc.",2.20,2,2,1.7000000000000002,3,17.13,1
81.03,OSUR,"OraSure Technologies, Inc.",1.80,2,2,1.0,6,19.52,1
80.99,AABA,Altaba Inc.,2.00,1,2,1.7000000000000002,8,25.09,1
80.98,UNVR,Univar Inc.,2.30,2,2,6,6,38.25,1
80.91,HLI,"Houlihan Lokey, Inc.",2.40,1,2,6,6,12.9,1
80.88,CAL,"Caleres, Inc.",2.20,2,2,6,5,31.07,1
80.83,NUVA,"NuVasive, Inc.",2.10,3,2,1.0,7,52.07,1
80.83,SIR,Select Income REIT,2.50,3,2,1.0,7,50.3,1
80.81,SLF,Sun Life Financial Inc.,1.50,2,2,6,2,10.73,1
80.78,PEGA,Pegasystems Inc.,2.00,3,1,1.0,8,31.32,1
80.77,IIVI,II-VI Incorporated,2.30,3,2,1.0,5,36.3,1
80.75,URI,"United Rentals, Inc.",2.40,2,2,6,4,23.77,1
80.73,TOT,Total S.A.,2.80,2,2,6,3,16.99,1
80.68,TKC,Turkcell Iletisim Hizmetleri AS,1.80,2,1,6,6,11.74,1
80.67,ECA,Encana Corporation,1.90,3,1,6,8,52.09,1
80.67,LDOS,"Leidos Holdings, Inc.",1.70,3,1,6,3,16.69,1
80.66,LBRDA,Liberty Broadband Corporation,1.80,3,1,1.0,8,30.64,1
80.66,AAN,"Aaron&#39;s,  Inc.",1.70,2,2,6,5,29.97,1
80.65,JBT,John Bean Technologies Corporation,2.00,2,2,6,2,9.94,1
80.65,MATX,"Matson, Inc.",1.80,1,2,6,5,4.93,1
80.64,PBA,Pembina Pipeline Corp.,2.00,3,1,6,5,29.89,1
80.6,SKYW,"SkyWest, Inc.",2.00,2,2,1.7000000000000002,3,14.45,1
80.57,FAST,Fastenal Company,2.10,2,2,1.5,3,9.28,1
80.57,FOE,Ferro Corporation,2.00,3,1,6,5,29.5,1
80.56,DERM,"Dermira, Inc.",1.90,3,1,1.0,11,64.94,1
80.56,PTLA,"Portola Pharmaceuticals, Inc.",1.60,3,1,1.0,11,66.93,1
80.56,MDCO,The Medicines Company,1.50,3,1,1.0,11,55.84,1
80.49,WPM,Wheaton Precious Metals Corp.,1.70,3,1,6,6,35.78,1
80.48,GD,General Dynamics Corporation,2.00,2,2,6,3,15.75,1
80.46,TJX,"TJX Companies, Inc. (The)",1.90,3,1,6,3,15.65,1
80.45,PDCE,"PDC Energy, Inc.",2.10,2,2,1.0,9,36.01,1
80.42,UFPI,"Universal Forest Products, Inc.",1.70,3,2,1.0,3,20.88,1
80.41,PACW,PacWest Bancorp,2.20,2,2,1.7000000000000002,3,13.3,1
80.39,CRI,"Carter&#39;s, Inc.",1.80,2,2,6,2,8.61,1
80.35,ROLL,RBC Bearings Incorporated,2.10,1,2,3.0,3,20.43,1
80.26,GBX,"Greenbrier Companies, Inc. (The)",2.20,2,2,6,5,27.98,1
80.25,BGCP,"BGC Partners, Inc.",1.50,3,1,6,5,27.92,1
80.24,MTOR,"Meritor, Inc.",2.20,1,2,6,7,16.19,1
80.23,HTHT,"China Lodging Group, Limited",1.80,4,1,1.0,3,19.69,1
80.22,CAT,"Caterpillar, Inc.",2.40,2,2,6,5,27.75,1
80.19,EXPO,"Exponent, Inc.",2.50,2,2,1.0,6,14.45,1
80.15,CLR,"Continental Resources, Inc.",1.90,1,2,6,8,22.42,1
80.14,MIME,Mimecast Limited,1.90,6,1,1.0,10,10.7,1
80.13,CVGW,"Calavo Growers, Inc.",1.50,3,1,6,2,7.33,1
80.13,MASI,Masimo Corporation,2.20,3,2,1.5,3,31.61,1
80.12,BNS,Bank of Nova Scotia (The),1.80,2,2,6,7,40.59,1
80.1,ASML,ASML Holding N.V.,2.20,2,2,2.4,2,22.29,1
80.1,FL,"Foot Locker, Inc.",2.20,1,2,6,7,15.52,1
80.09,LITE,Lumentum Holdings Inc.,1.80,3,1,1.5,6,26.35,1
80.08,MSCC,Microsemi Corporation,2.00,3,1,1.7000000000000002,5,24.64,1
80.08,ABM,ABM Industries Incorporated,1.30,2,2,6,7,40.38,1
80.07,HQY,"HealthEquity, Inc.",1.70,3,1,1.0,6,13.75,1
80.07,LM,"Legg Mason, Inc.",2.80,1,3,6,5,27.02,1
80.0,DBVT,DBV Technologies S.A.,1.70,4,1,2.0,17,107.08,1
80.0,PBYI,Puma Biotechnology Inc,1.80,3,1,3.0,17,54.1,1
79.98,RTN,Raytheon Company,1.80,2,2,6,3,13.21,1
79.96,TECD,Tech Data Corporation,1.90,3,2,1.0,4,24.78,1
79.9,KEY,KeyCorp,2.10,2,2,6,4,19.52,1
79.88,FRME,First Merchants Corporation,2.20,2,2,2.0,3,17.59,1
79.87,TRP,TransCanada Corporation,1.70,3,1,6,7,39.37,1
79.85,ROST,"Ross Stores, Inc.",2.10,2,2,2.1,2,13.24,1
79.84,TAL,TAL Education Group,1.80,3,1,6,6,32.54,1
79.81,JJSF,J & J Snack Foods Corp.,2.20,2,2,6,3,12.36,1
79.81,SIVB,SVB Financial Group,2.00,2,2,2.6,2,25.51,1
79.78,ORI,Old Republic International Corporation,2.30,2,2,6,5,25.57,1
79.74,LBTYB,Liberty Global plc,6,1,2,1.7000000000000002,8,17.63,1
79.72,ESPR,"Esperion Therapeutics, Inc.",1.90,3,2,1.0,17,23.6,1
79.7,LBTYK,Liberty Global plc,6,1,2,1.7000000000000002,9,24.04,1
79.68,AMG,"Affiliated Managers Group, Inc.",1.80,2,2,6,5,25.06,1
79.67,CORT,Corcept Therapeutics Incorporated,2.00,3,2,6,5,55.73,1
79.67,Z,"Zillow Group, Inc.",2.40,1,2,1.5,8,12.17,1
79.64,EBIX,"Ebix, Inc.",1.30,3,1,6,4,18.21,1
79.64,EQIX,"Equinix, Inc.",1.80,3,1,1.4000000000000004,7,27.81,1
79.62,PAAS,Pan American Silver Corp.,2.10,3,1,1.2000000000000002,8,29.37,1
79.58,USCR,"U S Concrete, Inc.",1.30,3,1,2.0,5,29.16,1
79.56,EPAM,"EPAM Systems, Inc.",1.90,3,1,6,3,11.12,1
79.54,BAC,Bank of America Corporation,2.10,2,2,6,4,17.69,1
79.51,HD,"Home Depot, Inc. (The)",1.80,2,2,6,4,17.54,1
79.5,LUK,Leucadia National Corporation,1.00,3,2,6,4,42.5,1
79.42,DG,Dollar General Corporation,2.10,2,2,6,3,10.41,1
79.42,HAL,Halliburton Company,1.80,3,1,6,7,37.1,1
79.39,TECH,Bio-Techne Corp,1.90,3,2,1.0,2,7.99,1
79.39,ROG,Rogers Corporation,2.00,3,1,6,5,23.62,1
79.38,LOGI,Logitech International S.A.,2.30,3,2,6,1,21.91,1
79.33,AGI,Alamos Gold Inc.,2.20,3,1,6,9,71.2,1
79.32,OMCL,"Omnicell, Inc.",2.30,3,2,1.0,7,40.9,1
79.3,MDLZ,"Mondelez International, Inc.",2.10,2,2,1.4000000000000004,5,12.46,1
79.29,FIVE,"Five Below, Inc.",2.10,2,2,1.7000000000000002,5,19.9,1
79.28,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",2.30,2,2,1.0,6,9.04,1
79.28,MNR,Monmouth Real Estate Investment Corporation,1.60,3,1,6,5,23.09,1
79.28,TEO,Telecom Argentina Stet - France Telecom S.A.,2.40,2,2,6,4,16.42,1
79.27,DLTR,"Dollar Tree, Inc.",2.00,2,2,1.9000000000000004,4,18.13,1
79.22,Y,Alleghany Corporation,2.00,1,2,6,7,11.12,1
79.2,ALGN,"Align Technology, Inc.",1.70,3,1,2.0,5,26.86,1
79.19,ACXM,Acxiom Corporation,1.60,3,1,2.0,5,26.78,1
79.13,MLCO,Melco Resorts & Entertainment Limited,1.80,3,1,1.7000000000000002,5,18.92,1
79.13,GWR,"Genesee & Wyoming, Inc.",1.90,2,2,6,6,29.0,1
79.13,XPO,"XPO Logistics, Inc.",1.80,3,1,6,5,22.3,1
79.12,VGR,Vector Group Ltd.,1.00,3,1,6,7,35.61,1
79.08,AMZN,"Amazon.com, Inc.",1.80,3,1,1.0999999999999996,5,3.66,1
79.08,CI,Cigna Corporation,1.90,2,2,6,5,22.05,1
79.07,MDXG,"MiMedx Group, Inc",1.80,1,1,4.0,17,20.36,1
79.07,ZTS,Zoetis Inc.,1.90,2,2,6,4,15.37,1
79.0,ACCO,Acco Brands Corporation,2.00,3,2,6,5,46.67,1
78.97,AAL,"American Airlines Group, Inc.",2.10,2,2,2.0,5,25.51,1
78.94,ULTA,"Ulta Beauty, Inc.",2.20,2,2,2.2,5,30.33,1
78.94,HOME,At Home Group Inc.,1.80,1,2,6,8,16.36,1
78.93,MNST,Monster Beverage Corporation,2.10,2,2,2.0,4,18.57,1
78.93,FNB,F.N.B. Corporation,1.80,2,2,6,5,21.32,1
78.93,IP,International Paper Company,2.10,2,2,6,5,21.32,1
78.93,MTN,"Vail Resorts, Inc.",1.80,3,1,6,5,21.32,1
78.92,SNPS,"Synopsys, Inc.",2.00,6,2,1.7000000000000002,7,27.09,1
78.92,SWK,"Stanley Black & Decker, Inc.",2.10,3,2,6,2,26.26,1
78.9,WCN,"Waste Connections, Inc.",1.90,3,1,6,5,21.19,1
78.89,QVCA,Liberty Interactive Corporation,2.10,3,2,1.0,17,19.45,1
78.84,XRX,Xerox Corporation,2.10,2,2,6,6,27.52,1
78.82,LVS,Las Vegas Sands Corp.,2.10,2,2,6,4,14.1,1
78.78,TKR,Timken Company (The),2.40,2,2,6,5,20.59,1
78.77,CSX,CSX Corporation,2.20,2,2,2.1,5,26.81,1
78.7,AMH,American Homes 4 Rent,1.90,3,1,6,7,33.48,1
78.68,RCL,Royal Caribbean Cruises Ltd.,1.80,3,2,6,1,18.42,1
78.68,TFX,Teleflex Incorporated,1.80,3,2,6,1,18.41,1
78.67,GRA,W.R. Grace & Co.,2.10,3,1,6,6,26.7,1
78.63,RXN,Rexnord Corporation,1.90,2,2,6,5,19.81,1
78.63,WRK,Westrock Company,2.10,2,2,6,5,19.81,1
78.61,BNCL,"Beneficial Bancorp, Inc.",2.30,1,2,1.0,5,23.33,2
